effect_id（与客户端脚本共用ID规则，但是从50000000以上，8位(1位标示+4位类型+3位流水)，标示：5任务，6地图（NPC包含在地图里），7系统，8运营活动，9其他，4位类型：1是4位任务ID，2是4位地图ID，3是4位系统ID（自定义），4是4位运营活动ID，5没有，就是流水号；事件效果配置表，在事件配置表的ID上+1位流水	effect_second_id（副主键）	valid	"effect_type(触发效果,0无，1更新任务进度(参数1为任务ID，参数2为任务第几个条件，从0开始；参数3为任务增加的进度)，2使一个NPC可以被攻击，3使一个NPC消失（后面参数分别填NPC个体的上下限，只要在上下限范围内的都会消失），4NPC出现（后面参数分别填NPC个体的上下限，只要在上下限范围内的都会出现），5NPC群组消失，6NPC群组出现,7修改一个地图的复活点(参数1X坐标、参数2Z坐标、参数3Y坐标（要乘以10）)，8是给一个目标加一个buff,9触发一个客户端脚本（effect_pram2。0：触发者是角色，给该角色发脚本，触发者是NPC，给NPC周围的人、1:表示给整个地图发脚本、2:表示给这个地图内的同队伍的玩家发脚本），10触发一个广播，11副本进度+1，12让一个npc个体死亡,13给一个地图的队长加BUFF，14封魔塔刷出当前关卡的NPC<NPC AI 需要触发这个事件>，15使同一张地图一类型NPC死亡<参数为type_id>，16迷宫副本修改角色坐标<参数1：X分米，参数2：Y分米>)，17刷新一次道藏任务，18删除NPC身上的buff（参数effect_pram1填buffID），19结束一个地图的副本（暂时只处理的小世界/周陵/天书陵/帮派宝库）；20招出一个黑户（参数1npc_type，参数2持续时间（单位毫秒），参数3坐标X，参数4坐标Y，参数5黑户NPC等级,参数6<对应参数3/4的，代表该坐标是固定坐标0还是偏移坐标1，参数7所属类型（0表示没有所属、1表示属于玩家个人、2表示属于玩家队伍、3表示属于玩家家族、4表示属于玩家阵营、5表示人物及其队伍（如果有的话））>），21给地图所有人员加BUFF（参数1 ：BUFF_ID  参数2 BUFF等级，参数2 BUFF等级，参数3 ： 持续时间），22给某个成就加值  参数1 成就ID 参数2 更新的次数，23给某个地图刷出封妖（地图ID，随机概率类型<0系统，1事件>，刷新最大数量），24给某个地图刷出封妖，系统触发（同上，design_cfg配触发），25触发掉落（参数1掉落ID，参数3广播ID，这种掉落不会弹框），26触发一个学院召集，不限人数，27事件触发新的事件，使用需谨慎，参数1为新事件ID，触发死循环弹JJ,28事件增加完成度（参数1代表增加多少完成度、参数2填2重置完成度），29事件触发整个地图的角色传送(本地图传送)（参数1为x坐标，参数2为z坐标，参数3为y坐标，要乘以10），30触发个人掉落（参数1掉落ID，参数3广播ID，这种掉落拾取后会弹框【effect_pram4。0表示个人掉落、1表示队伍掉落】）），31触发一个好友召集，前4个可相应号召，32给一个任务id，33从任务池中给一个任务，34触发家族神兽的开户的通知
"	effect_pram1（加buff则为buffID，广播ID）	effect_pram2（加buff则为buff等级，广播范围（1地图广播，2世界广播），脚本（0只对触发者触发，1对全地图玩家触发））	effect_pram3（加buff则为buff持续时间）	effect_pram4	effect_pram5	effect_pram6	effect_pram7	effect_pram8	effect_pram9	effect_pram10	trigger_opp（触发几率） 
340520002	1	1	9	1310115	0	0	0	0	0	0	0	0	0	5000
340520003	1	1	9	1310116	0	0	0	0	0	0	0	0	0	5000
340520011	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340520012	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340520101	1	1	6	340500077	0	0	0	0	0	0	0	0	0	10000
340520111	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340520112	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340521001	1	1	3	340500058	340500078	0	0	0	0	0	0	0	0	10000
340521002	1	1	29	3743	4325	64	0	0	0	0	0	0	0	10000
340521003	1	0	28	0	2	0	0	0	0	0	0	0	0	10000
340521004	1	1	6	340500080	1	0	0	0	0	0	0	0	0	10000
340521005	1	1	7	3743	4325	64	0	0	0	0	0	0	0	10000
340521006	1	1	9	1310103	0	0	0	0	0	0	0	0	0	10000
340530001	1	1	6	340500086	0	0	0	0	0	0	0	0	0	5000
340530001	2	1	6	340500090	0	0	0	0	0	0	0	0	0	5000
340530002	1	1	9	1310117	0	0	0	0	0	0	0	0	0	5000
340530003	1	1	9	1310118	0	0	0	0	0	0	0	0	0	5000
340530011	1	1	6	340500081	0	0	0	0	0	0	0	0	0	10000
340530021	1	1	6	340500085	0	0	0	0	0	0	0	0	0	10000
340530022	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340530131	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340530132	1	1	28	2	0	0	0	0	0	0	0	0	0	10000
340530141	1	1	3	340500081	340500083	0	0	0	0	0	0	0	0	10000
340530111	1	1	6	340500091	0	0	0	0	0	0	0	0	0	10000
340530121	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340530122	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340531001	1	1	3	340500079	340500096	0	0	0	0	0	0	0	0	10000
340531002	1	1	29	5608	4418	85	0	0	0	0	0	0	0	10000
340531003	1	0	28	0	2	0	0	0	0	0	0	0	0	10000
340531004	1	1	6	340500105	0	0	0	0	0	0	0	0	0	7000
340531004	2	1	6	340500112	0	0	0	0	0	0	0	0	0	3000
340531005	1	1	7	5608	4418	85	0	0	0	0	0	0	0	10000
340540001	1	1	6	340500098	0	0	0	0	0	0	0	0	0	10000
340540002	1	1	9	1310119	0	0	0	0	0	0	0	0	0	7000
340540003	1	1	9	1310120	0	0	0	0	0	0	0	0	0	3000
340540011	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340540012	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340540111	1	1	6	340500114	0	0	0	0	0	0	0	0	0	10000
340540112	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340540113	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340540114	1	1	10	34010001	1	0	0	0	0	0	0	0	0	10000
340541001	1	0	28	0	2	0	0	0	0	0	0	0	0	10000
340541002	1	1	3	340500097	340500116	0	0	0	0	0	0	0	0	10000
340541003	1	1	29	5617	4053	98	0	0	0	0	0	0	0	10000
340600001	1	1	3	340600002	340600002	0	0	0	0	0	0	0	0	10000
340600002	1	1	6	340600004	0	0	0	0	0	0	0	0	0	5000
340600002	2	1	6	340600019	0	0	0	0	0	0	0	0	0	5000
340600003	1	1	4	340600118	340600118	0	0	0	0	0	0	0	0	10000
340600004	1	1	9	1310104	0	0	0	0	0	0	0	0	0	10000
340600005	1	1	9	1310107	0	0	0	0	0	0	0	0	0	10000
340600011	1	1	6	340600011	0	0	0	0	0	0	0	0	0	10000
340600012	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340600013	1	1	3	340600010	340600010	0	0	0	0	0	0	0	0	10000
340600014	1	1	9	1310105	0	0	0	0	0	0	0	0	0	10000
340600021	1	1	6	340600017	0	0	0	0	0	0	0	0	0	10000
340600022	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340600023	1	1	9	1310106	0	0	0	0	0	0	0	0	0	10000
340600031	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340600032	1	1	28	2	0	0	0	0	0	0	0	0	0	10000
340600111	1	1	6	340600025	0	0	0	0	0	0	0	0	0	10000
340600112	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340600113	1	1	3	340600010	340600010	0	0	0	0	0	0	0	0	10000
340600114	1	1	9	1310108	0	0	0	0	0	0	0	0	0	10000
340600121	1	1	6	340600032	0	0	0	0	0	0	0	0	0	10000
340600122	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340600123	1	1	9	1310109	0	0	0	0	0	0	0	0	0	10000
340600131	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340600132	1	1	28	2	0	0	0	0	0	0	0	0	0	10000
340601001	1	1	3	340600001	340600032	0	0	0	0	0	0	0	0	10000
340601002	1	1	29	5991	983	269	0	0	0	0	0	0	0	10000
340601003	1	0	28	0	2	0	0	0	0	0	0	0	0	10000
340601004	1	1	6	340600034	0	0	0	0	0	0	0	0	0	5000
340601004	2	1	6	340600049	0	0	0	0	0	0	0	0	0	5000
340601005	1	1	7	5991	983	269	0	0	0	0	0	0	0	10000
340601006	1	1	9	1310110	0	0	0	0	0	0	0	0	0	5000
340601007	1	1	9	1310113	0	0	0	0	0	0	0	0	0	5000
340610011	1	1	6	340600041	0	0	0	0	0	0	0	0	0	10000
340610012	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340610013	1	1	3	340600040	340600040	0	0	0	0	0	0	0	0	10000
340610014	1	1	9	1310111	0	0	0	0	0	0	0	0	0	10000
340610021	1	1	6	340600047	0	0	0	0	0	0	0	0	0	10000
340610022	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340610023	1	1	9	1310112	0	0	0	0	0	0	0	0	0	10000
340610031	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340610032	1	1	28	2	0	0	0	0	0	0	0	0	0	10000
340610111	1	1	6	340600055	0	0	0	0	0	0	0	0	0	10000
340610112	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340610113	1	1	3	340600040	340600040	0	0	0	0	0	0	0	0	10000
340610114	1	1	9	1310114	0	0	0	0	0	0	0	0	0	10000
340610131	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340610132	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340611001	1	1	3	340600033	340600057	0	0	0	0	0	0	0	0	10000
340611002	1	1	29	8102	1419	46	0	0	0	0	0	0	0	10000
340611003	1	0	28	0	2	0	0	0	0	0	0	0	0	10000
340611004	1	1	6	340600059	0	0	0	0	0	0	0	0	0	5000
340611004	2	1	6	340600076	0	0	0	0	0	0	0	0	0	5000
340611005	1	1	7	8102	1419	46	0	0	0	0	0	0	0	10000
340620001	1	1	6	340600066	0	0	0	0	0	0	0	0	0	10000
340620002	1	1	9	1310115	0	0	0	0	0	0	0	0	0	5000
340620003	1	1	9	1310116	0	0	0	0	0	0	0	0	0	5000
340620011	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340620012	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340620101	1	1	6	340600077	0	0	0	0	0	0	0	0	0	10000
340620111	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340620112	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340621001	1	1	3	340600058	340600078	0	0	0	0	0	0	0	0	10000
340621002	1	1	29	3743	4325	64	0	0	0	0	0	0	0	10000
340621003	1	0	28	0	2	0	0	0	0	0	0	0	0	10000
340621004	1	1	6	340600080	1	0	0	0	0	0	0	0	0	10000
340621005	1	1	7	3743	4325	64	0	0	0	0	0	0	0	10000
340621006	1	1	9	1310103	0	0	0	0	0	0	0	0	0	10000
340630001	1	1	6	340600086	0	0	0	0	0	0	0	0	0	5000
340630001	2	1	6	340600090	0	0	0	0	0	0	0	0	0	5000
340630002	1	1	9	1310117	0	0	0	0	0	0	0	0	0	5000
340630003	1	1	9	1310118	0	0	0	0	0	0	0	0	0	5000
340630011	1	1	6	340600081	0	0	0	0	0	0	0	0	0	10000
340630021	1	1	6	340600085	0	0	0	0	0	0	0	0	0	10000
340630022	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340630131	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340630132	1	1	28	2	0	0	0	0	0	0	0	0	0	10000
340630141	1	1	3	340600081	340600083	0	0	0	0	0	0	0	0	10000
340630111	1	1	6	340600091	0	0	0	0	0	0	0	0	0	10000
340630121	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340630122	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340631001	1	1	3	340600079	340600096	0	0	0	0	0	0	0	0	10000
340631002	1	1	29	5608	4418	85	0	0	0	0	0	0	0	10000
340631003	1	0	28	0	2	0	0	0	0	0	0	0	0	10000
340631004	1	1	6	340600105	0	0	0	0	0	0	0	0	0	7000
340631004	2	1	6	340600112	0	0	0	0	0	0	0	0	0	3000
340631005	1	1	7	5608	4418	85	0	0	0	0	0	0	0	10000
340640001	1	1	6	340600098	0	0	0	0	0	0	0	0	0	10000
340640002	1	1	9	1310119	0	0	0	0	0	0	0	0	0	7000
340640003	1	1	9	1310120	0	0	0	0	0	0	0	0	0	3000
340640011	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340640012	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340640111	1	1	6	340600114	0	0	0	0	0	0	0	0	0	10000
340640112	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340640113	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340640114	1	1	10	34010001	1	0	0	0	0	0	0	0	0	10000
340641001	1	0	28	0	2	0	0	0	0	0	0	0	0	10000
340641002	1	1	3	340600097	340600116	0	0	0	0	0	0	0	0	10000
340641003	1	1	29	5617	4053	98	0	0	0	0	0	0	0	10000
340700001	1	1	3	340700002	340700002	0	0	0	0	0	0	0	0	10000
340700002	1	1	6	340700004	0	0	0	0	0	0	0	0	0	5000
340700002	2	1	6	340700019	0	0	0	0	0	0	0	0	0	5000
340700003	1	1	4	340700118	340700118	0	0	0	0	0	0	0	0	10000
340700004	1	1	9	1310104	0	0	0	0	0	0	0	0	0	10000
340700005	1	1	9	1310107	0	0	0	0	0	0	0	0	0	10000
340700011	1	1	6	340700011	0	0	0	0	0	0	0	0	0	10000
340700012	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340700013	1	1	3	340700010	340700010	0	0	0	0	0	0	0	0	10000
340700014	1	1	9	1310105	0	0	0	0	0	0	0	0	0	10000
340700021	1	1	6	340700017	0	0	0	0	0	0	0	0	0	10000
340700022	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340700023	1	1	9	1310106	0	0	0	0	0	0	0	0	0	10000
340700031	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340700032	1	1	28	2	0	0	0	0	0	0	0	0	0	10000
340700111	1	1	6	340700025	0	0	0	0	0	0	0	0	0	10000
340700112	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340700113	1	1	3	340700010	340700010	0	0	0	0	0	0	0	0	10000
340700114	1	1	9	1310108	0	0	0	0	0	0	0	0	0	10000
340700121	1	1	6	340700032	0	0	0	0	0	0	0	0	0	10000
340700122	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340700123	1	1	9	1310109	0	0	0	0	0	0	0	0	0	10000
340700131	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340700132	1	1	28	2	0	0	0	0	0	0	0	0	0	10000
340701001	1	1	3	340700001	340700032	0	0	0	0	0	0	0	0	10000
340701002	1	1	29	5991	983	269	0	0	0	0	0	0	0	10000
340701003	1	0	28	0	2	0	0	0	0	0	0	0	0	10000
340701004	1	1	6	340700034	0	0	0	0	0	0	0	0	0	5000
340701004	2	1	6	340700049	0	0	0	0	0	0	0	0	0	5000
340701005	1	1	7	5991	983	269	0	0	0	0	0	0	0	10000
340701006	1	1	9	1310110	0	0	0	0	0	0	0	0	0	5000
340701007	1	1	9	1310113	0	0	0	0	0	0	0	0	0	5000
340710011	1	1	6	340700041	0	0	0	0	0	0	0	0	0	10000
340710012	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340710013	1	1	3	340700040	340700040	0	0	0	0	0	0	0	0	10000
340710014	1	1	9	1310111	0	0	0	0	0	0	0	0	0	10000
340710021	1	1	6	340700047	0	0	0	0	0	0	0	0	0	10000
340710022	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340710023	1	1	9	1310112	0	0	0	0	0	0	0	0	0	10000
340710031	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340710032	1	1	28	2	0	0	0	0	0	0	0	0	0	10000
340710111	1	1	6	340700055	0	0	0	0	0	0	0	0	0	10000
340710112	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340710113	1	1	3	340700040	340700040	0	0	0	0	0	0	0	0	10000
340710114	1	1	9	1310114	0	0	0	0	0	0	0	0	0	10000
340710131	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340710132	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340711001	1	1	3	340700033	340700057	0	0	0	0	0	0	0	0	10000
340711002	1	1	29	8102	1419	46	0	0	0	0	0	0	0	10000
340711003	1	0	28	0	2	0	0	0	0	0	0	0	0	10000
340711004	1	1	6	340700059	0	0	0	0	0	0	0	0	0	5000
340711004	2	1	6	340700076	0	0	0	0	0	0	0	0	0	5000
340711005	1	1	7	8102	1419	46	0	0	0	0	0	0	0	10000
340720001	1	1	6	340700066	0	0	0	0	0	0	0	0	0	10000
340720002	1	1	9	1310115	0	0	0	0	0	0	0	0	0	5000
340720003	1	1	9	1310116	0	0	0	0	0	0	0	0	0	5000
340720011	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340720012	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340720101	1	1	6	340700077	0	0	0	0	0	0	0	0	0	10000
340720111	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340720112	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340721001	1	1	3	340700058	340700078	0	0	0	0	0	0	0	0	10000
340721002	1	1	29	3743	4325	64	0	0	0	0	0	0	0	10000
340721003	1	0	28	0	2	0	0	0	0	0	0	0	0	10000
340721004	1	1	6	340700080	1	0	0	0	0	0	0	0	0	10000
340721005	1	1	7	3743	4325	64	0	0	0	0	0	0	0	10000
340721006	1	1	9	1310103	0	0	0	0	0	0	0	0	0	10000
340730001	1	1	6	340700086	0	0	0	0	0	0	0	0	0	5000
340730001	2	1	6	340700090	0	0	0	0	0	0	0	0	0	5000
340730002	1	1	9	1310117	0	0	0	0	0	0	0	0	0	5000
340730003	1	1	9	1310118	0	0	0	0	0	0	0	0	0	5000
340730011	1	1	6	340700081	0	0	0	0	0	0	0	0	0	10000
340730021	1	1	6	340700085	0	0	0	0	0	0	0	0	0	10000
340730022	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340730131	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340730132	1	1	28	2	0	0	0	0	0	0	0	0	0	10000
340730141	1	1	3	340700081	340700083	0	0	0	0	0	0	0	0	10000
340730111	1	1	6	340700091	0	0	0	0	0	0	0	0	0	10000
340730121	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340730122	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340731001	1	1	3	340700079	340700096	0	0	0	0	0	0	0	0	10000
340731002	1	1	29	5608	4418	85	0	0	0	0	0	0	0	10000
340731003	1	0	28	0	2	0	0	0	0	0	0	0	0	10000
340731004	1	1	6	340700105	0	0	0	0	0	0	0	0	0	7000
340731004	2	1	6	340700112	0	0	0	0	0	0	0	0	0	3000
340731005	1	1	7	5608	4418	85	0	0	0	0	0	0	0	10000
340740001	1	1	6	340700098	0	0	0	0	0	0	0	0	0	10000
340740002	1	1	9	1310119	0	0	0	0	0	0	0	0	0	7000
340740003	1	1	9	1310120	0	0	0	0	0	0	0	0	0	3000
340740011	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340740012	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340740111	1	1	6	340700114	0	0	0	0	0	0	0	0	0	10000
340740112	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340740113	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340740114	1	1	10	34010001	1	0	0	0	0	0	0	0	0	10000
340741001	1	0	28	0	2	0	0	0	0	0	0	0	0	10000
340741002	1	1	3	340700097	340700116	0	0	0	0	0	0	0	0	10000
340741003	1	1	29	5617	4053	98	0	0	0	0	0	0	0	10000
340800001	1	1	3	340800002	340800002	0	0	0	0	0	0	0	0	10000
340800002	1	1	6	340800004	0	0	0	0	0	0	0	0	0	5000
340800002	2	1	6	340800019	0	0	0	0	0	0	0	0	0	5000
340800003	1	1	4	340800118	340800118	0	0	0	0	0	0	0	0	10000
340800004	1	1	9	1310104	0	0	0	0	0	0	0	0	0	10000
340800005	1	1	9	1310107	0	0	0	0	0	0	0	0	0	10000
340800011	1	1	6	340800011	0	0	0	0	0	0	0	0	0	10000
340800012	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340800013	1	1	3	340800010	340800010	0	0	0	0	0	0	0	0	10000
340800014	1	1	9	1310105	0	0	0	0	0	0	0	0	0	10000
340800021	1	1	6	340800017	0	0	0	0	0	0	0	0	0	10000
340800022	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340800023	1	1	9	1310106	0	0	0	0	0	0	0	0	0	10000
340800031	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340800032	1	1	28	2	0	0	0	0	0	0	0	0	0	10000
340800111	1	1	6	340800025	0	0	0	0	0	0	0	0	0	10000
340800112	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340800113	1	1	3	340800010	340800010	0	0	0	0	0	0	0	0	10000
340800114	1	1	9	1310108	0	0	0	0	0	0	0	0	0	10000
340800121	1	1	6	340800032	0	0	0	0	0	0	0	0	0	10000
340800122	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340800123	1	1	9	1310109	0	0	0	0	0	0	0	0	0	10000
340800131	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340800132	1	1	28	2	0	0	0	0	0	0	0	0	0	10000
340801001	1	1	3	340800001	340800032	0	0	0	0	0	0	0	0	10000
340801002	1	1	29	5991	983	269	0	0	0	0	0	0	0	10000
340801003	1	0	28	0	2	0	0	0	0	0	0	0	0	10000
340801004	1	1	6	340800034	0	0	0	0	0	0	0	0	0	5000
340801004	2	1	6	340800049	0	0	0	0	0	0	0	0	0	5000
340801005	1	1	7	5991	983	269	0	0	0	0	0	0	0	10000
340801006	1	1	9	1310110	0	0	0	0	0	0	0	0	0	5000
340801007	1	1	9	1310113	0	0	0	0	0	0	0	0	0	5000
340810011	1	1	6	340800041	0	0	0	0	0	0	0	0	0	10000
340810012	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340810013	1	1	3	340800040	340800040	0	0	0	0	0	0	0	0	10000
340810014	1	1	9	1310111	0	0	0	0	0	0	0	0	0	10000
340810021	1	1	6	340800047	0	0	0	0	0	0	0	0	0	10000
340810022	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340810023	1	1	9	1310112	0	0	0	0	0	0	0	0	0	10000
340810031	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340810032	1	1	28	2	0	0	0	0	0	0	0	0	0	10000
340810111	1	1	6	340800055	0	0	0	0	0	0	0	0	0	10000
340810112	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340810113	1	1	3	340800040	340800040	0	0	0	0	0	0	0	0	10000
340810114	1	1	9	1310114	0	0	0	0	0	0	0	0	0	10000
340810131	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340810132	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340811001	1	1	3	340800033	340800057	0	0	0	0	0	0	0	0	10000
340811002	1	1	29	8102	1419	46	0	0	0	0	0	0	0	10000
340811003	1	0	28	0	2	0	0	0	0	0	0	0	0	10000
340811004	1	1	6	340800059	0	0	0	0	0	0	0	0	0	5000
340811004	2	1	6	340800076	0	0	0	0	0	0	0	0	0	5000
340811005	1	1	7	8102	1419	46	0	0	0	0	0	0	0	10000
340820001	1	1	6	340800066	0	0	0	0	0	0	0	0	0	10000
340820002	1	1	9	1310115	0	0	0	0	0	0	0	0	0	5000
340820003	1	1	9	1310116	0	0	0	0	0	0	0	0	0	5000
340820011	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340820012	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340820101	1	1	6	340800077	0	0	0	0	0	0	0	0	0	10000
340820111	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340820112	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340821001	1	1	3	340800058	340800078	0	0	0	0	0	0	0	0	10000
340821002	1	1	29	3743	4325	64	0	0	0	0	0	0	0	10000
340821003	1	0	28	0	2	0	0	0	0	0	0	0	0	10000
340821004	1	1	6	340800080	1	0	0	0	0	0	0	0	0	10000
340821005	1	1	7	3743	4325	64	0	0	0	0	0	0	0	10000
340821006	1	1	9	1310103	0	0	0	0	0	0	0	0	0	10000
340830001	1	1	6	340800086	0	0	0	0	0	0	0	0	0	5000
340830001	2	1	6	340800090	0	0	0	0	0	0	0	0	0	5000
340830002	1	1	9	1310117	0	0	0	0	0	0	0	0	0	5000
340830003	1	1	9	1310118	0	0	0	0	0	0	0	0	0	5000
340830011	1	1	6	340800081	0	0	0	0	0	0	0	0	0	10000
340830021	1	1	6	340800085	0	0	0	0	0	0	0	0	0	10000
340830022	1	1	28	1	0	0	0	0	0	0	0	0	0	10000
340830131	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340830132	1	1	28	2	0	0	0	0	0	0	0	0	0	10000
340830141	1	1	3	340800081	340800083	0	0	0	0	0	0	0	0	10000
340830111	1	1	6	340800091	0	0	0	0	0	0	0	0	0	10000
340830121	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340830122	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340831001	1	1	3	340800079	340800096	0	0	0	0	0	0	0	0	10000
340831002	1	1	29	5608	4418	85	0	0	0	0	0	0	0	10000
340831003	1	0	28	0	2	0	0	0	0	0	0	0	0	10000
340831004	1	1	6	340800105	0	0	0	0	0	0	0	0	0	7000
340831004	2	1	6	340800112	0	0	0	0	0	0	0	0	0	3000
340831005	1	1	7	5608	4418	85	0	0	0	0	0	0	0	10000
340840001	1	1	6	340800098	0	0	0	0	0	0	0	0	0	10000
340840002	1	1	9	1310119	0	0	0	0	0	0	0	0	0	7000
340840003	1	1	9	1310120	0	0	0	0	0	0	0	0	0	3000
340840011	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340840012	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340840111	1	1	6	340800114	0	0	0	0	0	0	0	0	0	10000
340840112	1	1	11	0	0	0	0	0	0	0	0	0	0	10000
340840113	1	1	28	3	0	0	0	0	0	0	0	0	0	10000
340840114	1	1	10	34010001	1	0	0	0	0	0	0	0	0	10000
340841001	1	0	28	0	2	0	0	0	0	0	0	0	0	10000
340841002	1	1	3	340800097	340800116	0	0	0	0	0	0	0	0	10000
340841003	1	1	29	5617	4053	98	0	0	0	0	0	0	0	10000
350100010	1	1	4	350100006	350100010	0	0	0	0	0	0	0	0	10000
350100011	1	1	27	35010002	0	0	0	0	0	0	0	0	0	10000
350100020	1	1	4	350100011	350100015	0	0	0	0	0	0	0	0	10000
350101010	1	0	4	350100008	350100012	0	0	0	0	0	0	0	0	10000
350101011	1	0	27	35010102	0	0	0	0	0	0	0	0	0	10000
350101020	1	0	4	350100013	350100017	0	0	0	0	0	0	0	0	10000
350102010	1	0	4	350100010	350100014	0	0	0	0	0	0	0	0	10000
350102011	1	0	27	35010202	0	0	0	0	0	0	0	0	0	10000
350102020	1	0	4	350100015	350100019	0	0	0	0	0	0	0	0	10000
350103010	1	0	4	350100012	350100016	0	0	0	0	0	0	0	0	10000
350103011	1	0	27	35010302	0	0	0	0	0	0	0	0	0	10000
350103020	1	0	4	350100017	350100021	0	0	0	0	0	0	0	0	10000
350104010	1	0	4	350100014	350100018	0	0	0	0	0	0	0	0	10000
350104011	1	0	27	35010402	0	0	0	0	0	0	0	0	0	10000
350104020	1	0	4	350100019	350100023	0	0	0	0	0	0	0	0	10000
350105010	1	1	9	1350101	0	0	0	0	0	0	0	0	0	10000
350105011	1	1	9	1350102	0	0	0	0	0	0	0	0	0	10000
350106010	1	1	9	1350103	0	0	0	0	0	0	0	0	0	10000
350107010	1	1	9	1350104	0	0	0	0	0	0	0	0	0	10000
360100001	1	1	3	360100010	360100010	0	0	0	0	0	0	0	0	10000
360100002	1	1	10	36010001	1	0	0	0	0	0	0	0	0	10000
360100003	1	1	6	360100005	0	0	0	0	0	0	0	0	0	10000
