系统邮件主键	有效标志位	系统署名（不能超过20个汉字）	邮件标题（不能超过20个汉字）	邮件内容(通配符最多支持7个)换行：<Enter>（不能超过1000个汉字）	附加金钱	附加铜币	附加贡献	附加元宝	附加绑定元宝	附加师德	附加其他货币	附加其他货币	附加道具ID类型（绑定与否）	附加道具ID	附加道具数量	附加道具ID类型	附加道具ID	附加道具数量	附加道具ID类型	附加道具ID	附加道具数量	附加道具ID类型	附加道具ID	附加道具数量 
2565	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>归墟任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>歸墟任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	16900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2566	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>归墟任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>歸墟任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	20400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2567	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>归墟任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>歸墟任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	20400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2568	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>归墟任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>歸墟任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	20400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2569	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>归墟任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>歸墟任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	20400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2570	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>鬼王陵任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>鬼王陵任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2571	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>鬼王陵任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>鬼王陵任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	4700	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2572	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>鬼王陵任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>鬼王陵任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	7300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2573	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>鬼王陵任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>鬼王陵任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	10200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2574	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>鬼王陵任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>鬼王陵任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	13400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2575	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>鬼王陵任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>鬼王陵任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	16900	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2576	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>鬼王陵任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>鬼王陵任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	20400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2577	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>鬼王陵任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>鬼王陵任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	20400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2578	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>鬼王陵任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>鬼王陵任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	20400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2579	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>鬼王陵任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>鬼王陵任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	20400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2580	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>帮派任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>幫派任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	1300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2581	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>帮派任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>幫派任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	2800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2582	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>帮派任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>幫派任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	4400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2583	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>帮派任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>幫派任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	6200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2584	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>帮派任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>幫派任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	8100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2585	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>帮派任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>幫派任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	10200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2586	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>帮派任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>幫派任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	12300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2587	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>帮派任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>幫派任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	12300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2588	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>帮派任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>幫派任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	12300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2589	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>帮派任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>幫派任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	12300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2590	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>观碑任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>觀碑任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2591	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>观碑任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>觀碑任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2592	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>观碑任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>觀碑任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	3600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2593	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>观碑任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>觀碑任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2594	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>观碑任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>觀碑任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	6600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2595	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>观碑任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>觀碑任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	8300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2596	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>观碑任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>觀碑任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2597	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>观碑任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>觀碑任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2598	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>观碑任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>觀碑任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2599	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>观碑任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>觀碑任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2600	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>宝库任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>寶庫任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2601	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>宝库任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>寶庫任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2602	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>宝库任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>寶庫任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2603	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>宝库任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>寶庫任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2604	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>宝库任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>寶庫任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	3600	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2605	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>宝库任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>寶庫任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2606	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>宝库任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>寶庫任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	6400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2607	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>宝库任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>寶庫任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	6400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2608	1	"|C|系统|T|長生訣"	"|C|徒弟汇报|T|徒弟彙報"	"|C|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>师徒</color>-<color=#00ab37>宝库任务</color>任务，此处向您汇报！<Enter>请再接再励，带出更多出色徒弟。以下是您的奖励:|T|恭喜您，您的徒弟<color=#00ab37>%s</color>完成了<color=#7e00ff>師徒</color>-<color=#00ab37>寶庫任務</color>任務，此處向您彙報！<Enter>請再接再勵，帶出更多出色徒弟。以下是您的獎勵:"	0	0	0	0	0	6400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
