注魂主ID	副ID，1注魂，2成神	valid	需要品质	状态限制（char_state_limit）	新装备ID	合成消耗ID	解封描述	模型路径	模型名字	模型路径	模型名字	视角距离（模型缩放的倒数）	解封脚本	虚拟魂装TIPS_ID	外观描述	外观数组1	外观数组2	外观数组3	外观数组4	外观数组5	已合成的检测成就
33100160	1	1	4	56031000	33101160	50663	任意灵宠培养到6星	base_effect	daoke_kuzi_nan	base_effect	daoke_kuzi_nv	1	LogicScriptManager.TriggerScript(4104201)	33101160	暂无	0	0	0	0	0	2044
23100160	1	1	4	56021000	23101160	50662	重铸佩戴5张橙卡到完美	base_effect	daoke_yaodai_nan	base_effect	daoke_yaodai_nv	1	CMD_OpenCardPanel(2,nil)	23101160	暂无	0	0	0	0	0	2043
83100160	1	1	4	56081000	83101160	50668	镶嵌10个4级上古宝石	base_effect	daoke_maozi	base_effect	daoke_maozi	1	RolePanel.CMD_ShowSubPanelByIndex(4,part,subIndex)	83101160	暂无	0	0	0	0	0	2049
73100160	1	1	4	56071000	73101160	50667	6层秘法修炼到完美	base_effect	daoke_hujian	base_effect	daoke_hujian	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	73101160	暂无	0	0	0	0	0	2048
43100160	1	1	4	56041000	43101160	50664	获得2只SS级灵宠	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	LogicScriptManager.TriggerScript(4104201)	43101160	暂无	0	0	0	0	0	2045
93100160	1	1	4	56091000	93101160	50669	合成1个橙色魂法器	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	93101160	暂无	0	0	0	0	0	2050
53100160	1	1	4	56051000	53101160	50665	六阶项链图纸（帮派商店有售）	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	OpenPanel(\"SchoolShop\")	53101160	暂无	0	0	0	0	0	2046
63100160	1	1	4	56061000	63101160	50666	六阶戒指图纸（帮派商店有售）	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	OpenPanel(\"SchoolShop\")	63101160	暂无	0	0	0	0	0	2047
3100170	1	1	4	57001000	3101170	50670	强化全身10件装备到+50	base_effect	daoke_wuqi	base_effect	daoke_wuqi	1	RolePanel.CMD_ShowSubPanelByIndex(2,part,subIndex)	3101170	暂无	0	0	0	0	0	2051
13100170	1	1	4	57011000	13101170	50671	秘法激活散仙大圆满	base_effect	daoke_yifu_nan	base_effect	daoke_yifu_nv	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	13101170	暂无	0	0	0	0	0	2052
33100170	1	1	4	57031000	33101170	50673	任意灵宠培养到7星	base_effect	daoke_kuzi_nan	base_effect	daoke_kuzi_nv	1	LogicScriptManager.TriggerScript(4104201)	33101170	暂无	0	0	0	0	0	2054
23100170	1	1	4	57021000	23101170	50672	佩戴2张橙色魂卡牌	base_effect	daoke_yaodai_nan	base_effect	daoke_yaodai_nv	1	CMD_OpenCardPanel(5,nil)	23101170	暂无	0	0	0	0	0	2053
83100170	1	1	4	57081000	83101170	50678	镶嵌5个6级上古宝石	base_effect	daoke_maozi	base_effect	daoke_maozi	1	RolePanel.CMD_ShowSubPanelByIndex(4,part,subIndex)	83101170	暂无	0	0	0	0	0	2059
73100170	1	1	4	57071000	73101170	50677	4件六阶以上装备双完美	base_effect	daoke_hujian	base_effect	daoke_hujian	1	RolePanel.CMD_ShowSubPanelByIndex(3,part,subIndex)	73101170	暂无	0	0	0	0	0	2058
43100170	1	1	4	57041000	43101170	50674	佩戴任意5张橙卡升到6星	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	CMD_OpenCardPanel(3,nil)	43101170	暂无	0	0	0	0	0	2055
93100170	1	1	4	57091000	93101170	50679	2个橙色法器升到10级	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	93101170	暂无	0	0	0	0	0	2060
53100170	1	1	4	57051000	53101170	50675	七阶项链图纸（帮派商店有售）	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	OpenPanel(\"SchoolShop\")	53101170	暂无	0	0	0	0	0	2056
63100170	1	1	4	57061000	63101170	50676	七阶戒指图纸（帮派商店有售）	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	OpenPanel(\"SchoolShop\")	63101170	暂无	0	0	0	0	0	2057
3100180	1	1	4	58001000	3101180	50680	强化全身10件装备到+60	base_effect	daoke_wuqi	base_effect	daoke_wuqi	1	RolePanel.CMD_ShowSubPanelByIndex(2,part,subIndex)	3101180	暂无	0	0	0	0	0	2061
13100180	1	1	4	58011000	13101180	50681	秘法激活真仙大圆满	base_effect	daoke_yifu_nan	base_effect	daoke_yifu_nv	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	13101180	暂无	0	0	0	0	0	2062
33100180	1	1	4	58031000	33101180	50683	任意灵宠培养到8星	base_effect	daoke_kuzi_nan	base_effect	daoke_kuzi_nv	1	LogicScriptManager.TriggerScript(4104201)	33101180	暂无	0	0	0	0	0	2064
23100180	1	1	4	58021000	23101180	50682	重铸任意6张红卡到完美	base_effect	daoke_yaodai_nan	base_effect	daoke_yaodai_nv	1	CMD_OpenCardPanel(2,nil)	23101180	暂无	0	0	0	0	0	2063
83100180	1	1	4	58081000	83101180	50688	镶嵌10个4级神赐宝石	base_effect	daoke_maozi	base_effect	daoke_maozi	1	RolePanel.CMD_ShowSubPanelByIndex(4,part,subIndex)	83101180	暂无	0	0	0	0	0	2069
73100180	1	1	4	58071000	73101180	50687	18层秘法修炼到完美	base_effect	daoke_hujian	base_effect	daoke_hujian	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	73101180	暂无	0	0	0	0	0	2068
43100180	1	1	4	58041000	43101180	50684	佩戴任意3张红卡升到4星	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	CMD_OpenCardPanel(3,nil)	43101180	暂无	0	0	0	0	0	2065
93100180	1	1	4	58091000	93101180	50689	2个红色法器升到5级	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	93101180	暂无	0	0	0	0	0	2070
53100180	1	1	4	58051000	53101180	50685	八阶项链图纸（帮派商店有售）	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	OpenPanel(\"SchoolShop\")	53101180	暂无	0	0	0	0	0	2066
63100180	1	1	4	58061000	63101180	50686	八阶戒指图纸（帮派商店有售）	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	OpenPanel(\"SchoolShop\")	63101180	暂无	0	0	0	0	0	2067
3100190	1	1	4	59001000	3101190	50690	强化全身10件装备到+70	base_effect	daoke_wuqi	base_effect	daoke_wuqi	1	RolePanel.CMD_ShowSubPanelByIndex(2,part,subIndex)	3101190	暂无	0	0	0	0	0	2091
13100190	1	1	4	59011000	13101190	50691	秘法激活上仙大圆满	base_effect	daoke_yifu_nan	base_effect	daoke_yifu_nv	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	13101190	暂无	0	0	0	0	0	2092
33100190	1	1	4	59031000	33101190	50693	任意灵宠培养到9星	base_effect	daoke_kuzi_nan	base_effect	daoke_kuzi_nv	1	LogicScriptManager.TriggerScript(4104201)	33101190	暂无	0	0	0	0	0	2094
23100190	1	1	4	59021000	23101190	50692	佩戴3张红色魂卡牌	base_effect	daoke_yaodai_nan	base_effect	daoke_yaodai_nv	1	CMD_OpenCardPanel(5,nil)	23101190	暂无	0	0	0	0	0	2093
83100190	1	1	4	59081000	83101190	50698	镶嵌10个5级神赐宝石	base_effect	daoke_maozi	base_effect	daoke_maozi	1	RolePanel.CMD_ShowSubPanelByIndex(4,part,subIndex)	83101190	暂无	0	0	0	0	0	2099
73100190	1	1	4	59071000	73101190	50697	24层秘法修炼到完美	base_effect	daoke_hujian	base_effect	daoke_hujian	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	73101190	暂无	0	0	0	0	0	2098
43100190	1	1	4	59041000	43101190	50694	佩戴任意5张红卡升到6星	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	CMD_OpenCardPanel(3,nil)	43101190	暂无	0	0	0	0	0	2095
93100190	1	1	4	59091000	93101190	50699	1个红色魂法器升到10级	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	93101190	暂无	0	0	0	0	0	2100
53100190	1	1	4	59051000	53101190	50695	九阶项链图纸（帮派商店有售）	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	OpenPanel(\"SchoolShop\")	53101190	暂无	0	0	0	0	0	2096
63100190	1	1	4	59061000	63101190	50696	九阶戒指图纸（帮派商店有售）	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	OpenPanel(\"SchoolShop\")	63101190	暂无	0	0	0	0	0	2097
4100110	1	1	4	51000000	4101110	0	至少三阶以上装备才能合成魂装	base_effect	HZ_gongshou_wuqi	base_effect	HZ_gongshou_wuqi	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2001
14100110	1	1	4	51000000	14101110	0	至少三阶以上装备才能合成魂装	base_effect	gongshou_yifu	base_effect	gongshou_yifu_nv	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2002
34100110	1	1	4	51000000	34101110	0	至少三阶以上装备才能合成魂装	base_effect	gongshou_kuzi	base_effect	gongshou_kuzi_nv	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2004
24100110	1	1	4	51000000	24101110	0	至少三阶以上装备才能合成魂装	base_effect	gongshou_yaodai	base_effect	gongshou_yaodai_nv	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2003
84100110	1	1	4	51000000	84101110	0	至少三阶以上装备才能合成魂装	base_effect	daoke_maozi	base_effect	daoke_maozi	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2009
74100110	1	1	4	51000000	74101110	0	至少三阶以上装备才能合成魂装	base_effect	daoke_hujian	base_effect	daoke_hujian	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2008
44100110	1	1	4	51000000	44101110	0	至少三阶以上装备才能合成魂装	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2005
94100110	1	1	4	51000000	94101110	0	至少三阶以上装备才能合成魂装	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2010
54100110	1	1	4	51000000	54101110	0	至少三阶以上装备才能合成魂装	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2006
64100110	1	1	4	51000000	64101110	0	至少三阶以上装备才能合成魂装	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2007
4100120	1	1	4	51000000	4101120	0	至少三阶以上装备才能合成魂装	base_effect	HZ_gongshou_wuqi	base_effect	HZ_gongshou_wuqi	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2001
14100120	1	1	4	51000000	14101120	0	至少三阶以上装备才能合成魂装	base_effect	gongshou_yifu	base_effect	gongshou_yifu_nv	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2002
34100120	1	1	4	51000000	34101120	0	至少三阶以上装备才能合成魂装	base_effect	gongshou_kuzi	base_effect	gongshou_kuzi_nv	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2004
24100120	1	1	4	51000000	24101120	0	至少三阶以上装备才能合成魂装	base_effect	gongshou_yaodai	base_effect	gongshou_yaodai_nv	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2003
84100120	1	1	4	51000000	84101120	0	至少三阶以上装备才能合成魂装	base_effect	daoke_maozi	base_effect	daoke_maozi	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2009
74100120	1	1	4	51000000	74101120	0	至少三阶以上装备才能合成魂装	base_effect	daoke_hujian	base_effect	daoke_hujian	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2008
44100120	1	1	4	51000000	44101120	0	至少三阶以上装备才能合成魂装	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2005
94100120	1	1	4	51000000	94101120	0	至少三阶以上装备才能合成魂装	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2010
54100120	1	1	4	51000000	54101120	0	至少三阶以上装备才能合成魂装	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2006
64100120	1	1	4	51000000	64101120	0	至少三阶以上装备才能合成魂装	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	PromptPanel.ShowErrorCodeStr(\"三阶以上的稀有装备才能合成魂装\")	0	暂无	0	0	0	0	0	2007
4100130	1	1	4	53001000	4101130	50630	强化全身10件装备到+10	base_effect	HZ_gongshou_wuqi	base_effect	HZ_gongshou_wuqi	1	RolePanel.CMD_ShowSubPanelByIndex(2,part,subIndex)	4101130	暂无	0	0	0	0	0	2011
14100130	1	1	4	53011000	14101130	50631	2个招式15级	base_effect	gongshou_yifu	base_effect	gongshou_yifu_nv	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	14101130	暂无	0	0	0	0	0	2012
34100130	1	1	4	53031000	34101130	50633	任意灵宠培养到2星	base_effect	gongshou_kuzi	base_effect	gongshou_kuzi_nv	1	LogicScriptManager.TriggerScript(4104201)	34101130	暂无	0	0	0	0	0	2014
24100130	1	1	4	53021000	24101130	50632	突破到元婴境	base_effect	gongshou_yaodai	base_effect	gongshou_yaodai_nv	1	RoleInfoPanel.ShowAssignPanel(2)	24101130	暂无	0	0	0	0	0	2013
84100130	1	1	4	53081000	84101130	50638	镶嵌5个3级宝石	base_effect	daoke_maozi	base_effect	daoke_maozi	1	RolePanel.CMD_ShowSubPanelByIndex(4,part,subIndex)	84101130	暂无	0	0	0	0	0	2019
74100130	1	1	4	53071000	74101130	50637	4件二阶以上装备双完美	base_effect	daoke_hujian	base_effect	daoke_hujian	1	RolePanel.CMD_ShowSubPanelByIndex(3,part,subIndex)	74101130	暂无	0	0	0	0	0	2018
44100130	1	1	4	53041000	44101130	50634	获得3只S级以上灵宠	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	LogicScriptManager.TriggerScript(4104201)	44101130	暂无	0	0	0	0	0	2015
94100130	1	1	4	53091000	94101130	50639	任意法器5级	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	94101130	暂无	0	0	0	0	0	2020
54100130	1	1	4	53051000	54101130	50635	三阶项链图纸（帮派商店有售）	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	OpenPanel(\"SchoolShop\")	54101130	暂无	0	0	0	0	0	2016
64100130	1	1	4	53061000	64101130	50636	三阶戒指图纸（帮派商店有售）	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	OpenPanel(\"SchoolShop\")	64101130	暂无	0	0	0	0	0	2017
4100140	1	1	4	54001000	4101140	50640	强化全身10件装备到+15	base_effect	HZ_gongshou_wuqi	base_effect	HZ_gongshou_wuqi	1	RolePanel.CMD_ShowSubPanelByIndex(2,part,subIndex)	4101140	暂无	0	0	0	0	0	2021
14100140	1	1	4	54011000	14101140	50641	2个招式25级	base_effect	gongshou_yifu	base_effect	gongshou_yifu_nv	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	14101140	暂无	0	0	0	0	0	2022
34100140	1	1	4	54031000	34101140	50643	任意灵宠培养到3星	base_effect	gongshou_kuzi	base_effect	gongshou_kuzi_nv	1	LogicScriptManager.TriggerScript(4104201)	34101140	暂无	0	0	0	0	0	2024
24100140	1	1	4	54021000	24101140	50642	重铸佩戴4张紫卡到完美	base_effect	gongshou_yaodai	base_effect	gongshou_yaodai_nv	1	CMD_OpenCardPanel(2,nil)	24101140	暂无	0	0	0	0	0	2023
84100140	1	1	4	54081000	84101140	50648	镶嵌10个4级宝石	base_effect	daoke_maozi	base_effect	daoke_maozi	1	RolePanel.CMD_ShowSubPanelByIndex(4,part,subIndex)	84101140	暂无	0	0	0	0	0	2029
74100140	1	1	4	54071000	74101140	50647	4件三阶以上装备双完美	base_effect	daoke_hujian	base_effect	daoke_hujian	1	RolePanel.CMD_ShowSubPanelByIndex(3,part,subIndex)	74101140	暂无	0	0	0	0	0	2028
44100140	1	1	4	54041000	44101140	50644	获得1只SS级灵宠	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	LogicScriptManager.TriggerScript(4104201)	44101140	暂无	0	0	0	0	0	2025
94100140	1	1	4	54091000	94101140	50649	任意紫色法器5级	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	94101140	暂无	0	0	0	0	0	2030
54100140	1	1	4	54051000	54101140	50645	四阶项链图纸（帮派商店有售）	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	OpenPanel(\"SchoolShop\")	54101140	暂无	0	0	0	0	0	2026
64100140	1	1	4	54061000	64101140	50646	四阶戒指图纸（帮派商店有售）	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	OpenPanel(\"SchoolShop\")	64101140	暂无	0	0	0	0	0	2027
4100150	1	1	4	55001000	4101150	50650	强化全身10件装备到+30	base_effect	HZ_gongshou_wuqi	base_effect	HZ_gongshou_wuqi	1	RolePanel.CMD_ShowSubPanelByIndex(2,part,subIndex)	4101150	暂无	0	0	0	0	0	2031
14100150	1	1	4	55011000	14101150	50651	秘法激活灵师大圆满	base_effect	gongshou_yifu	base_effect	gongshou_yifu_nv	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	14101150	暂无	0	0	0	0	0	2032
34100150	1	1	4	55031000	34101150	50653	任意灵宠培养到4星	base_effect	gongshou_kuzi	base_effect	gongshou_kuzi_nv	1	LogicScriptManager.TriggerScript(4104201)	34101150	暂无	0	0	0	0	0	2034
24100150	1	1	4	55021000	24101150	50652	佩戴1张紫色魂卡牌	base_effect	gongshou_yaodai	base_effect	gongshou_yaodai_nv	1	CMD_OpenCardPanel(5,nil)	24101150	暂无	0	0	0	0	0	2033
84100150	1	1	4	55081000	84101150	50658	镶嵌5个5级宝石	base_effect	daoke_maozi	base_effect	daoke_maozi	1	RolePanel.CMD_ShowSubPanelByIndex(4,part,subIndex)	84101150	暂无	0	0	0	0	0	2039
74100150	1	1	4	55071000	74101150	50657	4件四阶以上装备双完美	base_effect	daoke_hujian	base_effect	daoke_hujian	1	RolePanel.CMD_ShowSubPanelByIndex(3,part,subIndex)	74101150	暂无	0	0	0	0	0	2038
44100150	1	1	4	55041000	44101150	50654	佩戴任意3张紫卡升到4星	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	CMD_OpenCardPanel(3,nil)	44101150	暂无	0	0	0	0	0	2035
94100150	1	1	4	55091000	94101150	50659	2个紫色法器5级	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	94101150	暂无	0	0	0	0	0	2040
54100150	1	1	4	55051000	54101150	50655	五阶项链图纸（帮派商店有售）	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	OpenPanel(\"SchoolShop\")	54101150	暂无	0	0	0	0	0	2036
64100150	1	1	4	55061000	64101150	50656	五阶戒指图纸（帮派商店有售）	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	OpenPanel(\"SchoolShop\")	64101150	暂无	0	0	0	0	0	2037
4100160	1	1	4	56001000	4101160	50660	强化8件以上装备到+40	base_effect	HZ_gongshou_wuqi	base_effect	HZ_gongshou_wuqi	1	RolePanel.CMD_ShowSubPanelByIndex(2,part,subIndex)	4101160	暂无	0	0	0	0	0	2041
14100160	1	1	4	56011000	14101160	50661	秘法激活真人大圆满	base_effect	gongshou_yifu	base_effect	gongshou_yifu_nv	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	14101160	暂无	0	0	0	0	0	2042
34100160	1	1	4	56031000	34101160	50663	任意灵宠培养到6星	base_effect	gongshou_kuzi	base_effect	gongshou_kuzi_nv	1	LogicScriptManager.TriggerScript(4104201)	34101160	暂无	0	0	0	0	0	2044
24100160	1	1	4	56021000	24101160	50662	重铸佩戴5张橙卡到完美	base_effect	gongshou_yaodai	base_effect	gongshou_yaodai_nv	1	CMD_OpenCardPanel(2,nil)	24101160	暂无	0	0	0	0	0	2043
84100160	1	1	4	56081000	84101160	50668	镶嵌10个4级上古宝石	base_effect	daoke_maozi	base_effect	daoke_maozi	1	RolePanel.CMD_ShowSubPanelByIndex(4,part,subIndex)	84101160	暂无	0	0	0	0	0	2049
74100160	1	1	4	56071000	74101160	50667	6层秘法修炼到完美	base_effect	daoke_hujian	base_effect	daoke_hujian	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	74101160	暂无	0	0	0	0	0	2048
44100160	1	1	4	56041000	44101160	50664	获得2只SS级灵宠	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	LogicScriptManager.TriggerScript(4104201)	44101160	暂无	0	0	0	0	0	2045
94100160	1	1	4	56091000	94101160	50669	合成1个橙色魂法器	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	94101160	暂无	0	0	0	0	0	2050
54100160	1	1	4	56051000	54101160	50665	六阶项链图纸（帮派商店有售）	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	OpenPanel(\"SchoolShop\")	54101160	暂无	0	0	0	0	0	2046
64100160	1	1	4	56061000	64101160	50666	六阶戒指图纸（帮派商店有售）	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	OpenPanel(\"SchoolShop\")	64101160	暂无	0	0	0	0	0	2047
4100170	1	1	4	57001000	4101170	50670	强化全身10件装备到+50	base_effect	HZ_gongshou_wuqi	base_effect	HZ_gongshou_wuqi	1	RolePanel.CMD_ShowSubPanelByIndex(2,part,subIndex)	4101170	暂无	0	0	0	0	0	2051
14100170	1	1	4	57011000	14101170	50671	秘法激活散仙大圆满	base_effect	gongshou_yifu	base_effect	gongshou_yifu_nv	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	14101170	暂无	0	0	0	0	0	2052
34100170	1	1	4	57031000	34101170	50673	任意灵宠培养到7星	base_effect	gongshou_kuzi	base_effect	gongshou_kuzi_nv	1	LogicScriptManager.TriggerScript(4104201)	34101170	暂无	0	0	0	0	0	2054
24100170	1	1	4	57021000	24101170	50672	佩戴2张橙色魂卡牌	base_effect	gongshou_yaodai	base_effect	gongshou_yaodai_nv	1	CMD_OpenCardPanel(5,nil)	24101170	暂无	0	0	0	0	0	2053
84100170	1	1	4	57081000	84101170	50678	镶嵌5个6级上古宝石	base_effect	daoke_maozi	base_effect	daoke_maozi	1	RolePanel.CMD_ShowSubPanelByIndex(4,part,subIndex)	84101170	暂无	0	0	0	0	0	2059
74100170	1	1	4	57071000	74101170	50677	4件六阶以上装备双完美	base_effect	daoke_hujian	base_effect	daoke_hujian	1	RolePanel.CMD_ShowSubPanelByIndex(3,part,subIndex)	74101170	暂无	0	0	0	0	0	2058
44100170	1	1	4	57041000	44101170	50674	佩戴任意5张橙卡升到6星	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	CMD_OpenCardPanel(3,nil)	44101170	暂无	0	0	0	0	0	2055
94100170	1	1	4	57091000	94101170	50679	2个橙色法器升到10级	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	94101170	暂无	0	0	0	0	0	2060
54100170	1	1	4	57051000	54101170	50675	七阶项链图纸（帮派商店有售）	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	OpenPanel(\"SchoolShop\")	54101170	暂无	0	0	0	0	0	2056
64100170	1	1	4	57061000	64101170	50676	七阶戒指图纸（帮派商店有售）	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	OpenPanel(\"SchoolShop\")	64101170	暂无	0	0	0	0	0	2057
4100180	1	1	4	58001000	4101180	50680	强化全身10件装备到+60	base_effect	HZ_gongshou_wuqi	base_effect	HZ_gongshou_wuqi	1	RolePanel.CMD_ShowSubPanelByIndex(2,part,subIndex)	4101180	暂无	0	0	0	0	0	2061
14100180	1	1	4	58011000	14101180	50681	秘法激活真仙大圆满	base_effect	gongshou_yifu	base_effect	gongshou_yifu_nv	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	14101180	暂无	0	0	0	0	0	2062
34100180	1	1	4	58031000	34101180	50683	任意灵宠培养到8星	base_effect	gongshou_kuzi	base_effect	gongshou_kuzi_nv	1	LogicScriptManager.TriggerScript(4104201)	34101180	暂无	0	0	0	0	0	2064
24100180	1	1	4	58021000	24101180	50682	重铸任意6张红卡到完美	base_effect	gongshou_yaodai	base_effect	gongshou_yaodai_nv	1	CMD_OpenCardPanel(2,nil)	24101180	暂无	0	0	0	0	0	2063
84100180	1	1	4	58081000	84101180	50688	镶嵌10个4级神赐宝石	base_effect	daoke_maozi	base_effect	daoke_maozi	1	RolePanel.CMD_ShowSubPanelByIndex(4,part,subIndex)	84101180	暂无	0	0	0	0	0	2069
74100180	1	1	4	58071000	74101180	50687	18层秘法修炼到完美	base_effect	daoke_hujian	base_effect	daoke_hujian	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(3)	74101180	暂无	0	0	0	0	0	2068
44100180	1	1	4	58041000	44101180	50684	佩戴任意3张红卡升到4星	base_effect	daoke_shoutao	base_effect	daoke_shoutao	1	CMD_OpenCardPanel(3,nil)	44101180	暂无	0	0	0	0	0	2065
94100180	1	1	4	58091000	94101180	50689	2个红色法器升到5级	base_effect	daoke_xiezi	base_effect	daoke_xiezi	1	MartialArtsPanel.CMD_ShowSubPanelByIndex(index,nil)	94101180	暂无	0	0	0	0	0	2070
54100180	1	1	4	58051000	54101180	50685	八阶项链图纸（帮派商店有售）	base_effect	daoke_xianglian 	base_effect	daoke_xianglian 	1	OpenPanel(\"SchoolShop\")	54101180	暂无	0	0	0	0	0	2066
64100180	1	1	4	58061000	64101180	50686	八阶戒指图纸（帮派商店有售）	base_effect	daoke_jiezhi	base_effect	daoke_jiezhi	1	OpenPanel(\"SchoolShop\")	64101180	暂无	0	0	0	0	0	2067
