掉落ID	有效标志位	副ID（超过300的部分将会无效，请注意）	副ID随机几率，-1为必定随出来	掉落类型	随机规则	地图掉落限制周期	地图掉落限制次数	掉落时间限制	分配角色限制	分配等级下限	分配等级上限	次数限制	状态限制	世界科技系数（对应world_civ_mod表)	掉落广播类型（位域,0不广播,1掉落拾取,2开宝箱,4制造广播,2^3~2^12(8184)世界科技1~10广播,2^13全世界广播,2^14当前地图广播,2^15本阵营广播,2^16上品广播,2^17极品广播,2^18帮派广播,2^19小队广播)	掉落次数下限	掉落次数上限	单人分配最大数量	掉落几率	掉落保底	是否绑定	品质系数	参数1（固定掉落时，道具为type_id，货币为货币枚举；随机掉落时，为表现类型1的performance_id）	参数2（固定掉落时，道具为随机几率，货币为货币数量；随机掉落时，为表现类型1的随机概率）	参数3（随机掉落时，为表现类型2的performance_id）	参数4（随机掉落时，为表现类型2的随机概率）	参数5（随机掉落时，为表现类型3的performance_id）	参数6（随机掉落时，为表现类型3的随机概率）	参数7（随机掉落时，为表现类型4的performance_id）	参数8（随机掉落时，为表现类型4的随机概率）	参数9（随机掉落时，为表现类型5的performance_id）	参数10（随机掉落时，为表现类型5的随机概率）	参数11（随机掉落时，为等级区间下限）	参数12（随机掉落时，为等级区间上限）	参数13（随机掉落时，为流水区间下限）	参数14（随机掉落时，为流水区间上限）	参数15	参数16	参数17	参数18	参数19	参数20	参数21	参数22	参数23	参数24 
210929	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	92100190	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210032	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	2100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210132	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	12100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210232	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	22100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210332	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	32100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210432	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	42100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210532	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	52100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210632	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	62100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210732	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	72100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210832	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	82100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210932	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	92100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210033	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	2100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210133	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	12100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210233	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	22100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210333	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	32100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210433	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	42100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210533	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	52100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210633	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	62100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210733	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	72100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210833	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	82100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210933	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	92100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210034	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	2100140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210134	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	12100140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210234	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	22100140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210334	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	32100140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210434	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	42100140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210534	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	52100140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210634	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	62100140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210734	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	72100140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210834	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	82100140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210934	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	92100140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210035	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	2100150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210135	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	12100150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210235	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	22100150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210335	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	32100150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210435	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	42100150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210535	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	52100150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210635	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	62100150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210735	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	72100150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210835	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	82100150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210935	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	92100150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210036	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	2100160	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210136	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	12100160	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210236	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	22100160	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210336	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	32100160	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210436	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	42100160	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210536	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	52100160	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210636	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	62100160	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210736	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	72100160	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210836	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	82100160	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210936	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	92100160	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210037	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	2100170	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210137	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	12100170	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210237	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	22100170	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210337	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	32100170	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210437	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	42100170	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210537	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	52100170	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210637	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	62100170	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210737	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	72100170	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210837	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	82100170	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210937	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	92100170	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210038	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	2100180	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210138	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	12100180	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210238	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	22100180	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210338	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	32100180	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210438	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	42100180	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210538	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	52100180	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210638	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	62100180	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210738	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	72100180	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210838	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	82100180	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210938	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	92100180	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210039	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	2100190	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210139	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	12100190	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210239	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	22100190	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210339	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	32100190	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210439	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	42100190	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210539	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	52100190	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210639	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	62100190	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210739	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	72100190	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210839	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	82100190	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210939	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	92100190	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210042	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	2100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210142	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	12100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210242	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	22100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210342	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	32100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210442	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	42100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210542	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	52100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210642	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	62100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210742	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	72100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210842	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	82100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210942	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	92100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210043	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	2100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210143	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	12100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210243	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	22100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210343	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	32100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210443	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	42100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210543	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	52100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210643	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	62100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210743	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	72100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210843	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	82100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210943	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	92100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210044	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	2100140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210144	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	12100140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210244	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	22100140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210344	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	32100140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210444	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	42100140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210544	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	52100140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210644	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	62100140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210744	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	72100140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210844	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	82100140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210944	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	92100140	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210045	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	2100150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210145	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	12100150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210245	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	22100150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210345	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	32100150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210445	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	42100150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210545	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	52100150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210645	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	62100150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210745	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	72100150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210845	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	82100150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210945	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	92100150	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210046	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	2100160	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210146	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	12100160	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210246	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	12	22100160	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
