灵宠技能ID	技能等级	有效标志位	类型（0天赋、1金、2木、3水、4火、5土、6天（光）、7地（暗），大于1000为兽诀，客户端显示用）	颜色（0白，1绿，2蓝，3紫，4橙）	学习类型（同类型的学习上限共同）	学习上限	升级消耗道具	升级消耗道具数量	技能名字	出战对应技能ID	出战对应技能等级	出战属性池	技能释放几率	技能类型，0自动，1被动，2天赋	针对目标，位域：0无效，1灵宠，2主角	不出战对应属性池ID	灵宠等级要求	111标准剑客-该技能对此职业的修为	121高血-该技能对此职业的修为	131高防-该技能对此职业的修为	141高攻-该技能对此职业的修为	是否奥义	奥义转化技能（普通就填奥义，奥义就填普通）	奥义转化几率	出战技能描述	不战技能描述	技能图标前景	技能图标	是否合体技能 
32090	5	1	0	4	1	1	410300001	16	高级业火焚心	23404	24	0	10000	0	0	93209025	2120	17762	17762	17762	17762	0	0	0	对范围内多个目标每秒造成52%双攻击+2167点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成52%双攻击+2167点伤害，持续3秒，冷却12秒	0	partner01_403	1
33010	5	1	0	2	1	1	410300001	4	低级乱木丛生	23202	9	0	10000	0	0	93301025	2120	2431	2431	2431	2431	0	0	0	对目标造成36%双攻击+607点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成36%双攻击+607点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33020	5	1	0	2	1	1	410300001	4	低级老树盘根	23201	9	0	10000	0	0	93302025	2120	2431	2431	2431	2431	0	0	0	对目标造成91%双攻击+1518点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成91%双攻击+1518点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33030	5	1	0	2	1	1	410300001	4	低级木语凝噎	23204	9	0	10000	0	0	93303025	2120	2431	2431	2431	2431	0	0	0	对目标造成91%双攻击+1518点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成91%双攻击+1518点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33040	5	1	0	2	1	1	410300001	4	低级巨木击顶	23203	9	0	10000	0	0	93304025	2120	2431	2431	2431	2431	0	0	0	对目标造成91%双攻击+1518点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成91%双攻击+1518点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
33050	5	1	0	3	1	1	410300001	8	中级乱木丛生	23202	16	0	10000	0	0	93305025	2120	6837	6837	6837	6837	0	0	0	对目标造成47%双攻击+1449点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成47%双攻击+1449点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33060	5	1	0	3	1	1	410300001	8	中级老树盘根	23201	16	0	10000	0	0	93306025	2120	6837	6837	6837	6837	0	0	0	对目标造成119%双攻击+3633点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成119%双攻击+3633点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33070	5	1	0	3	1	1	410300001	8	中级木语凝噎	23204	16	0	10000	0	0	93307025	2120	6837	6837	6837	6837	0	0	0	对目标造成119%双攻击+3633点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成119%双攻击+3633点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33080	5	1	0	3	1	1	410300001	8	中级巨木击顶	23203	16	0	10000	0	0	93308025	2120	6837	6837	6837	6837	0	0	0	对目标造成119%双攻击+3633点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成119%双攻击+3633点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
33090	5	1	0	4	1	1	410300001	16	高级乱木丛生	23202	24	0	10000	0	0	93309025	2120	17762	17762	17762	17762	0	0	0	对目标造成54%双攻击+2265点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成54%双攻击+2265点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33100	5	1	0	4	1	1	410300001	16	高级老树盘根	23201	24	0	10000	0	0	93310025	2120	17762	17762	17762	17762	0	0	0	对目标造成135%双攻击+5657点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成135%双攻击+5657点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33110	5	1	0	4	1	1	410300001	16	高级木语凝噎	23204	24	0	10000	0	0	93311025	2120	17762	17762	17762	17762	0	0	0	对目标造成135%双攻击+5657点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成135%双攻击+5657点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33120	5	1	0	4	1	1	410300001	16	高级巨木击顶	23203	24	0	10000	0	0	93312025	2120	17762	17762	17762	17762	0	0	0	对目标造成135%双攻击+5657点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成135%双攻击+5657点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
34010	5	1	0	2	1	1	410300001	4	低级群嘲	23008	9	0	10000	0	0	93401025	2120	2431	2431	2431	2431	0	0	0	嘲讽周围多个怪物，增加自身30%+526点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身30%+526点防御，持续3秒，冷却10秒	0	partner01_002	1
34020	5	1	0	3	1	1	410300001	8	中级群嘲	23008	16	0	10000	0	0	93402025	2120	6837	6837	6837	6837	0	0	0	嘲讽周围多个怪物，增加自身40%+2651点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身40%+2651点防御，持续3秒，冷却10秒	0	partner01_002	1
34030	5	1	0	4	1	1	410300001	16	高级群嘲	23008	24	0	10000	0	0	93403025	2120	17762	17762	17762	17762	0	0	0	嘲讽周围多个怪物，增加自身45%+3583点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身45%+3583点防御，持续3秒，冷却10秒	0	partner01_401	1
35010	5	1	0	2	1	1	410300001	4	低级虚弱	23013	9	0	10000	0	0	93501025	2120	2431	2431	2431	2431	0	0	0	减少目标45%+1580点攻击，持续5秒，冷却15秒	主角被击法球：减少目标45%+1580点攻击，持续5秒，冷却15秒	0	partner01_013	1
35020	5	1	0	2	1	1	410300001	4	低级幽冥诅咒	23701	9	0	10000	0	0	93502025	2120	2431	2431	2431	2431	0	0	0	减少目标45%+790点防御，持续5秒，冷却15秒	主角攻击法球：减少目标45%+790点攻击，持续5秒，冷却15秒	0	partner01_029	1
35030	5	1	0	3	1	1	410300001	8	中级虚弱	23013	16	0	10000	0	0	93503025	2120	6837	6837	6837	6837	0	0	0	减少目标60%+7955点攻击，持续5秒，冷却15秒	主角被击法球：减少目标60%+7955点攻击，持续5秒，冷却15秒	0	partner01_013	1
35040	5	1	0	3	1	1	410300001	8	中级幽冥诅咒	23701	16	0	10000	0	0	93504025	2120	6837	6837	6837	6837	0	0	0	减少目标60%+3977点防御，持续5秒，冷却15秒	主角攻击法球：减少目标60%+3977点攻击，持续5秒，冷却15秒	0	partner01_029	1
35050	5	1	0	4	1	1	410300001	16	高级虚弱	23013	24	0	10000	0	0	93505025	2120	17762	17762	17762	17762	0	0	0	减少目标68%+10751点攻击，持续5秒，冷却15秒	主角被击法球：减少目标68%+10751点攻击，持续5秒，冷却15秒	0	partner01_013	1
35060	5	1	0	4	1	1	410300001	16	高级幽冥诅咒	23701	24	0	10000	0	0	93506025	2120	17762	17762	17762	17762	0	0	0	减少目标68%+5375点防御，持续5秒，冷却15秒	主角攻击法球：减少目标68%+5375点攻击，持续5秒，冷却15秒	0	partner01_029	1
36010	5	1	0	2	1	1	410300001	4	低级祝福	0	0	93601005	10000	1	2	0	2120	2431	2431	2431	2431	0	0	0	提升主人15%+526点攻击	提升主人15%+526点攻击	0	partner01_026	1
36020	5	1	0	2	1	1	410300001	4	低级庇护	0	0	93602005	10000	1	2	0	2120	2431	2431	2431	2431	0	0	0	提升主人15%+263点防御	提升主人15%+263点防御	0	partner01_503	1
36030	5	1	0	3	1	1	410300001	8	中级祝福	0	0	93603005	10000	1	2	0	2120	6837	6837	6837	6837	0	0	0	提升主人20%+2651点攻击	提升主人20%+2651点攻击	0	partner01_026	1
36040	5	1	0	3	1	1	410300001	8	中级庇护	0	0	93604005	10000	1	2	0	2120	6837	6837	6837	6837	0	0	0	提升主人20%+1325点防御	提升主人20%+1325点防御	0	partner01_503	1
36050	5	1	0	4	1	1	410300001	16	高级祝福	0	0	93605005	10000	1	2	0	2120	17762	17762	17762	17762	0	0	0	提升主人22%+3583点攻击	提升主人22%+3583点攻击	0	partner01_026	1
36060	5	1	0	4	1	1	410300001	16	高级庇护	0	0	93606005	10000	1	2	0	2120	17762	17762	17762	17762	0	0	0	提升主人22%+1791点防御	提升主人22%+1791点防御	0	partner01_503	1
37010	5	1	0	2	1	1	410300001	4	低级治疗	23305	9	0	10000	0	1	93701025	2120	2431	2431	2431	2431	0	0	0	恢复灵宠自身5%+24326点生命，冷却15秒	主角被击法球：恢复5%+24326点生命，冷却15秒	0	partner01_303	1
37020	5	1	0	2	1	1	410300001	4	低级血祭	23012	9	0	10000	0	2	93701025	2120	2431	2431	2431	2431	0	0	0	将自身当前血量的9%转给主人，冷却15秒	主角被击法球：恢复5%+24326点生命，冷却15秒	0	partner01_028	1
37040	5	1	0	2	1	1	410300001	4	低级鼓舞	23021	9	0	10000	0	1	93704025	2120	2431	2431	2431	2431	0	0	0	增加自身45%+1580攻击，持续5秒，冷却15秒	主角攻击法球：增加自身45%+1580攻击，持续5秒，冷却15秒	0	partner01_104	1
37050	5	1	0	2	1	1	410300001	4	低级战歌	23022	9	0	10000	0	1	93705025	2120	2431	2431	2431	2431	0	0	0	增加自身45%+790防御，持续5秒，冷却15秒	主角被击法球：增加自身45%+790防御，持续5秒，冷却15秒	0	partner01_601	1
37070	5	1	0	2	1	1	410300001	4	低级精准	23024	9	0	10000	0	1	93707025	2120	2431	2431	2431	2431	0	0	0	增加自身41%+1038命中，持续5秒，冷却15秒	主角攻击法球：增加自身41%+1038命中，持续5秒，冷却15秒	0	partner01_106	1
37080	5	1	0	3	1	1	410300001	8	中级治疗	23305	16	0	10000	0	1	93708025	2120	6837	6837	6837	6837	0	0	0	恢复灵宠自身5%+77336点生命，冷却15秒	主角被击法球：恢复5%+77336点生命，冷却15秒	0	partner01_303	1
37090	5	1	0	3	1	1	410300001	8	中级血祭	23012	16	0	10000	0	2	93708025	2120	6837	6837	6837	6837	0	0	0	将自身当前血量的12.5%转给主人，冷却15秒	主角被击法球：恢复5%+77336点生命，冷却15秒	0	partner01_028	1
37110	5	1	0	3	1	1	410300001	8	中级鼓舞	23021	16	0	10000	0	1	93711025	2120	6837	6837	6837	6837	0	0	0	增加自身60%+7954攻击，持续5秒，冷却15秒	主角攻击法球：增加自身60%+7954攻击，持续5秒，冷却15秒	0	partner01_104	1
37120	5	1	0	3	1	1	410300001	8	中级战歌	23022	16	0	10000	0	1	93712025	2120	6837	6837	6837	6837	0	0	0	增加自身60%+3977防御，持续5秒，冷却15秒	主角被击法球：增加自身60%+3977防御，持续5秒，冷却15秒	0	partner01_601	1
37140	5	1	0	3	1	1	410300001	8	中级精准	23024	16	0	10000	0	1	93714025	2120	6837	6837	6837	6837	0	0	0	增加自身47%+1799命中，持续5秒，冷却15秒	主角攻击法球：增加自身47%+1799命中，持续5秒，冷却15秒	0	partner01_106	1
37150	5	1	0	4	1	1	410300001	16	高级治疗	23305	24	0	10000	0	1	93715025	2120	17762	17762	17762	17762	0	0	0	恢复灵宠自身5%+125938点生命，冷却15秒	主角被击法球：恢复5%+125938点生命，冷却15秒	0	partner01_303	1
37160	5	1	0	4	1	1	410300001	16	高级血祭	23012	24	0	10000	0	2	93715025	2120	17762	17762	17762	17762	0	0	0	将自身当前血量的16.5%转给主人，冷却15秒	主角被击法球：恢复5%+125938点生命，冷却15秒	0	partner01_028	1
37180	5	1	0	4	1	1	410300001	16	高级鼓舞	23021	24	0	10000	0	1	93718025	2120	17762	17762	17762	17762	0	0	0	增加自身68%+10750攻击，持续5秒，冷却15秒	主角攻击法球：增加自身68%+10750攻击，持续5秒，冷却15秒	0	partner01_104	1
37190	5	1	0	4	1	1	410300001	16	高级战歌	23022	24	0	10000	0	1	93719025	2120	17762	17762	17762	17762	0	0	0	增加自身68%+5375防御，持续5秒，冷却15秒	主角被击法球：增加自身68%+5375防御，持续5秒，冷却15秒	0	partner01_601	1
37210	5	1	0	4	1	1	410300001	16	高级精准	23024	24	0	10000	0	1	93721025	2120	17762	17762	17762	17762	0	0	0	增加自身50%+2147命中，持续5秒，冷却15秒	主角攻击法球：增加自身50%+2147命中，持续5秒，冷却15秒	0	partner01_106	1
31010	6	1	0	2	1	1	410300001	6	低级炎皇火刹	23401	11	0	10000	0	0	93101026	3120	2777	2777	2777	2777	0	0	0	对目标造成210%双攻击+4333点伤害，冷却15秒	主角攻击法球：对目标造成210%双攻击+4333点伤害，冷却15秒	0	partner01_405	1
31020	6	1	0	2	1	1	410300001	6	低级狂击	23005	11	0	10000	0	0	93102026	3120	2777	2777	2777	2777	0	0	0	对目标造成84%双攻击+1733点伤害，冷却6秒	主角攻击法球：对目标造成84%双攻击+1733点伤害，冷却6秒	0	partner01_101	1
31030	6	1	0	2	1	1	410300001	6	低级离火之灼	23502	11	0	10000	0	0	93103026	3120	2777	2777	2777	2777	0	0	0	对目标造成67%双攻击+1382点伤害，冷却12秒	主角攻击法球：对目标造成67%双攻击+1382点伤害，冷却12秒	0	partner01_402	1
31040	6	1	0	3	1	1	410300001	12	中级炎皇火刹	23401	19	0	10000	0	0	93104026	3120	8065	8065	8065	8065	0	0	0	对目标造成239%双攻击+8201点伤害，冷却15秒	主角攻击法球：对目标造成239%双攻击+8201点伤害，冷却15秒	0	partner01_405	1
31050	6	1	0	3	1	1	410300001	12	中级狂击	23005	19	0	10000	0	0	93105026	3120	8065	8065	8065	8065	0	0	0	对目标造成95%双攻击+3270点伤害，冷却6秒	主角攻击法球：对目标造成95%双攻击+3270点伤害，冷却6秒	0	partner01_101	1
31060	6	1	0	3	1	1	410300001	12	中级离火之灼	23502	19	0	10000	0	0	93106026	3120	8065	8065	8065	8065	0	0	0	对目标造成76%双攻击+2620点伤害，冷却12秒	主角攻击法球：对目标造成76%双攻击+2620点伤害，冷却12秒	0	partner01_402	1
31070	6	1	0	4	1	1	410300001	24	高级炎皇火刹	23401	28	0	10000	0	0	93107026	3120	21175	21175	21175	21175	0	0	0	对目标造成304%双攻击+14545点伤害，冷却15秒	主角攻击法球：对目标造成304%双攻击+14545点伤害，冷却15秒	0	partner01_405	1
31080	6	1	0	4	1	1	410300001	24	高级狂击	23005	28	0	10000	0	0	93108026	3120	21175	21175	21175	21175	0	0	0	对目标造成121%双攻击+5813点伤害，冷却6秒	主角攻击法球：对目标造成121%双攻击+5813点伤害，冷却6秒	0	partner01_101	1
31090	6	1	0	4	1	1	410300001	24	高级离火之灼	23502	28	0	10000	0	0	93109026	3120	21175	21175	21175	21175	0	0	0	对目标造成97%双攻击+4641点伤害，冷却12秒	主角攻击法球：对目标造成97%双攻击+4641点伤害，冷却12秒	0	partner01_402	1
31100	6	1	0	4	1	1	410300001	24	高级天罡雷罚	23602	28	0	10000	0	0	93110026	3120	21175	21175	21175	21175	0	0	0	造成目标最大生命值5%+180870点真实伤害，冷却15秒（对怪物无效）	主角攻击法球：造成目标最大生命值5%+180870点真实伤害，冷却15秒（对怪物无效）	0	partner01_602	1
31110	6	1	0	4	1	1	410300001	24	高级三尸狱蛊	23702	28	0	10000	0	0	93111026	3120	21175	21175	21175	21175	0	0	0	对目标每秒造成29%双攻击+1388点伤害，并恢复自身1%+36174点生命，持续5秒，冷却12秒	主角攻击法球：对目标每秒造成29%双攻击+1388点伤害，并恢复自身1%+36174点生命，持续5秒，冷却12秒	0	partner01_702	1
32010	6	1	0	2	1	1	410300001	6	低级震地	23006	11	0	10000	0	0	93201026	3120	2777	2777	2777	2777	0	0	0	对范围内多个目标造成126%双攻击+2600点伤害，冷却15秒	主角攻击法球：对目标造成126%双攻击+2600点伤害，冷却15秒	0	partner01_022	1
32020	6	1	0	2	1	1	410300001	6	低级怒浪涛天	23007	11	0	10000	0	0	93202026	3120	2777	2777	2777	2777	0	0	0	对范围内多个目标造成50%双攻击+1040点伤害，冷却6秒	主角攻击法球：对目标造成50%双攻击+1040点伤害，冷却6秒	0	partner01_023	1
32030	6	1	0	2	1	1	410300001	6	低级业火焚心	23404	11	0	10000	0	0	93203026	3120	2777	2777	2777	2777	0	0	0	对范围内多个目标每秒造成40%双攻击+829点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成40%双攻击+829点伤害，持续3秒，冷却12秒	0	partner01_403	1
32040	6	1	0	3	1	1	410300001	12	中级震地	23006	19	0	10000	0	0	93204026	3120	8065	8065	8065	8065	0	0	0	对范围内多个目标造成143%双攻击+4921点伤害，冷却15秒	主角攻击法球：对目标造成143%双攻击+4921点伤害，冷却15秒	0	partner01_022	1
32050	6	1	0	3	1	1	410300001	12	中级怒浪涛天	23007	19	0	10000	0	0	93205026	3120	8065	8065	8065	8065	0	0	0	对范围内多个目标造成57%双攻击+1962点伤害，冷却6秒	主角攻击法球：对目标造成57%双攻击+1962点伤害，冷却6秒	0	partner01_023	1
32060	6	1	0	3	1	1	410300001	12	中级业火焚心	23404	19	0	10000	0	0	93206026	3120	8065	8065	8065	8065	0	0	0	对范围内多个目标每秒造成46%双攻击+1572点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成46%双攻击+1572点伤害，持续3秒，冷却12秒	0	partner01_403	1
32070	6	1	0	4	1	1	410300001	24	高级震地	23006	28	0	10000	0	0	93207026	3120	21175	21175	21175	21175	0	0	0	对范围内多个目标造成182%双攻击+8727点伤害，冷却15秒	主角攻击法球：对目标造成182%双攻击+8727点伤害，冷却15秒	0	partner01_022	1
32080	6	1	0	4	1	1	410300001	24	高级怒浪涛天	23007	28	0	10000	0	0	93208026	3120	21175	21175	21175	21175	0	0	0	对范围内多个目标造成73%双攻击+3488点伤害，冷却6秒	主角攻击法球：对目标造成73%双攻击+3488点伤害，冷却6秒	0	partner01_023	1
32090	6	1	0	4	1	1	410300001	24	高级业火焚心	23404	28	0	10000	0	0	93209026	3120	21175	21175	21175	21175	0	0	0	对范围内多个目标每秒造成58%双攻击+2785点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成58%双攻击+2785点伤害，持续3秒，冷却12秒	0	partner01_403	1
33010	6	1	0	2	1	1	410300001	6	低级乱木丛生	23202	11	0	10000	0	0	93301026	3120	2777	2777	2777	2777	0	0	0	对目标造成42%双攻击+866点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成42%双攻击+866点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33020	6	1	0	2	1	1	410300001	6	低级老树盘根	23201	11	0	10000	0	0	93302026	3120	2777	2777	2777	2777	0	0	0	对目标造成105%双攻击+2166点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成105%双攻击+2166点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33030	6	1	0	2	1	1	410300001	6	低级木语凝噎	23204	11	0	10000	0	0	93303026	3120	2777	2777	2777	2777	0	0	0	对目标造成105%双攻击+2166点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成105%双攻击+2166点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33040	6	1	0	2	1	1	410300001	6	低级巨木击顶	23203	11	0	10000	0	0	93304026	3120	2777	2777	2777	2777	0	0	0	对目标造成105%双攻击+2166点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成105%双攻击+2166点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
33050	6	1	0	3	1	1	410300001	12	中级乱木丛生	23202	19	0	10000	0	0	93305026	3120	8065	8065	8065	8065	0	0	0	对目标造成47%双攻击+1635点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成47%双攻击+1635点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33060	6	1	0	3	1	1	410300001	12	中级老树盘根	23201	19	0	10000	0	0	93306026	3120	8065	8065	8065	8065	0	0	0	对目标造成119%双攻击+4100点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成119%双攻击+4100点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33070	6	1	0	3	1	1	410300001	12	中级木语凝噎	23204	19	0	10000	0	0	93307026	3120	8065	8065	8065	8065	0	0	0	对目标造成119%双攻击+4100点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成119%双攻击+4100点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33080	6	1	0	3	1	1	410300001	12	中级巨木击顶	23203	19	0	10000	0	0	93308026	3120	8065	8065	8065	8065	0	0	0	对目标造成119%双攻击+4100点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成119%双攻击+4100点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
33090	6	1	0	4	1	1	410300001	24	高级乱木丛生	23202	28	0	10000	0	0	93309026	3120	21175	21175	21175	21175	0	0	0	对目标造成60%双攻击+2906点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成60%双攻击+2906点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33100	6	1	0	4	1	1	410300001	24	高级老树盘根	23201	28	0	10000	0	0	93310026	3120	21175	21175	21175	21175	0	0	0	对目标造成152%双攻击+7272点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成152%双攻击+7272点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33110	6	1	0	4	1	1	410300001	24	高级木语凝噎	23204	28	0	10000	0	0	93311026	3120	21175	21175	21175	21175	0	0	0	对目标造成152%双攻击+7272点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成152%双攻击+7272点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33120	6	1	0	4	1	1	410300001	24	高级巨木击顶	23203	28	0	10000	0	0	93312026	3120	21175	21175	21175	21175	0	0	0	对目标造成152%双攻击+7272点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成152%双攻击+7272点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
34010	6	1	0	2	1	1	410300001	6	低级群嘲	23008	11	0	10000	0	0	93401026	3120	2777	2777	2777	2777	0	0	0	嘲讽周围多个怪物，增加自身35%+1470点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身35%+1470点防御，持续3秒，冷却10秒	0	partner01_002	1
34020	6	1	0	3	1	1	410300001	12	中级群嘲	23008	19	0	10000	0	0	93402026	3120	8065	8065	8065	8065	0	0	0	嘲讽周围多个怪物，增加自身40%+2842点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身40%+2842点防御，持续3秒，冷却10秒	0	partner01_002	1
34030	6	1	0	4	1	1	410300001	24	高级群嘲	23008	28	0	10000	0	0	93403026	3120	21175	21175	21175	21175	0	0	0	嘲讽周围多个怪物，增加自身50%+5156点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身50%+5156点防御，持续3秒，冷却10秒	0	partner01_401	1
35010	6	1	0	2	1	1	410300001	6	低级虚弱	23013	11	0	10000	0	0	93501026	3120	2777	2777	2777	2777	0	0	0	减少目标53%+4412点攻击，持续5秒，冷却15秒	主角被击法球：减少目标53%+4412点攻击，持续5秒，冷却15秒	0	partner01_013	1
35020	6	1	0	2	1	1	410300001	6	低级幽冥诅咒	23701	11	0	10000	0	0	93502026	3120	2777	2777	2777	2777	0	0	0	减少目标53%+2206点防御，持续5秒，冷却15秒	主角攻击法球：减少目标53%+2206点攻击，持续5秒，冷却15秒	0	partner01_029	1
35030	6	1	0	3	1	1	410300001	12	中级虚弱	23013	19	0	10000	0	0	93503026	3120	8065	8065	8065	8065	0	0	0	减少目标60%+8529点攻击，持续5秒，冷却15秒	主角被击法球：减少目标60%+8529点攻击，持续5秒，冷却15秒	0	partner01_013	1
35040	6	1	0	3	1	1	410300001	12	中级幽冥诅咒	23701	19	0	10000	0	0	93504026	3120	8065	8065	8065	8065	0	0	0	减少目标60%+4264点防御，持续5秒，冷却15秒	主角攻击法球：减少目标60%+4264点攻击，持续5秒，冷却15秒	0	partner01_029	1
35050	6	1	0	4	1	1	410300001	24	高级虚弱	23013	28	0	10000	0	0	93505026	3120	21175	21175	21175	21175	0	0	0	减少目标75%+15469点攻击，持续5秒，冷却15秒	主角被击法球：减少目标75%+15469点攻击，持续5秒，冷却15秒	0	partner01_013	1
35060	6	1	0	4	1	1	410300001	24	高级幽冥诅咒	23701	28	0	10000	0	0	93506026	3120	21175	21175	21175	21175	0	0	0	减少目标75%+7734点防御，持续5秒，冷却15秒	主角攻击法球：减少目标75%+7734点攻击，持续5秒，冷却15秒	0	partner01_029	1
36010	6	1	0	2	1	1	410300001	6	低级祝福	0	0	93601006	10000	1	2	0	3120	2777	2777	2777	2777	0	0	0	提升主人17%+1470点攻击	提升主人17%+1470点攻击	0	partner01_026	1
36020	6	1	0	2	1	1	410300001	6	低级庇护	0	0	93602006	10000	1	2	0	3120	2777	2777	2777	2777	0	0	0	提升主人17%+735点防御	提升主人17%+735点防御	0	partner01_503	1
36030	6	1	0	3	1	1	410300001	12	中级祝福	0	0	93603006	10000	1	2	0	3120	8065	8065	8065	8065	0	0	0	提升主人20%+2843点攻击	提升主人20%+2843点攻击	0	partner01_026	1
36040	6	1	0	3	1	1	410300001	12	中级庇护	0	0	93604006	10000	1	2	0	3120	8065	8065	8065	8065	0	0	0	提升主人20%+1421点防御	提升主人20%+1421点防御	0	partner01_503	1
36050	6	1	0	4	1	1	410300001	24	高级祝福	0	0	93605006	10000	1	2	0	3120	21175	21175	21175	21175	0	0	0	提升主人25%+5156点攻击	提升主人25%+5156点攻击	0	partner01_026	1
36060	6	1	0	4	1	1	410300001	24	高级庇护	0	0	93606006	10000	1	2	0	3120	21175	21175	21175	21175	0	0	0	提升主人25%+2578点防御	提升主人25%+2578点防御	0	partner01_503	1
37010	6	1	0	2	1	1	410300001	6	低级治疗	23305	11	0	10000	0	1	93701026	3120	2777	2777	2777	2777	0	0	0	恢复灵宠自身5%+41443点生命，冷却15秒	主角被击法球：恢复5%+41443点生命，冷却15秒	0	partner01_303	1
37020	6	1	0	2	1	1	410300001	6	低级血祭	23012	11	0	10000	0	2	93701026	3120	2777	2777	2777	2777	0	0	0	将自身当前血量的10%转给主人，冷却15秒	主角被击法球：恢复5%+41443点生命，冷却15秒	0	partner01_028	1
37040	6	1	0	2	1	1	410300001	6	低级鼓舞	23021	11	0	10000	0	1	93704026	3120	2777	2777	2777	2777	0	0	0	增加自身53%+4412攻击，持续5秒，冷却15秒	主角攻击法球：增加自身53%+4412攻击，持续5秒，冷却15秒	0	partner01_104	1
37050	6	1	0	2	1	1	410300001	6	低级战歌	23022	11	0	10000	0	1	93705026	3120	2777	2777	2777	2777	0	0	0	增加自身53%+2206防御，持续5秒，冷却15秒	主角被击法球：增加自身53%+2206防御，持续5秒，冷却15秒	0	partner01_601	1
37070	6	1	0	2	1	1	410300001	6	低级精准	23024	11	0	10000	0	1	93707026	3120	2777	2777	2777	2777	0	0	0	增加自身44%+1258命中，持续5秒，冷却15秒	主角攻击法球：增加自身44%+1258命中，持续5秒，冷却15秒	0	partner01_106	1
37080	6	1	0	3	1	1	410300001	12	中级治疗	23305	19	0	10000	0	1	93708026	3120	8065	8065	8065	8065	0	0	0	恢复灵宠自身5%+85677点生命，冷却15秒	主角被击法球：恢复5%+85677点生命，冷却15秒	0	partner01_303	1
37090	6	1	0	3	1	1	410300001	12	中级血祭	23012	19	0	10000	0	2	93708026	3120	8065	8065	8065	8065	0	0	0	将自身当前血量的14%转给主人，冷却15秒	主角被击法球：恢复5%+85677点生命，冷却15秒	0	partner01_028	1
