id	valid	name	pro	level	等级系数（关联world_civ_mod)	模型路径	模型名字	"npc功能类型,服务器没用(1对话npc，2战斗npc，3服务器采集，4动态障碍，5陷阱，6客户端采集)"	AI_ID（服务器战斗AI）	公共掉落ID1	公共掉落ID2	公共掉落ID3	单人掉落ID	出生时间	出生表现（技能id）	行为ID（NPC_BASE_ACTION）	缩放scale	reserve_1(0小兵1基地2普通塔3安全塔)	reserve_2(碰撞触发事件)	reserve_3(用来更新哪一个任务ID进度，默认第一条进度，为0，则不更新)	reserve_4(NPC动态血量机制触发时的玩家数量下限)	reserve_5(NPC动态血量控制触发后每增减一个玩家的血量百分比变化，总血量暂时程序写死最多3倍)	reserve_6(特殊NPC位域：0正常npc，1该npc不能被机器人攻击，2经验宝宝，但是只是触发一次掉落，4出现和消失是否需要全地图通知，8不攻击NPC的NPC，16是否属于家族掉落，32是否有采集累计次数，64是否属于个人独占掉落)	reserve_7（攻击指定NPC，需要两个NPC间都这里有配置，以三位数来代表，表示只打和我相同十位和个位的怪物。百位没有数字：打任何怪物，十位和个位为被固定打怪NPC的匹配参数，例如A配了23，B配了123，则B可以打A，但是A不能打B）	reserve_8(客户端触发的服务器事件ID，检测用)	reserve_9(黑户触发事件)	reserve_10（虚拟血量计算方式，1默认计算正常血量，2只按虚拟血量计算，3虚拟血量和正常血量同时扣除）	客户端AI	缩放前的被击范围（缩放后的是就是乘缩放倍数）	死亡表现（技能ID）	出生自带buff（buffID）(客户端服务器都有效)	buff持续时间（服务器有效）	NPC血量变化自动全地图广播【最大血量百分比】，配置100以下为服务器主动广播，100以上则需要客户端主动拉取	npc类别（0为非专属，1为个人专属，2为队伍专属，3为帮派专属）	reserve_11（预留字段）	reserve_12（预留字段）	reserve_13（预留字段）	reserve_14（预留字段）	reserve_15（预留字段）	收集的任务ID	任务的第几个条件	血条UI	死亡灰尘延迟（早填负值）	步伐速度	"hud类型（0无hud，1角色hud，2NPChud,3NPC大血条与血条显示互斥）"	血条缩放	死亡音效	出生音效	被击音效	点击音效1	点击音效2	点击音效3	是否显示名字（0不显示，1显示）	是否可以被击浮空（1不击飞）	npc称号	npc血条显示(0不显示，1显示)	npc是否跟随玩家点击而旋转(0旋转，1不旋转)	npc品质（1绿，2蓝，3紫，4橙）	npc专属名字（显示在称号下）	低端机模型路径	低端机模型名字	展示模型名字	展示模型名字（ioS点击问题，标1会有虚拟框） 
3932102	1	旋风斩·乾坤	393002	2081	0	npc/human/xuanyuanpo	xuanyuanpo	2	8002563	0	0	0	0	2500	30103	3930102	1.2	0	0	0	3	30	0	0	0	0	1	8002563	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo	0
3932103	1	箭雨·凤鸣	393003	2081	0	npc/human/xuyourong	gongshou	2	8002572	0	0	0	0	3000	30104	3930103	1.2	0	0	0	3	30	0	0	0	0	1	8002572	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	gongshou	0
3932104	1	无敌斩·昆仑	393004	2081	0	npc/human/tang	JianNan01	2	8002543	0	0	0	0	1500	30101	3930104	1.2	0	0	0	3	30	0	0	0	0	1	8002543	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	JianNan01	0
3932105	1	生机·琉璃	393005	2081	0	npc/human/luoluo	luoluo_bianse	2	8002513	0	0	0	0	3000	30102	3930105	1.2	0	0	0	3	30	0	0	0	0	1	8002513	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	luoluo_bianse	0
3932106	1	魔族山妖	393006	2081	0	npc/animal/jianshou	jianshou	2	0	0	0	0	0	0	30003	1164	0.6	0	0	0	3	30	0	0	0	0	1	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000018	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	jianshou	0
3932107	1	魔族士兵	393007	2081	0	npc/animal/mozudaobing	mozudaobing01_1	2	0	0	0	0	0	500	0	1011034	1	0	0	0	3	30	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mozudaobing01_1	0
3932108	1	魔族奸细	393008	2081	0	npc/evil/fengmo	fengmo	2	0	0	0	0	0	0	30008	1011035	2	0	0	0	3	30	0	0	0	0	1	1011035	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	fengmo	0
3932109	1	魔族刀兵	393009	2081	0	npc/animal/mozudaobing	mozudaobing01	2	0	0	0	0	0	0	30003	1011119	1	0	0	0	3	30	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mozudaobing01	0
3932110	1	魔族冰血将	393010	2081	0	npc/evil/mojiang02	mojiang02	2	0	0	0	0	0	0	30009	9001111	1.5	0	0	0	3	30	0	0	0	0	1	0	1	31006	710012	0	0	0	0	0	0	0	0	0	0	2	0	4	3	1	510000004	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mojiang02	0
3932111	1	魔族铜血将	393011	2081	0	npc/evil/mojiang01	mojiang01	2	0	0	0	0	0	0	30009	9001121	1.5	0	0	0	3	30	0	0	0	0	1	0	1	31006	710012	0	0	0	0	0	0	0	0	0	0	2	0	4	3	1	510000005	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mojiang01	0
3932112	1	迷失少女	710106	2081	0	actors/yuling	zhangnv_yz	2	0	0	0	0	0	0	0	10001	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mozudaobing01_1	0
3932201	1	继续挑战	1001	2	0	base_effect	CJ_02chuangsongmen	5	9001601	0	0	0	0	0	0	9001601	1	0	0	0	0	0	0	0	0	0	1	0	0	0	900199	3600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	base_effect	CJ_02chuangsongmen	CJ_02chuangsongmen	0
3932202	1	继续挑战	1001	2	0	base_effect	CJ_02chuangsongmen	5	9001602	0	0	0	0	0	0	9001602	1	0	0	0	0	0	0	0	0	0	1	0	0	0	900199	3600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	base_effect	CJ_02chuangsongmen	CJ_02chuangsongmen	0
3932203	1	继续挑战	1001	2	0	base_effect	CJ_02chuangsongmen	5	9001603	0	0	0	0	0	0	9001603	1	0	0	0	0	0	0	0	0	0	1	0	0	0	900199	3600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	base_effect	CJ_02chuangsongmen	CJ_02chuangsongmen	0
3932204	1	继续挑战	1001	2	0	base_effect	CJ_02chuangsongmen	5	9001604	0	0	0	0	0	0	9001604	1	0	0	0	0	0	0	0	0	0	1	0	0	0	900199	3600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	base_effect	CJ_02chuangsongmen	CJ_02chuangsongmen	0
3932205	1	魔法屏障	1001	2	0	npc/wujian/mofaluzhang	CJ_mofaluzhang	4	0	0	0	0	0	0	0	100	1.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/wujian/huoqian	huoqiang5	huoqiang5	0
3932206	1	魔法屏障	1001	2	0	npc/wujian/mofaluzhang	CJ_mofaluzhang	4	0	0	0	0	0	0	0	100	1.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/wujian/huoqian	huoqiang5	huoqiang5	0
3932301	1	迷失少女	1001	1	0	actors/yuling	zhangnv_yz	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	63932301	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	1	0	点击对话	0	0	0	0	npc/animal/zhenling	s_zhenling	mozudaobing01_1	0
3932302	1	第二关	1001	1	0	npc/human/chuansongyuan	chuansongyuan	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	63932302	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000028	0	0	1	0	师父开启关卡	0	0	0	0	npc/human/nvzhu	s_yinyi	chuansongyuan	0
3932303	1	第三关	1001	1	0	npc/human/chuansongyuan	chuansongyuan	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	63932303	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000028	0	0	1	0	师父开启关卡	0	0	0	0	npc/human/nvzhu	s_yinyi	chuansongyuan	0
3932304	1	良药	410101	1	0	npc/wujian/xueping	CJ_xueping	5	0	0	0	0	0	500	0	100	1.5	0	64101001	0	0	0	0	0	0	0	1	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	npc/wujian/xueping	CJ_xueping	CJ_xueping	0
3933101	1	风神师	393001	3101	0	npc/human/tiandaojiaoyu	tiandaojiaoyu	2	3104005	0	0	0	0	0	0	3104002	1.5	0	0	0	3	30	0	0	0	0	1	0	1.5	31006	710012	0	0	0	0	0	0	0	0	0	0	5	0	4	3	1	510000005	0	0	0	0	0	0	1	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	tiandaojiaoyu	0
3933102	1	旋风斩·乾坤	393002	3101	0	npc/human/xuanyuanpo	xuanyuanpo	2	8002563	0	0	0	0	2500	30103	3930102	1.2	0	0	0	3	30	0	0	0	0	1	8002563	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo	0
3933103	1	箭雨·凤鸣	393003	3101	0	npc/human/xuyourong	gongshou	2	8002572	0	0	0	0	3000	30104	3930103	1.2	0	0	0	3	30	0	0	0	0	1	8002572	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	gongshou	0
3933104	1	无敌斩·昆仑	393004	3101	0	npc/human/tang	JianNan01	2	8002543	0	0	0	0	1500	30101	3930104	1.2	0	0	0	3	30	0	0	0	0	1	8002543	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	JianNan01	0
3933105	1	生机·琉璃	393005	3101	0	npc/human/luoluo	luoluo_bianse	2	8002513	0	0	0	0	3000	30102	3930105	1.2	0	0	0	3	30	0	0	0	0	1	8002513	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	luoluo_bianse	0
3933106	1	魔族山妖	393006	3101	0	npc/animal/jianshou	jianshou	2	0	0	0	0	0	0	30003	1164	0.6	0	0	0	3	30	0	0	0	0	1	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000018	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	jianshou	0
3933107	1	魔族士兵	393007	3101	0	npc/animal/mozudaobing	mozudaobing01_1	2	0	0	0	0	0	500	0	1011034	1	0	0	0	3	30	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mozudaobing01_1	0
3933108	1	魔族奸细	393008	3101	0	npc/evil/fengmo	fengmo	2	0	0	0	0	0	0	30008	1011035	2	0	0	0	3	30	0	0	0	0	1	1011035	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	fengmo	0
3933109	1	魔族刀兵	393009	3101	0	npc/animal/mozudaobing	mozudaobing01	2	0	0	0	0	0	0	30003	1011119	1	0	0	0	3	30	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mozudaobing01	0
3933110	1	魔族冰血将	393010	3101	0	npc/evil/mojiang02	mojiang02	2	0	0	0	0	0	0	30009	9001111	1.5	0	0	0	3	30	0	0	0	0	1	0	1	31006	710012	0	0	0	0	0	0	0	0	0	0	2	0	4	3	1	510000004	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mojiang02	0
3933111	1	魔族铜血将	393011	3101	0	npc/evil/mojiang01	mojiang01	2	0	0	0	0	0	0	30009	9001121	1.5	0	0	0	3	30	0	0	0	0	1	0	1	31006	710012	0	0	0	0	0	0	0	0	0	0	2	0	4	3	1	510000005	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mojiang01	0
3933112	1	迷失少女	710106	3101	0	actors/yuling	zhangnv_yz	2	0	0	0	0	0	0	0	10001	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mozudaobing01_1	0
3933201	1	继续挑战	1001	2	0	base_effect	CJ_02chuangsongmen	5	9001601	0	0	0	0	0	0	9001601	1	0	0	0	0	0	0	0	0	0	1	0	0	0	900199	3600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	base_effect	CJ_02chuangsongmen	CJ_02chuangsongmen	0
3933202	1	继续挑战	1001	2	0	base_effect	CJ_02chuangsongmen	5	9001602	0	0	0	0	0	0	9001602	1	0	0	0	0	0	0	0	0	0	1	0	0	0	900199	3600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	base_effect	CJ_02chuangsongmen	CJ_02chuangsongmen	0
3933203	1	继续挑战	1001	2	0	base_effect	CJ_02chuangsongmen	5	9001603	0	0	0	0	0	0	9001603	1	0	0	0	0	0	0	0	0	0	1	0	0	0	900199	3600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	base_effect	CJ_02chuangsongmen	CJ_02chuangsongmen	0
3933204	1	继续挑战	1001	2	0	base_effect	CJ_02chuangsongmen	5	9001604	0	0	0	0	0	0	9001604	1	0	0	0	0	0	0	0	0	0	1	0	0	0	900199	3600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	base_effect	CJ_02chuangsongmen	CJ_02chuangsongmen	0
3933205	1	魔法屏障	1001	2	0	npc/wujian/mofaluzhang	CJ_mofaluzhang	4	0	0	0	0	0	0	0	100	1.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/wujian/huoqian	huoqiang5	huoqiang5	0
3933206	1	魔法屏障	1001	2	0	npc/wujian/mofaluzhang	CJ_mofaluzhang	4	0	0	0	0	0	0	0	100	1.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/wujian/huoqian	huoqiang5	huoqiang5	0
3933301	1	迷失少女	1001	1	0	actors/yuling	zhangnv_yz	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	63933301	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	1	0	点击对话	0	0	0	0	npc/animal/zhenling	s_zhenling	mozudaobing01_1	0
3933302	1	第二关	1001	1	0	npc/human/chuansongyuan	chuansongyuan	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	63933302	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000028	0	0	1	0	师父开启关卡	0	0	0	0	npc/human/nvzhu	s_yinyi	chuansongyuan	0
3933303	1	第三关	1001	1	0	npc/human/chuansongyuan	chuansongyuan	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	63933303	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000028	0	0	1	0	师父开启关卡	0	0	0	0	npc/human/nvzhu	s_yinyi	chuansongyuan	0
3933304	1	良药	410101	1	0	npc/wujian/xueping	CJ_xueping	5	0	0	0	0	0	500	0	100	1.5	0	64101001	0	0	0	0	0	0	0	1	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	npc/wujian/xueping	CJ_xueping	CJ_xueping	0
3934101	1	风神师	393001	4121	0	npc/human/tiandaojiaoyu	tiandaojiaoyu	2	3104005	0	0	0	0	0	0	3104002	1.5	0	0	0	3	30	0	0	0	0	1	0	1.5	31006	710012	0	0	0	0	0	0	0	0	0	0	5	0	4	3	1	510000005	0	0	0	0	0	0	1	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	tiandaojiaoyu	0
3934102	1	旋风斩·乾坤	393002	4121	0	npc/human/xuanyuanpo	xuanyuanpo	2	8002563	0	0	0	0	2500	30103	3930102	1.2	0	0	0	3	30	0	0	0	0	1	8002563	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo	0
3934103	1	箭雨·凤鸣	393003	4121	0	npc/human/xuyourong	gongshou	2	8002572	0	0	0	0	3000	30104	3930103	1.2	0	0	0	3	30	0	0	0	0	1	8002572	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	gongshou	0
3934104	1	无敌斩·昆仑	393004	4121	0	npc/human/tang	JianNan01	2	8002543	0	0	0	0	1500	30101	3930104	1.2	0	0	0	3	30	0	0	0	0	1	8002543	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	JianNan01	0
3934105	1	生机·琉璃	393005	4121	0	npc/human/luoluo	luoluo_bianse	2	8002513	0	0	0	0	3000	30102	3930105	1.2	0	0	0	3	30	0	0	0	0	1	8002513	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000003	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	luoluo_bianse	0
3934106	1	魔族山妖	393006	4121	0	npc/animal/jianshou	jianshou	2	0	0	0	0	0	0	30003	1164	0.6	0	0	0	3	30	0	0	0	0	1	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000018	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	jianshou	0
3934107	1	魔族士兵	393007	4121	0	npc/animal/mozudaobing	mozudaobing01_1	2	0	0	0	0	0	500	0	1011034	1	0	0	0	3	30	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mozudaobing01_1	0
3934108	1	魔族奸细	393008	4121	0	npc/evil/fengmo	fengmo	2	0	0	0	0	0	0	30008	1011035	2	0	0	0	3	30	0	0	0	0	1	1011035	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	fengmo	0
3934109	1	魔族刀兵	393009	4121	0	npc/animal/mozudaobing	mozudaobing01	2	0	0	0	0	0	0	30003	1011119	1	0	0	0	3	30	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mozudaobing01	0
3934110	1	魔族冰血将	393010	4121	0	npc/evil/mojiang02	mojiang02	2	0	0	0	0	0	0	30009	9001111	1.5	0	0	0	3	30	0	0	0	0	1	0	1	31006	710012	0	0	0	0	0	0	0	0	0	0	2	0	4	3	1	510000004	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mojiang02	0
3934111	1	魔族铜血将	393011	4121	0	npc/evil/mojiang01	mojiang01	2	0	0	0	0	0	0	30009	9001121	1.5	0	0	0	3	30	0	0	0	0	1	0	1	31006	710012	0	0	0	0	0	0	0	0	0	0	2	0	4	3	1	510000005	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mojiang01	0
3934112	1	迷失少女	710106	4121	0	actors/yuling	zhangnv_yz	2	0	0	0	0	0	0	0	10001	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	1	0	0	1	0	0	0	npc/animal/zhenling	s_zhenling	mozudaobing01_1	0
3934201	1	继续挑战	1001	2	0	base_effect	CJ_02chuangsongmen	5	9001601	0	0	0	0	0	0	9001601	1	0	0	0	0	0	0	0	0	0	1	0	0	0	900199	3600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	base_effect	CJ_02chuangsongmen	CJ_02chuangsongmen	0
3934202	1	继续挑战	1001	2	0	base_effect	CJ_02chuangsongmen	5	9001602	0	0	0	0	0	0	9001602	1	0	0	0	0	0	0	0	0	0	1	0	0	0	900199	3600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	base_effect	CJ_02chuangsongmen	CJ_02chuangsongmen	0
3934203	1	继续挑战	1001	2	0	base_effect	CJ_02chuangsongmen	5	9001603	0	0	0	0	0	0	9001603	1	0	0	0	0	0	0	0	0	0	1	0	0	0	900199	3600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	base_effect	CJ_02chuangsongmen	CJ_02chuangsongmen	0
3934204	1	继续挑战	1001	2	0	base_effect	CJ_02chuangsongmen	5	9001604	0	0	0	0	0	0	9001604	1	0	0	0	0	0	0	0	0	0	1	0	0	0	900199	3600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	base_effect	CJ_02chuangsongmen	CJ_02chuangsongmen	0
3934205	1	魔法屏障	1001	2	0	npc/wujian/mofaluzhang	CJ_mofaluzhang	4	0	0	0	0	0	0	0	100	1.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/wujian/huoqian	huoqiang5	huoqiang5	0
3934206	1	魔法屏障	1001	2	0	npc/wujian/mofaluzhang	CJ_mofaluzhang	4	0	0	0	0	0	0	0	100	1.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/wujian/huoqian	huoqiang5	huoqiang5	0
3934301	1	迷失少女	1001	1	0	actors/yuling	zhangnv_yz	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	63934301	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	1	0	点击对话	0	0	0	0	npc/animal/zhenling	s_zhenling	mozudaobing01_1	0
3934302	1	第二关	1001	1	0	npc/human/chuansongyuan	chuansongyuan	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	63934302	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000028	0	0	1	0	师父开启关卡	0	0	0	0	npc/human/nvzhu	s_yinyi	chuansongyuan	0
3934303	1	第三关	1001	1	0	npc/human/chuansongyuan	chuansongyuan	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	63934303	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000028	0	0	1	0	师父开启关卡	0	0	0	0	npc/human/nvzhu	s_yinyi	chuansongyuan	0
3934304	1	良药	410101	1	0	npc/wujian/xueping	CJ_xueping	5	0	0	0	0	0	500	0	100	1.5	0	64101001	0	0	0	0	0	0	0	1	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	npc/wujian/xueping	CJ_xueping	CJ_xueping	0
3935101	1	风神师	393001	5141	0	npc/human/tiandaojiaoyu	tiandaojiaoyu	2	3104005	0	0	0	0	0	0	3104002	1.5	0	0	0	3	30	0	0	0	0	1	0	1.5	31006	710012	0	0	0	0	0	0	0	0	0	0	5	0	4	3	1	510000005	0	0	0	0	0	0	1	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	tiandaojiaoyu	0
3935102	1	旋风斩·乾坤	393002	5141	0	npc/human/xuanyuanpo	xuanyuanpo	2	8002563	0	0	0	0	2500	30103	3930102	1.2	0	0	0	3	30	0	0	0	0	1	8002563	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000002	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	xuanyuanpo	0
3935103	1	箭雨·凤鸣	393003	5141	0	npc/human/xuyourong	gongshou	2	8002572	0	0	0	0	3000	30104	3930103	1.2	0	0	0	3	30	0	0	0	0	1	8002572	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	gongshou	0
3935104	1	无敌斩·昆仑	393004	5141	0	npc/human/tang	JianNan01	2	8002543	0	0	0	0	1500	30101	3930104	1.2	0	0	0	3	30	0	0	0	0	1	8002543	0.6	31006	710011	3600000	0	0	0	0	0	0	0	0	0	2	0	4	2	1	510000001	0	0	0	0	0	1	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	JianNan01	0
