奖励ID（抽奖表要保持连贯性，中间不要出现有效值为0或者中断跳字的情况，活动ID参数不是主键，要注意参数ID不同的奖励ID不能相同——会导致前面参数的数据被服务器读取跳过，最多到256）	所属境界	抽奖档次(1青铜抽奖、2白银抽奖、3黄金抽奖)	有效标志	活动ID参数	出现几率（低价档）	出现几率（中价档随机3个）	出现几率（高价档随机1个）	获得几率	第1次重抽	第2~5次重抽	第6次及以上重抽	奖励类型（1货币，2道具）	奖励物品ID(货币枚举：1感悟，2军功，3威望，4荣誉，5贡献，6体力，7神识，8学分，200经验,201星辉，202金币，203绑金，204元宝，205绑元)	奖励数量	奖励倍数	奖励参数	触发事件	最多出现次数（注意这个次数是低、中、高三档共用的，如果某个东西三档里都有，而次数都出现在低价档里了，那另外两档就都随不到他了）	状态限制	是否广播	时间限制（时间限制ID，主要和活动关联决定这个玩家能不能出现在奖池里的）	是否高价值（大于0有特效，大于2在奖池中显示，数值越大则排序越靠前）	次数限制ID	底图颜色 
120	11	2	1	0	0	0	0	1000	0	0	0	2	400150314	1	1	0	0	6	0	1	0	0	0	0
120	12	2	1	0	0	0	0	1000	0	0	0	2	400150314	1	1	0	0	6	0	1	0	0	0	0
120	13	2	1	0	0	0	0	1000	0	0	0	2	400150314	1	1	0	0	6	0	1	0	0	0	0
120	14	2	1	0	0	0	0	1000	0	0	0	2	400150314	1	1	0	0	6	0	1	0	0	0	0
120	15	2	1	0	0	0	0	1000	0	0	0	2	400150314	1	1	0	0	6	0	1	0	0	0	0
120	16	2	1	0	0	0	0	1000	0	0	0	2	400150314	1	1	0	0	6	0	1	0	0	0	0
120	17	2	1	0	0	0	0	1000	0	0	0	2	400150314	1	1	0	0	6	0	1	0	0	0	0
120	18	2	1	0	0	0	0	1000	0	0	0	2	400150314	1	1	0	0	6	0	1	0	0	0	0
120	19	2	1	0	0	0	0	1000	0	0	0	2	400150314	1	1	0	0	6	0	1	0	0	0	0
120	20	2	1	0	0	11	0	500	1500	1000	800	2	400150314	1	1	0	0	1	0	0	0	1	0	0
120	21	2	1	0	0	11	0	500	1500	1000	800	2	400150314	1	1	0	0	1	0	0	0	1	0	0
120	22	2	1	0	0	11	0	500	1500	1000	800	2	400150314	1	1	0	0	1	0	0	0	1	0	0
120	23	2	1	0	0	11	0	500	1500	1000	800	2	400150314	1	1	0	0	1	0	0	0	1	0	0
120	24	2	1	0	0	11	0	500	1500	1000	800	2	400150314	1	1	0	0	1	0	0	0	1	0	0
120	25	2	1	0	0	11	0	500	1500	1000	800	2	400150314	1	1	0	0	1	0	0	0	1	0	0
121	0	2	1	0	0	0	15	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	1	2	1	0	0	0	15	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	2	2	1	0	0	0	15	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	3	2	1	0	0	0	15	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	4	2	1	0	0	0	15	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	5	2	1	0	0	0	15	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	6	2	1	0	0	0	15	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	7	2	1	0	0	0	15	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	8	2	1	0	0	0	15	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	9	2	1	0	0	0	15	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	10	2	1	0	0	0	15	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	11	2	1	0	0	0	8	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	12	2	1	0	0	0	8	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	13	2	1	0	0	0	8	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	14	2	1	0	0	0	8	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	15	2	1	0	0	0	8	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	16	2	1	0	0	0	8	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	17	2	1	0	0	0	8	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	18	2	1	0	0	0	8	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	19	2	1	0	0	0	8	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	20	2	1	0	0	0	4	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	21	2	1	0	0	0	4	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	22	2	1	0	0	0	4	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	23	2	1	0	0	0	4	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	24	2	1	0	0	0	4	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
121	25	2	1	0	0	0	4	100	200	250	300	2	400130414	1	1	0	0	1	0	1	0	7	0	0
122	0	2	1	0	0	0	0	1000	0	0	0	2	400140414	1	1	0	0	6	0	1	0	0	0	0
122	1	2	1	0	0	0	0	1000	0	0	0	2	400140414	1	1	0	0	6	0	0	0	0	0	0
122	2	2	1	0	0	0	0	1000	0	0	0	2	400140414	1	1	0	0	6	0	0	0	0	0	0
122	3	2	1	0	0	0	0	1000	0	0	0	2	400140414	1	1	0	0	6	0	0	0	0	0	0
122	4	2	1	0	0	0	0	1000	0	0	0	2	400140414	1	1	0	0	6	0	0	0	0	0	0
122	5	2	1	0	0	0	0	1000	0	0	0	2	400140414	1	1	0	0	6	0	0	0	0	0	0
122	6	2	1	0	0	0	0	1000	0	0	0	2	400140414	1	1	0	0	6	0	0	0	0	0	0
122	7	2	1	0	0	0	0	1000	0	0	0	2	400140414	1	1	0	0	6	0	0	0	0	0	0
122	8	2	1	0	0	0	0	1000	0	0	0	2	400140414	1	1	0	0	6	0	0	0	0	0	0
122	9	2	1	0	0	0	0	1000	0	0	0	2	400140414	1	1	0	0	6	0	0	0	0	0	0
122	10	2	1	0	0	0	0	1000	0	0	0	2	400140414	1	1	0	0	6	0	0	0	0	0	0
122	11	2	1	0	0	0	8	100	200	250	300	2	400140414	1	1	0	0	1	0	1	0	7	0	0
122	12	2	1	0	0	0	8	100	200	250	300	2	400140414	1	1	0	0	1	0	1	0	7	0	0
122	13	2	1	0	0	0	8	100	200	250	300	2	400140414	1	1	0	0	1	0	1	0	7	0	0
122	14	2	1	0	0	0	8	100	200	250	300	2	400140414	1	1	0	0	1	0	1	0	7	0	0
122	15	2	1	0	0	0	8	100	200	250	300	2	400140414	1	1	0	0	1	0	1	0	7	0	0
122	16	2	1	0	0	0	8	100	200	250	300	2	400140414	1	1	0	0	1	0	1	0	7	0	0
122	17	2	1	0	0	0	8	100	200	250	300	2	400140414	1	1	0	0	1	0	1	0	7	0	0
122	18	2	1	0	0	0	8	100	200	250	300	2	400140414	1	1	0	0	1	0	1	0	7	0	0
122	19	2	1	0	0	0	8	100	200	250	300	2	400140414	1	1	0	0	1	0	1	0	7	0	0
122	20	2	1	0	0	0	8	100	200	250	300	2	400140414	1	1	0	0	1	0	1	0	7	0	0
122	21	2	1	0	0	0	8	100	200	250	300	2	400140414	1	1	0	0	1	0	1	0	7	0	0
122	22	2	1	0	0	0	8	100	200	250	300	2	400140414	1	1	0	0	1	0	1	0	7	0	0
122	23	2	1	0	0	0	8	100	200	250	300	2	400140414	1	1	0	0	1	0	1	0	7	0	0
122	24	2	1	0	0	0	8	100	200	250	300	2	400140414	1	1	0	0	1	0	1	0	7	0	0
122	25	2	1	0	0	0	8	100	200	250	300	2	400140414	1	1	0	0	1	0	1	0	7	0	0
123	0	2	1	0	0	0	0	1000	0	0	0	2	400150414	1	1	0	0	6	0	1	0	0	0	0
123	1	2	1	0	0	0	0	1000	0	0	0	2	400150414	1	1	0	0	6	0	0	0	0	0	0
123	2	2	1	0	0	0	0	1000	0	0	0	2	400150414	1	1	0	0	6	0	0	0	0	0	0
123	3	2	1	0	0	0	0	1000	0	0	0	2	400150414	1	1	0	0	6	0	0	0	0	0	0
123	4	2	1	0	0	0	0	1000	0	0	0	2	400150414	1	1	0	0	6	0	0	0	0	0	0
123	5	2	1	0	0	0	0	1000	0	0	0	2	400150414	1	1	0	0	6	0	0	0	0	0	0
123	6	2	1	0	0	0	0	1000	0	0	0	2	400150414	1	1	0	0	6	0	0	0	0	0	0
123	7	2	1	0	0	0	0	1000	0	0	0	2	400150414	1	1	0	0	6	0	0	0	0	0	0
123	8	2	1	0	0	0	0	1000	0	0	0	2	400150414	1	1	0	0	6	0	0	0	0	0	0
123	9	2	1	0	0	0	0	1000	0	0	0	2	400150414	1	1	0	0	6	0	0	0	0	0	0
123	10	2	1	0	0	0	0	1000	0	0	0	2	400150414	1	1	0	0	6	0	0	0	0	0	0
123	11	2	1	0	0	0	0	1000	0	0	0	2	400150414	1	1	0	0	6	0	0	0	0	0	0
123	12	2	1	0	0	0	0	1000	0	0	0	2	400150414	1	1	0	0	6	0	0	0	0	0	0
123	13	2	1	0	0	0	0	1000	0	0	0	2	400150414	1	1	0	0	6	0	0	0	0	0	0
123	14	2	1	0	0	0	0	1000	0	0	0	2	400150414	1	1	0	0	6	0	0	0	0	0	0
123	15	2	1	0	0	0	0	1000	0	0	0	2	400150414	1	1	0	0	6	0	0	0	0	0	0
123	16	2	1	0	0	0	0	1000	0	0	0	2	400150414	1	1	0	0	6	0	0	0	0	0	0
123	17	2	1	0	0	0	0	1000	0	0	0	2	400150414	1	1	0	0	6	0	0	0	0	0	0
123	18	2	1	0	0	0	0	1000	0	0	0	2	400150414	1	1	0	0	6	0	0	0	0	0	0
123	19	2	1	0	0	0	0	1000	0	0	0	2	400150414	1	1	0	0	6	0	0	0	0	0	0
123	20	2	1	0	0	0	4	100	200	250	300	2	400150414	1	1	0	0	1	0	1	0	7	0	0
123	21	2	1	0	0	0	4	100	200	250	300	2	400150414	1	1	0	0	1	0	1	0	7	0	0
123	22	2	1	0	0	0	4	100	200	250	300	2	400150414	1	1	0	0	1	0	1	0	7	0	0
123	23	2	1	0	0	0	4	100	200	250	300	2	400150414	1	1	0	0	1	0	1	0	7	0	0
123	24	2	1	0	0	0	4	100	200	250	300	2	400150414	1	1	0	0	1	0	1	0	7	0	0
123	25	2	1	0	0	0	4	100	200	250	300	2	400150414	1	1	0	0	1	0	1	0	7	0	0
124	0	2	1	0	96	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	1	2	1	0	96	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	2	2	1	0	96	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	3	2	1	0	96	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	4	2	1	0	96	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	5	2	1	0	96	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	6	2	1	0	96	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	7	2	1	0	96	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	8	2	1	0	96	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	9	2	1	0	96	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	10	2	1	0	96	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	11	2	1	0	48	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	12	2	1	0	48	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	13	2	1	0	48	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	14	2	1	0	48	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	15	2	1	0	48	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	16	2	1	0	48	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	17	2	1	0	48	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	18	2	1	0	48	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	19	2	1	0	48	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	20	2	1	0	24	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	21	2	1	0	24	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	22	2	1	0	24	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	23	2	1	0	24	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	24	2	1	0	24	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
124	25	2	1	0	24	0	0	1000	500	600	400	2	400130215	1	1	0	0	2	0	0	0	0	0	0
125	0	2	1	0	0	0	0	1000	0	0	0	2	400140215	1	1	0	0	6	0	0	0	0	0	0
125	1	2	1	0	0	0	0	1000	0	0	0	2	400140215	1	1	0	0	6	0	0	0	0	0	0
125	2	2	1	0	0	0	0	1000	0	0	0	2	400140215	1	1	0	0	6	0	0	0	0	0	0
125	3	2	1	0	0	0	0	1000	0	0	0	2	400140215	1	1	0	0	6	0	0	0	0	0	0
125	4	2	1	0	0	0	0	1000	0	0	0	2	400140215	1	1	0	0	6	0	0	0	0	0	0
125	5	2	1	0	0	0	0	1000	0	0	0	2	400140215	1	1	0	0	6	0	0	0	0	0	0
125	6	2	1	0	0	0	0	1000	0	0	0	2	400140215	1	1	0	0	6	0	0	0	0	0	0
125	7	2	1	0	0	0	0	1000	0	0	0	2	400140215	1	1	0	0	6	0	0	0	0	0	0
125	8	2	1	0	0	0	0	1000	0	0	0	2	400140215	1	1	0	0	6	0	0	0	0	0	0
125	9	2	1	0	0	0	0	1000	0	0	0	2	400140215	1	1	0	0	6	0	0	0	0	0	0
125	10	2	1	0	0	0	0	1000	0	0	0	2	400140215	1	1	0	0	6	0	0	0	0	0	0
125	11	2	1	0	48	0	0	1000	500	600	400	2	400140215	1	1	0	0	2	0	0	0	0	0	0
125	12	2	1	0	48	0	0	1000	500	600	400	2	400140215	1	1	0	0	2	0	0	0	0	0	0
125	13	2	1	0	48	0	0	1000	500	600	400	2	400140215	1	1	0	0	2	0	0	0	0	0	0
125	14	2	1	0	48	0	0	1000	500	600	400	2	400140215	1	1	0	0	2	0	0	0	0	0	0
125	15	2	1	0	48	0	0	1000	500	600	400	2	400140215	1	1	0	0	2	0	0	0	0	0	0
125	16	2	1	0	48	0	0	1000	500	600	400	2	400140215	1	1	0	0	2	0	0	0	0	0	0
125	17	2	1	0	48	0	0	1000	500	600	400	2	400140215	1	1	0	0	2	0	0	0	0	0	0
125	18	2	1	0	48	0	0	1000	500	600	400	2	400140215	1	1	0	0	2	0	0	0	0	0	0
125	19	2	1	0	48	0	0	1000	500	600	400	2	400140215	1	1	0	0	2	0	0	0	0	0	0
125	20	2	1	0	48	0	0	1000	500	600	400	2	400140215	1	1	0	0	2	0	0	0	0	0	0
125	21	2	1	0	48	0	0	1000	500	600	400	2	400140215	1	1	0	0	2	0	0	0	0	0	0
125	22	2	1	0	48	0	0	1000	500	600	400	2	400140215	1	1	0	0	2	0	0	0	0	0	0
125	23	2	1	0	48	0	0	1000	500	600	400	2	400140215	1	1	0	0	2	0	0	0	0	0	0
125	24	2	1	0	48	0	0	1000	500	600	400	2	400140215	1	1	0	0	2	0	0	0	0	0	0
125	25	2	1	0	48	0	0	1000	500	600	400	2	400140215	1	1	0	0	2	0	0	0	0	0	0
126	0	2	1	0	0	0	0	1000	0	0	0	2	400150215	1	1	0	0	6	0	0	0	0	0	0
126	1	2	1	0	0	0	0	1000	0	0	0	2	400150215	1	1	0	0	6	0	0	0	0	0	0
126	2	2	1	0	0	0	0	1000	0	0	0	2	400150215	1	1	0	0	6	0	0	0	0	0	0
126	3	2	1	0	0	0	0	1000	0	0	0	2	400150215	1	1	0	0	6	0	0	0	0	0	0
126	4	2	1	0	0	0	0	1000	0	0	0	2	400150215	1	1	0	0	6	0	0	0	0	0	0
126	5	2	1	0	0	0	0	1000	0	0	0	2	400150215	1	1	0	0	6	0	0	0	0	0	0
126	6	2	1	0	0	0	0	1000	0	0	0	2	400150215	1	1	0	0	6	0	0	0	0	0	0
126	7	2	1	0	0	0	0	1000	0	0	0	2	400150215	1	1	0	0	6	0	0	0	0	0	0
126	8	2	1	0	0	0	0	1000	0	0	0	2	400150215	1	1	0	0	6	0	0	0	0	0	0
126	9	2	1	0	0	0	0	1000	0	0	0	2	400150215	1	1	0	0	6	0	0	0	0	0	0
126	10	2	1	0	0	0	0	1000	0	0	0	2	400150215	1	1	0	0	6	0	0	0	0	0	0
126	11	2	1	0	0	0	0	1000	0	0	0	2	400150215	1	1	0	0	6	0	0	0	0	0	0
126	12	2	1	0	0	0	0	1000	0	0	0	2	400150215	1	1	0	0	6	0	0	0	0	0	0
126	13	2	1	0	0	0	0	1000	0	0	0	2	400150215	1	1	0	0	6	0	0	0	0	0	0
126	14	2	1	0	0	0	0	1000	0	0	0	2	400150215	1	1	0	0	6	0	0	0	0	0	0
126	15	2	1	0	0	0	0	1000	0	0	0	2	400150215	1	1	0	0	6	0	0	0	0	0	0
126	16	2	1	0	0	0	0	1000	0	0	0	2	400150215	1	1	0	0	6	0	0	0	0	0	0
126	17	2	1	0	0	0	0	1000	0	0	0	2	400150215	1	1	0	0	6	0	0	0	0	0	0
126	18	2	1	0	0	0	0	1000	0	0	0	2	400150215	1	1	0	0	6	0	0	0	0	0	0
126	19	2	1	0	0	0	0	1000	0	0	0	2	400150215	1	1	0	0	6	0	0	0	0	0	0
126	20	2	1	0	24	0	0	1000	500	600	400	2	400150215	1	1	0	0	2	0	0	0	0	0	0
126	21	2	1	0	24	0	0	1000	500	600	400	2	400150215	1	1	0	0	2	0	0	0	0	0	0
126	22	2	1	0	24	0	0	1000	500	600	400	2	400150215	1	1	0	0	2	0	0	0	0	0	0
126	23	2	1	0	24	0	0	1000	500	600	400	2	400150215	1	1	0	0	2	0	0	0	0	0	0
126	24	2	1	0	24	0	0	1000	500	600	400	2	400150215	1	1	0	0	2	0	0	0	0	0	0
126	25	2	1	0	24	0	0	1000	500	600	400	2	400150215	1	1	0	0	2	0	0	0	0	0	0
127	0	2	1	0	0	45	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	1	2	1	0	0	45	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	2	2	1	0	0	45	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	3	2	1	0	0	45	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	4	2	1	0	0	45	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	5	2	1	0	0	45	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	6	2	1	0	0	45	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	7	2	1	0	0	45	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	8	2	1	0	0	45	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	9	2	1	0	0	45	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	10	2	1	0	0	45	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	11	2	1	0	0	23	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	12	2	1	0	0	23	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	13	2	1	0	0	23	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	14	2	1	0	0	23	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	15	2	1	0	0	23	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	16	2	1	0	0	23	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	17	2	1	0	0	23	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	18	2	1	0	0	23	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	19	2	1	0	0	23	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	20	2	1	0	0	11	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	21	2	1	0	0	11	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	22	2	1	0	0	11	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	23	2	1	0	0	11	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	24	2	1	0	0	11	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
127	25	2	1	0	0	11	0	500	1500	1000	800	2	400130315	1	1	0	0	1	0	0	0	1	0	0
128	0	2	1	0	0	0	0	1000	0	0	0	2	400140315	1	1	0	0	6	0	1	0	0	0	0
128	1	2	1	0	0	0	0	1000	0	0	0	2	400140315	1	1	0	0	6	0	1	0	0	0	0
128	2	2	1	0	0	0	0	1000	0	0	0	2	400140315	1	1	0	0	6	0	1	0	0	0	0
128	3	2	1	0	0	0	0	1000	0	0	0	2	400140315	1	1	0	0	6	0	1	0	0	0	0
128	4	2	1	0	0	0	0	1000	0	0	0	2	400140315	1	1	0	0	6	0	1	0	0	0	0
128	5	2	1	0	0	0	0	1000	0	0	0	2	400140315	1	1	0	0	6	0	1	0	0	0	0
128	6	2	1	0	0	0	0	1000	0	0	0	2	400140315	1	1	0	0	6	0	1	0	0	0	0
128	7	2	1	0	0	0	0	1000	0	0	0	2	400140315	1	1	0	0	6	0	1	0	0	0	0
128	8	2	1	0	0	0	0	1000	0	0	0	2	400140315	1	1	0	0	6	0	1	0	0	0	0
128	9	2	1	0	0	0	0	1000	0	0	0	2	400140315	1	1	0	0	6	0	1	0	0	0	0
128	10	2	1	0	0	0	0	1000	0	0	0	2	400140315	1	1	0	0	6	0	1	0	0	0	0
128	11	2	1	0	0	23	0	500	1500	1000	800	2	400140315	1	1	0	0	1	0	0	0	1	0	0
128	12	2	1	0	0	23	0	500	1500	1000	800	2	400140315	1	1	0	0	1	0	0	0	1	0	0
128	13	2	1	0	0	23	0	500	1500	1000	800	2	400140315	1	1	0	0	1	0	0	0	1	0	0
128	14	2	1	0	0	23	0	500	1500	1000	800	2	400140315	1	1	0	0	1	0	0	0	1	0	0
128	15	2	1	0	0	23	0	500	1500	1000	800	2	400140315	1	1	0	0	1	0	0	0	1	0	0
128	16	2	1	0	0	23	0	500	1500	1000	800	2	400140315	1	1	0	0	1	0	0	0	1	0	0
128	17	2	1	0	0	23	0	500	1500	1000	800	2	400140315	1	1	0	0	1	0	0	0	1	0	0
128	18	2	1	0	0	23	0	500	1500	1000	800	2	400140315	1	1	0	0	1	0	0	0	1	0	0
128	19	2	1	0	0	23	0	500	1500	1000	800	2	400140315	1	1	0	0	1	0	0	0	1	0	0
128	20	2	1	0	0	23	0	500	1500	1000	800	2	400140315	1	1	0	0	1	0	0	0	1	0	0
128	21	2	1	0	0	23	0	500	1500	1000	800	2	400140315	1	1	0	0	1	0	0	0	1	0	0
128	22	2	1	0	0	23	0	500	1500	1000	800	2	400140315	1	1	0	0	1	0	0	0	1	0	0
128	23	2	1	0	0	23	0	500	1500	1000	800	2	400140315	1	1	0	0	1	0	0	0	1	0	0
128	24	2	1	0	0	23	0	500	1500	1000	800	2	400140315	1	1	0	0	1	0	0	0	1	0	0
128	25	2	1	0	0	23	0	500	1500	1000	800	2	400140315	1	1	0	0	1	0	0	0	1	0	0
129	0	2	1	0	0	0	0	1000	0	0	0	2	400150315	1	1	0	0	6	0	1	0	0	0	0
129	1	2	1	0	0	0	0	1000	0	0	0	2	400150315	1	1	0	0	6	0	1	0	0	0	0
129	2	2	1	0	0	0	0	1000	0	0	0	2	400150315	1	1	0	0	6	0	1	0	0	0	0
129	3	2	1	0	0	0	0	1000	0	0	0	2	400150315	1	1	0	0	6	0	1	0	0	0	0
129	4	2	1	0	0	0	0	1000	0	0	0	2	400150315	1	1	0	0	6	0	1	0	0	0	0
129	5	2	1	0	0	0	0	1000	0	0	0	2	400150315	1	1	0	0	6	0	1	0	0	0	0
129	6	2	1	0	0	0	0	1000	0	0	0	2	400150315	1	1	0	0	6	0	1	0	0	0	0
129	7	2	1	0	0	0	0	1000	0	0	0	2	400150315	1	1	0	0	6	0	1	0	0	0	0
129	8	2	1	0	0	0	0	1000	0	0	0	2	400150315	1	1	0	0	6	0	1	0	0	0	0
129	9	2	1	0	0	0	0	1000	0	0	0	2	400150315	1	1	0	0	6	0	1	0	0	0	0
129	10	2	1	0	0	0	0	1000	0	0	0	2	400150315	1	1	0	0	6	0	1	0	0	0	0
129	11	2	1	0	0	0	0	1000	0	0	0	2	400150315	1	1	0	0	6	0	1	0	0	0	0
129	12	2	1	0	0	0	0	1000	0	0	0	2	400150315	1	1	0	0	6	0	1	0	0	0	0
129	13	2	1	0	0	0	0	1000	0	0	0	2	400150315	1	1	0	0	6	0	1	0	0	0	0
129	14	2	1	0	0	0	0	1000	0	0	0	2	400150315	1	1	0	0	6	0	1	0	0	0	0
129	15	2	1	0	0	0	0	1000	0	0	0	2	400150315	1	1	0	0	6	0	1	0	0	0	0
129	16	2	1	0	0	0	0	1000	0	0	0	2	400150315	1	1	0	0	6	0	1	0	0	0	0
129	17	2	1	0	0	0	0	1000	0	0	0	2	400150315	1	1	0	0	6	0	1	0	0	0	0
129	18	2	1	0	0	0	0	1000	0	0	0	2	400150315	1	1	0	0	6	0	1	0	0	0	0
129	19	2	1	0	0	0	0	1000	0	0	0	2	400150315	1	1	0	0	6	0	1	0	0	0	0
129	20	2	1	0	0	11	0	500	1500	1000	800	2	400150315	1	1	0	0	1	0	0	0	1	0	0
129	21	2	1	0	0	11	0	500	1500	1000	800	2	400150315	1	1	0	0	1	0	0	0	1	0	0
129	22	2	1	0	0	11	0	500	1500	1000	800	2	400150315	1	1	0	0	1	0	0	0	1	0	0
129	23	2	1	0	0	11	0	500	1500	1000	800	2	400150315	1	1	0	0	1	0	0	0	1	0	0
129	24	2	1	0	0	11	0	500	1500	1000	800	2	400150315	1	1	0	0	1	0	0	0	1	0	0
129	25	2	1	0	0	11	0	500	1500	1000	800	2	400150315	1	1	0	0	1	0	0	0	1	0	0
130	0	2	1	0	0	0	15	100	200	250	300	2	400130415	1	1	0	0	1	0	1	0	7	0	0
130	1	2	1	0	0	0	15	100	200	250	300	2	400130415	1	1	0	0	1	0	1	0	7	0	0
130	2	2	1	0	0	0	15	100	200	250	300	2	400130415	1	1	0	0	1	0	1	0	7	0	0
130	3	2	1	0	0	0	15	100	200	250	300	2	400130415	1	1	0	0	1	0	1	0	7	0	0
130	4	2	1	0	0	0	15	100	200	250	300	2	400130415	1	1	0	0	1	0	1	0	7	0	0
