主类型（等级1，境界2，道藏3，道藏数量4，穿装备11，强化12，精炼13，宝石14，附加属性数15，完美属性数16，宝石数17，技能21，法器数22，血脉数23，等级武学数量24，伙伴数31，伙伴境界32，74宝石雕琢）	有效标志	副类型	流水ID（主、副类型都相同时，通过这个来区分）	条件参数1	条件参数2	条件参数3	触发成就1	触发成就2	触发成就3	触发成就4	触发成就5
16	1	5	9	2	3	0	1898	0	0	0	0
16	1	6	9	2	3	0	1899	0	0	0	0
16	1	0	10	2	4	0	1900	0	0	0	0
16	1	1	10	2	4	0	1901	0	0	0	0
16	1	3	10	2	4	0	1902	0	0	0	0
16	1	2	10	2	4	0	1903	0	0	0	0
16	1	8	10	2	4	0	1904	0	0	0	0
16	1	7	10	2	4	0	1905	0	0	0	0
16	1	4	10	2	4	0	1906	0	0	0	0
16	1	9	10	2	4	0	1907	0	0	0	0
16	1	5	10	2	4	0	1908	0	0	0	0
16	1	6	10	2	4	0	1909	0	0	0	0
16	1	0	11	2	5	0	1910	0	0	0	0
16	1	1	11	2	5	0	1911	0	0	0	0
16	1	3	11	2	5	0	1912	0	0	0	0
16	1	2	11	2	5	0	1913	0	0	0	0
16	1	8	11	2	5	0	1914	0	0	0	0
16	1	7	11	2	5	0	1915	0	0	0	0
16	1	4	11	2	5	0	1916	0	0	0	0
16	1	9	11	2	5	0	1917	0	0	0	0
16	1	5	11	2	5	0	1918	0	0	0	0
16	1	6	11	2	5	0	1919	0	0	0	0
16	1	0	12	2	6	0	1920	0	0	0	0
16	1	1	12	2	6	0	1921	0	0	0	0
16	1	3	12	2	6	0	1922	0	0	0	0
16	1	2	12	2	6	0	1923	0	0	0	0
16	1	8	12	2	6	0	1924	0	0	0	0
16	1	7	12	2	6	0	1925	0	0	0	0
16	1	4	12	2	6	0	1926	0	0	0	0
16	1	9	12	2	6	0	1927	0	0	0	0
16	1	5	12	2	6	0	1928	0	0	0	0
16	1	6	12	2	6	0	1929	0	0	0	0
16	1	0	13	2	7	0	1930	0	0	0	0
16	1	1	13	2	7	0	1931	0	0	0	0
16	1	3	13	2	7	0	1932	0	0	0	0
16	1	2	13	2	7	0	1933	0	0	0	0
16	1	8	13	2	7	0	1934	0	0	0	0
16	1	7	13	2	7	0	1935	0	0	0	0
16	1	4	13	2	7	0	1936	0	0	0	0
16	1	9	13	2	7	0	1937	0	0	0	0
16	1	5	13	2	7	0	1938	0	0	0	0
16	1	6	13	2	7	0	1939	0	0	0	0
63	1	23	1	310251642	0	0	1940	0	0	0	0
63	1	23	2	310251643	0	0	1940	0	0	0	0
63	1	23	3	310251644	0	0	1940	0	0	0	0
63	1	23	4	310251645	0	0	1940	0	0	0	0
63	1	23	5	310251646	0	0	1940	0	0	0	0
63	1	23	6	310251647	0	0	1940	0	0	0	0
63	1	23	7	310251648	0	0	1940	0	0	0	0
63	1	23	8	310251649	0	0	1940	0	0	0	0
63	1	23	9	310251658	0	0	1941	0	0	0	0
63	1	23	10	310251659	0	0	1941	0	0	0	0
63	1	23	11	310251660	0	0	1941	0	0	0	0
63	1	23	12	310251661	0	0	1941	0	0	0	0
63	1	23	13	310251662	0	0	1941	0	0	0	0
63	1	23	14	310251663	0	0	1941	0	0	0	0
63	1	23	15	310251664	0	0	1941	0	0	0	0
63	1	23	16	310251665	0	0	1941	0	0	0	0
63	1	23	17	310251666	0	0	1942	0	0	0	0
63	1	23	18	310251667	0	0	1942	0	0	0	0
63	1	23	19	310251668	0	0	1942	0	0	0	0
63	1	23	20	310251669	0	0	1942	0	0	0	0
63	1	23	21	310251670	0	0	1942	0	0	0	0
63	1	23	22	310251671	0	0	1942	0	0	0	0
63	1	23	23	310251672	0	0	1942	0	0	0	0
63	1	23	24	310251673	0	0	1942	0	0	0	0
17	1	1	1	1	1	3	734	0	0	0	0
17	1	2	1	1	1	3	734	0	0	0	0
17	1	3	1	1	1	3	734	0	0	0	0
17	1	0	1	8	2	3	2545	0	0	0	0
17	1	0	2	5	1	3	1401	0	0	0	0
17	1	1	2	5	1	3	1402	0	0	0	0
17	1	2	2	6	1	3	1403	0	0	0	0
17	1	3	2	8	1	3	1404	0	0	0	0
17	1	0	3	5	2	3	1405	0	0	0	0
17	1	1	3	10	2	3	1406	0	0	0	0
17	1	2	3	10	2	3	1407	0	0	0	0
17	1	3	3	10	2	3	1408	0	0	0	0
17	1	0	4	5	3	3	1409	0	0	0	0
17	1	1	4	10	3	3	1410	0	0	0	0
17	1	0	5	10	4	3	1411	0	0	0	0
17	1	0	6	5	5	3	1412	0	0	0	0
17	1	0	7	5	6	3	1413	0	0	0	0
17	1	0	8	5	8	3	1414	0	0	0	0
17	1	0	9	5	3	4	1415	0	0	0	0
17	1	1	5	8	3	4	1416	0	0	0	0
17	1	3	4	10	3	4	1417	0	0	0	0
17	1	0	10	5	4	4	1418	0	0	0	0
17	1	0	11	10	4	4	1419	0	0	0	0
17	1	1	6	10	4	4	1420	0	0	0	0
17	1	3	5	10	4	4	1421	0	0	0	0
17	1	0	12	5	5	4	1422	0	0	0	0
17	1	0	13	10	5	4	1423	0	0	0	0
17	1	1	7	10	5	4	1424	0	0	0	0
17	1	3	6	10	5	4	1425	0	0	0	0
17	1	0	14	5	6	4	1426	0	0	0	0
17	1	0	15	10	6	4	1427	0	0	0	0
17	1	1	8	10	6	4	1428	0	0	0	0
17	1	3	7	10	6	4	1429	0	0	0	0
17	1	0	16	5	6	4	1430	0	0	0	0
17	1	0	17	10	6	4	1431	0	0	0	0
17	1	1	9	10	7	4	1432	0	0	0	0
17	1	3	8	10	7	4	1433	0	0	0	0
17	1	0	18	5	8	4	1434	0	0	0	0
17	1	0	19	10	8	4	1435	0	0	0	0
17	1	1	10	10	8	4	1436	0	0	0	0
17	1	3	9	10	8	4	1437	0	0	0	0
17	1	0	20	10	4	5	1438	0	0	0	0
17	1	0	21	10	5	5	1439	0	0	0	0
17	1	0	22	2	4	3	2168	0	0	0	0
17	1	0	23	4	4	3	2169	0	0	0	0
17	1	0	24	6	4	3	2170	0	0	0	0
17	1	0	25	2	5	3	2171	0	0	0	0
17	1	0	26	3	5	3	2172	0	0	0	0
17	1	0	27	4	5	3	2173	0	0	0	0
17	1	3	10	2	4	3	2174	0	0	0	0
17	1	0	28	2	6	3	2175	0	0	0	0
17	1	3	11	2	5	3	2176	0	0	0	0
17	1	3	12	4	5	3	2177	0	0	0	0
18	1	0	1	2	5	0	2632	0	0	0	0
18	1	0	2	5	5	0	2618	2528	0	0	0
18	1	0	3	8	5	0	2520	0	0	0	0
18	1	0	4	10	5	0	739	2630	0	0	0
18	1	0	5	2	10	0	2622	0	0	0	0
18	1	0	6	5	10	0	2626	0	0	0	0
18	1	0	7	10	10	0	951	0	0	0	0
18	1	0	8	10	15	0	952	0	0	0	0
18	1	0	9	10	20	0	953	0	0	0	0
18	1	0	10	10	25	0	954	0	0	0	0
18	1	0	11	10	30	0	957	0	0	0	0
18	1	0	12	8	35	0	962	0	0	0	0
18	1	0	13	8	40	0	963	0	0	0	0
18	1	0	14	10	45	0	968	0	0	0	0
18	1	0	15	10	50	0	969	0	0	0	0
18	1	0	16	10	55	0	974	0	0	0	0
18	1	0	17	10	60	0	975	0	0	0	0
18	1	0	18	10	65	0	980	0	0	0	0
18	1	0	19	10	70	0	981	0	0	0	0
18	1	0	20	10	75	0	986	0	0	0	0
18	1	0	21	10	80	0	987	0	0	0	0
18	1	0	22	10	85	0	992	0	0	0	0
18	1	0	23	2	15	0	2158	0	0	0	0
18	1	0	24	4	15	0	2159	0	0	0	0
18	1	0	25	8	15	0	2160	0	0	0	0
18	1	0	26	2	20	0	2162	0	0	0	0
18	1	0	27	4	20	0	2163	0	0	0	0
18	1	0	28	6	20	0	2164	0	0	0	0
18	1	0	29	8	20	0	2165	0	0	0	0
18	1	0	30	2	25	0	2167	0	0	0	0
21	1	1011	1	2	0	0	709	0	0	0	0
21	1	2021	1	2	0	0	709	0	0	0	0
21	1	3021	1	2	0	0	709	0	0	0	0
21	1	4031	1	2	0	0	709	0	0	0	0
22	1	0	1	1	1	2	1111	0	0	0	0
22	1	0	2	1	2	2	1112	0	0	0	0
22	1	0	3	4	1	2	1115	0	0	0	0
22	1	0	4	1	5	2	1122	0	0	0	0
22	1	0	5	1	1	3	1125	0	0	0	0
22	1	0	6	1	2	3	1126	0	0	0	0
22	1	0	7	1	5	3	1135	0	0	0	0
22	1	0	8	3	1	3	1136	0	0	0	0
22	1	0	9	4	1	3	1137	0	0	0	0
22	1	0	10	6	1	3	1143	0	0	0	0
22	1	0	11	8	1	3	1144	0	0	0	0
22	1	0	12	2	5	3	1145	0	0	0	0
22	1	0	13	1	1	4	1146	0	0	0	0
22	1	0	14	8	5	3	1147	0	0	0	0
22	1	0	15	2	10	4	1148	0	0	0	0
22	1	0	16	2	5	6	1149	0	0	0	0
22	1	0	17	1	5	4	1150	0	0	0	0
22	1	0	18	3	1	4	1151	0	0	0	0
22	1	0	19	4	1	4	1152	0	0	0	0
22	1	0	20	2	5	4	1153	0	0	0	0
22	1	0	21	5	1	4	1154	0	0	0	0
22	1	0	22	7	1	4	1155	0	0	0	0
22	1	0	23	8	1	4	1156	0	0	0	0
22	1	0	24	3	5	4	1157	0	0	0	0
22	1	0	25	8	5	4	1158	0	0	0	0
22	1	0	26	12	1	4	1159	0	0	0	0
22	1	0	27	1	1	2	710	0	0	0	0
22	1	0	28	1	2	2	743	0	0	0	0
22	1	0	29	2	1	2	2543	0	0	0	0
22	1	0	30	3	1	2	2628	0	0	0	0
22	1	0	31	2	5	6	1149	0	0	0	0
24	1	0	1	4	2	0	1101	2421	0	0	0
24	1	0	2	2	5	0	1102	0	0	0	0
24	1	0	3	4	7	0	1103	0	0	0	0
24	1	0	4	2	10	0	1104	0	0	0	0
24	1	0	5	4	10	0	2422	0	0	0	0
24	1	0	6	4	12	0	1105	0	0	0	0
24	1	0	7	2	15	0	1106	0	0	0	0
24	1	0	8	4	15	0	2423	2157	0	0	0
24	1	0	9	4	17	0	1113	0	0	0	0
24	1	0	10	2	20	0	1114	0	0	0	0
24	1	0	11	4	14	0	2424	0	0	0	0
24	1	0	12	4	22	0	1116	0	0	0	0
24	1	0	13	2	25	0	1117	0	0	0	0
24	1	0	14	4	27	0	1123	0	0	0	0
24	1	0	15	2	30	0	1124	0	0	0	0
24	1	0	16	4	32	0	1127	0	0	0	0
24	1	0	17	2	35	0	1128	0	0	0	0
24	1	0	18	4	37	0	1133	0	0	0	0
24	1	0	19	2	40	0	1134	0	0	0	0
24	1	0	20	4	42	0	1138	0	0	0	0
24	1	0	21	4	44	0	1139	0	0	0	0
24	1	0	22	4	45	0	1140	0	0	0	0
24	1	0	23	4	47	0	1141	0	0	0	0
24	1	0	24	4	50	0	1142	0	0	0	0
24	1	0	25	4	14	0	2544	0	0	0	0
31	1	0	1	1	1	0	712	0	0	0	0
31	1	0	2	1	1	0	713	0	0	0	0
31	1	0	3	3	1	2	1251	0	0	0	0
31	1	0	4	3	1	3	1252	0	0	0	0
31	1	0	5	1	1	4	1253	2433	2179	0	0
31	1	0	6	2	1	4	1256	2184	2543	0	0
31	1	0	7	3	1	4	1262	0	0	0	0
31	1	0	8	4	1	4	1263	2185	0	0	0
31	1	0	9	5	1	4	1264	0	0	0	0
31	1	0	10	2	1	5	1266	0	0	0	0
31	1	0	11	3	1	5	1270	0	0	0	0
31	1	0	12	4	1	5	1274	0	0	0	0
31	1	0	13	6	1	4	1277	0	0	0	0
31	1	0	14	7	1	4	1278	0	0	0	0
31	1	0	15	5	1	5	1280	0	0	0	0
31	1	0	16	4	1	4	2434	0	0	0	0
31	1	0	17	7	1	4	2435	0	0	0	0
31	1	0	18	1	1	5	1265	2436	0	0	0
31	1	0	19	2	1	5	1266	0	0	0	0
31	1	0	20	6	1	5	1284	0	0	0	0
31	1	0	21	7	1	5	1288	0	0	0	0
31	1	0	22	1	1	3	2152	0	0	0	0
31	1	0	23	4	1	3	2178	0	0	0	0
31	1	0	24	3	1	0	1254	0	0	0	0
31	1	0	25	2	1	0	753	0	0	0	0
31	1	0	26	5	1	0	754	0	0	0	0
31	1	0	27	4	1	2	2533	0	0	0	0
32	1	731000001	1	20	0	0	2437	0	0	0	0
32	1	731000002	1	20	0	0	2437	0	0	0	0
32	1	731000003	1	20	0	0	2437	0	0	0	0
32	1	731000004	1	20	0	0	2437	0	0	0	0
32	1	741000001	1	20	0	0	2437	0	0	0	0
32	1	741000002	1	20	0	0	2437	0	0	0	0
32	1	741000003	1	20	0	0	2437	0	0	0	0
32	1	741000004	1	20	0	0	2437	0	0	0	0
32	1	741000005	1	20	0	0	2437	0	0	0	0
32	1	741000006	1	20	0	0	2437	0	0	0	0
32	1	751000001	1	20	0	0	2437	0	0	0	0
32	1	751000002	1	20	0	0	2437	0	0	0	0
32	1	751000003	1	20	0	0	2437	0	0	0	0
32	1	751000004	1	20	0	0	2437	0	0	0	0
32	1	751000005	1	20	0	0	2437	0	0	0	0
32	1	751000006	1	20	0	0	2437	0	0	0	0
32	1	751000007	1	20	0	0	2437	0	0	0	0
32	1	761000001	1	20	0	0	2437	0	0	0	0
32	1	761000002	1	20	0	0	2437	0	0	0	0
32	1	761000003	1	20	0	0	2437	0	0	0	0
32	1	761000004	1	20	0	0	2437	0	0	0	0
32	1	761000005	1	20	0	0	2437	0	0	0	0
32	1	742000001	1	20	0	0	2438	0	0	0	0
32	1	742000002	1	20	0	0	2438	0	0	0	0
32	1	742000003	1	20	0	0	2438	0	0	0	0
32	1	742000004	1	20	0	0	2438	0	0	0	0
32	1	742000005	1	20	0	0	2438	0	0	0	0
32	1	742000006	1	20	0	0	2438	0	0	0	0
32	1	752000001	1	20	0	0	2438	0	0	0	0
32	1	752000002	1	20	0	0	2438	0	0	0	0
32	1	752000003	1	20	0	0	2438	0	0	0	0
32	1	752000004	1	20	0	0	2438	0	0	0	0
32	1	752000005	1	20	0	0	2438	0	0	0	0
32	1	752000006	1	20	0	0	2438	0	0	0	0
32	1	752000007	1	20	0	0	2438	0	0	0	0
32	1	762000001	1	20	0	0	2438	0	0	0	0
32	1	762000002	1	20	0	0	2438	0	0	0	0
32	1	762000003	1	20	0	0	2438	0	0	0	0
32	1	762000004	1	20	0	0	2438	0	0	0	0
32	1	762000005	1	20	0	0	2438	0	0	0	0
32	1	763000001	1	20	0	0	2439	0	0	0	0
32	1	763000002	1	20	0	0	2439	0	0	0	0
32	1	763000003	1	20	0	0	2439	0	0	0	0
32	1	763000004	1	20	0	0	2439	0	0	0	0
32	1	763000005	1	20	0	0	2439	0	0	0	0
32	1	760000001	1	1	0	0	2701	0	0	0	0
32	1	760000002	1	1	0	0	2702	0	0	0	0
32	1	760000003	1	1	0	0	2703	0	0	0	0
32	1	760000004	1	1	0	0	2704	0	0	0	0
32	1	760000005	1	1	0	0	2705	0	0	0	0
32	1	760000006	1	1	0	0	2706	0	0	0	0
32	1	760000007	1	1	0	0	2707	0	0	0	0
32	1	760000008	1	1	0	0	2708	0	0	0	0
32	1	760000009	1	1	0	0	2709	0	0	0	0
32	1	760000010	1	1	0	0	2710	0	0	0	0
32	1	760000011	1	1	0	0	2711	0	0	0	0
32	1	760000012	1	1	0	0	2711	0	0	0	0
32	1	760000013	1	1	0	0	2711	0	0	0	0
32	1	760000014	1	1	0	0	2711	0	0	0	0
32	1	760000015	1	1	0	0	2711	0	0	0	0
32	1	760000016	1	1	0	0	2711	0	0	0	0
32	1	760000017	1	1	0	0	2711	0	0	0	0
32	1	760000018	1	1	0	0	2711	0	0	0	0
32	1	760000019	1	1	0	0	2711	0	0	0	0
32	1	760000020	1	1	0	0	2711	0	0	0	0
32	1	740000001	1	1	0	0	2731	0	0	0	0
32	1	740000002	1	1	0	0	2732	0	0	0	0
32	1	740000003	1	1	0	0	2733	0	0	0	0
32	1	740000004	1	1	0	0	2734	0	0	0	0
32	1	740000005	1	1	0	0	2735	0	0	0	0
32	1	740000006	1	1	0	0	2736	0	0	0	0
32	1	740000007	1	1	0	0	2737	0	0	0	0
32	1	740000008	1	1	0	0	2738	0	0	0	0
32	1	740000009	1	1	0	0	2739	0	0	0	0
32	1	740000010	1	1	0	0	2740	0	0	0	0
32	1	740000011	1	1	0	0	2741	0	0	0	0
32	1	740000012	1	1	0	0	2741	0	0	0	0
32	1	740000013	1	1	0	0	2741	0	0	0	0
32	1	740000014	1	1	0	0	2741	0	0	0	0
32	1	740000015	1	1	0	0	2741	0	0	0	0
32	1	740000021	1	1	0	0	2742	0	0	0	0
32	1	740000022	1	1	0	0	2742	0	0	0	0
32	1	740000023	1	1	0	0	2742	0	0	0	0
32	1	740000024	1	1	0	0	2742	0	0	0	0
32	1	740000025	1	1	0	0	2742	0	0	0	0
32	1	730000001	1	1	0	0	2766	0	0	0	0
32	1	730000002	1	1	0	0	2767	0	0	0	0
32	1	730000003	1	1	0	0	2768	0	0	0	0
32	1	730000004	1	1	0	0	2769	0	0	0	0
32	1	730000005	1	1	0	0	2770	0	0	0	0
32	1	730000006	1	1	0	0	2771	0	0	0	0
32	1	730000007	1	1	0	0	2772	0	0	0	0
32	1	730000008	1	1	0	0	2773	0	0	0	0
32	1	730000009	1	1	0	0	2774	0	0	0	0
32	1	730000010	1	1	0	0	2775	0	0	0	0
32	1	730000011	1	1	0	0	2776	0	0	0	0
32	1	730000012	1	1	0	0	2777	0	0	0	0
32	1	730000013	1	1	0	0	2778	0	0	0	0
32	1	730000014	1	1	0	0	2779	0	0	0	0
32	1	730000015	1	1	0	0	2780	0	0	0	0
32	1	720000001	1	1	0	0	2786	0	0	0	0
32	1	720000002	1	1	0	0	2787	0	0	0	0
32	1	720000003	1	1	0	0	2788	0	0	0	0
32	1	720000004	1	1	0	0	2789	0	0	0	0
32	1	720000005	1	1	0	0	2790	0	0	0	0
32	1	720000006	1	1	0	0	2791	0	0	0	0
32	1	710000001	1	1	0	0	2796	0	0	0	0
32	1	710000002	1	1	0	0	2797	0	0	0	0
32	1	710000003	1	1	0	0	2798	0	0	0	0
32	1	710000004	1	1	0	0	2799	0	0	0	0
35	1	0	1	1	0	0	2538	0	0	0	0
35	1	0	2	2	0	0	721	0	0	0	0
35	1	0	3	3	0	0	2180	0	0	0	0
35	1	0	4	4	0	0	729	2187	0	0	0
41	1	500103102	1	0	2	0	1563	0	0	0	0
41	1	500103102	2	0	5	0	1564	0	0	0	0
41	1	500103103	1	0	2	0	1563	0	0	0	0
41	1	500103103	2	0	5	0	1564	0	0	0	0
41	1	500103202	1	0	2	0	1563	0	0	0	0
41	1	500103202	2	0	5	0	1564	0	0	0	0
41	1	500103203	1	0	2	0	1563	0	0	0	0
41	1	500103203	2	0	5	0	1564	0	0	0	0
41	1	500114201	1	0	0	0	1604	0	0	0	0
41	1	500114202	1	0	0	0	1604	0	0	0	0
41	1	500114203	1	0	0	0	1604	0	0	0	0
41	1	500114204	1	0	0	0	1604	0	0	0	0
41	1	500114205	1	0	0	0	1604	0	0	0	0
41	1	500114206	1	0	0	0	1604	0	0	0	0
41	1	500114207	1	0	0	0	1604	0	0	0	0
41	1	500114208	1	0	0	0	1604	0	0	0	0
41	1	500114209	1	0	0	0	1604	0	0	0	0
41	1	500114210	1	0	0	0	1604	0	0	0	0
41	1	500114211	1	0	0	0	1604	0	0	0	0
41	1	500114212	1	0	0	0	1604	0	0	0	0
41	1	500114213	1	0	0	0	1604	0	0	0	0
44	1	0	1	1	0	3	2447	0	0	0	0
44	1	0	2	3	0	3	740	0	0	0	0
44	1	0	3	5	0	3	1562	0	0	0	0
42	1	0	1	4	2	3	1565	0	0	0	0
42	1	0	2	6	2	3	1567	0	0	0	0
43	1	0	1	4	7	3	1568	0	0	0	0
78	1	0	1	1	2	3	1569	0	0	0	0
43	1	0	2	5	7	4	1570	0	0	0	0
78	1	0	2	2	2	4	1571	0	0	0	0
44	1	0	4	7	0	3	1574	0	0	0	0
42	1	0	3	4	7	3	1575	0	0	0	0
44	1	0	5	8	0	3	1576	0	0	0	0
42	1	0	4	8	2	3	1578	0	0	0	0
42	1	0	5	4	3	3	1580	0	0	0	0
42	1	0	6	8	7	3	1581	0	0	0	0
43	1	0	3	6	7	6	1582	0	0	0	0
78	1	0	3	3	2	6	1583	0	0	0	0
42	1	0	7	3	4	3	1584	0	0	0	0
42	1	0	8	5	6	4	1585	0	0	0	0
42	1	0	9	6	3	3	1588	0	0	0	0
44	1	0	6	2	0	4	1586	0	0	0	0
44	1	0	7	3	0	4	1587	0	0	0	0
42	1	0	10	3	2	4	1589	0	0	0	0
42	1	0	11	3	7	4	1590	0	0	0	0
44	1	0	8	5	0	4	1592	0	0	0	0
42	1	0	12	6	2	4	1594	0	0	0	0
42	1	0	13	3	4	6	1595	0	0	0	0
42	1	0	14	5	6	6	1596	0	0	0	0
42	1	0	15	9	2	4	1601	0	0	0	0
42	1	0	16	8	7	4	1602	0	0	0	0
42	1	0	17	1	0	4	1604	0	0	0	0
42	1	0	18	9	3	4	1606	0	0	0	0
44	1	0	9	12	0	4	1608	0	0	0	0
42	1	0	19	12	3	4	1615	0	0	0	0
42	1	0	20	12	7	4	1616	0	0	0	0
42	1	0	21	1	2	3	720	0	0	0	0
44	1	0	10	8	0	3	1600	0	0	0	0
43	1	0	4	4	8	3	1577	0	0	0	0
43	1	0	5	2	8	3	1579	0	0	0	0
43	1	0	6	1	7	4	1591	0	0	0	0
43	1	0	7	1	8	4	1593	0	0	0	0
43	1	0	8	4	7	4	1599	0	0	0	0
43	1	0	9	4	8	4	1603	0	0	0	0
43	1	0	10	8	8	4	1605	0	0	0	0
43	1	0	11	6	8	4	1607	0	0	0	0
43	1	0	12	12	8	4	1609	0	0	0	0
43	1	0	13	8	7	4	1614	0	0	0	0
43	1	0	14	1	7	3	1566	0	0	0	0
43	1	0	15	4	7	3	1572	0	0	0	0
43	1	0	16	1	8	3	1573	0	0	0	0
44	1	0	11	3	0	3	1561	0	0	0	0
45	1	103	1	0	0	0	2428	2429	0	0	0
45	1	104	1	0	0	0	2428	2429	0	0	0
45	1	74	1	0	0	0	2607	0	0	0	0
45	1	41	1	0	0	0	2524	0	0	0	0
45	1	601	1	0	0	0	2524	0	0	0	0
45	1	131	1	0	0	0	2629	0	0	0	0
50	1	0	1	110000	0	0	2514	0	0	0	0
50	1	0	2	200000	0	0	2188	0	0	0	0
50	1	0	3	240000	0	0	2189	0	0	0	0
50	1	0	4	280000	0	0	2190	0	0	0	0
50	1	0	5	300000	0	0	2191	0	0	0	0
50	1	0	6	330000	0	0	2192	0	0	0	0
50	1	0	7	360000	0	0	2193	0	0	0	0
50	1	0	8	420000	0	0	2194	0	0	0	0
50	1	0	9	80000	0	0	2540	0	0	0	0
51	1	0	1	2	2	103	812	0	0	0	0
51	1	0	2	4	2	102	814	0	0	0	0
51	1	0	3	4	3	102	829	0	0	0	0
51	1	0	4	2	3	103	830	0	0	0	0
51	1	0	5	2	4	103	847	0	0	0	0
51	1	0	6	4	4	102	849	0	0	0	0
51	1	0	7	2	5	103	865	0	0	0	0
51	1	0	8	4	5	102	867	0	0	0	0
52	1	0	1	1	0	0	702	2357	0	0	0
52	1	0	2	2	0	0	706	2358	2534	0	0
52	1	0	3	3	0	0	716	2359	2541	2161	0
52	1	0	4	4	0	0	2360	2515	2166	0	0
52	1	0	5	5	0	0	2361	0	0	0	0
52	1	0	6	6	0	0	2362	0	0	0	0
52	1	0	7	7	0	0	2363	0	0	0	0
52	1	0	8	8	0	0	2364	0	0	0	0
52	1	0	9	9	0	0	2365	0	0	0	0
52	1	0	10	10	0	0	2366	0	0	0	0
52	1	1	1	1	0	0	705	731	2401	802	2529
52	1	1	2	2	0	0	2402	2519	2149	0	0
52	1	1	3	3	0	0	2403	0	2153	0	0
52	1	1	4	4	0	0	2404	0	0	0	0
52	1	1	5	5	0	0	2405	0	0	0	0
52	1	1	6	6	0	0	2406	0	0	0	0
52	1	1	7	7	0	0	2407	0	0	0	0
52	1	1	8	8	0	0	2408	0	0	0	0
52	1	1	9	9	0	0	2409	0	0	0	0
52	1	1	10	10	0	0	2410	0	0	0	0
52	1	2	1	4	0	0	732	0	0	0	0
52	1	2	12	2	0	0	755	0	0	0	0
52	1	2	3	1	0	0	2391	0	0	0	0
52	1	2	4	2	0	0	2392	0	0	0	0
52	1	2	5	3	0	0	2393	0	0	0	0
52	1	2	6	4	0	0	2394	0	0	0	0
52	1	2	7	5	0	0	2395	0	0	0	0
52	1	2	8	6	0	0	2396	0	0	0	0
52	1	2	9	7	0	0	2397	0	0	0	0
52	1	2	10	8	0	0	2398	0	0	0	0
52	1	2	11	9	0	0	2399	0	0	0	0
52	1	2	12	10	0	0	2400	0	0	0	0
53	1	1006	1	0	0	0	707	0	0	0	0
54	1	0	1	4	3	7	2440	0	0	0	0
54	1	0	2	4	4	7	2441	0	0	0	0
54	1	0	3	4	5	7	2442	0	0	0	0
54	1	0	4	4	6	7	2443	0	0	0	0
54	1	0	5	8	2	7	2156	0	0	0	0
54	1	0	6	6	2	2	2518	0	0	0	0
55	1	0	1	0	0	0	2151	0	0	0	0
56	1	4402	1	0	0	0	2526	2640	0	0	0
56	1	7010	1	0	0	0	2639	2155	0	0	0
59	1	0	1	0	0	0	2602	2620	0	0	0
60	1	0	1	0	0	0	2603	0	0	0	0
61	1	0	1	0	0	0	2614	0	0	0	0
63	1	12	1	400400100	0	0	2612	0	0	0	0
63	1	21	1	400400100	0	0	2612	0	0	0	0
64	1	0	1	0	0	0	2613	0	0	0	0
65	1	0	1	0	0	0	2611	0	0	0	0
66	1	0	1	0	0	0	717	0	0	0	0
66	1	1	1	0	0	0	717	0	0	0	0
67	1	0	1	0	0	0	2615	0	0	0	0
68	1	10	1	2	2	0	2621	0	0	0	0
69	1	0	1	1	1	0	2624	1255	0	0	0
69	1	0	2	2	1	0	2625	0	0	0	0
69	1	0	3	1	2	0	2697	0	0	0	0
69	1	0	4	1	2	0	1261	0	0	0	0
69	1	0	5	1	3	0	1269	0	0	0	0
69	1	0	6	1	4	0	1273	0	0	0	0
69	1	0	7	1	6	0	1279	0	0	0	0
69	1	0	8	1	7	0	1283	0	0	0	0
69	1	0	9	1	8	0	1287	0	0	0	0
69	1	0	10	1	9	0	1289	0	0	0	0
70	1	0	1	200	0	0	2195	0	0	0	0
70	1	0	2	300	0	0	2196	0	0	0	0
70	1	0	3	500	0	0	2197	0	0	0	0
70	1	0	4	1000	0	0	2198	0	0	0	0
70	1	0	5	1500	0	0	2199	0	0	0	0
70	1	0	6	2000	0	0	2200	0	0	0	0
70	1	0	7	4000	0	0	2201	0	0	0	0
71	1	0	1	2	0	0	2181	0	0	0	0
71	1	0	2	3	0	0	2183	0	0	0	0
72	1	0	1	1	3	0	2182	0	0	0	0
72	1	0	2	1	4	0	2186	0	0	0	0
74	1	1	1	1	0	0	1945	0	0	0	0
75	1	0	1	1	1	0	2901	0	0	0	0
75	1	0	2	1	2	0	2902	0	0	0	0
75	1	0	3	1	3	0	2903	0	0	0	0
75	1	0	4	1	4	0	2904	0	0	0	0
75	1	0	5	1	5	0	2905	0	0	0	0
75	1	0	6	1	6	0	2906	1107	0	0	0
75	1	0	7	2	1	0	2907	0	0	0	0
75	1	0	8	2	2	0	2908	0	0	0	0
75	1	0	9	2	3	0	2909	0	0	0	0
75	1	0	10	2	4	0	2910	0	0	0	0
75	1	0	11	2	5	0	2911	0	0	0	0
75	1	0	12	2	6	0	2912	1108	0	0	0
75	1	0	13	3	1	0	2913	0	0	0	0
75	1	0	14	3	2	0	2914	0	0	0	0
75	1	0	15	3	3	0	2915	0	0	0	0
75	1	0	16	3	4	0	2916	0	0	0	0
75	1	0	17	3	5	0	2917	0	0	0	0
75	1	0	18	3	6	0	2918	1109	0	0	0
75	1	0	19	4	1	0	2919	0	0	0	0
