限制ID（0-599为个人日限制(201-220为刷新商店专用，221-400为商品购买专用)600-679 周次数限制，680-699 月次数限制，700-749为小时限制，750-900为新增日次数限制，901~950为新增周次数限制，951~999新增月次数限制，帮派次数限制(日次数限制1000-1099，周次数限制1100-1149，月次数限制1150-1200)）	有效标志位	vip等级	次数限制	回复次数	是否客户端可见	名字	备注
600	1	7	5	5	1	0	每周只能参加五次上古遗迹(经验）
600	1	8	5	5	1	0	每周只能参加五次上古遗迹(经验）
600	1	9	5	5	1	0	每周只能参加五次上古遗迹(经验）
600	1	10	5	5	1	0	每周只能参加五次上古遗迹(经验）
600	1	11	5	5	1	0	每周只能参加五次上古遗迹(经验）
600	1	12	5	5	1	0	每周只能参加五次上古遗迹(经验）
600	1	13	5	5	1	0	每周只能参加五次上古遗迹(经验）
600	1	14	5	5	1	0	每周只能参加五次上古遗迹(经验）
600	1	15	5	5	1	0	每周只能参加五次上古遗迹(经验）
600	1	16	5	5	1	0	每周只能参加五次上古遗迹(经验）
600	1	17	5	5	1	0	每周只能参加五次上古遗迹(经验）
600	1	18	5	5	1	0	每周只能参加五次上古遗迹(经验）
600	1	19	5	5	1	0	每周只能参加五次上古遗迹(经验）
600	1	20	5	5	1	0	每周只能参加五次上古遗迹(经验）
601	1	0	2	2	1	0	每周只能参加2次学院宝库
602	1	0	3	3	1	0	每周只能参加三次上古遗迹（财富）
602	1	1	3	3	1	0	每周只能参加三次上古遗迹（财富）
602	1	2	3	3	1	0	每周只能参加三次上古遗迹（财富）
602	1	3	3	3	1	0	每周只能参加三次上古遗迹（财富）
602	1	4	3	3	1	0	每周只能参加三次上古遗迹（财富）
602	1	5	5	5	1	0	每周只能参加五次上古遗迹（财富）
602	1	6	5	5	1	0	每周只能参加五次上古遗迹（财富）
602	1	7	5	5	1	0	每周只能参加五次上古遗迹（财富）
602	1	8	5	5	1	0	每周只能参加五次上古遗迹（财富）
602	1	9	5	5	1	0	每周只能参加五次上古遗迹（财富）
602	1	10	5	5	1	0	每周只能参加五次上古遗迹（财富）
602	1	11	5	5	1	0	每周只能参加五次上古遗迹（财富）
602	1	12	5	5	1	0	每周只能参加五次上古遗迹（财富）
602	1	13	5	5	1	0	每周只能参加五次上古遗迹（财富）
602	1	14	5	5	1	0	每周只能参加五次上古遗迹（财富）
602	1	15	5	5	1	0	每周只能参加五次上古遗迹（财富）
602	1	16	5	5	1	0	每周只能参加五次上古遗迹（财富）
602	1	17	5	5	1	0	每周只能参加五次上古遗迹（财富）
602	1	18	5	5	1	0	每周只能参加五次上古遗迹（财富）
602	1	19	5	5	1	0	每周只能参加五次上古遗迹（财富）
602	1	20	5	5	1	0	每周只能参加五次上古遗迹（财富）
603	1	0	3	3	1	0	每周只能参加三次上古遗迹（灵元）
604	1	0	80	80	1	0	每周可获得入帮被祝福奖励次数
605	1	0	40	40	1	0	每周可获得入帮被绑元祝福奖励次数
606	1	0	7	7	1	0	商城周限量
607	1	0	100	100	1	0	商城周限量
608	1	0	75	75	1	0	商城周限量
609	1	0	40	40	1	0	商城周限量
610	1	0	12	12	1	0	商城周限量
611	1	0	3	3	1	0	商城周限量
612	1	0	50	50	1	0	商城周限量
613	1	0	30	30	1	0	商城周限量
614	1	0	20	20	1	0	商城周限量
615	1	0	600	600	1	0	商城周限量
616	1	0	20	20	1	0	商城周限量
617	1	0	5	5	1	0	商城周限量
618	1	0	2	2	1	0	商城周限量
619	1	0	5	5	1	0	商城周限量
620	1	0	2	2	1	0	商城周限量
621	1	0	99	99	1	0	每周参加攻城战计数
622	1	0	99	99	1	0	每周领取工资计数
623	1	0	50	50	1	0	每周购买50普通强化石
624	1	0	20	20	1	0	每周购买20精粹强化石
625	1	0	100	100	1	0	每周购买100培养丹
626	1	0	27	27	1	0	每周购买27次技能书
627	1	0	5	5	1	0	每周购买5次陨石
628	1	0	30	30	1	0	情义商店每周购买30次低级信物
629	1	0	20	20	1	0	情义商店每周购买20次中级信物
630	1	0	10	10	1	0	情义商店每周购买10次高级信物
631	1	0	15	15	1	0	情义商店每周购买15次低级兽决
632	1	0	1	1	1	0	情义商店每周购买1个龙魂（7天）
633	1	0	4	0	1	0	世界科技一购买50%的师门折扣礼包，二阶紫装任选4件
634	1	0	10	0	1	0	购买50%的师门折扣礼包，上世界科技紫装任选10件
635	1	0	6	0	1	0	世界科技一购买普通出师的折扣礼包，二阶紫装任选6件
636	1	0	3	0	1	0	购买出师的师门折扣礼包，本世界科技橙装任选 or 本世界科技紫装任选，共3件
637	1	0	3	3	1	0	无用
638	1	0	3	3	1	0	情人节活动礼盒·一
639	1	0	2	2	1	0	情人节活动礼盒·二
640	1	0	1	1	1	0	情人节活动礼盒·三
641	1	0	2	2	1	0	情人节活动礼盒·四
642	1	0	2	2	1	0	情人节活动礼盒·五
643	1	0	5	5	1	0	每周限购5个
644	1	0	5	5	1	0	每周限购5个
645	1	0	5	5	1	0	每周限购5个
646	1	0	3	3	1	0	师徒副本，每周奖励3次（师父奖励）
647	1	0	3	3	1	0	师徒副本，每周奖励3次（出师弟子奖励）
648	1	0	3	3	1	0	师徒副本，每周奖励3次（记名弟子奖励）
649	1	0	12	12	1	0	师父提交材料奖励
650	1	0	12	12	1	0	徒弟提交材料奖励
651	1	0	12	12	1	0	师父副本最大掉落
652	1	0	12	12	1	0	徒弟副本最大掉落
653	1	0	12	12	1	0	徒弟副本经验奖励
654	1	0	6	6	1	0	徒弟副本雕琢掉落
655	1	0	15	15	1	0	神·血魔气息/神·上古血魔气息/神·神赐血魔气息
656	1	0	15	15	1	0	神·梦魇气息/神·上古梦魇气息/神·神赐梦魇气息
657	1	0	15	15	1	0	神·蚩尤祝福/神·上古蚩尤祝福/神·神赐蚩尤祝福
658	1	0	15	15	1	0	神·黄帝祝福/神·上古黄帝祝福/神·神赐黄帝祝福
659	1	0	15	15	1	0	神·上古战神气息/神·神赐战神气息
660	1	0	15	15	1	0	神·上古水神气息/神·神赐水神气息
661	1	0	15	15	1	0	神·上古后羿气息/神·神赐后羿祝福
662	1	0	15	15	1	0	神·上古刑天祝福/神·神赐刑天祝福
663	1	5	1	1	1	0	每月大r邮件-泰国
664	1	0	2	2	1	0	无用
665	1	0	3	3	1	0	无用
666	1	0	4	4	1	0	无用
667	1	0	4	4	1	0	无用
668	1	0	4	4	1	0	无用
669	1	0	2	2	1	0	幸运铜币礼包-元宝，限量折扣
670	1	0	2	2	1	0	幸运铜币礼包-元宝，限量折扣
671	1	0	3	3	1	0	幸运铜币礼包-元宝，限量折扣
672	1	0	3	3	1	0	幸运铜币礼包-元宝，限量折扣
673	1	0	4	4	1	0	幸运铜币礼包-元宝，限量折扣
674	1	0	4	4	1	0	幸运铜币礼包-元宝，限量折扣
677	1	0	1	0	1	0	彩云档次1
678	1	0	1	0	1	0	彩云档次2
679	1	0	1	0	1	0	彩云档次3
680	1	0	3	3	1	0	通用1活动礼盒·一
681	1	0	2	2	1	0	通用1活动礼盒·二
682	1	0	1	1	1	0	通用1活动礼盒·三
683	1	0	2	2	1	0	通用1活动礼盒·四
684	1	0	2	2	1	0	通用1活动礼盒·五
685	1	0	3	3	1	0	通用2活动礼盒·一
686	1	0	2	2	1	0	通用2活动礼盒·二
687	1	0	1	1	1	0	通用2活动礼盒·三
688	1	0	2	2	1	0	通用2活动礼盒·四
689	1	0	2	2	1	0	通用2活动礼盒·五
690	1	0	3	3	1	0	通用3活动礼盒·一
691	1	0	2	2	1	0	通用3活动礼盒·二
692	1	0	1	1	1	0	通用3活动礼盒·三
693	1	0	2	2	1	0	通用3活动礼盒·四
694	1	0	2	2	1	0	通用3活动礼盒·五
695	1	0	1	1	1	0	修仙榜——长生礼包5
698	1	0	1	1	1	0	每月礼包的每月使用限制
700	1	0	3	3	1	0	婚礼贺词奖励次数
701	1	0	10	10	1	0	婚礼采喜糖次数
702	1	0	30	30	1	0	婚礼新人收贺礼奖励次数-经验
703	1	0	30	30	1	0	婚礼新人收贺礼奖励次数-绑元
704	1	0	1	1	1	0	婚礼贺礼每人每场只能送1次
750	1	0	1	1	1	0	[信物]笑天——藏品店活动币购买限制
751	1	0	1	1	1	0	[信物]西海龙女——藏品店活动币购买限制
752	1	0	1	1	1	0	[信物]暴走兔——藏品店活动币购买限制
753	1	0	1	1	1	0	[信物]万古尸王——藏品店活动币购买限制
754	1	0	5	5	1	0	[信物]笑天——藏品店元宝
755	1	0	5	5	1	0	[信物]西海龙女————藏品店元宝
756	1	0	5	5	1	0	[信物]暴走兔————藏品店元宝
757	1	0	5	5	1	0	[信物]万古尸王————藏品店元宝
758	1	0	3	3	1	0	光复节，特惠商店光复礼包
759	1	0	1	1	1	0	七夕，踏浪掉落爱意绵绵
951	1	0	3	3	1	0	活动礼盒·一——模板4
952	1	0	2	2	1	0	活动礼盒·二——模板4
953	1	0	1	1	1	0	活动礼盒·三——模板4
954	1	0	2	2	1	0	活动礼盒·五——模板4
1000	1	0	1	1	1	0	每个帮派每日只能开一次关碑大会
1001	1	0	1	1	1	0	每个帮派每日只能开一次宝库
1002	1	0	2	2	1	0	每个帮派每日只能召唤2次神兽
1100	1	0	2	2	1	0	每个帮派每周只能开2次帮派宝库
1150	1	0	20	20	1	0	打宝前20次感受--绿，暂时没用
1151	1	0	10	10	1	0	打宝前10次感受--蓝，暂时没用
