宝石道具ID	有效标志	镶嵌的部位	镶嵌孔的形状	宝石类型	宝石颜色	宝石等级	下级宝石ID	上级宝石ID	境界限制	升级需要同级宝石数（要算上自己）	升级需要晶石	分解材料副ID（1位类型<1装备2宝石>+1位颜色+2位分类(部位)+1位等级）	付费升级消耗ID	升级宝石成功率	属性类型1	剑客数值1	御灵数值1	刀客数值1	弓手数值1	属性类型2	剑客数值1	御灵数值1	刀客数值1	弓手数值1	属性类型2	剑客数值1	御灵数值1	刀客数值1	弓手数值1	属性类型2	剑客数值1	御灵数值1	刀客数值1	弓手数值1	增加战力值1	增加战力值2	属性类型2	剑客数值1	御灵数值1	刀客数值1	弓手数值1	下阶宝石ID
400140709	1	130	3	12	4	7	400140809	400140609	11	3	79360000	241207	50141	10000	75	1850	1850	1850	1850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43686	0	0	0	0	0	0	400150709
400140809	1	130	3	12	4	8	400140909	400140709	11	3	79360000	241208	50141	10000	75	2250	2250	2250	2250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65530	0	0	0	0	0	0	400150809
400140909	1	130	3	12	4	9	-1	400140809	11	-1	-1	241208	-1	10000	75	2750	2750	2750	2750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91742	0	0	0	0	0	0	400150909
400150109	1	130	3	12	5	1	400150209	-1	20	3	107500	251201	50151	10000	75	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8262	0	0	0	0	0	0	-1
400150209	1	130	3	12	5	2	400150309	400150109	20	3	215000	251202	50151	10000	75	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16524	0	0	0	0	0	0	-1
400150309	1	130	3	12	5	3	400150409	400150209	20	3	860000	251203	50151	10000	75	1200	1200	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24786	0	0	0	0	0	0	-1
400150409	1	130	3	12	5	4	400150509	400150309	20	3	3440000	251204	50151	10000	75	1600	1600	1600	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37180	0	0	0	0	0	0	-1
400150509	1	130	3	12	5	5	400150609	400150409	20	3	13760000	251205	50151	10000	75	2300	2300	2300	2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55770	0	0	0	0	0	0	-1
400150609	1	130	3	12	5	6	400150709	400150509	20	3	55040000	251206	50151	10000	75	3000	3000	3000	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83656	0	0	0	0	0	0	-1
400150709	1	130	3	12	5	7	400150809	400150609	20	3	220160000	251207	50151	10000	75	4000	4000	4000	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125484	0	0	0	0	0	0	-1
400150809	1	130	3	12	5	8	400150909	400150709	20	3	220160000	251208	50151	10000	75	5000	5000	5000	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175678	0	0	0	0	0	0	-1
400150909	1	130	3	12	5	9	-1	400150809	23	-1	-1	251208	-1	10000	75	6000	6000	6000	6000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245950	0	0	0	0	0	0	-1
400130110	1	129	3	13	3	1	400130210	-1	2	3	12500	231301	50331	10000	65	90	90	90	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	400140110
400130210	1	129	3	13	3	2	400130310	400130110	2	3	25000	231302	50331	10000	65	180	180	180	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	400140210
400130310	1	129	3	13	3	3	400130410	400130210	2	3	100000	231303	50331	10000	65	320	320	320	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	0	0	0	0	0	0	400140310
400130410	1	129	3	13	3	4	400130510	400130310	2	3	400000	231304	50331	10000	65	430	430	430	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	400140410
400130510	1	129	3	13	3	5	400130610	400130410	2	3	1600000	231305	50331	10000	65	830	830	830	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3840	0	0	0	0	0	0	400140510
400130610	1	129	3	13	3	6	400130710	400130510	2	3	6400000	231306	50331	10000	65	1080	1080	1080	1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5760	0	0	0	0	0	0	400140610
400130710	1	129	3	13	3	7	400130810	400130610	5	3	25600000	231307	50331	10000	65	1800	1800	1800	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8640	0	0	0	0	0	0	400140710
400130810	1	129	3	13	3	8	400130910	400130710	5	3	25600000	231308	50331	10000	65	2250	2250	2250	2250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12960	0	0	0	0	0	0	400140810
400130910	1	129	3	13	3	9	-1	400130810	8	-1	-1	231309	-1	10000	65	3240	3240	3240	3240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18144	0	0	0	0	0	0	400140910
400140110	1	129	3	13	4	1	400140210	-1	11	3	38750	241301	50341	10000	65	350	350	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1618	0	0	0	0	0	0	400150110
400140210	1	129	3	13	4	2	400140310	400140110	11	3	77500	241302	50341	10000	65	450	450	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3236	0	0	0	0	0	0	400150210
400140310	1	129	3	13	4	3	400140410	400140210	11	3	310000	241303	50341	10000	65	850	850	850	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6472	0	0	0	0	0	0	400150310
400140410	1	129	3	13	4	4	400140510	400140310	11	3	1240000	241304	50341	10000	65	1250	1250	1250	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12944	0	0	0	0	0	0	400150410
400140510	1	129	3	13	4	5	400140610	400140410	11	3	4960000	241305	50341	10000	65	1760	1760	1760	1760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19416	0	0	0	0	0	0	400150510
400140610	1	129	3	13	4	6	400140710	400140510	11	3	19840000	241306	50341	10000	65	2300	2300	2300	2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29124	0	0	0	0	0	0	400150610
400140710	1	129	3	13	4	7	400140810	400140610	11	3	79360000	241307	50341	10000	65	3420	3420	3420	3420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43686	0	0	0	0	0	0	400150710
400140810	1	129	3	13	4	8	400140910	400140710	11	3	79360000	241308	50341	10000	65	4950	4950	4950	4950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65530	0	0	0	0	0	0	400150810
400140910	1	129	3	13	4	9	-1	400140810	11	-1	-1	241309	-1	10000	65	7020	7020	7020	7020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91742	0	0	0	0	0	0	400150910
400150110	1	129	3	13	5	1	400150210	-1	20	3	107500	251301	50351	10000	65	590	590	590	590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8262	0	0	0	0	0	0	-1
400150210	1	129	3	13	5	2	400150310	400150110	20	3	215000	251302	50351	10000	65	1190	1190	1190	1190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16524	0	0	0	0	0	0	-1
400150310	1	129	3	13	5	3	400150410	400150210	20	3	860000	251303	50351	10000	65	2110	2110	2110	2110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24786	0	0	0	0	0	0	-1
400150410	1	129	3	13	5	4	400150510	400150310	20	3	3440000	251304	50351	10000	65	2810	2810	2810	2810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37180	0	0	0	0	0	0	-1
400150510	1	129	3	13	5	5	400150610	400150410	20	3	13760000	251305	50351	10000	65	4660	4660	4660	4660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55770	0	0	0	0	0	0	-1
400150610	1	129	3	13	5	6	400150710	400150510	20	3	55040000	251306	50351	10000	65	6080	6080	6080	6080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83656	0	0	0	0	0	0	-1
400150710	1	129	3	13	5	7	400150810	400150610	20	3	220160000	251307	50351	10000	65	9360	9360	9360	9360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125484	0	0	0	0	0	0	-1
400150810	1	129	3	13	5	8	400150910	400150710	20	3	220160000	251308	50351	10000	65	11700	11700	11700	11700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175678	0	0	0	0	0	0	-1
400150910	1	129	3	13	5	9	-1	400150810	23	-1	-1	251309	-1	10000	65	14040	14040	14040	14040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245950	0	0	0	0	0	0	-1
400130111	1	10	3	14	3	1	400130211	-1	2	3	12500	231401	50331	10000	72	2120	2120	2120	2120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	400140111
400130211	1	10	3	14	3	2	400130311	400130111	2	3	25000	231402	50331	10000	72	4250	4250	4250	4250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	400140211
400130311	1	10	3	14	3	3	400130411	400130211	2	3	100000	231403	50331	10000	72	9070	9070	9070	9070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	0	0	0	0	0	0	400140311
400130411	1	10	3	14	3	4	400130511	400130311	2	3	400000	231404	50331	10000	72	12100	12100	12100	12100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	400140411
400130511	1	10	3	14	3	5	400130611	400130411	2	3	1600000	231405	50331	10000	72	23390	23390	23390	23390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3840	0	0	0	0	0	0	400140511
400130611	1	10	3	14	3	6	400130711	400130511	2	3	6400000	231406	50331	10000	72	30510	30510	30510	30510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5760	0	0	0	0	0	0	400140611
400130711	1	10	3	14	3	7	400130811	400130611	5	3	25600000	231407	50331	10000	72	54540	54540	54540	54540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8640	0	0	0	0	0	0	400140711
400130811	1	10	3	14	3	8	400130911	400130711	5	3	25600000	231408	50331	10000	72	68180	68180	68180	68180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12960	0	0	0	0	0	0	400140811
400130911	1	10	3	14	3	9	-1	400130811	8	-1	-1	231409	-1	10000	72	108810	108810	108810	108810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18144	0	0	0	0	0	0	400140911
400140111	1	10	3	14	4	1	400140211	-1	11	3	38750	241401	50341	10000	72	9570	9570	9570	9570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1618	0	0	0	0	0	0	400150111
400140211	1	10	3	14	4	2	400140311	400140111	11	3	77500	241402	50341	10000	72	14810	14810	14810	14810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3236	0	0	0	0	0	0	400150211
400140311	1	10	3	14	4	3	400140411	400140211	11	3	310000	241403	50341	10000	72	28750	28750	28750	28750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6472	0	0	0	0	0	0	400150311
400140411	1	10	3	14	4	4	400140511	400140311	11	3	1240000	241404	50341	10000	72	42340	42340	42340	42340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12944	0	0	0	0	0	0	400150411
400140511	1	10	3	14	4	5	400140611	400140411	11	3	4960000	241405	50341	10000	72	70380	70380	70380	70380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19416	0	0	0	0	0	0	400150511
400140611	1	10	3	14	4	6	400140711	400140511	11	3	19840000	241406	50341	10000	72	99630	99630	99630	99630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29124	0	0	0	0	0	0	400150611
400140711	1	10	3	14	4	7	400140811	400140611	11	3	79360000	241407	50341	10000	72	163080	163080	163080	163080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43686	0	0	0	0	0	0	400150711
400140811	1	10	3	14	4	8	400140911	400140711	11	3	79360000	241408	50341	10000	72	231530	231530	231530	231530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65530	0	0	0	0	0	0	400150811
400140911	1	10	3	14	4	9	-1	400140811	11	-1	-1	241409	-1	10000	72	316170	316170	316170	316170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91742	0	0	0	0	0	0	400150911
400150111	1	10	3	14	5	1	400150211	-1	20	3	107500	251401	50351	10000	72	26570	26570	26570	26570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8262	0	0	0	0	0	0	-1
400150211	1	10	3	14	5	2	400150311	400150111	20	3	215000	251402	50351	10000	72	53140	53140	53140	53140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16524	0	0	0	0	0	0	-1
400150311	1	10	3	14	5	3	400150411	400150211	20	3	860000	251403	50351	10000	72	91150	91150	91150	91150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24786	0	0	0	0	0	0	-1
400150411	1	10	3	14	5	4	400150511	400150311	20	3	3440000	251404	50351	10000	72	121540	121540	121540	121540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37180	0	0	0	0	0	0	-1
400150511	1	10	3	14	5	5	400150611	400150411	20	3	13760000	251405	50351	10000	72	200270	200270	200270	200270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55770	0	0	0	0	0	0	-1
400150611	1	10	3	14	5	6	400150711	400150511	20	3	55040000	251406	50351	10000	72	261230	261230	261230	261230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83656	0	0	0	0	0	0	-1
400150711	1	10	3	14	5	7	400150811	400150611	20	3	220160000	251407	50351	10000	72	399780	399780	399780	399780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125484	0	0	0	0	0	0	-1
400150811	1	10	3	14	5	8	400150911	400150711	20	3	220160000	251408	50351	10000	72	499730	499730	499730	499730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175678	0	0	0	0	0	0	-1
400150911	1	10	3	14	5	9	-1	400150811	23	-1	-1	251409	-1	10000	72	599670	599670	599670	599670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245950	0	0	0	0	0	0	-1
400130112	1	272	3	15	3	1	400130212	-1	2	3	12500	231501	50331	10000	76	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	400140112
400130212	1	272	3	15	3	2	400130312	400130112	2	3	25000	231502	50331	10000	76	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	400140212
400130312	1	272	3	15	3	3	400130412	400130212	2	3	100000	231503	50331	10000	76	150	150	150	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	0	0	0	0	0	0	400140312
400130412	1	272	3	15	3	4	400130512	400130312	2	3	400000	231504	50331	10000	76	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	400140412
400130512	1	272	3	15	3	5	400130612	400130412	2	3	1600000	231505	50331	10000	76	290	290	290	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3840	0	0	0	0	0	0	400140512
400130612	1	272	3	15	3	6	400130712	400130512	2	3	6400000	231506	50331	10000	76	380	380	380	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5760	0	0	0	0	0	0	400140612
400130712	1	272	3	15	3	7	400130812	400130612	5	3	25600000	231507	50331	10000	76	500	500	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8640	0	0	0	0	0	0	400140712
400130812	1	272	3	15	3	8	400130912	400130712	5	3	25600000	231508	50331	10000	76	625	625	625	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12960	0	0	0	0	0	0	400140812
400130912	1	272	3	15	3	9	-1	400130812	8	-1	-1	231509	-1	10000	76	750	750	750	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18144	0	0	0	0	0	0	400140912
400140112	1	272	3	15	4	1	400140212	-1	11	3	38750	241501	50341	10000	76	150	150	150	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1618	0	0	0	0	0	0	400150112
400140212	1	272	3	15	4	2	400140312	400140112	11	3	77500	241502	50341	10000	76	250	250	250	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3236	0	0	0	0	0	0	400150212
400140312	1	272	3	15	4	3	400140412	400140212	11	3	310000	241503	50341	10000	76	350	350	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6472	0	0	0	0	0	0	400150312
400140412	1	272	3	15	4	4	400140512	400140312	11	3	1240000	241504	50341	10000	76	450	450	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12944	0	0	0	0	0	0	400150412
400140512	1	272	3	15	4	5	400140612	400140412	11	3	4960000	241505	50341	10000	76	575	575	575	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19416	0	0	0	0	0	0	400150512
400140612	1	272	3	15	4	6	400140712	400140512	11	3	19840000	241506	50341	10000	76	750	750	750	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29124	0	0	0	0	0	0	400150612
400140712	1	272	3	15	4	7	400140812	400140612	11	3	79360000	241507	50341	10000	76	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43686	0	0	0	0	0	0	400150712
400140812	1	272	3	15	4	8	400140912	400140712	11	3	79360000	241508	50341	10000	76	1250	1250	1250	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65530	0	0	0	0	0	0	400150812
400140912	1	272	3	15	4	9	-1	400140812	11	-1	-1	241509	-1	10000	76	1500	1500	1500	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91742	0	0	0	0	0	0	400150912
400150112	1	272	3	15	5	1	400150212	-1	20	3	107500	251501	50351	10000	76	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8262	0	0	0	0	0	0	-1
400150212	1	272	3	15	5	2	400150312	400150112	20	3	215000	251502	50351	10000	76	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16524	0	0	0	0	0	0	-1
400150312	1	272	3	15	5	3	400150412	400150212	20	3	860000	251503	50351	10000	76	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24786	0	0	0	0	0	0	-1
400150412	1	272	3	15	5	4	400150512	400150312	20	3	3440000	251504	50351	10000	76	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37180	0	0	0	0	0	0	-1
400150512	1	272	3	15	5	5	400150612	400150412	20	3	13760000	251505	50351	10000	76	1150	1150	1150	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55770	0	0	0	0	0	0	-1
400150612	1	272	3	15	5	6	400150712	400150512	20	3	55040000	251506	50351	10000	76	1500	1500	1500	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83656	0	0	0	0	0	0	-1
400150712	1	272	3	15	5	7	400150812	400150612	20	3	220160000	251507	50351	10000	76	1750	1750	1750	1750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125484	0	0	0	0	0	0	-1
400150812	1	272	3	15	5	8	400150912	400150712	20	3	220160000	251508	50351	10000	76	2000	2000	2000	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175678	0	0	0	0	0	0	-1
400150912	1	272	3	15	5	9	-1	400150812	23	-1	-1	251509	-1	10000	76	2250	2250	2250	2250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245950	0	0	0	0	0	0	-1
400130113	1	544	3	16	3	1	400130213	-1	2	3	12500	231601	50331	10000	77	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	400140113
400130213	1	544	3	16	3	2	400130313	400130113	2	3	25000	231602	50331	10000	77	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	400140213
400130313	1	544	3	16	3	3	400130413	400130213	2	3	100000	231603	50331	10000	77	150	150	150	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	0	0	0	0	0	0	400140313
400130413	1	544	3	16	3	4	400130513	400130313	2	3	400000	231604	50331	10000	77	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	400140413
400130513	1	544	3	16	3	5	400130613	400130413	2	3	1600000	231605	50331	10000	77	290	290	290	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3840	0	0	0	0	0	0	400140513
400130613	1	544	3	16	3	6	400130713	400130513	2	3	6400000	231606	50331	10000	77	380	380	380	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5760	0	0	0	0	0	0	400140613
400130713	1	544	3	16	3	7	400130813	400130613	5	3	25600000	231607	50331	10000	77	500	500	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8640	0	0	0	0	0	0	400140713
400130813	1	544	3	16	3	8	400130913	400130713	5	3	25600000	231608	50331	10000	77	625	625	625	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12960	0	0	0	0	0	0	400140813
400130913	1	544	3	16	3	9	-1	400130813	8	-1	-1	231609	-1	10000	77	750	750	750	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18144	0	0	0	0	0	0	400140913
400140113	1	544	3	16	4	1	400140213	-1	11	3	38750	241601	50341	10000	77	150	150	150	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1618	0	0	0	0	0	0	400150113
400140213	1	544	3	16	4	2	400140313	400140113	11	3	77500	241602	50341	10000	77	250	250	250	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3236	0	0	0	0	0	0	400150213
400140313	1	544	3	16	4	3	400140413	400140213	11	3	310000	241603	50341	10000	77	350	350	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6472	0	0	0	0	0	0	400150313
400140413	1	544	3	16	4	4	400140513	400140313	11	3	1240000	241604	50341	10000	77	450	450	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12944	0	0	0	0	0	0	400150413
400140513	1	544	3	16	4	5	400140613	400140413	11	3	4960000	241605	50341	10000	77	575	575	575	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19416	0	0	0	0	0	0	400150513
400140613	1	544	3	16	4	6	400140713	400140513	11	3	19840000	241606	50341	10000	77	750	750	750	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29124	0	0	0	0	0	0	400150613
400140713	1	544	3	16	4	7	400140813	400140613	11	3	79360000	241607	50341	10000	77	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43686	0	0	0	0	0	0	400150713
400140813	1	544	3	16	4	8	400140913	400140713	11	3	79360000	241608	50341	10000	77	1250	1250	1250	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65530	0	0	0	0	0	0	400150813
400140913	1	544	3	16	4	9	-1	400140813	11	-1	-1	241609	-1	10000	77	1500	1500	1500	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91742	0	0	0	0	0	0	400150913
400150113	1	544	3	16	5	1	400150213	-1	20	3	107500	251601	50351	10000	77	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8262	0	0	0	0	0	0	-1
400150213	1	544	3	16	5	2	400150313	400150113	20	3	215000	251602	50351	10000	77	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16524	0	0	0	0	0	0	-1
400150313	1	544	3	16	5	3	400150413	400150213	20	3	860000	251603	50351	10000	77	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24786	0	0	0	0	0	0	-1
400150413	1	544	3	16	5	4	400150513	400150313	20	3	3440000	251604	50351	10000	77	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37180	0	0	0	0	0	0	-1
400150513	1	544	3	16	5	5	400150613	400150413	20	3	13760000	251605	50351	10000	77	1150	1150	1150	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55770	0	0	0	0	0	0	-1
400150613	1	544	3	16	5	6	400150713	400150513	20	3	55040000	251606	50351	10000	77	1500	1500	1500	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83656	0	0	0	0	0	0	-1
400150713	1	544	3	16	5	7	400150813	400150613	20	3	220160000	251607	50351	10000	77	1750	1750	1750	1750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125484	0	0	0	0	0	0	-1
400150813	1	544	3	16	5	8	400150913	400150713	20	3	220160000	251608	50351	10000	77	2000	2000	2000	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175678	0	0	0	0	0	0	-1
400150913	1	544	3	16	5	9	-1	400150813	23	-1	-1	251609	-1	10000	77	2250	2250	2250	2250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245950	0	0	0	0	0	0	-1
400130114	1	68	3	17	3	1	400130214	-1	2	3	12500	231701	50231	10000	16	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	400140114
400130214	1	68	3	17	3	2	400130314	400130114	2	3	25000	231702	50231	10000	16	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	400140214
400130314	1	68	3	17	3	3	400130414	400130214	2	3	100000	231703	50231	10000	16	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	960	0	0	0	0	0	0	400140314
400130414	1	68	3	17	3	4	400130514	400130314	2	3	400000	231704	50231	10000	16	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	400140414
400130514	1	68	3	17	3	5	400130614	400130414	2	3	1600000	231705	50231	10000	16	1150	1150	1150	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3840	0	0	0	0	0	0	400140514
400130614	1	68	3	17	3	6	400130714	400130514	2	3	6400000	231706	50231	10000	16	1500	1500	1500	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5760	0	0	0	0	0	0	400140614
400130714	1	68	3	17	3	7	400130814	400130614	5	3	25600000	231707	50231	10000	16	2000	2000	2000	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8640	0	0	0	0	0	0	400140714
400130814	1	68	3	17	3	8	400130914	400130714	5	3	25600000	231708	50231	10000	16	2500	2500	2500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12960	0	0	0	0	0	0	400140814
400130914	1	68	3	17	3	9	-1	400130814	8	-1	-1	231709	-1	10000	16	3000	3000	3000	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18144	0	0	0	0	0	0	400140914
400140114	1	68	3	17	4	1	400140214	-1	11	3	38750	241701	50241	10000	16	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1618	0	0	0	0	0	0	400150114
400140214	1	68	3	17	4	2	400140314	400140114	11	3	77500	241702	50241	10000	16	900	900	900	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3236	0	0	0	0	0	0	400150214
400140314	1	68	3	17	4	3	400140414	400140214	11	3	310000	241703	50241	10000	16	1200	1200	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6472	0	0	0	0	0	0	400150314
400140414	1	68	3	17	4	4	400140514	400140314	11	3	1240000	241704	50241	10000	16	1600	1600	1600	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12944	0	0	0	0	0	0	400150414
400140514	1	68	3	17	4	5	400140614	400140414	11	3	4960000	241705	50241	10000	16	2300	2300	2300	2300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19416	0	0	0	0	0	0	400150514
