群组ID	有效值	死亡触发事件ID	公共掉落ID	单人掉落ID	是否为群组巡逻	成员个数	成员ID1	成员ID2	成员ID3	成员ID4	成员ID5	成员ID6	成员ID7	成员ID8	成员ID9	成员ID10	成员ID11	成员ID12	成员ID13	成员ID14	成员ID15	成员ID16	成员ID17	成员ID18	成员ID19	成员ID20
901807001	1	0	0	0	0	3	901807002	901807003	901807004																	
901807002	1	0	0	0	0	4	901807005	901807006	901807007	901808001																
901808001	1	0	0	0	0	5	901808002	901808003	901808004	901808005	901808014															
901808002	1	0	0	0	0	3	901808006	901808007	901809001																	
901809001	1	0	0	0	0	4	901809002	901809003	901809004	901809005																
901809002	1	0	0	0	0	4	901809006	901809007	901809008	901810001																
901810001	1	0	0	0	0	1	901810002																			
901900001	1	0	0	0	0	1	901901001																			
901901001	1	0	0	0	0	3	901901002	901901003	901901004																	
901901002	1	0	0	0	0	4	901901005	901901006	901901007	901902001																
901902001	1	0	0	0	0	3	901902002	901902003	901902004																	
901902002	1	0	0	0	0	4	901902005	901902006	901902007	901903001																
901903001	1	0	0	0	0	3	901903002	901903003	901903004																	
901903002	1	0	0	0	0	3	901903005	901903006	901904001																	
901904001	1	0	0	0	0	3	901904002	901904003	901904004																	
901904002	1	0	0	0	0	5	901904005	901904006	901904007	901904008	901905001															
901905001	1	0	0	0	0	3	901905002	901905003	901905004																	
901905002	1	0	0	0	0	7	901905005	901905006	901905007	901905008	901905009	901905010	901906001													
901906001	1	0	0	0	0	3	901906002	901906003	901906004																	
901906002	1	0	0	0	0	4	901906005	901906006	901906007	901907001																
901907001	1	0	0	0	0	3	901907002	901907003	901907004																	
901907002	1	0	0	0	0	4	901907005	901907006	901907007	901908001																
901908001	1	0	0	0	0	5	901908002	901908003	901908004	901908005	901908014															
901908002	1	0	0	0	0	3	901908006	901908007	901909001																	
901909001	1	0	0	0	0	4	901909002	901909003	901909004	901909005																
901909002	1	0	0	0	0	4	901909006	901909007	901909008	901910001																
901910001	1	0	0	0	0	1	901910002																			
902000001	1	0	0	0	0	1	902001001																			
902001001	1	0	0	0	0	3	902001002	902001003	902001004																	
902001002	1	0	0	0	0	4	902001005	902001006	902001007	902002001																
902002001	1	0	0	0	0	3	902002002	902002003	902002004																	
902002002	1	0	0	0	0	4	902002005	902002006	902002007	902003001																
902003001	1	0	0	0	0	3	902003002	902003003	902003004																	
902003002	1	0	0	0	0	3	902003005	902003006	902004001																	
902004001	1	0	0	0	0	3	902004002	902004003	902004004																	
902004002	1	0	0	0	0	5	902004005	902004006	902004007	902004008	902005001															
902005001	1	0	0	0	0	3	902005002	902005003	902005004																	
902005002	1	0	0	0	0	7	902005005	902005006	902005007	902005008	902005009	902005010	902006001													
902006001	1	0	0	0	0	3	902006002	902006003	902006004																	
902006002	1	0	0	0	0	4	902006005	902006006	902006007	902007001																
902007001	1	0	0	0	0	3	902007002	902007003	902007004																	
902007002	1	0	0	0	0	4	902007005	902007006	902007007	902008001																
902008001	1	0	0	0	0	5	902008002	902008003	902008004	902008005	902008014															
902008002	1	0	0	0	0	3	902008006	902008007	902009001																	
902009001	1	0	0	0	0	4	902009002	902009003	902009004	902009005																
902009002	1	0	0	0	0	4	902009006	902009007	902009008	902010001																
902010001	1	0	0	0	0	1	902010002																			
802101001	1	82010001	0	0	0	2	802101001	802101002																		
802201001	1	82010001	0	0	0	2	802201001	802201002																		
802301001	1	82010001	0	0	0	2	802301001	802301002																		
802401001	1	82010001	0	0	0	2	802401001	802401002																		
802501001	1	82010001	0	0	0	2	802501001	802501002																		
802601001	1	82010001	0	0	0	2	802601001	802601002																		
802701001	1	82010001	0	0	0	2	802701001	802701002																		
802801001	1	82010001	0	0	0	2	802801001	802801002																		
802901001	1	82010001	0	0	0	2	802901001	802901002																		
803001001	1	82010001	0	0	0	1	803001001																			
803101003	1	82010001	0	0	0	2	803101003	803101004																		
803201001	1	82010001	0	0	0	2	803201001	803201002																		
803301001	1	82010001	0	0	0	2	803301001	803301002																		
803401001	1	82010001	0	0	0	2	803401001	803401002																		
803501001	1	82010001	0	0	0	2	803501001	803501002																		
803601001	1	82010001	0	0	0	2	803601001	803601002																		
803701001	1	82010001	0	0	0	2	803701001	803701002																		
803801001	1	82010001	0	0	0	2	803801001	803801002																		
803901001	1	82010001	0	0	0	2	803901001	803901002																		
804001001	1	82010001	0	0	0	1	804001001																			
804101002	1	82010001	0	0	0	2	804101002	804101003																		
804201001	1	82010001	0	0	0	2	804201001	804201002																		
804301001	1	82010001	0	0	0	3	804301001	804301002	804301003																	
804401002	1	82010001	0	0	0	2	804401002	804401003																		
804501001	1	82010001	0	0	0	2	804501001	804501003																		
804601001	1	82010001	0	0	0	3	804601001	804601002	804601003																	
804701001	1	82010001	0	0	0	2	804701001	804701003																		
804801001	1	82010001	0	0	0	2	804801001	804801002																		
804901001	1	82010001	0	0	0	3	804901001	804901002	804901003																	
805001001	1	82010001	0	0	0	1	805001001																			
805101001	1	82010001	0	0	0	3	805101001	805101002	805101003																	
805201002	1	82010001	0	0	0	2	805201002	805201003																		
805301001	1	82010001	0	0	0	3	805301001	805301002	805301003																	
805401001	1	82010001	0	0	0	2	805401001	805401002																		
805501002	1	82010001	0	0	0	2	805501002	805501003																		
805601001	1	82010001	0	0	0	3	805601001	805601002	805601003																	
805701002	1	82010001	0	0	0	2	805701002	805701003																		
805801001	1	82010001	0	0	0	3	805801001	805801002	805801003																	
805901001	1	82010001	0	0	0	3	805901001	805901002	805901003																	
806001001	1	82010001	0	0	0	1	806001001																			
806101001	1	82010001	0	0	0	3	806101001	806101002	806101003																	
806201001	1	82010001	0	0	0	2	806201001	806201003																		
806301001	1	82010001	0	0	0	3	806301001	806301002	806301003																	
806401001	1	82010001	0	0	0	2	806401001	806401002																		
806501001	1	82010001	0	0	0	2	806501001	806501002																		
806601001	1	82010001	0	0	0	3	806601001	806601002	806601003																	
806701001	1	82010001	0	0	0	2	806701001	806701003																		
806801001	1	82010001	0	0	0	3	806801001	806801002	806801003																	
806901001	1	82010001	0	0	0	3	806901001	806901002	806901003																	
807001001	1	82010001	0	0	0	1	807001001																			
807101001	1	82010001	0	0	0	3	807101001	807101002	807101003																	
807201002	1	82010001	0	0	0	2	807201002	807201003																		
807301001	1	82010001	0	0	0	2	807301001	807301003																		
807401001	1	82010001	0	0	0	3	807401001	807401002	807401003																	
807501002	1	82010001	0	0	0	2	807501002	807501003																		
807601002	1	82010001	0	0	0	2	807601002	807601003																		
807701001	1	82010001	0	0	0	3	807701001	807701002	807701003																	
807801001	1	82010001	0	0	0	3	807801001	807801002	807801003																	
807901001	1	82010001	0	0	0	3	807901001	807901002	807901003																	
808001001	1	82010001	0	0	0	1	808001001																			
808101001	1	82010001	0	0	0	2	808101001	808101002																		
808201001	1	82010001	0	0	0	3	808201001	808201002	808201003																	
808301001	1	82010001	0	0	0	3	808301001	808301002	808301003																	
808401001	1	82010001	0	0	0	2	808401001	808401003																		
808501001	1	82010001	0	0	0	2	808501001	808501002																		
808601001	1	82010001	0	0	0	3	808601001	808601002	808601003																	
808701001	1	82010001	0	0	0	2	808701001	808701002																		
808801001	1	82010001	0	0	0	3	808801001	808801002	808801003																	
808901001	1	82010001	0	0	0	3	808901001	808901002	808901003																	
809001001	1	82010001	0	0	0	1	809001001																			
809101001	1	82010001	0	0	0	3	809101001	809101002	809101003																	
809201001	1	82010001	0	0	0	2	809201001	809201002																		
809301001	1	82010001	0	0	0	3	809301001	809301002	809301003																	
809401001	1	82010001	0	0	0	3	809401001	809401002	809401003																	
809501001	1	82010001	0	0	0	2	809501001	809501002																		
809601001	1	82010001	0	0	0	3	809601001	809601002	809601003																	
809701001	1	82010001	0	0	0	3	809701001	809701002	809701003																	
809801001	1	82010001	0	0	0	2	809801001	809801002																		
809901001	1	82010001	0	0	0	3	809901001	809901002	809901003																	
810001001	1	82010001	0	0	0	1	810001001																			
810101001	1	82010001	0	0	0	3	810101001	810101002	810101003																	
810201001	1	82010001	0	0	0	2	810201001	810201002																		
810301001	1	82010001	0	0	0	2	810301001	810301002																		
810401001	1	82010001	0	0	0	3	810401001	810401002	810401003																	
810501001	1	82010001	0	0	0	2	810501001	810501002																		
810601001	1	82010001	0	0	0	3	810601001	810601002	810601003																	
810701001	1	82010001	0	0	0	3	810701001	810701002	810701003																	
810801001	1	82010001	0	0	0	2	810801001	810801002																		
810901001	1	82010001	0	0	0	3	810901001	810901002	810901003																	
811001001	1	82010001	0	0	0	1	811001001																			
811101001	1	82010001	0	0	0	3	811101001	811101002	811101003																	
811201001	1	82010001	0	0	0	2	811201001	811201002																		
811301001	1	82010001	0	0	0	2	811301001	811301002																		
811401001	1	82010001	0	0	0	3	811401001	811401002	811401003																	
811501001	1	82010001	0	0	0	2	811501001	811501002																		
811601001	1	82010001	0	0	0	3	811601001	811601002	811601003																	
811701001	1	82010001	0	0	0	3	811701001	811701002	811701003																	
811801001	1	82010001	0	0	0	2	811801001	811801002																		
811901001	1	82010001	0	0	0	3	811901001	811901002	811901003																	
812001001	1	82010001	0	0	0	1	812001001																			
812101001	1	82010001	0	0	0	3	812101001	812101002	812101003																	
812201001	1	82010001	0	0	0	2	812201001	812201002																		
812301001	1	82010001	0	0	0	2	812301001	812301002																		
812401001	1	82010001	0	0	0	3	812401001	812401002	812401003																	
812501001	1	82010001	0	0	0	2	812501001	812501002																		
812601001	1	82010001	0	0	0	3	812601001	812601002	812601003																	
812701001	1	82010001	0	0	0	3	812701001	812701002	812701003																	
812801001	1	82010001	0	0	0	2	812801001	812801002																		
812901001	1	82010001	0	0	0	3	812901001	812901002	812901003																	
813001001	1	82010001	0	0	0	1	813001001																			
813101001	1	82010001	0	0	0	3	813101001	813101002	813101003																	
813201001	1	82010001	0	0	0	2	813201001	813201002																		
813301001	1	82010001	0	0	0	2	813301001	813301002																		
813401001	1	82010001	0	0	0	3	813401001	813401002	813401003																	
813501001	1	82010001	0	0	0	2	813501001	813501002																		
813601001	1	82010001	0	0	0	3	813601001	813601002	813601003																	
813701001	1	82010001	0	0	0	3	813701001	813701002	813701003																	
813801001	1	82010001	0	0	0	2	813801001	813801002																		
813901001	1	82010001	0	0	0	3	813901001	813901002	813901003																	
814001001	1	82010001	0	0	0	1	814001001																			
814101001	1	82010001	0	0	0	3	814101001	814101002	814101003																	
814201001	1	82010001	0	0	0	2	814201001	814201002																		
814301001	1	82010001	0	0	0	2	814301001	814301002																		
814401001	1	82010001	0	0	0	3	814401001	814401002	814401003																	
814501001	1	82010001	0	0	0	2	814501001	814501002																		
814601001	1	82010001	0	0	0	3	814601001	814601002	814601003																	
814701001	1	82010001	0	0	0	3	814701001	814701002	814701003																	
814801001	1	82010001	0	0	0	2	814801001	814801002																		
814901001	1	82010001	0	0	0	3	814901001	814901002	814901003																	
815001001	1	82010001	0	0	0	1	815001001																			
815101001	1	82010001	0	0	0	3	815101001	815101002	815101003																	
815201001	1	82010001	0	0	0	2	815201001	815201002																		
815301001	1	82010001	0	0	0	2	815301001	815301002																		
815401001	1	82010001	0	0	0	3	815401001	815401002	815401003																	
815501001	1	82010001	0	0	0	2	815501001	815501002																		
815601001	1	82010001	0	0	0	3	815601001	815601002	815601003																	
815701001	1	82010001	0	0	0	3	815701001	815701002	815701003																	
815801001	1	82010001	0	0	0	2	815801001	815801002																		
815901001	1	82010001	0	0	0	3	815901001	815901002	815901003																	
816001001	1	82010001	0	0	0	1	816001001																			
816101001	1	82010001	0	0	0	2	816101001	816101002																		
816201001	1	82010001	0	0	0	2	816201001	816201002																		
816301001	1	82010001	0	0	0	3	816301001	816301002	816301003																	
816401001	1	82010001	0	0	0	2	816401001	816401002																		
816501001	1	82010001	0	0	0	2	816501001	816501002																		
816601001	1	82010001	0	0	0	3	816601001	816601002	816601003																	
816701001	1	82010001	0	0	0	2	816701001	816701002																		
816801001	1	82010001	0	0	0	2	816801001	816801002																		
816901001	1	82010001	0	0	0	3	816901001	816901002	816901003																	
817001001	1	82010001	0	0	0	1	817001001																			
817100004	1	82010001	0	0	0	2	817100004	817100005																		
817200004	1	82010001	0	0	0	2	817200004	817200005																		
817300004	1	82010001	0	0	0	2	817300004	817300005																		
817400004	1	82010001	0	0	0	2	817400004	817400005																		
817500004	1	82010001	0	0	0	2	817500004	817500005																		
817600004	1	82010001	0	0	0	2	817600004	817600005																		
817700004	1	82010001	0	0	0	2	817700004	817700005																		
817800004	1	82010001	0	0	0	2	817800004	817800005																		
817900004	1	82010001	0	0	0	2	817900004	817900005																		
818100004	1	82010001	0	0	0	2	818100004	818100005																		
818000004	1	82010001	0	0	0	1	818000004																			
818200004	1	82010001	0	0	0	2	818200004	818200005																		
818300004	1	82010001	0	0	0	2	818300004	818300005																		
818400004	1	82010001	0	0	0	2	818400004	818400005																		
818500004	1	82010001	0	0	0	2	818500004	818500005																		
818600004	1	82010001	0	0	0	2	818600004	818600005																		
818700004	1	82010001	0	0	0	2	818700004	818700005																		
818800004	1	82010001	0	0	0	2	818800004	818800005																		
818900004	1	82010001	0	0	0	2	818900004	818900005																		
819000004	1	82010001	0	0	0	1	819000004																			
819100002	1	82010001	0	0	0	2	819100002	819100003																		
819200002	1	82010001	0	0	0	2	819200002	819200003																		
819300002	1	82010001	0	0	0	2	819300002	819300003																		
819400002	1	82010001	0	0	0	2	819400002	819400003																		
819500002	1	82010001	0	0	0	2	819500002	819500003																		
819600002	1	82010001	0	0	0	2	819600002	819600003																		
819700002	1	82010001	0	0	0	2	819700002	819700003																		
819800002	1	82010001	0	0	0	2	819800002	819800003																		
819900002	1	82010001	0	0	0	2	819900002	819900003																		
820000002	1	82010001	0	0	0	1	820000002																			
820101001	1	82010001	0	0	0	3	820101001	820101002	820101003																	
820201001	1	82010001	0	0	0	2	820201001	820201002																		
820301001	1	82010001	0	0	0	3	820301001	820301002	820301003																	
820401001	1	82010001	0	0	0	3	820401001	820401002	820401003																	
820501001	1	82010001	0	0	0	2	820501001	820501002																		
820601001	1	82010001	0	0	0	3	820601001	820601002	820601003																	
820701001	1	82010001	0	0	0	3	820701001	820701002	820701003																	
820801001	1	82010001	0	0	0	2	820801001	820801002																		
820901001	1	82010001	0	0	0	3	820901001	820901002	820901003																	
821001001	1	82010001	0	0	0	1	821001001																			
821100004	1	82010001	0	0	0	2	821100004	821100005																		
821200004	1	82010001	0	0	0	2	821200004	821200005																		
821300004	1	82010001	0	0	0	2	821300004	821300005																		
821400004	1	82010001	0	0	0	2	821400004	821400005																		
821500004	1	82010001	0	0	0	2	821500004	821500005																		
821600004	1	82010001	0	0	0	2	821600004	821600005																		
821700004	1	82010001	0	0	0	2	821700004	821700005																		
821800004	1	82010001	0	0	0	2	821800004	821800005																		
821900004	1	82010001	0	0	0	2	821900004	821900005																		
822000004	1	82010001	0	0	0	1	822000004																			
822100001	1	82010001	0	0	0	2	822100001	822100002																		
822200001	1	82010001	0	0	0	2	822200001	822200002																		
822300001	1	82010001	0	0	0	2	822300001	822300002																		
822400001	1	82010001	0	0	0	2	822400001	822400002																		
822500001	1	82010001	0	0	0	2	822500001	822500002																		
822600001	1	82010001	0	0	0	2	822600001	822600002																		
822700001	1	82010001	0	0	0	2	822700001	822700002																		
822800001	1	82010001	0	0	0	2	822800001	822800002																		
822900001	1	82010001	0	0	0	2	822900001	822900002																		
823000001	1	82010001	0	0	0	1	823000001																			
825100001	1	82010001	0	0	0	2	825100001	825100002																		
825200001	1	82010001	0	0	0	2	825200001	825200002																		
825300001	1	82010001	0	0	0	2	825300001	825300002																		
825400001	1	82010001	0	0	0	2	825400001	825400002																		
825500001	1	82010001	0	0	0	2	825500001	825500002																		
825600001	1	82010001	0	0	0	2	825600001	825600002																		
825700001	1	82010001	0	0	0	2	825700001	825700002																		
825800001	1	82010001	0	0	0	2	825800001	825800002																		
825900001	1	82010001	0	0	0	2	825900001	825900002																		
826000001	1	82010001	0	0	0	1	826000001																			
700100027	1	0	0	0	0	4	700100027	700100028	700100029	700100030																
700100031	1	0	0	0	0	4	700100031	700100032	700100033	700100034																
700100035	1	0	0	0	0	2	700100035	700100036																		
700100037	1	0	0	0	0	2	700100037	700100038																		
393000006	1	63930106	0	304628	0	12	393000006	393000007	393000008	393000009	393000010	393000011	393000012	393000013	393000014	393000015	393000016	393000017								
393000018	1	63930107	0	304628	0	12	393000018	393000019	393000020	393000021	393000022	393000023	393000024	393000025	393000026	393000027	393000028	393000029								
393000030	1	63930108	0	304628	0	12	393000030	393000031	393000032	393000033	393000034	393000035	393000036	393000037	393000038	393000039	393000040	393000041								
393000042	1	63930109	0	304628	0	12	393000042	393000043	393000044	393000045	393000046	393000047	393000048	393000049	393000050	393000051	393000052	393000053								
393000054	1	63930110	0	304628	0	12	393000054	393000055	393000056	393000057	393000058	393000059	393000060	393000061	393000062	393000063	393000064	393000065								
393000066	1	63930111	0	304628	0	12	393000066	393000067	393000068	393000069	393000070	393000071	393000072	393000073	393000074	393000075	393000076	393000077								
393000078	1	63930102	0	304629	0	4	393000078	393000079	393000080	393000081																
393000082	1	63930101	0	304629	0	1	393000082																			
393100006	1	63931106	0	304628	0	12	393100006	393100007	393100008	393100009	393100010	393100011	393100012	393100013	393100014	393100015	393100016	393100017								
393100018	1	63931107	0	304628	0	12	393100018	393100019	393100020	393100021	393100022	393100023	393100024	393100025	393100026	393100027	393100028	393100029								
393100030	1	63931108	0	304628	0	12	393100030	393100031	393100032	393100033	393100034	393100035	393100036	393100037	393100038	393100039	393100040	393100041								
393100042	1	63931109	0	304628	0	12	393100042	393100043	393100044	393100045	393100046	393100047	393100048	393100049	393100050	393100051	393100052	393100053								
393100054	1	63931110	0	304628	0	12	393100054	393100055	393100056	393100057	393100058	393100059	393100060	393100061	393100062	393100063	393100064	393100065								
393100066	1	63931111	0	304628	0	12	393100066	393100067	393100068	393100069	393100070	393100071	393100072	393100073	393100074	393100075	393100076	393100077								
393100078	1	63931102	0	304629	0	4	393100078	393100079	393100080	393100081																
393100082	1	63931101	0	304629	0	1	393100082																			
393200006	1	63932106	0	304628	0	12	393200006	393200007	393200008	393200009	393200010	393200011	393200012	393200013	393200014	393200015	393200016	393200017								
393200018	1	63932107	0	304628	0	12	393200018	393200019	393200020	393200021	393200022	393200023	393200024	393200025	393200026	393200027	393200028	393200029								
393200030	1	63932108	0	304628	0	12	393200030	393200031	393200032	393200033	393200034	393200035	393200036	393200037	393200038	393200039	393200040	393200041								
393200042	1	63932109	0	304628	0	12	393200042	393200043	393200044	393200045	393200046	393200047	393200048	393200049	393200050	393200051	393200052	393200053								
393200054	1	63932110	0	304628	0	12	393200054	393200055	393200056	393200057	393200058	393200059	393200060	393200061	393200062	393200063	393200064	393200065								
393200066	1	63932111	0	304628	0	12	393200066	393200067	393200068	393200069	393200070	393200071	393200072	393200073	393200074	393200075	393200076	393200077								
393200078	1	63932102	0	304629	0	4	393200078	393200079	393200080	393200081																
393200082	1	63932101	0	304629	0	1	393200082																			
393300006	1	63933106	0	304628	0	12	393300006	393300007	393300008	393300009	393300010	393300011	393300012	393300013	393300014	393300015	393300016	393300017								
393300018	1	63933107	0	304628	0	12	393300018	393300019	393300020	393300021	393300022	393300023	393300024	393300025	393300026	393300027	393300028	393300029								
393300030	1	63933108	0	304628	0	12	393300030	393300031	393300032	393300033	393300034	393300035	393300036	393300037	393300038	393300039	393300040	393300041								
393300042	1	63933109	0	304628	0	12	393300042	393300043	393300044	393300045	393300046	393300047	393300048	393300049	393300050	393300051	393300052	393300053								
393300054	1	63933110	0	304628	0	12	393300054	393300055	393300056	393300057	393300058	393300059	393300060	393300061	393300062	393300063	393300064	393300065								
393300066	1	63933111	0	304628	0	12	393300066	393300067	393300068	393300069	393300070	393300071	393300072	393300073	393300074	393300075	393300076	393300077								
393300078	1	63933102	0	304629	0	4	393300078	393300079	393300080	393300081																
393300082	1	63933101	0	304629	0	1	393300082																			
393400006	1	63934106	0	304628	0	12	393400006	393400007	393400008	393400009	393400010	393400011	393400012	393400013	393400014	393400015	393400016	393400017								
393400018	1	63934107	0	304628	0	12	393400018	393400019	393400020	393400021	393400022	393400023	393400024	393400025	393400026	393400027	393400028	393400029								
393400030	1	63934108	0	304628	0	12	393400030	393400031	393400032	393400033	393400034	393400035	393400036	393400037	393400038	393400039	393400040	393400041								
393400042	1	63934109	0	304628	0	12	393400042	393400043	393400044	393400045	393400046	393400047	393400048	393400049	393400050	393400051	393400052	393400053								
393400054	1	63934110	0	304628	0	12	393400054	393400055	393400056	393400057	393400058	393400059	393400060	393400061	393400062	393400063	393400064	393400065								
393400066	1	63934111	0	304628	0	12	393400066	393400067	393400068	393400069	393400070	393400071	393400072	393400073	393400074	393400075	393400076	393400077								
393400078	1	63934102	0	304629	0	4	393400078	393400079	393400080	393400081																
393400082	1	63934101	0	304629	0	1	393400082																			
393500006	1	63935106	0	304628	0	12	393500006	393500007	393500008	393500009	393500010	393500011	393500012	393500013	393500014	393500015	393500016	393500017								
393500018	1	63935107	0	304628	0	12	393500018	393500019	393500020	393500021	393500022	393500023	393500024	393500025	393500026	393500027	393500028	393500029								
393500030	1	63935108	0	304628	0	12	393500030	393500031	393500032	393500033	393500034	393500035	393500036	393500037	393500038	393500039	393500040	393500041								
393500042	1	63935109	0	304628	0	12	393500042	393500043	393500044	393500045	393500046	393500047	393500048	393500049	393500050	393500051	393500052	393500053								
393500054	1	63935110	0	304628	0	12	393500054	393500055	393500056	393500057	393500058	393500059	393500060	393500061	393500062	393500063	393500064	393500065								
393500066	1	63935111	0	304628	0	12	393500066	393500067	393500068	393500069	393500070	393500071	393500072	393500073	393500074	393500075	393500076	393500077								
393500078	1	63935102	0	304629	0	4	393500078	393500079	393500080	393500081																
393500082	1	63935101	0	304629	0	1	393500082																			
393600006	1	63936106	0	304628	0	12	393600006	393600007	393600008	393600009	393600010	393600011	393600012	393600013	393600014	393600015	393600016	393600017								
393600018	1	63936107	0	304628	0	12	393600018	393600019	393600020	393600021	393600022	393600023	393600024	393600025	393600026	393600027	393600028	393600029								
393600030	1	63936108	0	304628	0	12	393600030	393600031	393600032	393600033	393600034	393600035	393600036	393600037	393600038	393600039	393600040	393600041								
393600042	1	63936109	0	304628	0	12	393600042	393600043	393600044	393600045	393600046	393600047	393600048	393600049	393600050	393600051	393600052	393600053								
393600054	1	63936110	0	304628	0	12	393600054	393600055	393600056	393600057	393600058	393600059	393600060	393600061	393600062	393600063	393600064	393600065								
393600066	1	63936111	0	304628	0	12	393600066	393600067	393600068	393600069	393600070	393600071	393600072	393600073	393600074	393600075	393600076	393600077								
393600078	1	63936102	0	304629	0	4	393600078	393600079	393600080	393600081																
393600082	1	63936101	0	304629	0	1	393600082																			
393700006	1	63937106	0	304628	0	12	393700006	393700007	393700008	393700009	393700010	393700011	393700012	393700013	393700014	393700015	393700016	393700017								
393700018	1	63937107	0	304628	0	12	393700018	393700019	393700020	393700021	393700022	393700023	393700024	393700025	393700026	393700027	393700028	393700029								
393700030	1	63937108	0	304628	0	12	393700030	393700031	393700032	393700033	393700034	393700035	393700036	393700037	393700038	393700039	393700040	393700041								
393700042	1	63937109	0	304628	0	12	393700042	393700043	393700044	393700045	393700046	393700047	393700048	393700049	393700050	393700051	393700052	393700053								
393700054	1	63937110	0	304628	0	12	393700054	393700055	393700056	393700057	393700058	393700059	393700060	393700061	393700062	393700063	393700064	393700065								
393700066	1	63937111	0	304628	0	12	393700066	393700067	393700068	393700069	393700070	393700071	393700072	393700073	393700074	393700075	393700076	393700077								
393700078	1	63937102	0	304629	0	4	393700078	393700079	393700080	393700081																
393700082	1	63937101	0	304629	0	1	393700082																			
393800006	1	63938106	0	304628	0	12	393800006	393800007	393800008	393800009	393800010	393800011	393800012	393800013	393800014	393800015	393800016	393800017								
393800018	1	63938107	0	304628	0	12	393800018	393800019	393800020	393800021	393800022	393800023	393800024	393800025	393800026	393800027	393800028	393800029								
393800030	1	63938108	0	304628	0	12	393800030	393800031	393800032	393800033	393800034	393800035	393800036	393800037	393800038	393800039	393800040	393800041								
393800042	1	63938109	0	304628	0	12	393800042	393800043	393800044	393800045	393800046	393800047	393800048	393800049	393800050	393800051	393800052	393800053								
393800054	1	63938110	0	304628	0	12	393800054	393800055	393800056	393800057	393800058	393800059	393800060	393800061	393800062	393800063	393800064	393800065								
393800066	1	63938111	0	304628	0	12	393800066	393800067	393800068	393800069	393800070	393800071	393800072	393800073	393800074	393800075	393800076	393800077								
393800078	1	63938102	0	304629	0	4	393800078	393800079	393800080	393800081																
393800082	1	63938101	0	304629	0	1	393800082																			
393900006	1	63939106	0	304628	0	12	393900006	393900007	393900008	393900009	393900010	393900011	393900012	393900013	393900014	393900015	393900016	393900017								
393900018	1	63939107	0	304628	0	12	393900018	393900019	393900020	393900021	393900022	393900023	393900024	393900025	393900026	393900027	393900028	393900029								
393900030	1	63939108	0	304628	0	12	393900030	393900031	393900032	393900033	393900034	393900035	393900036	393900037	393900038	393900039	393900040	393900041								
393900042	1	63939109	0	304628	0	12	393900042	393900043	393900044	393900045	393900046	393900047	393900048	393900049	393900050	393900051	393900052	393900053								
393900054	1	63939110	0	304628	0	12	393900054	393900055	393900056	393900057	393900058	393900059	393900060	393900061	393900062	393900063	393900064	393900065								
393900066	1	63939111	0	304628	0	12	393900066	393900067	393900068	393900069	393900070	393900071	393900072	393900073	393900074	393900075	393900076	393900077								
393900078	1	63939102	0	304629	0	4	393900078	393900079	393900080	393900081																
393900082	1	63939101	0	304629	0	1	393900082																			
