宝石类型	宝石颜色	雕琢等级	有效字段	货币类型(1紫魂三角，2绿魂方形，3彩魂圆形)	货币数量	道具id	道具数量	属性类型1	剑客数值1	御灵数值1	刀客数值1	弓手数值1	属性类型2	剑客数值2	御灵数值2	刀客数值2	弓手数值2	属性类型3	剑客数值3	御灵数值3	刀客数值3	弓手数值3	属性类型4	剑客数值4	御灵数值4	刀客数值4	弓手数值4	增加修为	直升金元	属性类型3	剑客数值3	御灵数值3	刀客数值3	弓手数值3	属性类型4	剑客数值4	御灵数值4	刀客数值4	弓手数值4	宝石名字
12	4	5	1	3	944	401300201	27	1075	500	500	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5824	1700	0	0	0	0	0	0	0	0	0	0	上古冥思石
12	4	6	1	3	1778	401300201	36	1075	700	700	700	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8737	3200	0	0	0	0	0	0	0	0	0	0	上古冥思石
12	4	7	1	3	3611	401300301	36	1075	900	900	900	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13105	6500	0	0	0	0	0	0	0	0	0	0	上古冥思石
12	4	8	1	3	7500	401300301	54	1075	1100	1100	1100	1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19659	13500	0	0	0	0	0	0	0	0	0	0	上古冥思石
12	4	9	1	3	15556	401300301	72	1075	1300	1300	1300	1300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27522	28000	0	0	0	0	0	0	0	0	0	0	上古冥思石
12	5	0	1	3	0	401300101	0	1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	神赐冥思石
12	5	1	1	3	28	401300101	2	1075	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2065	50	0	0	0	0	0	0	0	0	0	0	神赐冥思石
12	5	2	1	3	72	401300101	6	1075	350	350	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4131	130	0	0	0	0	0	0	0	0	0	0	神赐冥思石
12	5	3	1	3	194	401300101	18	1075	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6196	350	0	0	0	0	0	0	0	0	0	0	神赐冥思石
12	5	4	1	3	500	401300201	18	1075	500	500	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9295	900	0	0	0	0	0	0	0	0	0	0	神赐冥思石
12	5	5	1	3	944	401300201	27	1075	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13942	1700	0	0	0	0	0	0	0	0	0	0	神赐冥思石
12	5	6	1	3	1778	401300201	36	1075	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20914	3200	0	0	0	0	0	0	0	0	0	0	神赐冥思石
12	5	7	1	3	3611	401300301	36	1075	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31371	6500	0	0	0	0	0	0	0	0	0	0	神赐冥思石
12	5	8	1	3	7500	401300301	54	1075	1200	1200	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43919	13500	0	0	0	0	0	0	0	0	0	0	神赐冥思石
12	5	9	1	3	15556	401300301	72	1075	1400	1400	1400	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61487	28000	0	0	0	0	0	0	0	0	0	0	神赐冥思石
13	3	0	1	3	0	401300101	0	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	真武石
13	3	1	1	3	56	401300101	2	1065	45	45	45	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	100	0	0	0	0	0	0	0	0	0	0	真武石
13	3	2	1	3	144	401300101	6	1065	65	65	65	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	260	0	0	0	0	0	0	0	0	0	0	真武石
13	3	3	1	3	378	401300101	18	1065	85	85	85	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	680	0	0	0	0	0	0	0	0	0	0	真武石
13	3	4	1	3	1000	401300201	18	1065	135	135	135	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768	1800	0	0	0	0	0	0	0	0	0	0	真武石
13	3	5	1	3	1944	401300201	27	1065	190	190	190	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1536	3500	0	0	0	0	0	0	0	0	0	0	真武石
13	3	6	1	3	3611	401300201	36	1065	290	290	290	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2304	6500	0	0	0	0	0	0	0	0	0	0	真武石
13	3	7	1	3	7111	401300301	36	1065	390	390	390	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3456	12800	0	0	0	0	0	0	0	0	0	0	真武石
13	3	8	1	3	14889	401300301	54	1065	670	670	670	670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5184	26800	0	0	0	0	0	0	0	0	0	0	真武石
13	3	9	1	3	31111	401300301	72	1065	960	960	960	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7257	56000	0	0	0	0	0	0	0	0	0	0	真武石
13	4	0	1	3	0	401300101	0	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	上古真武石
13	4	1	1	3	56	401300101	2	1065	150	150	150	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	100	0	0	0	0	0	0	0	0	0	0	上古真武石
13	4	2	1	3	144	401300101	6	1065	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970	260	0	0	0	0	0	0	0	0	0	0	上古真武石
13	4	3	1	3	378	401300101	18	1065	250	250	250	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1941	680	0	0	0	0	0	0	0	0	0	0	上古真武石
13	4	4	1	3	1000	401300201	18	1065	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3883	1800	0	0	0	0	0	0	0	0	0	0	上古真武石
13	4	5	1	3	1944	401300201	27	1065	350	350	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5824	3500	0	0	0	0	0	0	0	0	0	0	上古真武石
13	4	6	1	3	3611	401300201	36	1065	450	450	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8737	6500	0	0	0	0	0	0	0	0	0	0	上古真武石
13	4	7	1	3	7111	401300301	36	1065	550	550	550	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13105	12800	0	0	0	0	0	0	0	0	0	0	上古真武石
13	4	8	1	3	14889	401300301	54	1065	850	850	850	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19659	26800	0	0	0	0	0	0	0	0	0	0	上古真武石
13	4	9	1	3	31111	401300301	72	1065	1150	1150	1150	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27522	56000	0	0	0	0	0	0	0	0	0	0	上古真武石
13	5	0	1	3	0	401300101	0	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	神赐真武石
13	5	1	1	3	56	401300101	2	1065	280	280	280	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2065	100	0	0	0	0	0	0	0	0	0	0	神赐真武石
13	5	2	1	3	144	401300101	6	1065	380	380	380	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4131	260	0	0	0	0	0	0	0	0	0	0	神赐真武石
13	5	3	1	3	378	401300101	18	1065	480	480	480	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6196	680	0	0	0	0	0	0	0	0	0	0	神赐真武石
13	5	4	1	3	1000	401300201	18	1065	580	580	580	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9295	1800	0	0	0	0	0	0	0	0	0	0	神赐真武石
13	5	5	1	3	1944	401300201	27	1065	680	680	680	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13942	3500	0	0	0	0	0	0	0	0	0	0	神赐真武石
13	5	6	1	3	3611	401300201	36	1065	900	900	900	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20914	6500	0	0	0	0	0	0	0	0	0	0	神赐真武石
13	5	7	1	3	7111	401300301	36	1065	1150	1150	1150	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31371	12800	0	0	0	0	0	0	0	0	0	0	神赐真武石
13	5	8	1	3	14889	401300301	54	1065	1800	1800	1800	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43919	26800	0	0	0	0	0	0	0	0	0	0	神赐真武石
13	5	9	1	3	31111	401300301	72	1065	2500	2500	2500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61487	56000	0	0	0	0	0	0	0	0	0	0	神赐真武石
14	3	0	1	3	0	401300101	0	1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	韬光石
14	3	1	1	3	56	401300101	2	1072	1485	1485	1485	1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	100	0	0	0	0	0	0	0	0	0	0	韬光石
14	3	2	1	3	144	401300101	6	1072	2145	2145	2145	2145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	260	0	0	0	0	0	0	0	0	0	0	韬光石
14	3	3	1	3	378	401300101	18	1072	2805	2805	2805	2805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	680	0	0	0	0	0	0	0	0	0	0	韬光石
14	3	4	1	3	1000	401300201	18	1072	4455	4455	4455	4455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768	1800	0	0	0	0	0	0	0	0	0	0	韬光石
14	3	5	1	3	1944	401300201	27	1072	6270	6270	6270	6270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1536	3500	0	0	0	0	0	0	0	0	0	0	韬光石
14	3	6	1	3	3611	401300201	36	1072	9570	9570	9570	9570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2304	6500	0	0	0	0	0	0	0	0	0	0	韬光石
14	3	7	1	3	7111	401300301	36	1072	12870	12870	12870	12870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3456	12800	0	0	0	0	0	0	0	0	0	0	韬光石
14	3	8	1	3	14889	401300301	54	1072	22110	22110	22110	22110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5184	26800	0	0	0	0	0	0	0	0	0	0	韬光石
14	3	9	1	3	31111	401300301	72	1072	31680	31680	31680	31680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7257	56000	0	0	0	0	0	0	0	0	0	0	韬光石
14	4	0	1	3	0	401300101	0	1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	上古韬光石
14	4	1	1	3	56	401300101	2	1072	6750	6750	6750	6750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	100	0	0	0	0	0	0	0	0	0	0	上古韬光石
14	4	2	1	3	144	401300101	6	1072	9000	9000	9000	9000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970	260	0	0	0	0	0	0	0	0	0	0	上古韬光石
14	4	3	1	3	378	401300101	18	1072	11250	11250	11250	11250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1941	680	0	0	0	0	0	0	0	0	0	0	上古韬光石
14	4	4	1	3	1000	401300201	18	1072	13500	13500	13500	13500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3883	1800	0	0	0	0	0	0	0	0	0	0	上古韬光石
14	4	5	1	3	1944	401300201	27	1072	15750	15750	15750	15750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5824	3500	0	0	0	0	0	0	0	0	0	0	上古韬光石
14	4	6	1	3	3611	401300201	36	1072	20250	20250	20250	20250	4072	50	50	50	50	0	0	0	0	0	0	0	0	0	0	8737	6500	0	0	0	0	0	0	0	0	0	0	上古韬光石
14	4	7	1	3	7111	401300301	36	1072	24750	24750	24750	24750	4072	150	150	150	150	0	0	0	0	0	0	0	0	0	0	13105	12800	0	0	0	0	0	0	0	0	0	0	上古韬光石
14	4	8	1	3	14889	401300301	54	1072	38250	38250	38250	38250	4072	250	250	250	250	0	0	0	0	0	0	0	0	0	0	19659	26800	0	0	0	0	0	0	0	0	0	0	上古韬光石
14	4	9	1	3	31111	401300301	72	1072	51750	51750	51750	51750	4072	350	350	350	350	0	0	0	0	0	0	0	0	0	0	27522	56000	0	0	0	0	0	0	0	0	0	0	上古韬光石
14	5	0	1	3	0	401300101	0	1072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	神赐韬光石
14	5	1	1	3	56	401300101	2	1072	12600	12600	12600	12600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2065	100	0	0	0	0	0	0	0	0	0	0	神赐韬光石
14	5	2	1	3	144	401300101	6	1072	17100	17100	17100	17100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4131	260	0	0	0	0	0	0	0	0	0	0	神赐韬光石
14	5	3	1	3	378	401300101	18	1072	21600	21600	21600	21600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6196	680	0	0	0	0	0	0	0	0	0	0	神赐韬光石
14	5	4	1	3	1000	401300201	18	1072	26100	26100	26100	26100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9295	1800	0	0	0	0	0	0	0	0	0	0	神赐韬光石
14	5	5	1	3	1944	401300201	27	1072	30600	30600	30600	30600	4072	50	50	50	50	0	0	0	0	0	0	0	0	0	0	13942	3500	0	0	0	0	0	0	0	0	0	0	神赐韬光石
14	5	6	1	3	3611	401300201	36	1072	40500	40500	40500	40500	4072	150	150	150	150	0	0	0	0	0	0	0	0	0	0	20914	6500	0	0	0	0	0	0	0	0	0	0	神赐韬光石
14	5	7	1	3	7111	401300301	36	1072	51750	51750	51750	51750	4072	300	300	300	300	0	0	0	0	0	0	0	0	0	0	31371	12800	0	0	0	0	0	0	0	0	0	0	神赐韬光石
14	5	8	1	3	14889	401300301	54	1072	81000	81000	81000	81000	4072	500	500	500	500	0	0	0	0	0	0	0	0	0	0	43919	26800	0	0	0	0	0	0	0	0	0	0	神赐韬光石
14	5	9	1	3	31111	401300301	72	1072	112500	112500	112500	112500	4072	700	700	700	700	0	0	0	0	0	0	0	0	0	0	61487	56000	0	0	0	0	0	0	0	0	0	0	神赐韬光石
15	3	0	1	3	0	401300101	0	1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	混元石
15	3	1	1	3	56	401300101	2	1076	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	100	0	0	0	0	0	0	0	0	0	0	混元石
15	3	2	1	3	144	401300101	6	1076	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	260	0	0	0	0	0	0	0	0	0	0	混元石
15	3	3	1	3	378	401300101	18	1076	150	150	150	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	680	0	0	0	0	0	0	0	0	0	0	混元石
15	3	4	1	3	1000	401300201	18	1076	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768	1800	0	0	0	0	0	0	0	0	0	0	混元石
15	3	5	1	3	1944	401300201	27	1076	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1536	3500	0	0	0	0	0	0	0	0	0	0	混元石
15	3	6	1	3	3611	401300201	36	1076	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2304	6500	0	0	0	0	0	0	0	0	0	0	混元石
15	3	7	1	3	7111	401300301	36	1076	500	500	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3456	12800	0	0	0	0	0	0	0	0	0	0	混元石
15	3	8	1	3	14889	401300301	54	1076	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5184	26800	0	0	0	0	0	0	0	0	0	0	混元石
15	3	9	1	3	31111	401300301	72	1076	700	700	700	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7257	56000	0	0	0	0	0	0	0	0	0	0	混元石
15	4	0	1	3	0	401300101	0	1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	上古混元石
15	4	1	1	3	56	401300101	2	1076	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	100	0	0	0	0	0	0	0	0	0	0	上古混元石
15	4	2	1	3	144	401300101	6	1076	150	150	150	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970	260	0	0	0	0	0	0	0	0	0	0	上古混元石
15	4	3	1	3	378	401300101	18	1076	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1941	680	0	0	0	0	0	0	0	0	0	0	上古混元石
15	4	4	1	3	1000	401300201	18	1076	250	250	250	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3883	1800	0	0	0	0	0	0	0	0	0	0	上古混元石
15	4	5	1	3	1944	401300201	27	1076	350	350	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5824	3500	0	0	0	0	0	0	0	0	0	0	上古混元石
15	4	6	1	3	3611	401300201	36	1076	450	450	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8737	6500	0	0	0	0	0	0	0	0	0	0	上古混元石
15	4	7	1	3	7111	401300301	36	1076	550	550	550	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13105	12800	0	0	0	0	0	0	0	0	0	0	上古混元石
15	4	8	1	3	14889	401300301	54	1076	650	650	650	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19659	26800	0	0	0	0	0	0	0	0	0	0	上古混元石
15	4	9	1	3	31111	401300301	72	1076	750	750	750	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27522	56000	0	0	0	0	0	0	0	0	0	0	上古混元石
15	5	0	1	3	0	401300101	0	1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	神赐混元石
15	5	1	1	3	56	401300101	2	1076	150	150	150	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2065	100	0	0	0	0	0	0	0	0	0	0	神赐混元石
15	5	2	1	3	144	401300101	6	1076	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4131	260	0	0	0	0	0	0	0	0	0	0	神赐混元石
15	5	3	1	3	378	401300101	18	1076	250	250	250	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6196	680	0	0	0	0	0	0	0	0	0	0	神赐混元石
15	5	4	1	3	1000	401300201	18	1076	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9295	1800	0	0	0	0	0	0	0	0	0	0	神赐混元石
15	5	5	1	3	1944	401300201	27	1076	350	350	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13942	3500	0	0	0	0	0	0	0	0	0	0	神赐混元石
15	5	6	1	3	3611	401300201	36	1076	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20914	6500	0	0	0	0	0	0	0	0	0	0	神赐混元石
15	5	7	1	3	7111	401300301	36	1076	550	550	550	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31371	12800	0	0	0	0	0	0	0	0	0	0	神赐混元石
15	5	8	1	3	14889	401300301	54	1076	750	750	750	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43919	26800	0	0	0	0	0	0	0	0	0	0	神赐混元石
15	5	9	1	3	31111	401300301	72	1076	950	950	950	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61487	56000	0	0	0	0	0	0	0	0	0	0	神赐混元石
16	3	0	1	3	0	401300101	0	1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	虚谷石
16	3	1	1	3	56	401300101	2	1077	50	50	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	100	0	0	0	0	0	0	0	0	0	0	虚谷石
16	3	2	1	3	144	401300101	6	1077	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	260	0	0	0	0	0	0	0	0	0	0	虚谷石
16	3	3	1	3	378	401300101	18	1077	150	150	150	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	680	0	0	0	0	0	0	0	0	0	0	虚谷石
16	3	4	1	3	1000	401300201	18	1077	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768	1800	0	0	0	0	0	0	0	0	0	0	虚谷石
16	3	5	1	3	1944	401300201	27	1077	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1536	3500	0	0	0	0	0	0	0	0	0	0	虚谷石
16	3	6	1	3	3611	401300201	36	1077	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2304	6500	0	0	0	0	0	0	0	0	0	0	虚谷石
16	3	7	1	3	7111	401300301	36	1077	500	500	500	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3456	12800	0	0	0	0	0	0	0	0	0	0	虚谷石
16	3	8	1	3	14889	401300301	54	1077	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5184	26800	0	0	0	0	0	0	0	0	0	0	虚谷石
16	3	9	1	3	31111	401300301	72	1077	700	700	700	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7257	56000	0	0	0	0	0	0	0	0	0	0	虚谷石
16	4	0	1	3	0	401300101	0	1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	上古虚谷石
16	4	1	1	3	56	401300101	2	1077	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	100	0	0	0	0	0	0	0	0	0	0	上古虚谷石
16	4	2	1	3	144	401300101	6	1077	150	150	150	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970	260	0	0	0	0	0	0	0	0	0	0	上古虚谷石
16	4	3	1	3	378	401300101	18	1077	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1941	680	0	0	0	0	0	0	0	0	0	0	上古虚谷石
16	4	4	1	3	1000	401300201	18	1077	250	250	250	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3883	1800	0	0	0	0	0	0	0	0	0	0	上古虚谷石
16	4	5	1	3	1944	401300201	27	1077	350	350	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5824	3500	0	0	0	0	0	0	0	0	0	0	上古虚谷石
16	4	6	1	3	3611	401300201	36	1077	450	450	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8737	6500	0	0	0	0	0	0	0	0	0	0	上古虚谷石
16	4	7	1	3	7111	401300301	36	1077	550	550	550	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13105	12800	0	0	0	0	0	0	0	0	0	0	上古虚谷石
16	4	8	1	3	14889	401300301	54	1077	650	650	650	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19659	26800	0	0	0	0	0	0	0	0	0	0	上古虚谷石
16	4	9	1	3	31111	401300301	72	1077	750	750	750	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27522	56000	0	0	0	0	0	0	0	0	0	0	上古虚谷石
16	5	0	1	3	0	401300101	0	1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	神赐虚谷石
16	5	1	1	3	56	401300101	2	1077	150	150	150	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2065	100	0	0	0	0	0	0	0	0	0	0	神赐虚谷石
16	5	2	1	3	144	401300101	6	1077	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4131	260	0	0	0	0	0	0	0	0	0	0	神赐虚谷石
16	5	3	1	3	378	401300101	18	1077	250	250	250	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6196	680	0	0	0	0	0	0	0	0	0	0	神赐虚谷石
16	5	4	1	3	1000	401300201	18	1077	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9295	1800	0	0	0	0	0	0	0	0	0	0	神赐虚谷石
16	5	5	1	3	1944	401300201	27	1077	350	350	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13942	3500	0	0	0	0	0	0	0	0	0	0	神赐虚谷石
16	5	6	1	3	3611	401300201	36	1077	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20914	6500	0	0	0	0	0	0	0	0	0	0	神赐虚谷石
16	5	7	1	3	7111	401300301	36	1077	550	550	550	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31371	12800	0	0	0	0	0	0	0	0	0	0	神赐虚谷石
16	5	8	1	3	14889	401300301	54	1077	750	750	750	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43919	26800	0	0	0	0	0	0	0	0	0	0	神赐虚谷石
16	5	9	1	3	31111	401300301	72	1077	950	950	950	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61487	56000	0	0	0	0	0	0	0	0	0	0	神赐虚谷石
17	3	0	1	3	0	401300101	0	1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	无双石
17	3	1	1	3	42	401300101	2	1016	100	100	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	75	0	0	0	0	0	0	0	0	0	0	无双石
17	3	2	1	3	111	401300101	6	1016	200	200	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	200	0	0	0	0	0	0	0	0	0	0	无双石
17	3	3	1	3	278	401300101	18	1016	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	500	0	0	0	0	0	0	0	0	0	0	无双石
17	3	4	1	3	722	401300201	18	1016	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768	1300	0	0	0	0	0	0	0	0	0	0	无双石
17	3	5	1	3	1444	401300201	27	1016	600	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1536	2600	0	0	0	0	0	0	0	0	0	0	无双石
17	3	6	1	3	2722	401300201	36	1016	800	800	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2304	4900	0	0	0	0	0	0	0	0	0	0	无双石
17	3	7	1	3	5278	401300301	36	1016	1000	1000	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3456	9500	0	0	0	0	0	0	0	0	0	0	无双石
17	3	8	1	3	11111	401300301	54	1016	1200	1200	1200	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5184	20000	0	0	0	0	0	0	0	0	0	0	无双石
17	3	9	1	3	23333	401300301	72	1016	1400	1400	1400	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7257	42000	0	0	0	0	0	0	0	0	0	0	无双石
17	4	0	1	3	0	401300101	0	1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	上古无双石
17	4	1	1	3	42	401300101	2	1016	300	300	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	75	0	0	0	0	0	0	0	0	0	0	上古无双石
17	4	2	1	3	111	401300101	6	1016	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970	200	0	0	0	0	0	0	0	0	0	0	上古无双石
