地图ID（公共地图ID要少于1000）	有效标志	地图名字	"地图类型(2单人普通历练，3单人精英历练；5001王城，5002新手村,5003夺旗，5004边境；10001MOBA3V3，10002世界BOSS，10003虚空之界，10004特殊虚空之界，10005教院驻地，10006剑池，破境副本10007,观灵阁服务器10012，10013巨兽，10014守望先锋MOBA，10015双路MOBA，10016新世界BOSS,10017盟主争夺战场，10018婚礼地图,10019九层妖塔,10020多人竞技场，10021转生副本,10022城池争夺战,10023神魔古墓，10024离线竞技场，10026武试准备场，10025夫妻副本，10027宝岛地宫,10028师徒副本,10029吃鸡副本,10030仙侣PK准备场,10031仙侣PK擂台，10032跨服吃鸡准备场,10033跨服吃鸡比赛场)"	队伍目标	地图路径	场景流水号（寻路相关，关联total_nav_name表，单人地图随便填个很大的值）	广播区域等级（0范围38.4*28.8，1范围10*10王城特殊处理了，2范围2000*2000，3范围8*8，4范围3*3）	最大横坐标	最大纵坐标	需要的最大人数（有需求的地图这个字段才有处理，攻城战为地图最大人数上限+单方人数上限不能超过该值一半）	需要的最小人数（MOBA检测的是单方人数）	需要的人物等级	需要的修为等级	状态限制ID	个人消耗限制ID	队长消耗限制ID	奖励次数限制ID	扫荡消耗	时间限制ID	复活点	副本超时时间	副本结束后持续时间	掉落ID1	掉落ID2	出生点	成就限制ID	奖励成就ID	副本buff	buff持续时间	"扩展功能，原轻功(0不可用轻功，1是可用轻功，2可以上坐骑，4坐骑可以飞，8经验衰减，16官员buff不生效，32是否可上交通坐骑,64是否根据固定的阵营关系计算PK关系，128灵兽是否出战，256是否允许队伍操作，512地图是否禁止祝福，1024是可用双人交互动作,2048原地复活是否可以加无敌）(只要可用轻功、坐骑可飞行、可上交通坐骑，服务器就不会做位置检测，可开加速)"	副本复活次数（现在只对服务器观灵阁有效）	三星成就（针对于服务器观灵阁生效）	进入地图触发事件（针对单人）	跳转地图读条时间	是否禁止PK（0不禁，1禁止）	阵营平衡阈值	阵营平衡人数差值	"副本进入方式（0个人队伍均可，这种不检测人数，不够就补其他的人或者机器人；1组队才能,组队才能匹配的需要检测人数，只有人数够了之后才能匹配；2个人匹配，只能个人匹配，组队点击的时候只会个人加入匹配队列）"	多少人开始分线，0代表不分线（仅公共地图可用）	异常回跳点	地图战利品等级	副本是否评分（0否，1是）	这个地图结束刷出的篝火NPC(个体ID)	地图最低战力	提升战力buffID	玩家这个副本的助战礼包的奖励id	副本正常跳出点（trans_pointID)	天地异变1天气	天地异变2天气	天地异变3天气	天地异变4天气	天地异变5天气	天地异变6天气	天地异变7天气	天地异变8天气	天地异变9天气	天地异变10天气
8009	1	赤日碑-第9关	2	0	daqingshan.txt	1000	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	1001	600	30	0	0	1001	8	9	0	0	144	5	0	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8010	1	赤日碑-第10关	2	0	daqingshan.txt	1000	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	1001	600	30	0	0	1001	9	10	0	0	144	5	0	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8011	1	卷云碑-第1关	2	0	daqingshan.txt	1000	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	1001	600	30	0	0	1001	10	11	0	0	144	5	0	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	0	6	6	6	6	6	6	6	0	0
8012	1	卷云碑-第2关	2	0	daqingshan.txt	1000	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	1001	600	30	0	0	1001	11	12	0	0	144	5	0	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	0	6	6	6	6	6	6	6	0	0
8013	1	卷云碑-第3关	2	0	daqingshan.txt	1000	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	1001	600	30	0	0	1001	12	13	0	0	144	5	0	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	0	6	6	6	6	6	6	6	0	0
8014	1	卷云碑-第4关	2	0	daqingshan.txt	1000	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	1001	600	30	0	0	1001	13	14	0	0	144	5	0	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	0	6	6	6	6	6	6	6	0	0
8015	1	卷云碑-第5关	2	0	daqingshan.txt	1000	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	1001	600	30	0	0	1001	14	15	0	0	144	5	0	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	0	6	6	6	6	6	6	6	0	0
8016	1	卷云碑-第6关	2	0	daqingshan.txt	1000	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	1001	600	30	0	0	1001	15	16	0	0	144	5	0	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	0	6	6	6	6	6	6	6	0	0
8017	1	卷云碑-第7关	2	0	daqingshan.txt	1000	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	1001	600	30	0	0	1001	16	17	0	0	144	5	0	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	0	6	6	6	6	6	6	6	0	0
8018	1	卷云碑-第8关	2	0	daqingshan.txt	1000	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	1001	600	30	0	0	1001	17	18	0	0	144	5	0	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	0	6	6	6	6	6	6	6	0	0
8019	1	卷云碑-第9关	2	0	daqingshan.txt	1000	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	1001	600	30	0	0	1001	18	19	0	0	144	5	0	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	0	6	6	6	6	6	6	6	0	0
8020	1	卷云碑-第10关	2	0	daqingshan.txt	1000	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	1001	600	30	0	0	1001	19	20	0	0	144	5	0	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	0	6	6	6	6	6	6	6	0	0
8251	1	雪岩碑-第1关	10012	0	f_yunshi.txt	40	1	10000	10000	1	1	1	1	0	30101	0	0	31109	0	825101	600	30	0	0	825101	20	251	0	0	144	5	551	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	0	6	6	6	6	6	6	6	0	0
8252	1	雪岩碑-第2关	10012	0	f_yunshi.txt	40	1	10000	10000	1	1	1	1	0	30101	0	0	31109	0	825201	600	30	0	0	825201	251	252	0	0	144	5	552	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	0	6	6	6	6	6	6	6	0	0
8253	1	雪岩碑-第3关	10012	0	f_yunshi.txt	40	1	10000	10000	1	1	1	1	0	30101	0	0	31109	0	825301	600	30	0	0	825301	252	253	0	0	144	5	553	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	0	6	6	6	6	6	6	6	0	0
8254	1	雪岩碑-第4关	10012	0	f_yunshi.txt	40	1	10000	10000	1	1	1	1	0	30101	0	0	31109	0	825401	600	30	0	0	825401	253	254	0	0	144	5	554	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	0	6	6	6	6	6	6	6	0	0
8255	1	雪岩碑-第5关	10012	0	f_yunshi.txt	40	1	10000	10000	1	1	1	1	0	30101	0	0	31109	0	825501	600	30	0	0	825501	254	255	0	0	144	5	555	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	0	6	6	6	6	6	6	6	0	0
8256	1	雪岩碑-第6关	10012	0	f_yunshi.txt	40	1	10000	10000	1	1	1	1	0	30101	0	0	31109	0	825601	600	30	0	0	825601	255	256	0	0	144	5	556	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	0	6	6	6	6	6	6	6	0	0
8257	1	雪岩碑-第7关	10012	0	f_yunshi.txt	40	1	10000	10000	1	1	1	1	0	30101	0	0	31109	0	825701	600	30	0	0	825701	256	257	0	0	144	5	557	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	0	6	6	6	6	6	6	6	0	0
8258	1	雪岩碑-第8关	10012	0	f_yunshi.txt	40	1	10000	10000	1	1	1	1	0	30101	0	0	31109	0	825801	600	30	0	0	825801	257	258	0	0	144	5	558	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	0	6	6	6	6	6	6	6	0	0
8259	1	雪岩碑-第9关	10012	0	f_yunshi.txt	40	1	10000	10000	1	1	1	1	0	30101	0	0	31109	0	825901	600	30	0	0	825901	258	259	0	0	144	5	559	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	0	6	6	6	6	6	6	6	0	0
8260	1	雪岩碑-第10关	10012	0	f_yunshi.txt	40	1	10000	10000	1	1	1	1	0	30101	0	0	31109	0	826001	600	30	0	0	826001	259	260	0	0	144	5	560	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	0	6	6	6	6	6	6	6	0	0
8021	1	南枝碑-第1关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	802101	600	30	0	0	802101	260	21	0	0	144	5	321	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	1	0	6	6	6	6	6	6	0	0
8022	1	南枝碑-第2关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	802201	600	30	0	0	802201	21	22	0	0	144	5	322	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	1	0	6	6	6	6	6	6	0	0
8023	1	南枝碑-第3关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	802301	600	30	0	0	802301	22	23	0	0	144	5	323	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	1	0	6	6	6	6	6	6	0	0
8024	1	南枝碑-第4关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	802401	600	30	0	0	802401	23	24	0	0	144	5	324	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	2	0	6	6	6	6	6	6	0	0
8025	1	南枝碑-第5关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	802501	600	30	0	0	802501	24	25	0	0	144	5	325	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	2	0	6	6	6	6	6	6	0	0
8026	1	南枝碑-第6关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	802601	600	30	0	0	802601	25	26	0	0	144	5	326	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	2	0	6	6	6	6	6	6	0	0
8027	1	南枝碑-第7关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	802701	600	30	0	0	802701	26	27	0	0	144	5	327	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	3	0	6	6	6	6	6	6	0	0
8028	1	南枝碑-第8关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	802801	600	30	0	0	802801	27	28	0	0	144	5	328	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	3	0	6	6	6	6	6	6	0	0
8029	1	南枝碑-第9关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	802901	600	30	0	0	802901	28	29	0	0	144	5	329	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	3	0	6	6	6	6	6	6	0	0
8030	1	南枝碑-第10关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	803001	600	30	0	0	803001	29	30	0	0	144	5	330	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	4	0	6	6	6	6	6	6	0	0
8031	1	跃林碑-第1关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	803101	600	30	0	0	803101	30	31	0	0	144	5	331	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	4	0	6	6	6	6	6	6	0	0
8032	1	跃林碑-第2关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	803201	600	30	0	0	803201	31	32	0	0	144	5	332	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	4	0	6	6	6	6	6	6	0	0
8033	1	跃林碑-第3关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	803301	600	30	0	0	803301	32	33	0	0	144	5	333	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	5	0	6	6	6	6	6	6	0	0
8034	1	跃林碑-第4关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	803401	600	30	0	0	803401	33	34	0	0	144	5	334	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	5	0	6	6	6	6	6	6	0	0
8035	1	跃林碑-第5关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	803501	600	30	0	0	803501	34	35	0	0	144	5	335	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	5	0	6	6	6	6	6	6	0	0
8036	1	跃林碑-第6关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	803601	600	30	0	0	803601	35	36	0	0	144	5	336	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	9	0	6	6	6	6	6	6	0	0
8037	1	跃林碑-第7关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	803701	600	30	0	0	803701	36	37	0	0	144	5	337	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	9	0	6	6	6	6	6	6	0	0
8038	1	跃林碑-第8关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	803801	600	30	0	0	803801	36	38	0	0	144	5	338	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	9	0	6	6	6	6	6	6	0	0
8039	1	跃林碑-第9关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	803901	600	30	0	0	803901	38	39	0	0	144	5	339	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	10	0	6	6	6	6	6	6	0	0
8040	1	跃林碑-第10关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30101	0	0	31101	0	804001	600	30	0	0	804001	38	40	0	0	144	5	340	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	10	0	6	6	6	6	6	6	0	0
8041	1	闻言碑-第1关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30104	0	0	31103	0	804101	600	30	0	0	804101	40	41	0	0	144	5	341	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	10	0	6	6	6	6	6	6	0	0
8042	1	闻言碑-第2关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30104	0	0	31103	0	804201	600	30	0	0	804201	41	42	0	0	144	5	342	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	12	0	6	6	6	6	6	6	0	0
8043	1	闻言碑-第3关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30104	0	0	31103	0	804301	600	30	0	0	804301	42	43	0	0	144	5	343	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	12	0	6	6	6	6	6	6	0	0
8044	1	闻言碑-第4关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30104	0	0	31103	0	804401	600	30	0	0	804401	43	44	0	0	144	5	344	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	12	0	6	6	6	6	6	6	0	0
8045	1	闻言碑-第5关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30104	0	0	31103	0	804501	600	30	0	0	804501	44	45	0	0	144	5	345	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	13	0	6	6	6	6	6	6	0	0
8046	1	闻言碑-第6关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30104	0	0	31103	0	804601	600	30	0	0	804601	45	46	0	0	144	5	346	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	13	0	6	6	6	6	6	6	0	0
8047	1	闻言碑-第7关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30104	0	0	31103	0	804701	600	30	0	0	804701	46	47	0	0	144	5	347	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	13	0	6	6	6	6	6	6	0	0
8048	1	闻言碑-第8关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30104	0	0	31103	0	804801	600	30	0	0	804801	47	48	0	0	144	5	348	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	14	0	6	6	6	6	6	6	0	0
8049	1	闻言碑-第9关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30104	0	0	31103	0	804901	600	30	0	0	804901	48	49	0	0	144	5	349	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	14	0	6	6	6	6	6	6	0	0
8050	1	闻言碑-第10关	10012	0	f_dixiacheng.txt	24	1	10000	10000	1	1	1	1	0	30104	0	0	31103	0	805001	600	30	0	0	805001	49	50	0	0	144	5	350	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	14	0	6	6	6	6	6	6	0	0
8051	1	西辰碑-第1关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30105	0	0	31104	0	805101	600	30	0	0	805101	50	51	0	0	144	5	351	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	15	1	0	6	6	6	6	6	0	0
8052	1	西辰碑-第2关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30105	0	0	31104	0	805201	600	30	0	0	805201	51	52	0	0	144	5	352	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	15	1	0	6	6	6	6	6	0	0
8053	1	西辰碑-第3关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30105	0	0	31104	0	805301	600	30	0	0	805301	52	53	0	0	144	5	353	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	15	1	0	6	6	6	6	6	0	0
8054	1	西辰碑-第4关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30105	0	0	31104	0	805401	600	30	0	0	805401	53	54	0	0	144	5	354	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	16	2	0	6	6	6	6	6	0	0
8055	1	西辰碑-第5关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30105	0	0	31104	0	805501	600	30	0	0	805501	54	55	0	0	144	5	355	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	16	2	0	6	6	6	6	6	0	0
8056	1	西辰碑-第6关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30105	0	0	31104	0	805601	600	30	0	0	805601	55	56	0	0	144	5	356	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	16	2	0	6	6	6	6	6	0	0
8057	1	西辰碑-第7关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30105	0	0	31104	0	805701	600	30	0	0	805701	56	57	0	0	144	5	357	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	17	3	0	6	6	6	6	6	0	0
8058	1	西辰碑-第8关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30105	0	0	31104	0	805801	600	30	0	0	805801	57	58	0	0	144	5	358	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	17	3	0	6	6	6	6	6	0	0
8059	1	西辰碑-第9关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30105	0	0	31104	0	805901	600	30	0	0	805901	58	59	0	0	144	5	359	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	17	3	0	6	6	6	6	6	0	0
8060	1	西辰碑-第10关	10012	0	f_xuedi.txt	25	1	10000	10000	1	1	1	1	0	30105	0	0	31104	0	806001	600	30	0	0	806001	59	60	0	0	144	5	360	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	18	4	0	6	6	6	6	6	0	0
8061	1	听雨碑-第1关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30105	0	0	31104	0	806101	600	30	0	0	806101	60	61	0	0	144	5	361	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	18	4	0	6	6	6	6	6	0	0
8062	1	听雨碑-第2关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30105	0	0	31104	0	806201	600	30	0	0	806201	61	62	0	0	144	5	362	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	18	4	0	6	6	6	6	6	0	0
8063	1	听雨碑-第3关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30105	0	0	31104	0	806301	600	30	0	0	806301	62	63	0	0	144	5	363	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	19	5	0	6	6	6	6	6	0	0
8064	1	听雨碑-第4关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30105	0	0	31104	0	806401	600	30	0	0	806401	63	64	0	0	144	5	364	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	19	5	0	6	6	6	6	6	0	0
8065	1	听雨碑-第5关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30105	0	0	31104	0	806501	600	30	0	0	806501	64	65	0	0	144	5	365	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	19	5	0	6	6	6	6	6	0	0
8066	1	听雨碑-第6关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30105	0	0	31104	0	806601	600	30	0	0	806601	65	66	0	0	144	5	366	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	20	9	0	6	6	6	6	6	0	0
8067	1	听雨碑-第7关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30105	0	0	31104	0	806701	600	30	0	0	806701	66	67	0	0	144	5	367	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	20	9	0	6	6	6	6	6	0	0
8068	1	听雨碑-第8关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30105	0	0	31104	0	806801	600	30	0	0	806801	67	68	0	0	144	5	368	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	20	9	0	6	6	6	6	6	0	0
8069	1	听雨碑-第9关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30105	0	0	31104	0	806901	600	30	0	0	806901	68	69	0	0	144	5	369	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	21	10	0	6	6	6	6	6	0	0
8070	1	听雨碑-第10关	10012	0	f_baoku.txt	27	1	10000	10000	1	1	1	1	0	30105	0	0	31104	0	807001	600	30	0	0	807001	69	70	0	0	144	5	370	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	21	10	0	6	6	6	6	6	0	0
8071	1	烟暖碑-第1关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30106	0	0	31105	0	807101	600	30	0	0	807101	70	71	0	0	144	5	371	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	21	10	0	6	6	6	6	6	0	0
8072	1	烟暖碑-第2关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30106	0	0	31105	0	807201	600	30	0	0	807201	71	72	0	0	144	5	372	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	22	12	0	6	6	6	6	6	0	0
8073	1	烟暖碑-第3关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30106	0	0	31105	0	807301	600	30	0	0	807301	72	73	0	0	144	5	373	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	22	12	0	6	6	6	6	6	0	0
8074	1	烟暖碑-第4关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30106	0	0	31105	0	807401	600	30	0	0	807401	73	74	0	0	144	5	374	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	22	12	0	6	6	6	6	6	0	0
8075	1	烟暖碑-第5关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30106	0	0	31105	0	807501	600	30	0	0	807501	74	75	0	0	144	5	375	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	23	13	0	6	6	6	6	6	0	0
8076	1	烟暖碑-第6关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30106	0	0	31105	0	807601	600	30	0	0	807601	75	76	0	0	144	5	376	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	23	13	0	6	6	6	6	6	0	0
8077	1	烟暖碑-第7关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30106	0	0	31105	0	807701	600	30	0	0	807701	76	77	0	0	144	5	377	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	23	13	0	6	6	6	6	6	0	0
8078	1	烟暖碑-第8关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30106	0	0	31105	0	807801	600	30	0	0	807801	77	78	0	0	144	5	378	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	14	0	6	6	6	6	6	0	0
8079	1	烟暖碑-第9关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30106	0	0	31105	0	807901	600	30	0	0	807901	78	79	0	0	144	5	379	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	14	0	6	6	6	6	6	0	0
8080	1	烟暖碑-第10关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30106	0	0	31105	0	808001	600	30	0	0	808001	79	80	0	0	144	5	380	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	14	0	6	6	6	6	6	0	0
8081	1	白山碑-第1关	10012	0	f_zhouling.txt	16	1	10000	10000	1	1	1	1	0	30107	0	0	31106	0	808101	600	30	0	0	808101	80	81	0	0	144	5	381	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	15	1	0	6	6	6	6	0	0
8082	1	白山碑-第2关	10012	0	f_zhouling.txt	16	1	10000	10000	1	1	1	1	0	30107	0	0	31106	0	808201	600	30	0	0	808201	81	82	0	0	144	5	382	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	15	1	0	6	6	6	6	0	0
8083	1	白山碑-第3关	10012	0	f_zhouling.txt	16	1	10000	10000	1	1	1	1	0	30107	0	0	31106	0	808301	600	30	0	0	808301	82	83	0	0	144	5	383	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	15	1	0	6	6	6	6	0	0
8084	1	白山碑-第4关	10012	0	f_zhouling.txt	16	1	10000	10000	1	1	1	1	0	30107	0	0	31106	0	808401	600	30	0	0	808401	83	84	0	0	144	5	384	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	16	2	0	6	6	6	6	0	0
8085	1	白山碑-第5关	10012	0	f_zhouling.txt	16	1	10000	10000	1	1	1	1	0	30107	0	0	31106	0	808501	600	30	0	0	808501	84	85	0	0	144	5	385	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	16	2	0	6	6	6	6	0	0
8086	1	白山碑-第6关	10012	0	f_zhouling.txt	16	1	10000	10000	1	1	1	1	0	30107	0	0	31106	0	808601	600	30	0	0	808601	85	86	0	0	144	5	386	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	16	2	0	6	6	6	6	0	0
