奖励ID（抽奖表要保持连贯性，中间不要出现有效值为0或者中断跳字的情况，活动ID参数不是主键，要注意参数ID不同的奖励ID不能相同——会导致前面参数的数据被服务器读取跳过，最多到256）	所属境界	抽奖档次(4幸运抽奖，该表不用1、2、3，幸运抽奖专用)	有效标志	活动ID参数	出现几率（低价档）	出现几率（中价档随机3个）	出现几率（高价档随机1个）	获得几率	第1次重抽	第2~5次重抽	第6次及以上重抽	奖励类型（1货币，2道具）	奖励物品ID(货币枚举：1感悟，2军功，3威望，4荣誉，5贡献，6体力，7神识，8学分，200经验,201星辉，202金币，203绑金，204元宝，205绑元)	奖励数量	奖励倍数	奖励参数	触发事件	最多出现次数（注意这个次数是低、中、高三档共用的，如果某个东西三档里都有，而次数都出现在低价档里了，那另外两档就都随不到他了）	状态限制	是否广播	时间限制（时间限制ID，主要和活动关联决定这个玩家能不能出现在奖池里的）	是否高价值（大于0有特效，大于2在奖池中显示，数值越大则排序越靠前）	次数限制ID	底图颜色
19	19	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	20	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	21	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	22	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	23	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	24	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
19	25	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	0	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	1	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	2	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	3	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	4	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	5	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	6	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	7	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	8	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	9	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	10	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	11	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	12	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	13	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	14	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	15	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	16	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	17	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	18	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	19	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	20	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	21	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	22	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	23	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	24	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
20	25	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	0	0	0	0	3
21	0	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	1	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	2	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	3	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	4	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	5	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	6	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	7	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	8	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	9	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	10	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	11	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	12	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	13	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	14	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	15	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	16	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	17	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	18	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	19	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	20	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	21	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	22	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	23	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	24	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
21	25	4	1	1	0	0	0	0	0	0	0	2	400400100	1	1	0	0	1	0	1	0	2	0	6
