#道藏成长ID	valid 	#成长阶段名称	#每阶段成长需要经验	#每阶段突破需要等级	#每阶段成长需要道具ID	#每阶段成长道具数量	#每阶段成长增加属性类型	#每阶段增加属性数量	#每阶段成长增加属性类型	#每阶段增加属性数量	#每阶段成长增加伙伴属性类型	#每阶段增加伙伴属性数量	#每阶段成长增加伙伴属性类型	#每阶段增加伙伴属性数量
[K][C][S]grow_id	0	[C][S]grow_name	[C][S]grow_exprience	[C][S]grow_level	[C][S]grow_item_id	[C][S]grow_item_num	[C][S]add_attr_type1	[C][S]add_attr_num1	[C][S]add_attr_type2 	[C][S]add_attr_num2	[C][S]add_attr_type_parterner1	[C][S]add_attr_num_parterner1	[C][S]add_attr_type_parterner2	[C][S]add_attr_num_parterner2
11005009	1	洞玄·初境	3480	1	300200101	29	0	0	0	0	68	1625	71	1625
11005010	1	洞玄·中境	3540	1	300200101	29	0	0	0	0	68	1690	71	1690
11005011	1	洞玄·上境	3600	1	300200101	30	0	0	0	0	68	1755	71	1755
11005012	1	洞玄·圆满	-1	1	300200101	-1	0	0	0	0	68	1820	71	1820
12001001	1	洞真·初境	120	1	300200101	1	72	200	0	0	72	200	0	0
12001002	1	洞真·中境	180	1	300200101	1	72	400	0	0	72	400	0	0
12001003	1	洞真·上境	240	1	300200101	2	72	600	0	0	72	600	0	0
12001004	1	洞真·圆满	300	1	300200101	2	72	800	0	0	72	800	0	0
12001005	1	洞神·初境	360	1	300200101	3	72	1000	0	0	72	1000	0	0
12001006	1	洞神·中境	420	1	300200101	3	72	1300	0	0	72	1300	0	0
12001007	1	洞神·上境	480	1	300200101	4	72	1600	0	0	72	1600	0	0
12001008	1	洞神·圆满	540	1	300200101	4	72	1900	0	0	72	1900	0	0
12001009	1	洞玄·初境	600	1	300200101	5	72	2200	0	0	72	2200	0	0
12001010	1	洞玄·中境	660	1	300200101	5	72	2500	0	0	72	2500	0	0
12001011	1	洞玄·上境	720	1	300200101	6	72	3000	0	0	72	3000	0	0
12001012	1	洞玄·圆满	780	1	300200101	6	72	3500	0	0	72	3500	0	0
12002001	1	洞真·初境	840	1	300200101	7	72	4000	0	0	72	4000	0	0
12002002	1	洞真·中境	900	1	300200101	7	72	4500	0	0	72	4500	0	0
12002003	1	洞真·上境	960	1	300200101	8	72	5000	0	0	72	5000	0	0
12002004	1	洞真·圆满	1020	1	300200101	8	72	5500	0	0	72	5500	0	0
12002005	1	洞神·初境	1080	1	300200101	9	72	6000	0	0	72	6000	0	0
12002006	1	洞神·中境	1140	1	300200101	9	72	6500	0	0	72	6500	0	0
12002007	1	洞神·上境	1200	1	300200101	10	72	7000	0	0	72	7000	0	0
12002008	1	洞神·圆满	1260	1	300200101	10	72	7500	0	0	72	7500	0	0
12002009	1	洞玄·初境	1320	1	300200101	11	72	8000	0	0	72	8000	0	0
12002010	1	洞玄·中境	1380	1	300200101	11	72	8500	0	0	72	8500	0	0
12002011	1	洞玄·上境	1440	1	300200101	12	72	9000	0	0	72	9000	0	0
12002012	1	洞玄·圆满	1500	1	300200101	12	72	9500	0	0	72	9500	0	0
12003001	1	洞真·初境	1560	1	300200101	13	72	10000	0	0	72	10000	0	0
12003002	1	洞真·中境	1620	1	300200101	13	72	11000	0	0	72	11000	0	0
12003003	1	洞真·上境	1680	1	300200101	14	72	12000	0	0	72	12000	0	0
12003004	1	洞真·圆满	1740	1	300200101	14	72	13000	0	0	72	13000	0	0
12003005	1	洞神·初境	1800	1	300200101	15	72	14000	0	0	72	14000	0	0
12003006	1	洞神·中境	1860	1	300200101	15	72	15000	0	0	72	15000	0	0
12003007	1	洞神·上境	1920	1	300200101	16	72	16000	0	0	72	16000	0	0
12003008	1	洞神·圆满	1980	1	300200101	16	72	17000	0	0	72	17000	0	0
12003009	1	洞玄·初境	2040	1	300200101	17	72	18000	0	0	72	18000	0	0
12003010	1	洞玄·中境	2100	1	300200101	17	72	19000	0	0	72	19000	0	0
12003011	1	洞玄·上境	2160	1	300200101	18	72	20000	0	0	72	20000	0	0
12003012	1	洞玄·圆满	2220	1	300200101	18	72	21500	0	0	72	21500	0	0
12004001	1	洞真·初境	2280	1	300200101	19	72	23000	0	0	72	23000	0	0
12004002	1	洞真·中境	2340	1	300200101	19	72	24500	0	0	72	24500	0	0
12004003	1	洞真·上境	2400	1	300200101	20	72	26000	0	0	72	26000	0	0
12004004	1	洞真·圆满	2460	1	300200101	20	72	27500	0	0	72	27500	0	0
12004005	1	洞神·初境	2520	1	300200101	21	72	29500	0	0	72	29500	0	0
12004006	1	洞神·中境	2580	1	300200101	21	72	31500	0	0	72	31500	0	0
12004007	1	洞神·上境	2640	1	300200101	22	72	33500	0	0	72	33500	0	0
12004008	1	洞神·圆满	2700	1	300200101	22	72	35500	0	0	72	35500	0	0
12004009	1	洞玄·初境	2760	1	300200101	23	72	37500	0	0	72	37500	0	0
12004010	1	洞玄·中境	2820	1	300200101	23	72	40000	0	0	72	40000	0	0
12004011	1	洞玄·上境	2880	1	300200101	24	72	42500	0	0	72	42500	0	0
12004012	1	洞玄·圆满	2940	1	300200101	24	72	45000	0	0	72	45000	0	0
12005001	1	洞真·初境	3000	1	300200101	25	72	47500	0	0	72	47500	0	0
12005002	1	洞真·中境	3060	1	300200101	25	72	50000	0	0	72	50000	0	0
12005003	1	洞真·上境	3120	1	300200101	26	72	55000	0	0	72	55000	0	0
12005004	1	洞真·圆满	3180	1	300200101	26	72	60000	0	0	72	60000	0	0
12005005	1	洞神·初境	3240	1	300200101	27	72	65000	0	0	72	65000	0	0
12005006	1	洞神·中境	3300	1	300200101	27	72	70000	0	0	72	70000	0	0
12005007	1	洞神·上境	3360	1	300200101	28	72	75000	0	0	72	75000	0	0
12005008	1	洞神·圆满	3420	1	300200101	28	72	80000	0	0	72	80000	0	0
12005009	1	洞玄·初境	3480	1	300200101	29	72	85000	0	0	72	85000	0	0
12005010	1	洞玄·中境	3540	1	300200101	29	72	90000	0	0	72	90000	0	0
12005011	1	洞玄·上境	3600	1	300200101	30	72	95000	0	0	72	95000	0	0
12005012	1	洞玄·圆满	-1	1	300200101	-1	72	100000	0	0	72	100000	0	0
