强化规则ID(1位颜色，1位类型，2位部位<0武器，1衣服，2腰带，3裤子，4手套，5项链，6戒指，7徽章，8头盔，9鞋子>，1位流水)	有效标志	强化等级	等级限制	消耗货币类型(0不耗货币，200经验，201修为，202金币，203绑金，204元宝，205绑元)<填0的时候，不会扣除货币，但仍然会根据消耗货币数量字段去做累积积分的计算，以便做强化继承>	消耗货币数量<同时也是计算继承时需要用的累积积分>	消耗道具ID	消耗道具数量	提升比例系数(万分比)	剑客提升固定值1	剑客提升固定值2	剑客提升固定值3	御灵提升固定值4	御灵提升固定值5	御灵提升固定值6	刀客提升固定值7	刀客提升固定值8	刀客提升固定值9	弓手提升固定值10	弓手提升固定值11	弓手提升固定值12	强化成功率	成功率增量	强化暴击率	强化激活主键	强化激活副键	增加战力值	基础概率作假系数1	基础概率作假系数2	基础概率作假系数3	基础概率作假系数4	基础概率作假系数5	基础概率作假系数6	基础概率作假系数7	基础概率作假系数8	基础概率作假系数9	基础概率作假系数10	失败加成作假系数1	失败加成作假系数2	失败加成作假系数3	失败加成作假系数4	失败加成作假系数5	失败加成作假系数6	失败加成作假系数7	失败加成作假系数8	失败加成作假系数9	失败加成作假系数10	必成积分阈值	下级激活属性显示(如果不是-1，要配置强化激活显示的下级等级) 
10050	1	85	5170	203	250000	400400104	3	51000	2191	0	0	2191	0	0	2191	0	0	2191	0	0	8000	1000	0	0	0	39829	0	0	0	0	0	0	2000	8000	10000	10000	50000	50000	50000	50000	50000	50000	42000	18000	10000	10000	1000	-1
10050	1	86	5170	203	260000	400400104	3	51600	2282	0	0	2282	0	0	2282	0	0	2282	0	0	7000	1000	0	0	0	42572	0	0	0	0	0	0	2000	8000	10000	10000	33333	33333	33333	33333	33333	33333	28667	14667	10000	10000	1000	-1
10050	1	87	5170	203	270000	400400104	3	52200	2372	0	0	2372	0	0	2372	0	0	2372	0	0	7000	1000	0	0	0	45315	0	0	0	0	0	0	2000	8000	10000	10000	33333	33333	33333	33333	33333	33333	28667	14667	10000	10000	1000	-1
10050	1	88	5170	203	270000	400400104	3	52800	2462	0	0	2462	0	0	2462	0	0	2462	0	0	6000	1000	0	0	0	48058	0	0	0	0	0	0	2000	8000	10000	10000	25000	25000	25000	25000	25000	25000	22000	13000	10000	10000	2000	-1
10050	1	89	5170	203	280000	400400104	3	53400	2553	0	0	2553	0	0	2553	0	0	2553	0	0	6000	1000	0	0	0	50801	0	0	0	0	0	0	2000	8000	10000	10000	25000	25000	25000	25000	25000	25000	22000	13000	10000	10000	2000	-1
10050	1	90	6180	203	280000	400400104	3	54000	2643	0	0	2643	0	0	2643	0	0	2643	0	0	5000	1000	0	0	0	53544	0	0	0	0	0	0	0	6000	10000	10000	20000	20000	20000	20000	20000	20000	20000	14000	10000	10000	2000	-1
10050	1	91	6180	203	290000	400400104	3	54600	2775	0	0	2775	0	0	2775	0	0	2775	0	0	5000	1000	0	0	0	59028	0	0	0	0	0	0	0	6000	10000	10000	20000	20000	20000	20000	20000	20000	20000	14000	10000	10000	2000	-1
10050	1	92	6180	203	300000	400400104	3	55200	2907	0	0	2907	0	0	2907	0	0	2907	0	0	4000	1000	0	0	0	64512	0	0	0	0	0	0	0	6000	10000	10000	16667	16667	16667	16667	16667	16667	16667	12667	10000	10000	2000	-1
10050	1	93	6180	203	300000	400400104	3	55800	3039	0	0	3039	0	0	3039	0	0	3039	0	0	4000	1000	0	0	0	69997	0	0	0	0	0	0	0	6000	10000	10000	16667	16667	16667	16667	16667	16667	16667	12667	10000	10000	2000	-1
10050	1	94	6180	203	310000	400400104	3	56400	3171	0	0	3171	0	0	3171	0	0	3171	0	0	3000	1000	0	0	0	75481	0	0	0	0	0	0	0	6000	10000	10000	14286	14286	14286	14286	14286	14286	14286	11714	10000	10000	2000	-1
10050	1	95	6190	203	310000	400400104	3	57000	3303	0	0	3303	0	0	3303	0	0	3303	0	0	3000	1000	0	0	0	80966	0	0	0	0	0	0	0	2000	8000	10000	14286	14286	14286	14286	14286	14286	14286	13429	10857	10000	2000	-1
10050	1	96	6190	203	320000	400400104	3	57600	3435	0	0	3435	0	0	3435	0	0	3435	0	0	2500	1000	0	0	0	86450	0	0	0	0	0	0	0	2000	8000	10000	12500	12500	12500	12500	12500	12500	12500	11875	10000	10000	3000	-1
10050	1	97	6190	203	330000	400400104	3	58200	3567	0	0	3567	0	0	3567	0	0	3567	0	0	2500	1000	0	0	0	91934	0	0	0	0	0	0	0	2000	8000	10000	12500	12500	12500	12500	12500	12500	12500	11875	10000	10000	3000	-1
10050	1	98	6190	203	330000	400400104	3	58800	3699	0	0	3699	0	0	3699	0	0	3699	0	0	2000	1000	0	0	0	97419	0	0	0	0	0	0	0	2000	8000	10000	12500	12500	12500	12500	12500	12500	12500	12000	10500	10000	3000	-1
10050	1	99	6190	203	340000	400400104	3	59400	3831	0	0	3831	0	0	3831	0	0	3831	0	0	2000	1000	0	0	0	102903	0	0	0	0	0	0	0	2000	8000	10000	12500	12500	12500	12500	12500	12500	12500	12000	10500	10000	3000	-1
10050	1	100	-1	0	340000	0	0	60000	3963	0	0	3963	0	0	3963	0	0	3963	0	0	0	1000	0	0	0	108387	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10060	1	0	10	203	450	400400100	3	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10060	1	1	10	203	680	400400100	3	600	11	0	0	11	0	0	11	0	0	11	0	0	10000	1000	0	0	0	23	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10060	1	2	10	203	900	400400100	3	1200	23	0	0	23	0	0	23	0	0	23	0	0	10000	1000	0	0	0	47	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	3	10	203	1100	400400100	3	1800	35	0	0	35	0	0	35	0	0	35	0	0	10000	1000	0	0	0	70	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	4	10	203	1400	400400100	3	2400	46	0	0	46	0	0	46	0	0	46	0	0	10000	1000	0	0	0	93	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	5	40	203	1600	400400100	3	3000	58	0	0	58	0	0	58	0	0	58	0	0	9000	1000	0	0	0	117	10000	10000	15000	20000	20000	20000	20000	20000	20000	20000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	6	40	203	1800	400400100	3	3600	70	0	0	70	0	0	70	0	0	70	0	0	8500	1000	0	0	0	150	10000	10000	15000	20000	20000	20000	20000	20000	20000	20000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	7	40	203	2000	400400100	3	4200	81	0	0	81	0	0	81	0	0	81	0	0	8500	1000	0	0	0	182	10000	10000	15000	20000	20000	20000	20000	20000	20000	20000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	8	40	203	2300	400400100	3	4800	93	0	0	93	0	0	93	0	0	93	0	0	8000	1000	0	0	0	215	10000	10000	15000	20000	20000	20000	20000	20000	20000	20000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	9	40	203	2500	400400100	3	5400	105	0	0	105	0	0	105	0	0	105	0	0	8000	1000	0	0	0	248	10000	10000	15000	20000	20000	20000	20000	20000	20000	20000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	10	40	203	2600	400400100	3	6000	116	0	0	116	0	0	116	0	0	116	0	0	7500	1000	0	0	0	281	10000	10000	15000	20000	20000	20000	20000	20000	20000	20000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	11	40	203	3800	400400100	3	6600	128	0	0	128	0	0	128	0	0	128	0	0	7500	1000	0	0	0	321	10000	10000	15000	20000	20000	20000	20000	20000	20000	20000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	12	40	203	4900	400400100	3	7200	140	0	0	140	0	0	140	0	0	140	0	0	7000	1000	0	0	0	362	10000	10000	15000	20000	20000	20000	20000	20000	20000	20000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	13	40	203	6000	400400100	3	7800	151	0	0	151	0	0	151	0	0	151	0	0	7000	1000	0	0	0	402	10000	10000	15000	20000	20000	20000	20000	20000	20000	20000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	14	40	203	7100	400400100	3	8400	163	0	0	163	0	0	163	0	0	163	0	0	6000	1000	0	0	0	443	10000	10000	15000	20000	20000	20000	20000	20000	20000	20000	10000	10000	2500	10000	10000	10000	10000	10000	10000	10000	2000	-1
10060	1	15	40	203	8300	400400100	3	9000	175	0	0	175	0	0	175	0	0	175	0	0	6000	1000	0	0	0	484	8000	10000	10000	15000	20000	20000	20000	20000	20000	20000	13000	10000	10000	2500	10000	10000	10000	10000	10000	10000	2000	-1
10060	1	16	40	203	9400	400400100	3	9600	186	0	0	186	0	0	186	0	0	186	0	0	5000	1000	0	0	0	524	8000	10000	10000	15000	20000	20000	20000	20000	20000	20000	12000	10000	10000	5000	10000	10000	10000	10000	10000	10000	2000	-1
10060	1	17	40	203	11000	400400100	3	10200	198	0	0	198	0	0	198	0	0	198	0	0	5000	1000	0	0	0	565	8000	10000	10000	15000	20000	20000	20000	20000	20000	20000	12000	10000	10000	5000	10000	10000	10000	10000	10000	10000	2000	-1
10060	1	18	40	203	12000	400400100	3	10800	210	0	0	210	0	0	210	0	0	210	0	0	4000	1000	0	0	0	606	8000	10000	10000	15000	20000	20000	20000	20000	20000	20000	11333	10000	10000	6667	3333	3333	3333	3333	3333	3333	2000	-1
10060	1	19	40	203	13000	400400100	3	11400	221	0	0	221	0	0	221	0	0	221	0	0	4000	1000	0	0	0	646	8000	10000	10000	15000	20000	20000	20000	20000	20000	20000	11333	10000	10000	6667	3333	3333	3333	3333	3333	3333	2000	-1
10060	1	20	40	203	14000	400400101	3	12000	233	0	0	233	0	0	233	0	0	233	0	0	10000	1000	0	0	0	687	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10060	1	21	40	203	14000	400400101	3	12600	248	0	0	248	0	0	248	0	0	248	0	0	10000	1000	0	0	0	756	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10060	1	22	40	203	15000	400400101	3	13200	264	0	0	264	0	0	264	0	0	264	0	0	9000	1000	0	0	0	824	6000	10000	10000	15000	20000	20000	20000	20000	20000	20000	46000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	23	40	203	16000	400400101	3	13800	279	0	0	279	0	0	279	0	0	279	0	0	9000	1000	0	0	0	893	6000	10000	10000	15000	20000	20000	20000	20000	20000	20000	46000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	24	40	203	17000	400400101	3	14400	294	0	0	294	0	0	294	0	0	294	0	0	8000	1000	0	0	0	961	6000	10000	10000	15000	20000	20000	20000	20000	20000	20000	26000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	25	50	203	17000	400400101	3	15000	310	0	0	310	0	0	310	0	0	310	0	0	8000	1000	0	0	0	1030	2000	8000	10000	10000	15000	20000	20000	20000	20000	20000	42000	18000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	26	50	203	18000	400400101	3	15600	325	0	0	325	0	0	325	0	0	325	0	0	7000	1000	0	0	0	1098	2000	8000	10000	10000	15000	20000	20000	20000	20000	20000	28667	14667	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	27	50	203	19000	400400101	3	16200	340	0	0	340	0	0	340	0	0	340	0	0	7000	1000	0	0	0	1167	2000	8000	10000	10000	15000	20000	20000	20000	20000	20000	28667	14667	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	28	50	203	20000	400400101	3	16800	356	0	0	356	0	0	356	0	0	356	0	0	6000	1000	0	0	0	1235	2000	8000	10000	10000	15000	20000	20000	20000	20000	20000	22000	13000	10000	10000	2500	10000	10000	10000	10000	10000	2000	-1
10060	1	29	50	203	20000	400400101	3	17400	371	0	0	371	0	0	371	0	0	371	0	0	6000	1000	0	0	0	1304	2000	8000	10000	10000	15000	20000	20000	20000	20000	20000	22000	13000	10000	10000	2500	10000	10000	10000	10000	10000	2000	-1
10060	1	30	60	203	22000	400400101	3	18000	386	0	0	386	0	0	386	0	0	386	0	0	5000	1000	0	0	0	1372	0	6000	10000	10000	15000	20000	20000	20000	20000	20000	20000	14000	10000	10000	5000	10000	10000	10000	10000	10000	2000	-1
10060	1	31	60	203	23000	400400101	3	18600	404	0	0	404	0	0	404	0	0	404	0	0	5000	1000	0	0	0	1504	0	6000	10000	10000	15000	20000	20000	20000	20000	20000	20000	14000	10000	10000	5000	10000	10000	10000	10000	10000	2000	-1
10060	1	32	60	203	24000	400400101	3	19200	422	0	0	422	0	0	422	0	0	422	0	0	4000	1000	0	0	0	1636	0	6000	10000	10000	15000	20000	20000	20000	20000	20000	16667	12667	10000	10000	6667	3333	3333	3333	3333	3333	2000	-1
10060	1	33	60	203	26000	400400101	3	19800	440	0	0	440	0	0	440	0	0	440	0	0	4000	1000	0	0	0	1768	0	6000	10000	10000	15000	20000	20000	20000	20000	20000	16667	12667	10000	10000	6667	3333	3333	3333	3333	3333	2000	-1
10060	1	34	60	203	27000	400400101	3	20400	458	0	0	458	0	0	458	0	0	458	0	0	3000	1000	0	0	0	1900	0	6000	10000	10000	15000	20000	20000	20000	20000	20000	14286	11714	10000	10000	7857	5714	5714	5714	5714	5714	2000	-1
10060	1	35	70	203	28000	400400101	3	21000	476	0	0	476	0	0	476	0	0	476	0	0	3000	1000	0	0	0	2031	0	2000	8000	10000	10000	15000	20000	20000	20000	20000	14286	13429	10857	10000	10000	7857	5714	5714	5714	5714	2000	-1
10060	1	36	70	203	29000	400400101	3	21600	494	0	0	494	0	0	494	0	0	494	0	0	2500	1000	0	0	0	2163	0	2000	8000	10000	10000	15000	20000	20000	20000	20000	12500	11875	10000	10000	10000	7813	6250	6250	6250	6250	3000	-1
10060	1	37	70	203	30000	400400101	3	22200	512	0	0	512	0	0	512	0	0	512	0	0	2500	1000	0	0	0	2295	0	2000	8000	10000	10000	15000	20000	20000	20000	20000	12500	11875	10000	10000	10000	7813	6250	6250	6250	6250	3000	-1
10060	1	38	70	203	31000	400400101	3	22800	530	0	0	530	0	0	530	0	0	530	0	0	2000	1000	0	0	0	2427	0	2000	8000	10000	10000	15000	20000	20000	20000	20000	12500	12000	10500	10000	10000	8750	7500	7500	7500	7500	3000	-1
10060	1	39	70	203	32000	400400101	3	23400	548	0	0	548	0	0	548	0	0	548	0	0	2000	1000	0	0	0	2559	0	2000	8000	10000	10000	15000	20000	20000	20000	20000	12500	12000	10500	10000	10000	8750	7500	7500	7500	7500	3000	-1
10060	1	40	1080	203	38000	400400102	3	24000	566	0	0	566	0	0	566	0	0	566	0	0	10000	1000	0	0	0	2691	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10060	1	41	1080	203	40000	400400102	3	24600	588	0	0	588	0	0	588	0	0	588	0	0	10000	1000	0	0	0	2916	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10060	1	42	1080	203	42000	400400102	3	25200	609	0	0	609	0	0	609	0	0	609	0	0	9000	1000	0	0	0	3140	0	0	6000	10000	10000	15000	20000	20000	20000	20000	100000	100000	46000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	43	1080	203	44000	400400102	3	25800	630	0	0	630	0	0	630	0	0	630	0	0	9000	1000	0	0	0	3365	0	0	6000	10000	10000	15000	20000	20000	20000	20000	100000	100000	46000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	44	1080	203	47000	400400102	3	26400	652	0	0	652	0	0	652	0	0	652	0	0	8000	1000	0	0	0	3590	0	0	6000	10000	10000	15000	20000	20000	20000	20000	50000	50000	26000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	45	1090	203	49000	400400102	3	27000	673	0	0	673	0	0	673	0	0	673	0	0	8000	1000	0	0	0	3815	0	0	2000	8000	10000	10000	15000	20000	20000	20000	50000	50000	42000	18000	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	46	1090	203	51000	400400102	3	27600	694	0	0	694	0	0	694	0	0	694	0	0	7000	1000	0	0	0	4040	0	0	2000	8000	10000	10000	15000	20000	20000	20000	33333	33333	28667	14667	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	47	1090	203	53000	400400102	3	28200	716	0	0	716	0	0	716	0	0	716	0	0	7000	1000	0	0	0	4264	0	0	2000	8000	10000	10000	15000	20000	20000	20000	33333	33333	28667	14667	10000	10000	10000	10000	10000	10000	1000	-1
10060	1	48	1090	203	56000	400400102	3	28800	737	0	0	737	0	0	737	0	0	737	0	0	6000	1000	0	0	0	4489	0	0	2000	8000	10000	10000	15000	20000	20000	20000	25000	25000	22000	13000	10000	10000	2500	10000	10000	10000	2000	-1
10060	1	49	1090	203	58000	400400102	3	29400	758	0	0	758	0	0	758	0	0	758	0	0	6000	1000	0	0	0	4714	0	0	2000	8000	10000	10000	15000	20000	20000	20000	25000	25000	22000	13000	10000	10000	2500	10000	10000	10000	2000	-1
10060	1	50	2100	203	64000	400400102	3	30000	780	0	0	780	0	0	780	0	0	780	0	0	5000	1000	0	0	0	4939	0	0	0	6000	10000	10000	15000	20000	20000	20000	20000	20000	20000	14000	10000	10000	5000	10000	10000	10000	2000	-1
10060	1	51	2100	203	68000	400400102	3	30600	805	0	0	805	0	0	805	0	0	805	0	0	5000	1000	0	0	0	5313	0	0	0	6000	10000	10000	15000	20000	20000	20000	20000	20000	20000	14000	10000	10000	5000	10000	10000	10000	2000	-1
10060	1	52	2100	203	71000	400400102	3	31200	830	0	0	830	0	0	830	0	0	830	0	0	4000	1000	0	0	0	5688	0	0	0	6000	10000	10000	15000	20000	20000	20000	16667	16667	16667	12667	10000	10000	6667	3333	3333	3333	2000	-1
10060	1	53	2100	203	75000	400400102	3	31800	855	0	0	855	0	0	855	0	0	855	0	0	4000	1000	0	0	0	6063	0	0	0	6000	10000	10000	15000	20000	20000	20000	16667	16667	16667	12667	10000	10000	6667	3333	3333	3333	2000	-1
10060	1	54	2100	203	79000	400400102	3	32400	880	0	0	880	0	0	880	0	0	880	0	0	3000	1000	0	0	0	6437	0	0	0	6000	10000	10000	15000	20000	20000	20000	14286	14286	14286	11714	10000	10000	7857	5714	5714	5714	2000	-1
10060	1	55	2110	203	83000	400400102	3	33000	905	0	0	905	0	0	905	0	0	905	0	0	3000	1000	0	0	0	6812	0	0	0	2000	8000	10000	10000	15000	20000	20000	14286	14286	14286	13429	10857	10000	10000	7857	5714	5714	2000	-1
10060	1	56	2110	203	86000	400400102	3	33600	930	0	0	930	0	0	930	0	0	930	0	0	2500	1000	0	0	0	7186	0	0	0	2000	8000	10000	10000	15000	20000	20000	12500	12500	12500	11875	10000	10000	10000	7813	6250	6250	3000	-1
10060	1	57	2110	203	90000	400400102	3	34200	955	0	0	955	0	0	955	0	0	955	0	0	2500	1000	0	0	0	7561	0	0	0	2000	8000	10000	10000	15000	20000	20000	12500	12500	12500	11875	10000	10000	10000	7813	6250	6250	3000	-1
10060	1	58	2110	203	94000	400400102	3	34800	980	0	0	980	0	0	980	0	0	980	0	0	2000	1000	0	0	0	7936	0	0	0	2000	8000	10000	10000	15000	20000	20000	12500	12500	12500	12000	10500	10000	10000	8750	7500	7500	3000	-1
10060	1	59	2110	203	98000	400400102	3	35400	1005	0	0	1005	0	0	1005	0	0	1005	0	0	2000	1000	0	0	0	8310	0	0	0	2000	8000	10000	10000	15000	20000	20000	12500	12500	12500	12000	10500	10000	10000	8750	7500	7500	3000	-1
10060	1	60	3120	203	110000	400400103	3	36000	1030	0	0	1030	0	0	1030	0	0	1030	0	0	10000	1000	0	0	0	8685	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10060	1	61	3120	203	110000	400400103	3	36600	1059	0	0	1059	0	0	1059	0	0	1059	0	0	10000	1000	0	0	0	9305	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10060	1	62	3120	203	120000	400400103	3	37200	1088	0	0	1088	0	0	1088	0	0	1088	0	0	9000	1000	0	0	0	9924	0	0	0	0	6000	10000	10000	15000	20000	20000	100000	100000	100000	100000	46000	10000	10000	10000	10000	10000	1000	-1
10060	1	63	3120	203	120000	400400103	3	37800	1118	0	0	1118	0	0	1118	0	0	1118	0	0	9000	1000	0	0	0	10544	0	0	0	0	6000	10000	10000	15000	20000	20000	100000	100000	100000	100000	46000	10000	10000	10000	10000	10000	1000	-1
10060	1	64	3120	203	130000	400400103	3	38400	1147	0	0	1147	0	0	1147	0	0	1147	0	0	8000	1000	0	0	0	11163	0	0	0	0	6000	10000	10000	15000	20000	20000	50000	50000	50000	50000	26000	10000	10000	10000	10000	10000	1000	-1
10060	1	65	3130	203	130000	400400103	3	39000	1176	0	0	1176	0	0	1176	0	0	1176	0	0	8000	1000	0	0	0	11783	0	0	0	0	2000	8000	10000	10000	15000	20000	50000	50000	50000	50000	42000	18000	10000	10000	10000	10000	1000	-1
10060	1	66	3130	203	140000	400400103	3	39600	1206	0	0	1206	0	0	1206	0	0	1206	0	0	7000	1000	0	0	0	12403	0	0	0	0	2000	8000	10000	10000	15000	20000	33333	33333	33333	33333	28667	14667	10000	10000	10000	10000	1000	-1
10060	1	67	3130	203	140000	400400103	3	40200	1235	0	0	1235	0	0	1235	0	0	1235	0	0	7000	1000	0	0	0	13022	0	0	0	0	2000	8000	10000	10000	15000	20000	33333	33333	33333	33333	28667	14667	10000	10000	10000	10000	1000	-1
10060	1	68	3130	203	150000	400400103	3	40800	1264	0	0	1264	0	0	1264	0	0	1264	0	0	6000	1000	0	0	0	13642	0	0	0	0	2000	8000	10000	10000	15000	20000	25000	25000	25000	25000	22000	13000	10000	10000	2500	10000	2000	-1
10060	1	69	3130	203	150000	400400103	3	41400	1294	0	0	1294	0	0	1294	0	0	1294	0	0	6000	1000	0	0	0	14261	0	0	0	0	2000	8000	10000	10000	15000	20000	25000	25000	25000	25000	22000	13000	10000	10000	2500	10000	2000	-1
10060	1	70	4140	203	160000	400400103	3	42000	1323	0	0	1323	0	0	1323	0	0	1323	0	0	5000	1000	0	0	0	14881	0	0	0	0	0	6000	10000	10000	15000	20000	20000	20000	20000	20000	20000	14000	10000	10000	5000	10000	2000	-1
10060	1	71	4140	203	170000	400400103	3	42600	1365	0	0	1365	0	0	1365	0	0	1365	0	0	5000	1000	0	0	0	16004	0	0	0	0	0	6000	10000	10000	15000	20000	20000	20000	20000	20000	20000	14000	10000	10000	5000	10000	2000	-1
10060	1	72	4140	203	180000	400400103	3	43200	1406	0	0	1406	0	0	1406	0	0	1406	0	0	4000	1000	0	0	0	17128	0	0	0	0	0	6000	10000	10000	15000	20000	16667	16667	16667	16667	16667	12667	10000	10000	6667	3333	2000	-1
10060	1	73	4140	203	180000	400400103	3	43800	1448	0	0	1448	0	0	1448	0	0	1448	0	0	4000	1000	0	0	0	18251	0	0	0	0	0	6000	10000	10000	15000	20000	16667	16667	16667	16667	16667	12667	10000	10000	6667	3333	2000	-1
10060	1	74	4140	203	190000	400400103	3	44400	1490	0	0	1490	0	0	1490	0	0	1490	0	0	3000	1000	0	0	0	19374	0	0	0	0	0	6000	10000	10000	15000	20000	14286	14286	14286	14286	14286	11714	10000	10000	7857	5714	2000	-1
10060	1	75	4150	203	190000	400400103	3	45000	1531	0	0	1531	0	0	1531	0	0	1531	0	0	3000	1000	0	0	0	20498	0	0	0	0	0	2000	8000	10000	10000	15000	14286	14286	14286	14286	14286	13429	10857	10000	10000	7857	2000	-1
10060	1	76	4150	203	200000	400400103	3	45600	1573	0	0	1573	0	0	1573	0	0	1573	0	0	2500	1000	0	0	0	21621	0	0	0	0	0	2000	8000	10000	10000	15000	12500	12500	12500	12500	12500	11875	10000	10000	10000	7813	3000	-1
10060	1	77	4150	203	210000	400400103	3	46200	1615	0	0	1615	0	0	1615	0	0	1615	0	0	2500	1000	0	0	0	22744	0	0	0	0	0	2000	8000	10000	10000	15000	12500	12500	12500	12500	12500	11875	10000	10000	10000	7813	3000	-1
10060	1	78	4150	203	210000	400400103	3	46800	1656	0	0	1656	0	0	1656	0	0	1656	0	0	2000	1000	0	0	0	23868	0	0	0	0	0	2000	8000	10000	10000	15000	12500	12500	12500	12500	12500	12000	10500	10000	10000	8750	3000	-1
10060	1	79	4150	203	220000	400400103	3	47400	1698	0	0	1698	0	0	1698	0	0	1698	0	0	2000	1000	0	0	0	24991	0	0	0	0	0	2000	8000	10000	10000	15000	12500	12500	12500	12500	12500	12000	10500	10000	10000	8750	3000	-1
10060	1	80	5160	203	220000	400400104	3	48000	1740	0	0	1740	0	0	1740	0	0	1740	0	0	10000	1000	0	0	0	26114	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10060	1	81	5160	203	230000	400400104	3	48600	1830	0	0	1830	0	0	1830	0	0	1830	0	0	10000	1000	0	0	0	28857	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10060	1	82	5160	203	240000	400400104	3	49200	1920	0	0	1920	0	0	1920	0	0	1920	0	0	9000	1000	0	0	0	31600	0	0	0	0	0	0	6000	10000	10000	10000	100000	100000	100000	100000	100000	100000	46000	10000	10000	10000	1000	-1
10060	1	83	5160	203	240000	400400104	3	49800	2011	0	0	2011	0	0	2011	0	0	2011	0	0	9000	1000	0	0	0	34343	0	0	0	0	0	0	6000	10000	10000	10000	100000	100000	100000	100000	100000	100000	46000	10000	10000	10000	1000	-1
10060	1	84	5160	203	250000	400400104	3	50400	2101	0	0	2101	0	0	2101	0	0	2101	0	0	8000	1000	0	0	0	37086	0	0	0	0	0	0	6000	10000	10000	10000	50000	50000	50000	50000	50000	50000	26000	10000	10000	10000	1000	-1
10060	1	85	5170	203	250000	400400104	3	51000	2191	0	0	2191	0	0	2191	0	0	2191	0	0	8000	1000	0	0	0	39829	0	0	0	0	0	0	2000	8000	10000	10000	50000	50000	50000	50000	50000	50000	42000	18000	10000	10000	1000	-1
10060	1	86	5170	203	260000	400400104	3	51600	2282	0	0	2282	0	0	2282	0	0	2282	0	0	7000	1000	0	0	0	42572	0	0	0	0	0	0	2000	8000	10000	10000	33333	33333	33333	33333	33333	33333	28667	14667	10000	10000	1000	-1
10060	1	87	5170	203	270000	400400104	3	52200	2372	0	0	2372	0	0	2372	0	0	2372	0	0	7000	1000	0	0	0	45315	0	0	0	0	0	0	2000	8000	10000	10000	33333	33333	33333	33333	33333	33333	28667	14667	10000	10000	1000	-1
10060	1	88	5170	203	270000	400400104	3	52800	2462	0	0	2462	0	0	2462	0	0	2462	0	0	6000	1000	0	0	0	48058	0	0	0	0	0	0	2000	8000	10000	10000	25000	25000	25000	25000	25000	25000	22000	13000	10000	10000	2000	-1
