法器共鸣ID(流水号即可)	共鸣副ID(表示职业)	共鸣等级	有效标志位	magic_item_id_1法器ID1	magic_item_id_2法器ID2	magic_item_id_3法器ID3	magic_item_id_4法器ID4	magic_item_id_5法器ID5	attr_type1属性类型1	attr_value1属性值1	attr_type2属性类型2	attr_value2属性值2	attr_type3属性类型3	attr_value3属性值3	attr_type4属性类型4	attr_value4属性值4	增加战力值	共鸣名称
16	21	5	1	500413	500403	0	0	0	74	1338	0	0	0	0	0	0	0	5级破军
16	21	6	1	500413	500403	0	0	0	74	1405	0	0	0	0	0	0	0	6级破军
16	21	7	1	500413	500403	0	0	0	74	1475	0	0	0	0	0	0	0	7级破军
16	21	8	1	500413	500403	0	0	0	74	1549	0	0	0	0	0	0	0	8级破军
16	21	9	1	500413	500403	0	0	0	74	1626	0	0	0	0	0	0	0	9级破军
16	21	10	1	500413	500403	0	0	0	74	1707	0	0	0	0	0	0	0	10级破军
16	31	1	1	500413	500403	0	0	0	74	1100	0	0	0	0	0	0	0	1级破军
16	31	2	1	500413	500403	0	0	0	74	1155	0	0	0	0	0	0	0	2级破军
16	31	3	1	500413	500403	0	0	0	74	1213	0	0	0	0	0	0	0	3级破军
16	31	4	1	500413	500403	0	0	0	74	1274	0	0	0	0	0	0	0	4级破军
16	31	5	1	500413	500403	0	0	0	74	1338	0	0	0	0	0	0	0	5级破军
16	31	6	1	500413	500403	0	0	0	74	1405	0	0	0	0	0	0	0	6级破军
16	31	7	1	500413	500403	0	0	0	74	1475	0	0	0	0	0	0	0	7级破军
16	31	8	1	500413	500403	0	0	0	74	1549	0	0	0	0	0	0	0	8级破军
16	31	9	1	500413	500403	0	0	0	74	1626	0	0	0	0	0	0	0	9级破军
16	31	10	1	500413	500403	0	0	0	74	1707	0	0	0	0	0	0	0	10级破军
16	41	1	1	500413	500403	0	0	0	74	1100	0	0	0	0	0	0	0	1级破军
16	41	2	1	500413	500403	0	0	0	74	1155	0	0	0	0	0	0	0	2级破军
16	41	3	1	500413	500403	0	0	0	74	1213	0	0	0	0	0	0	0	3级破军
16	41	4	1	500413	500403	0	0	0	74	1274	0	0	0	0	0	0	0	4级破军
16	41	5	1	500413	500403	0	0	0	74	1338	0	0	0	0	0	0	0	5级破军
16	41	6	1	500413	500403	0	0	0	74	1405	0	0	0	0	0	0	0	6级破军
16	41	7	1	500413	500403	0	0	0	74	1475	0	0	0	0	0	0	0	7级破军
16	41	8	1	500413	500403	0	0	0	74	1549	0	0	0	0	0	0	0	8级破军
16	41	9	1	500413	500403	0	0	0	74	1626	0	0	0	0	0	0	0	9级破军
16	41	10	1	500413	500403	0	0	0	74	1707	0	0	0	0	0	0	0	10级破军
17	11	1	1	500409	500407	0	0	0	8	1100	0	0	0	0	0	0	0	1级磐石
17	11	2	1	500409	500407	0	0	0	8	1155	0	0	0	0	0	0	0	2级磐石
17	11	3	1	500409	500407	0	0	0	8	1213	0	0	0	0	0	0	0	3级磐石
17	11	4	1	500409	500407	0	0	0	8	1274	0	0	0	0	0	0	0	4级磐石
17	11	5	1	500409	500407	0	0	0	8	1338	0	0	0	0	0	0	0	5级磐石
17	11	6	1	500409	500407	0	0	0	8	1405	0	0	0	0	0	0	0	6级磐石
17	11	7	1	500409	500407	0	0	0	8	1475	0	0	0	0	0	0	0	7级磐石
17	11	8	1	500409	500407	0	0	0	8	1549	0	0	0	0	0	0	0	8级磐石
17	11	9	1	500409	500407	0	0	0	8	1626	0	0	0	0	0	0	0	9级磐石
17	11	10	1	500409	500407	0	0	0	8	1707	0	0	0	0	0	0	0	10级磐石
17	21	1	1	500409	500407	0	0	0	8	1100	0	0	0	0	0	0	0	1级磐石
17	21	2	1	500409	500407	0	0	0	8	1155	0	0	0	0	0	0	0	2级磐石
17	21	3	1	500409	500407	0	0	0	8	1213	0	0	0	0	0	0	0	3级磐石
17	21	4	1	500409	500407	0	0	0	8	1274	0	0	0	0	0	0	0	4级磐石
17	21	5	1	500409	500407	0	0	0	8	1338	0	0	0	0	0	0	0	5级磐石
17	21	6	1	500409	500407	0	0	0	8	1405	0	0	0	0	0	0	0	6级磐石
17	21	7	1	500409	500407	0	0	0	8	1475	0	0	0	0	0	0	0	7级磐石
17	21	8	1	500409	500407	0	0	0	8	1549	0	0	0	0	0	0	0	8级磐石
17	21	9	1	500409	500407	0	0	0	8	1626	0	0	0	0	0	0	0	9级磐石
17	21	10	1	500409	500407	0	0	0	8	1707	0	0	0	0	0	0	0	10级磐石
17	31	1	1	500409	500407	0	0	0	8	1100	0	0	0	0	0	0	0	1级磐石
17	31	2	1	500409	500407	0	0	0	8	1155	0	0	0	0	0	0	0	2级磐石
17	31	3	1	500409	500407	0	0	0	8	1213	0	0	0	0	0	0	0	3级磐石
17	31	4	1	500409	500407	0	0	0	8	1274	0	0	0	0	0	0	0	4级磐石
17	31	5	1	500409	500407	0	0	0	8	1338	0	0	0	0	0	0	0	5级磐石
17	31	6	1	500409	500407	0	0	0	8	1405	0	0	0	0	0	0	0	6级磐石
17	31	7	1	500409	500407	0	0	0	8	1475	0	0	0	0	0	0	0	7级磐石
17	31	8	1	500409	500407	0	0	0	8	1549	0	0	0	0	0	0	0	8级磐石
17	31	9	1	500409	500407	0	0	0	8	1626	0	0	0	0	0	0	0	9级磐石
17	31	10	1	500409	500407	0	0	0	8	1707	0	0	0	0	0	0	0	10级磐石
17	41	1	1	500409	500407	0	0	0	8	1100	0	0	0	0	0	0	0	1级磐石
17	41	2	1	500409	500407	0	0	0	8	1155	0	0	0	0	0	0	0	2级磐石
17	41	3	1	500409	500407	0	0	0	8	1213	0	0	0	0	0	0	0	3级磐石
17	41	4	1	500409	500407	0	0	0	8	1274	0	0	0	0	0	0	0	4级磐石
17	41	5	1	500409	500407	0	0	0	8	1338	0	0	0	0	0	0	0	5级磐石
17	41	6	1	500409	500407	0	0	0	8	1405	0	0	0	0	0	0	0	6级磐石
17	41	7	1	500409	500407	0	0	0	8	1475	0	0	0	0	0	0	0	7级磐石
17	41	8	1	500409	500407	0	0	0	8	1549	0	0	0	0	0	0	0	8级磐石
17	41	9	1	500409	500407	0	0	0	8	1626	0	0	0	0	0	0	0	9级磐石
17	41	10	1	500409	500407	0	0	0	8	1707	0	0	0	0	0	0	0	10级磐石
18	11	1	1	500407	500412	0	0	0	5	1100	0	0	0	0	0	0	0	1级精准
18	11	2	1	500407	500412	0	0	0	5	1155	0	0	0	0	0	0	0	2级精准
18	11	3	1	500407	500412	0	0	0	5	1213	0	0	0	0	0	0	0	3级精准
18	11	4	1	500407	500412	0	0	0	5	1274	0	0	0	0	0	0	0	4级精准
18	11	5	1	500407	500412	0	0	0	5	1338	0	0	0	0	0	0	0	5级精准
18	11	6	1	500407	500412	0	0	0	5	1405	0	0	0	0	0	0	0	6级精准
18	11	7	1	500407	500412	0	0	0	5	1475	0	0	0	0	0	0	0	7级精准
18	11	8	1	500407	500412	0	0	0	5	1549	0	0	0	0	0	0	0	8级精准
18	11	9	1	500407	500412	0	0	0	5	1626	0	0	0	0	0	0	0	9级精准
18	11	10	1	500407	500412	0	0	0	5	1707	0	0	0	0	0	0	0	10级精准
18	21	1	1	500407	500412	0	0	0	5	1100	0	0	0	0	0	0	0	1级精准
18	21	2	1	500407	500412	0	0	0	5	1155	0	0	0	0	0	0	0	2级精准
18	21	3	1	500407	500412	0	0	0	5	1213	0	0	0	0	0	0	0	3级精准
18	21	4	1	500407	500412	0	0	0	5	1274	0	0	0	0	0	0	0	4级精准
18	21	5	1	500407	500412	0	0	0	5	1338	0	0	0	0	0	0	0	5级精准
18	21	6	1	500407	500412	0	0	0	5	1405	0	0	0	0	0	0	0	6级精准
18	21	7	1	500407	500412	0	0	0	5	1475	0	0	0	0	0	0	0	7级精准
18	21	8	1	500407	500412	0	0	0	5	1549	0	0	0	0	0	0	0	8级精准
18	21	9	1	500407	500412	0	0	0	5	1626	0	0	0	0	0	0	0	9级精准
18	21	10	1	500407	500412	0	0	0	5	1707	0	0	0	0	0	0	0	10级精准
18	31	1	1	500407	500412	0	0	0	5	1100	0	0	0	0	0	0	0	1级精准
18	31	2	1	500407	500412	0	0	0	5	1155	0	0	0	0	0	0	0	2级精准
18	31	3	1	500407	500412	0	0	0	5	1213	0	0	0	0	0	0	0	3级精准
18	31	4	1	500407	500412	0	0	0	5	1274	0	0	0	0	0	0	0	4级精准
18	31	5	1	500407	500412	0	0	0	5	1338	0	0	0	0	0	0	0	5级精准
18	31	6	1	500407	500412	0	0	0	5	1405	0	0	0	0	0	0	0	6级精准
18	31	7	1	500407	500412	0	0	0	5	1475	0	0	0	0	0	0	0	7级精准
18	31	8	1	500407	500412	0	0	0	5	1549	0	0	0	0	0	0	0	8级精准
18	31	9	1	500407	500412	0	0	0	5	1626	0	0	0	0	0	0	0	9级精准
18	31	10	1	500407	500412	0	0	0	5	1707	0	0	0	0	0	0	0	10级精准
18	41	1	1	500407	500412	0	0	0	5	1100	0	0	0	0	0	0	0	1级精准
18	41	2	1	500407	500412	0	0	0	5	1155	0	0	0	0	0	0	0	2级精准
18	41	3	1	500407	500412	0	0	0	5	1213	0	0	0	0	0	0	0	3级精准
18	41	4	1	500407	500412	0	0	0	5	1274	0	0	0	0	0	0	0	4级精准
18	41	5	1	500407	500412	0	0	0	5	1338	0	0	0	0	0	0	0	5级精准
18	41	6	1	500407	500412	0	0	0	5	1405	0	0	0	0	0	0	0	6级精准
18	41	7	1	500407	500412	0	0	0	5	1475	0	0	0	0	0	0	0	7级精准
18	41	8	1	500407	500412	0	0	0	5	1549	0	0	0	0	0	0	0	8级精准
18	41	9	1	500407	500412	0	0	0	5	1626	0	0	0	0	0	0	0	9级精准
18	41	10	1	500407	500412	0	0	0	5	1707	0	0	0	0	0	0	0	10级精准
19	11	1	1	500412	500404	0	0	0	11	1100	0	0	0	0	0	0	0	1级静心
19	11	2	1	500412	500404	0	0	0	11	1155	0	0	0	0	0	0	0	2级静心
19	11	3	1	500412	500404	0	0	0	11	1213	0	0	0	0	0	0	0	3级静心
19	11	4	1	500412	500404	0	0	0	11	1274	0	0	0	0	0	0	0	4级静心
19	11	5	1	500412	500404	0	0	0	11	1338	0	0	0	0	0	0	0	5级静心
19	11	6	1	500412	500404	0	0	0	11	1405	0	0	0	0	0	0	0	6级静心
19	11	7	1	500412	500404	0	0	0	11	1475	0	0	0	0	0	0	0	7级静心
19	11	8	1	500412	500404	0	0	0	11	1549	0	0	0	0	0	0	0	8级静心
19	11	9	1	500412	500404	0	0	0	11	1626	0	0	0	0	0	0	0	9级静心
19	11	10	1	500412	500404	0	0	0	11	1707	0	0	0	0	0	0	0	10级静心
19	21	1	1	500412	500404	0	0	0	11	1100	0	0	0	0	0	0	0	1级静心
19	21	2	1	500412	500404	0	0	0	11	1155	0	0	0	0	0	0	0	2级静心
19	21	3	1	500412	500404	0	0	0	11	1213	0	0	0	0	0	0	0	3级静心
19	21	4	1	500412	500404	0	0	0	11	1274	0	0	0	0	0	0	0	4级静心
19	21	5	1	500412	500404	0	0	0	11	1338	0	0	0	0	0	0	0	5级静心
19	21	6	1	500412	500404	0	0	0	11	1405	0	0	0	0	0	0	0	6级静心
19	21	7	1	500412	500404	0	0	0	11	1475	0	0	0	0	0	0	0	7级静心
19	21	8	1	500412	500404	0	0	0	11	1549	0	0	0	0	0	0	0	8级静心
19	21	9	1	500412	500404	0	0	0	11	1626	0	0	0	0	0	0	0	9级静心
19	21	10	1	500412	500404	0	0	0	11	1707	0	0	0	0	0	0	0	10级静心
19	31	1	1	500412	500404	0	0	0	11	1100	0	0	0	0	0	0	0	1级静心
19	31	2	1	500412	500404	0	0	0	11	1155	0	0	0	0	0	0	0	2级静心
19	31	3	1	500412	500404	0	0	0	11	1213	0	0	0	0	0	0	0	3级静心
19	31	4	1	500412	500404	0	0	0	11	1274	0	0	0	0	0	0	0	4级静心
19	31	5	1	500412	500404	0	0	0	11	1338	0	0	0	0	0	0	0	5级静心
19	31	6	1	500412	500404	0	0	0	11	1405	0	0	0	0	0	0	0	6级静心
19	31	7	1	500412	500404	0	0	0	11	1475	0	0	0	0	0	0	0	7级静心
19	31	8	1	500412	500404	0	0	0	11	1549	0	0	0	0	0	0	0	8级静心
19	31	9	1	500412	500404	0	0	0	11	1626	0	0	0	0	0	0	0	9级静心
19	31	10	1	500412	500404	0	0	0	11	1707	0	0	0	0	0	0	0	10级静心
19	41	1	1	500412	500404	0	0	0	11	1100	0	0	0	0	0	0	0	1级静心
19	41	2	1	500412	500404	0	0	0	11	1155	0	0	0	0	0	0	0	2级静心
19	41	3	1	500412	500404	0	0	0	11	1213	0	0	0	0	0	0	0	3级静心
19	41	4	1	500412	500404	0	0	0	11	1274	0	0	0	0	0	0	0	4级静心
19	41	5	1	500412	500404	0	0	0	11	1338	0	0	0	0	0	0	0	5级静心
19	41	6	1	500412	500404	0	0	0	11	1405	0	0	0	0	0	0	0	6级静心
19	41	7	1	500412	500404	0	0	0	11	1475	0	0	0	0	0	0	0	7级静心
19	41	8	1	500412	500404	0	0	0	11	1549	0	0	0	0	0	0	0	8级静心
19	41	9	1	500412	500404	0	0	0	11	1626	0	0	0	0	0	0	0	9级静心
19	41	10	1	500412	500404	0	0	0	11	1707	0	0	0	0	0	0	0	10级静心
20	11	1	1	500404	500409	0	0	0	75	1100	0	0	0	0	0	0	0	1级盾墙
20	11	2	1	500404	500409	0	0	0	75	1155	0	0	0	0	0	0	0	2级盾墙
20	11	3	1	500404	500409	0	0	0	75	1213	0	0	0	0	0	0	0	3级盾墙
20	11	4	1	500404	500409	0	0	0	75	1274	0	0	0	0	0	0	0	4级盾墙
20	11	5	1	500404	500409	0	0	0	75	1338	0	0	0	0	0	0	0	5级盾墙
20	11	6	1	500404	500409	0	0	0	75	1405	0	0	0	0	0	0	0	6级盾墙
20	11	7	1	500404	500409	0	0	0	75	1475	0	0	0	0	0	0	0	7级盾墙
20	11	8	1	500404	500409	0	0	0	75	1549	0	0	0	0	0	0	0	8级盾墙
20	11	9	1	500404	500409	0	0	0	75	1626	0	0	0	0	0	0	0	9级盾墙
20	11	10	1	500404	500409	0	0	0	75	1707	0	0	0	0	0	0	0	10级盾墙
20	21	1	1	500404	500409	0	0	0	75	1100	0	0	0	0	0	0	0	1级盾墙
20	21	2	1	500404	500409	0	0	0	75	1155	0	0	0	0	0	0	0	2级盾墙
20	21	3	1	500404	500409	0	0	0	75	1213	0	0	0	0	0	0	0	3级盾墙
20	21	4	1	500404	500409	0	0	0	75	1274	0	0	0	0	0	0	0	4级盾墙
20	21	5	1	500404	500409	0	0	0	75	1338	0	0	0	0	0	0	0	5级盾墙
20	21	6	1	500404	500409	0	0	0	75	1405	0	0	0	0	0	0	0	6级盾墙
20	21	7	1	500404	500409	0	0	0	75	1475	0	0	0	0	0	0	0	7级盾墙
20	21	8	1	500404	500409	0	0	0	75	1549	0	0	0	0	0	0	0	8级盾墙
20	21	9	1	500404	500409	0	0	0	75	1626	0	0	0	0	0	0	0	9级盾墙
20	21	10	1	500404	500409	0	0	0	75	1707	0	0	0	0	0	0	0	10级盾墙
20	31	1	1	500404	500409	0	0	0	75	1100	0	0	0	0	0	0	0	1级盾墙
20	31	2	1	500404	500409	0	0	0	75	1155	0	0	0	0	0	0	0	2级盾墙
20	31	3	1	500404	500409	0	0	0	75	1213	0	0	0	0	0	0	0	3级盾墙
20	31	4	1	500404	500409	0	0	0	75	1274	0	0	0	0	0	0	0	4级盾墙
20	31	5	1	500404	500409	0	0	0	75	1338	0	0	0	0	0	0	0	5级盾墙
20	31	6	1	500404	500409	0	0	0	75	1405	0	0	0	0	0	0	0	6级盾墙
20	31	7	1	500404	500409	0	0	0	75	1475	0	0	0	0	0	0	0	7级盾墙
20	31	8	1	500404	500409	0	0	0	75	1549	0	0	0	0	0	0	0	8级盾墙
20	31	9	1	500404	500409	0	0	0	75	1626	0	0	0	0	0	0	0	9级盾墙
20	31	10	1	500404	500409	0	0	0	75	1707	0	0	0	0	0	0	0	10级盾墙
20	41	1	1	500404	500409	0	0	0	75	1100	0	0	0	0	0	0	0	1级盾墙
20	41	2	1	500404	500409	0	0	0	75	1155	0	0	0	0	0	0	0	2级盾墙
20	41	3	1	500404	500409	0	0	0	75	1213	0	0	0	0	0	0	0	3级盾墙
20	41	4	1	500404	500409	0	0	0	75	1274	0	0	0	0	0	0	0	4级盾墙
20	41	5	1	500404	500409	0	0	0	75	1338	0	0	0	0	0	0	0	5级盾墙
20	41	6	1	500404	500409	0	0	0	75	1405	0	0	0	0	0	0	0	6级盾墙
20	41	7	1	500404	500409	0	0	0	75	1475	0	0	0	0	0	0	0	7级盾墙
20	41	8	1	500404	500409	0	0	0	75	1549	0	0	0	0	0	0	0	8级盾墙
20	41	9	1	500404	500409	0	0	0	75	1626	0	0	0	0	0	0	0	9级盾墙
20	41	10	1	500404	500409	0	0	0	75	1707	0	0	0	0	0	0	0	10级盾墙
21	11	1	1	500409	500408	0	0	0	67	10286	0	0	0	0	0	0	0	1级强击
21	11	2	1	500409	500408	0	0	0	67	10800	0	0	0	0	0	0	0	2级强击
21	11	3	1	500409	500408	0	0	0	67	11340	0	0	0	0	0	0	0	3级强击
21	11	4	1	500409	500408	0	0	0	67	11907	0	0	0	0	0	0	0	4级强击
21	11	5	1	500409	500408	0	0	0	67	12502	0	0	0	0	0	0	0	5级强击
21	11	6	1	500409	500408	0	0	0	67	13127	0	0	0	0	0	0	0	6级强击
21	11	7	1	500409	500408	0	0	0	67	13783	0	0	0	0	0	0	0	7级强击
21	11	8	1	500409	500408	0	0	0	67	14472	0	0	0	0	0	0	0	8级强击
21	11	9	1	500409	500408	0	0	0	67	15196	0	0	0	0	0	0	0	9级强击
21	11	10	1	500409	500408	0	0	0	67	15956	0	0	0	0	0	0	0	10级强击
21	21	1	1	500409	500408	0	0	0	70	10286	0	0	0	0	0	0	0	1级强击
21	21	2	1	500409	500408	0	0	0	70	10800	0	0	0	0	0	0	0	2级强击
21	21	3	1	500409	500408	0	0	0	70	11340	0	0	0	0	0	0	0	3级强击
21	21	4	1	500409	500408	0	0	0	70	11907	0	0	0	0	0	0	0	4级强击
21	21	5	1	500409	500408	0	0	0	70	12502	0	0	0	0	0	0	0	5级强击
21	21	6	1	500409	500408	0	0	0	70	13127	0	0	0	0	0	0	0	6级强击
21	21	7	1	500409	500408	0	0	0	70	13783	0	0	0	0	0	0	0	7级强击
21	21	8	1	500409	500408	0	0	0	70	14472	0	0	0	0	0	0	0	8级强击
21	21	9	1	500409	500408	0	0	0	70	15196	0	0	0	0	0	0	0	9级强击
21	21	10	1	500409	500408	0	0	0	70	15956	0	0	0	0	0	0	0	10级强击
21	31	1	1	500409	500408	0	0	0	67	10286	0	0	0	0	0	0	0	1级强击
21	31	2	1	500409	500408	0	0	0	67	10800	0	0	0	0	0	0	0	2级强击
21	31	3	1	500409	500408	0	0	0	67	11340	0	0	0	0	0	0	0	3级强击
21	31	4	1	500409	500408	0	0	0	67	11907	0	0	0	0	0	0	0	4级强击
21	31	5	1	500409	500408	0	0	0	67	12502	0	0	0	0	0	0	0	5级强击
21	31	6	1	500409	500408	0	0	0	67	13127	0	0	0	0	0	0	0	6级强击
21	31	7	1	500409	500408	0	0	0	67	13783	0	0	0	0	0	0	0	7级强击
21	31	8	1	500409	500408	0	0	0	67	14472	0	0	0	0	0	0	0	8级强击
21	31	9	1	500409	500408	0	0	0	67	15196	0	0	0	0	0	0	0	9级强击
21	31	10	1	500409	500408	0	0	0	67	15956	0	0	0	0	0	0	0	10级强击
21	41	1	1	500409	500408	0	0	0	70	10286	0	0	0	0	0	0	0	1级强击
21	41	2	1	500409	500408	0	0	0	70	10800	0	0	0	0	0	0	0	2级强击
21	41	3	1	500409	500408	0	0	0	70	11340	0	0	0	0	0	0	0	3级强击
21	41	4	1	500409	500408	0	0	0	70	11907	0	0	0	0	0	0	0	4级强击
21	41	5	1	500409	500408	0	0	0	70	12502	0	0	0	0	0	0	0	5级强击
21	41	6	1	500409	500408	0	0	0	70	13127	0	0	0	0	0	0	0	6级强击
21	41	7	1	500409	500408	0	0	0	70	13783	0	0	0	0	0	0	0	7级强击
21	41	8	1	500409	500408	0	0	0	70	14472	0	0	0	0	0	0	0	8级强击
21	41	9	1	500409	500408	0	0	0	70	15196	0	0	0	0	0	0	0	9级强击
21	41	10	1	500409	500408	0	0	0	70	15956	0	0	0	0	0	0	0	10级强击
22	11	1	1	500408	500410	0	0	0	68	5143	71	5143	0	0	0	0	0	1级铁壁
22	11	2	1	500408	500410	0	0	0	68	5400	71	5143	0	0	0	0	0	2级铁壁
22	11	3	1	500408	500410	0	0	0	68	5670	71	5143	0	0	0	0	0	3级铁壁
22	11	4	1	500408	500410	0	0	0	68	5954	71	5143	0	0	0	0	0	4级铁壁
22	11	5	1	500408	500410	0	0	0	68	6252	71	5143	0	0	0	0	0	5级铁壁
22	11	6	1	500408	500410	0	0	0	68	6565	71	5143	0	0	0	0	0	6级铁壁
22	11	7	1	500408	500410	0	0	0	68	6893	71	5143	0	0	0	0	0	7级铁壁
22	11	8	1	500408	500410	0	0	0	68	7238	71	5143	0	0	0	0	0	8级铁壁
22	11	9	1	500408	500410	0	0	0	68	7600	71	5143	0	0	0	0	0	9级铁壁
22	11	10	1	500408	500410	0	0	0	68	7980	71	5143	0	0	0	0	0	10级铁壁
22	21	1	1	500408	500410	0	0	0	68	5143	71	5143	0	0	0	0	0	1级铁壁
22	21	2	1	500408	500410	0	0	0	68	5400	71	5143	0	0	0	0	0	2级铁壁
22	21	3	1	500408	500410	0	0	0	68	5670	71	5143	0	0	0	0	0	3级铁壁
22	21	4	1	500408	500410	0	0	0	68	5954	71	5143	0	0	0	0	0	4级铁壁
22	21	5	1	500408	500410	0	0	0	68	6252	71	5143	0	0	0	0	0	5级铁壁
22	21	6	1	500408	500410	0	0	0	68	6565	71	5143	0	0	0	0	0	6级铁壁
22	21	7	1	500408	500410	0	0	0	68	6893	71	5143	0	0	0	0	0	7级铁壁
22	21	8	1	500408	500410	0	0	0	68	7238	71	5143	0	0	0	0	0	8级铁壁
22	21	9	1	500408	500410	0	0	0	68	7600	71	5143	0	0	0	0	0	9级铁壁
22	21	10	1	500408	500410	0	0	0	68	7980	71	5143	0	0	0	0	0	10级铁壁
22	31	1	1	500408	500410	0	0	0	68	5143	71	5143	0	0	0	0	0	1级铁壁
22	31	2	1	500408	500410	0	0	0	68	5400	71	5143	0	0	0	0	0	2级铁壁
22	31	3	1	500408	500410	0	0	0	68	5670	71	5143	0	0	0	0	0	3级铁壁
22	31	4	1	500408	500410	0	0	0	68	5954	71	5143	0	0	0	0	0	4级铁壁
22	31	5	1	500408	500410	0	0	0	68	6252	71	5143	0	0	0	0	0	5级铁壁
22	31	6	1	500408	500410	0	0	0	68	6565	71	5143	0	0	0	0	0	6级铁壁
22	31	7	1	500408	500410	0	0	0	68	6893	71	5143	0	0	0	0	0	7级铁壁
22	31	8	1	500408	500410	0	0	0	68	7238	71	5143	0	0	0	0	0	8级铁壁
22	31	9	1	500408	500410	0	0	0	68	7600	71	5143	0	0	0	0	0	9级铁壁
22	31	10	1	500408	500410	0	0	0	68	7980	71	5143	0	0	0	0	0	10级铁壁
22	41	1	1	500408	500410	0	0	0	68	5143	71	5143	0	0	0	0	0	1级铁壁
22	41	2	1	500408	500410	0	0	0	68	5400	71	5143	0	0	0	0	0	2级铁壁
22	41	3	1	500408	500410	0	0	0	68	5670	71	5143	0	0	0	0	0	3级铁壁
22	41	4	1	500408	500410	0	0	0	68	5954	71	5143	0	0	0	0	0	4级铁壁
22	41	5	1	500408	500410	0	0	0	68	6252	71	5143	0	0	0	0	0	5级铁壁
22	41	6	1	500408	500410	0	0	0	68	6565	71	5143	0	0	0	0	0	6级铁壁
22	41	7	1	500408	500410	0	0	0	68	6893	71	5143	0	0	0	0	0	7级铁壁
22	41	8	1	500408	500410	0	0	0	68	7238	71	5143	0	0	0	0	0	8级铁壁
22	41	9	1	500408	500410	0	0	0	68	7600	71	5143	0	0	0	0	0	9级铁壁
22	41	10	1	500408	500410	0	0	0	68	7980	71	5143	0	0	0	0	0	10级铁壁
23	11	1	1	500410	500401	0	0	0	77	500	0	0	0	0	0	0	0	1级铜皮
23	11	2	1	500410	500401	0	0	0	77	525	0	0	0	0	0	0	0	2级铜皮
23	11	3	1	500410	500401	0	0	0	77	551	0	0	0	0	0	0	0	3级铜皮
23	11	4	1	500410	500401	0	0	0	77	579	0	0	0	0	0	0	0	4级铜皮
23	11	5	1	500410	500401	0	0	0	77	608	0	0	0	0	0	0	0	5级铜皮
23	11	6	1	500410	500401	0	0	0	77	638	0	0	0	0	0	0	0	6级铜皮
23	11	7	1	500410	500401	0	0	0	77	670	0	0	0	0	0	0	0	7级铜皮
23	11	8	1	500410	500401	0	0	0	77	704	0	0	0	0	0	0	0	8级铜皮
23	11	9	1	500410	500401	0	0	0	77	739	0	0	0	0	0	0	0	9级铜皮
23	11	10	1	500410	500401	0	0	0	77	776	0	0	0	0	0	0	0	10级铜皮
23	21	1	1	500410	500401	0	0	0	77	500	0	0	0	0	0	0	0	1级铜皮
23	21	2	1	500410	500401	0	0	0	77	525	0	0	0	0	0	0	0	2级铜皮
23	21	3	1	500410	500401	0	0	0	77	551	0	0	0	0	0	0	0	3级铜皮
23	21	4	1	500410	500401	0	0	0	77	579	0	0	0	0	0	0	0	4级铜皮
23	21	5	1	500410	500401	0	0	0	77	608	0	0	0	0	0	0	0	5级铜皮
23	21	6	1	500410	500401	0	0	0	77	638	0	0	0	0	0	0	0	6级铜皮
23	21	7	1	500410	500401	0	0	0	77	670	0	0	0	0	0	0	0	7级铜皮
23	21	8	1	500410	500401	0	0	0	77	704	0	0	0	0	0	0	0	8级铜皮
23	21	9	1	500410	500401	0	0	0	77	739	0	0	0	0	0	0	0	9级铜皮
23	21	10	1	500410	500401	0	0	0	77	776	0	0	0	0	0	0	0	10级铜皮
23	31	1	1	500410	500401	0	0	0	77	500	0	0	0	0	0	0	0	1级铜皮
23	31	2	1	500410	500401	0	0	0	77	525	0	0	0	0	0	0	0	2级铜皮
23	31	3	1	500410	500401	0	0	0	77	551	0	0	0	0	0	0	0	3级铜皮
23	31	4	1	500410	500401	0	0	0	77	579	0	0	0	0	0	0	0	4级铜皮
23	31	5	1	500410	500401	0	0	0	77	608	0	0	0	0	0	0	0	5级铜皮
23	31	6	1	500410	500401	0	0	0	77	638	0	0	0	0	0	0	0	6级铜皮
23	31	7	1	500410	500401	0	0	0	77	670	0	0	0	0	0	0	0	7级铜皮
23	31	8	1	500410	500401	0	0	0	77	704	0	0	0	0	0	0	0	8级铜皮
23	31	9	1	500410	500401	0	0	0	77	739	0	0	0	0	0	0	0	9级铜皮
23	31	10	1	500410	500401	0	0	0	77	776	0	0	0	0	0	0	0	10级铜皮
23	41	1	1	500410	500401	0	0	0	77	500	0	0	0	0	0	0	0	1级铜皮
23	41	2	1	500410	500401	0	0	0	77	525	0	0	0	0	0	0	0	2级铜皮
23	41	3	1	500410	500401	0	0	0	77	551	0	0	0	0	0	0	0	3级铜皮
23	41	4	1	500410	500401	0	0	0	77	579	0	0	0	0	0	0	0	4级铜皮
23	41	5	1	500410	500401	0	0	0	77	608	0	0	0	0	0	0	0	5级铜皮
23	41	6	1	500410	500401	0	0	0	77	638	0	0	0	0	0	0	0	6级铜皮
23	41	7	1	500410	500401	0	0	0	77	670	0	0	0	0	0	0	0	7级铜皮
23	41	8	1	500410	500401	0	0	0	77	704	0	0	0	0	0	0	0	8级铜皮
23	41	9	1	500410	500401	0	0	0	77	739	0	0	0	0	0	0	0	9级铜皮
23	41	10	1	500410	500401	0	0	0	77	776	0	0	0	0	0	0	0	10级铜皮
24	11	1	1	500401	500403	0	0	0	76	500	0	0	0	0	0	0	0	1级巨大化
