抽奖序号	世界科技	有效标志位	抽奖类型	道具ID	抽到的奖励数量	帮贡普抽	帮贡首抽概率	帮贡10连抽(必保池)概率	帮贡隐性必保池概率	绑元抽奖概率	绑元首抽概率	绑元10连抽(必保池)概率	绑元隐性必保池概率	状态限制ID	帮贡必保清除	绑元必保清除	广播范围	活动标识
54	8	1	0	410540001	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
55	8	1	0	410540002	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
56	8	1	0	410540003	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
57	8	1	0	410540004	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
58	8	1	0	410540005	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
59	8	1	0	410540006	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
60	8	1	0	410540007	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
61	8	1	0	410540008	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
62	8	1	0	410540009	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
63	8	1	0	410540010	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
64	8	1	0	410540011	1	80	0	0	0	100	0	0	0	90007033	0	0	0	0
65	8	1	0	410540021	1	80	0	0	0	100	0	0	0	90007033	0	0	0	0
66	8	1	0	410560001	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
67	8	1	0	410560002	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
68	8	1	0	410560003	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
69	8	1	0	410560004	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
70	8	1	0	410560005	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
71	8	1	0	410560006	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
72	8	1	0	410560007	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
73	8	1	0	410560008	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
74	8	1	0	410560009	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
75	8	1	0	410560010	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
76	8	1	0	410560011	1	0	0	100	0	100	0	0	0	90007033	0	0	0	0
77	8	1	0	410400001	2	2500	0	0	0	0	0	0	0	0	0	0	0	0
78	8	1	0	410400001	18	0	0	0	0	2000	0	0	0	0	0	0	0	0
79	8	1	0	410300001	1	0	0	0	0	500	0	0	0	0	0	0	0	0
80	8	1	0	410300000	1	100	0	0	0	1500	0	0	0	0	0	0	0	0
81	8	1	0	410900300	10	1500	0	0	0	0	0	0	0	0	0	0	0	0
82	8	1	0	410900300	50	0	0	0	0	1000	0	0	0	0	0	0	0	0
83	8	1	0	410900400	1	10	0	0	0	0	0	0	0	0	0	0	0	0
84	8	1	0	410900400	20	0	0	0	0	2000	0	0	0	0	0	0	0	0
85	8	1	0	410300002	1	0	0	0	0	100	0	0	0	0	0	0	0	0
1	9	1	0	410110001	1	1500	10000	1500	0	0	0	0	0	0	0	0	0	0
2	9	1	0	410110002	1	1500	0	1500	0	0	0	0	0	0	0	0	0	0
3	9	1	0	410110003	1	1500	0	1500	0	0	0	0	0	0	0	0	0	0
4	9	1	0	410110004	1	1500	0	1500	0	0	0	0	0	0	0	0	0	0
5	9	1	0	410120001	1	800	0	1000	0	1350	0	0	0	90009301	0	0	0	0
6	9	1	0	410120002	1	800	0	1000	0	1350	0	0	0	0	0	0	0	0
7	9	1	0	410120003	1	800	0	1000	0	1350	0	0	0	0	0	0	0	0
8	9	1	0	410120004	1	800	0	1000	0	1350	10000	0	0	0	0	0	0	0
9	9	1	0	410120005	1	800	0	1000	0	1350	0	0	0	0	0	0	0	0
10	9	1	0	410120006	1	800	0	1000	0	1350	0	0	0	90009306	0	0	0	0
11	9	1	0	410130001	1	100	0	200	0	500	0	0	0	0	0	0	0	0
12	9	1	0	410130002	1	100	0	200	0	500	0	0	0	0	0	0	0	0
13	9	1	0	410130003	1	100	0	200	0	500	0	0	0	0	0	0	0	0
14	9	1	0	410130004	1	100	0	200	0	500	0	0	0	90009204	0	0	0	0
15	9	1	0	410130005	1	100	0	200	0	500	0	0	0	90009205	0	0	0	0
16	9	1	0	410130006	1	100	0	200	0	500	0	0	0	0	0	0	0	0
17	9	1	0	410130007	1	100	0	200	0	500	0	0	0	0	0	0	0	0
18	9	1	0	410130008	1	100	0	200	0	500	0	0	0	0	0	0	0	0
19	9	1	0	410130009	1	100	0	200	0	500	0	0	0	90009209	0	0	0	0
20	9	1	0	410130010	1	100	0	200	0	500	0	0	0	90009210	0	0	0	0
21	9	1	0	410130011	1	100	0	200	0	500	0	0	0	90009211	0	0	0	0
22	9	1	0	410130012	1	100	0	200	0	500	0	0	0	90009212	0	0	0	0
23	9	1	0	410130013	1	100	0	200	0	500	0	0	0	90009213	0	0	0	0
24	9	1	0	410130014	1	100	0	200	0	500	0	0	0	90009214	0	0	0	0
25	9	1	0	410130015	1	100	0	200	0	500	0	0	0	90009215	0	0	0	0
26	9	1	0	410140001	1	0	0	0	1000	50	0	0	0	90009101	2	2	1	0
27	9	1	0	410140002	1	0	0	0	1000	50	0	1000	0	90009102	2	2	1	0
28	9	1	0	410140003	1	0	0	0	1000	50	0	0	0	90009103	2	2	1	0
29	9	1	0	410140004	1	0	0	0	1000	50	0	0	0	90009104	2	2	1	0
30	9	1	0	410140005	1	0	0	0	1000	50	0	1000	0	70007100	2	2	1	0
31	9	1	0	410140006	1	0	0	0	1000	50	0	1000	0	0	2	2	1	0
32	9	1	0	410140007	1	0	0	0	1000	50	0	1000	0	90009107	2	2	1	0
33	9	1	0	410140008	1	0	0	0	1000	50	0	0	0	0	2	2	1	0
34	9	1	0	410140009	1	0	0	0	1000	50	0	0	0	90009109	2	2	1	0
35	9	1	0	410140010	1	0	0	0	1000	50	0	1000	0	90009110	2	2	1	0
36	9	1	0	410140011	1	0	0	0	2000	50	0	1000	0	70007300	2	2	1	0
37	9	1	0	410140021	1	0	0	0	1500	50	0	800	0	70007301	2	2	1	0
38	9	1	0	410140021	1	0	0	450	13500	150	0	2400	0	70007308	2	2	1	0
39	9	1	0	410140021	1	0	0	50	1500	50	0	800	0	70007304	2	2	1	0
40	9	1	0	410140021	1	0	0	50	1500	50	0	800	0	70007305	2	2	1	0
41	9	1	0	410140021	1	0	0	50	1500	50	0	800	0	70007306	2	2	1	0
42	9	1	0	410160001	1	0	0	0	0	5	0	0	1000	0	2	2	2	1
43	9	1	0	410160002	1	0	0	0	0	5	0	0	1000	0	2	2	2	1
44	9	1	0	410160003	1	0	0	0	0	5	0	0	1000	0	2	2	2	1
45	9	1	0	410160004	1	0	0	0	0	5	0	0	1000	70007100	2	2	2	1
46	9	1	0	410160005	1	0	0	0	0	5	0	0	1000	70007200	2	2	2	1
47	9	1	0	410160006	1	0	0	0	0	5	0	0	1000	0	2	2	2	1
48	9	1	0	410160007	1	0	0	0	0	5	0	0	1000	90009007	2	2	2	1
49	9	1	0	410160008	1	0	0	0	0	5	0	0	1000	0	2	2	2	1
50	9	1	0	410160009	1	0	0	0	0	5	0	0	1000	0	2	2	2	1
51	9	1	0	410160010	1	0	0	0	0	5	0	0	1000	0	2	2	2	1
52	9	1	0	410160011	1	0	0	0	0	5	0	0	1000	70000105	2	2	2	1
53	9	1	0	410160011	1	0	0	0	0	5	0	0	5000	40052805	2	2	2	1
54	9	1	0	410540001	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
55	9	1	0	410540002	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
56	9	1	0	410540003	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
57	9	1	0	410540004	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
58	9	1	0	410540005	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
59	9	1	0	410540006	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
60	9	1	0	410540007	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
61	9	1	0	410540008	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
62	9	1	0	410540009	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
63	9	1	0	410540010	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
64	9	1	0	410540011	1	80	0	0	0	100	0	0	0	90007033	0	0	0	0
65	9	1	0	410540021	1	80	0	0	0	100	0	0	0	90007033	0	0	0	0
66	9	1	0	410560001	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
67	9	1	0	410560002	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
68	9	1	0	410560003	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
69	9	1	0	410560004	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
70	9	1	0	410560005	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
71	9	1	0	410560006	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
72	9	1	0	410560007	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
73	9	1	0	410560008	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
74	9	1	0	410560009	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
75	9	1	0	410560010	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
76	9	1	0	410560011	1	0	0	100	0	100	0	0	0	90007033	0	0	0	0
77	9	1	0	410400001	2	2500	0	0	0	0	0	0	0	0	0	0	0	0
78	9	1	0	410400001	18	0	0	0	0	2000	0	0	0	0	0	0	0	0
79	9	1	0	410300001	1	0	0	0	0	500	0	0	0	0	0	0	0	0
80	9	1	0	410300000	1	100	0	0	0	1500	0	0	0	0	0	0	0	0
81	9	1	0	410900300	10	1500	0	0	0	0	0	0	0	0	0	0	0	0
82	9	1	0	410900300	50	0	0	0	0	1000	0	0	0	0	0	0	0	0
83	9	1	0	410900400	1	10	0	0	0	0	0	0	0	0	0	0	0	0
84	9	1	0	410900400	20	0	0	0	0	2000	0	0	0	0	0	0	0	0
85	9	1	0	410300002	1	0	0	0	0	100	0	0	0	0	0	0	0	0
1	10	1	0	410110001	1	1500	10000	1500	0	0	0	0	0	0	0	0	0	0
2	10	1	0	410110002	1	1500	0	1500	0	0	0	0	0	0	0	0	0	0
3	10	1	0	410110003	1	1500	0	1500	0	0	0	0	0	0	0	0	0	0
4	10	1	0	410110004	1	1500	0	1500	0	0	0	0	0	0	0	0	0	0
5	10	1	0	410120001	1	800	0	1000	0	1350	0	0	0	90009301	0	0	0	0
6	10	1	0	410120002	1	800	0	1000	0	1350	0	0	0	0	0	0	0	0
7	10	1	0	410120003	1	800	0	1000	0	1350	0	0	0	0	0	0	0	0
8	10	1	0	410120004	1	800	0	1000	0	1350	10000	0	0	0	0	0	0	0
9	10	1	0	410120005	1	800	0	1000	0	1350	0	0	0	0	0	0	0	0
10	10	1	0	410120006	1	800	0	1000	0	1350	0	0	0	90009306	0	0	0	0
11	10	1	0	410130001	1	100	0	200	0	500	0	0	0	0	0	0	0	0
12	10	1	0	410130002	1	100	0	200	0	500	0	0	0	0	0	0	0	0
13	10	1	0	410130003	1	100	0	200	0	500	0	0	0	0	0	0	0	0
14	10	1	0	410130004	1	100	0	200	0	500	0	0	0	90009204	0	0	0	0
15	10	1	0	410130005	1	100	0	200	0	500	0	0	0	90009205	0	0	0	0
16	10	1	0	410130006	1	100	0	200	0	500	0	0	0	0	0	0	0	0
17	10	1	0	410130007	1	100	0	200	0	500	0	0	0	0	0	0	0	0
18	10	1	0	410130008	1	100	0	200	0	500	0	0	0	0	0	0	0	0
19	10	1	0	410130009	1	100	0	200	0	500	0	0	0	90009209	0	0	0	0
20	10	1	0	410130010	1	100	0	200	0	500	0	0	0	90009210	0	0	0	0
21	10	1	0	410130011	1	100	0	200	0	500	0	0	0	90009211	0	0	0	0
22	10	1	0	410130012	1	100	0	200	0	500	0	0	0	90009212	0	0	0	0
23	10	1	0	410130013	1	100	0	200	0	500	0	0	0	90009213	0	0	0	0
24	10	1	0	410130014	1	100	0	200	0	500	0	0	0	90009214	0	0	0	0
25	10	1	0	410130015	1	100	0	200	0	500	0	0	0	90009215	0	0	0	0
26	10	1	0	410140001	1	0	0	0	1000	50	0	0	0	90009101	2	2	1	0
27	10	1	0	410140002	1	0	0	0	1000	50	0	1000	0	90009102	2	2	1	0
28	10	1	0	410140003	1	0	0	0	1000	50	0	0	0	90009103	2	2	1	0
29	10	1	0	410140004	1	0	0	0	1000	50	0	0	0	90009104	2	2	1	0
30	10	1	0	410140005	1	0	0	0	1000	50	0	1000	0	70007100	2	2	1	0
31	10	1	0	410140006	1	0	0	0	1000	50	0	1000	0	0	2	2	1	0
32	10	1	0	410140007	1	0	0	0	1000	50	0	1000	0	90009107	2	2	1	0
33	10	1	0	410140008	1	0	0	0	1000	50	0	0	0	0	2	2	1	0
34	10	1	0	410140009	1	0	0	0	1000	50	0	0	0	90009109	2	2	1	0
35	10	1	0	410140010	1	0	0	0	1000	50	0	1000	0	90009110	2	2	1	0
36	10	1	0	410140011	1	0	0	0	2000	50	0	1000	0	70007300	2	2	1	0
37	10	1	0	410140021	1	0	0	0	1500	50	0	800	0	70007301	2	2	1	0
38	10	1	0	410140021	1	0	0	450	13500	150	0	2400	0	70007308	2	2	1	0
39	10	1	0	410140021	1	0	0	50	1500	50	0	800	0	70007304	2	2	1	0
40	10	1	0	410140021	1	0	0	50	1500	50	0	800	0	70007305	2	2	1	0
41	10	1	0	410140021	1	0	0	50	1500	50	0	800	0	70007306	2	2	1	0
42	10	1	0	410160001	1	0	0	0	0	5	0	0	1000	0	2	2	2	1
43	10	1	0	410160002	1	0	0	0	0	5	0	0	1000	0	2	2	2	1
44	10	1	0	410160003	1	0	0	0	0	5	0	0	1000	0	2	2	2	1
45	10	1	0	410160004	1	0	0	0	0	5	0	0	1000	70007100	2	2	2	1
46	10	1	0	410160005	1	0	0	0	0	5	0	0	1000	70007200	2	2	2	1
47	10	1	0	410160006	1	0	0	0	0	5	0	0	1000	0	2	2	2	1
48	10	1	0	410160007	1	0	0	0	0	5	0	0	1000	90009007	2	2	2	1
49	10	1	0	410160008	1	0	0	0	0	5	0	0	1000	0	2	2	2	1
50	10	1	0	410160009	1	0	0	0	0	5	0	0	1000	0	2	2	2	1
51	10	1	0	410160010	1	0	0	0	0	5	0	0	1000	0	2	2	2	1
52	10	1	0	410160011	1	0	0	0	0	5	0	0	1000	70000105	2	2	2	1
53	10	1	0	410160011	1	0	0	0	0	5	0	0	5000	40052805	2	2	2	1
54	10	1	0	410540001	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
55	10	1	0	410540002	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
56	10	1	0	410540003	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
57	10	1	0	410540004	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
58	10	1	0	410540005	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
59	10	1	0	410540006	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
60	10	1	0	410540007	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
61	10	1	0	410540008	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
62	10	1	0	410540009	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
63	10	1	0	410540010	1	80	0	0	0	100	0	0	0	90007026	0	0	0	0
64	10	1	0	410540011	1	80	0	0	0	100	0	0	0	90007033	0	0	0	0
65	10	1	0	410540021	1	80	0	0	0	100	0	0	0	90007033	0	0	0	0
66	10	1	0	410560001	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
67	10	1	0	410560002	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
68	10	1	0	410560003	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
69	10	1	0	410560004	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
70	10	1	0	410560005	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
71	10	1	0	410560006	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
72	10	1	0	410560007	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
73	10	1	0	410560008	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
74	10	1	0	410560009	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
75	10	1	0	410560010	1	0	0	100	0	100	0	0	0	90007026	0	0	0	0
76	10	1	0	410560011	1	0	0	100	0	100	0	0	0	90007033	0	0	0	0
77	10	1	0	410400001	2	2500	0	0	0	0	0	0	0	0	0	0	0	0
78	10	1	0	410400001	18	0	0	0	0	2000	0	0	0	0	0	0	0	0
79	10	1	0	410300001	1	0	0	0	0	500	0	0	0	0	0	0	0	0
80	10	1	0	410300000	1	100	0	0	0	1500	0	0	0	0	0	0	0	0
81	10	1	0	410900300	10	1500	0	0	0	0	0	0	0	0	0	0	0	0
82	10	1	0	410900300	50	0	0	0	0	1000	0	0	0	0	0	0	0	0
83	10	1	0	410900400	1	10	0	0	0	0	0	0	0	0	0	0	0	0
84	10	1	0	410900400	20	0	0	0	0	2000	0	0	0	0	0	0	0	0
85	10	1	0	410300002	1	0	0	0	0	100	0	0	0	0	0	0	0	0
