灵宠的ID	有效标志位	名字	灵宠颜色，0白、1绿、2蓝C、3紫B、4橙A、5青、6红S、7黄SS（0~7）	职业，就只是用来算战斗力(111标准剑客，121高血，131高防，141高攻）	携带境界要求，0就是要求初境，其他的对应人物境界	携带灵宠类型，同类型的灵宠不可以带多个，主要为变异做的	初始境界	境界属性ID，对应partner_attr_cfg的主ID（1全能，2血，3防，4攻）	灵宠NPCID	灵宠头像(图标ID)	行为AI，服务器用的，以前灰哥写的行为AI	普攻ID（11001人近战，11002兽近程，11003人远程，11004兽远程）	普攻2	普攻3	普攻4	变异境界要求	变异灵宠ID	（洗髓）普通重铸消耗道具ID	（洗髓）普通重铸消耗道具数量	普通重铸变异几率	（洗髓）元宝重铸变异消耗（consumeID）	元宝重铸变异几率	天赋技能ID	天赋技能等级	天赋技能出现几率（普通重铸出现几率）	天赋技能出现几率（元宝重铸出现几率）	天赋技能普通重铸变异几率	天赋技能元宝重铸变异几率	变异天赋技能ID	变异天赋技能等级	技能1ID	技能1等级	技能1出现几率（普通重铸出现几率）	技能1出现几率（元宝重铸出现几率）	普通重铸变异几率	元宝重铸变异几率	变异技能1ID	变异技能1等级	技能2ID	技能2等级	技能2出现几率（普通重铸出现几率）	技能2出现几率（元宝重铸出现几率）	普通重铸变异几率	元宝重铸变异几率	变异技能2ID	变异技能2等级	技能3ID	技能3等级	技能3出现几率（普通重铸出现几率）	技能3出现几率（元宝重铸出现几率）	普通重铸变异几率	元宝重铸变异几率	变异技能3ID	变异技能3等级	技能4ID	技能4等级	技能4出现几率（普通重铸出现几率）	技能4出现几率（元宝重铸出现几率）	普通重铸变异几率	元宝重铸变异几率	变异技能4ID	变异技能4等级	缘分ID1	缘分ID2	缘分ID3	缘分ID4	缘分ID5	缘分ID6	灵宠环任务ID	擅长的经文任务类型	攻击资质ID	防御资质ID	生命资质ID	突破ID	可学习公共技能总数	遣散ID（对应抽卡的副键，1000以上的）	遣散奖励ID（遣散时必定获得的奖励，用来做兽魂的）	拥有时参与抽的几率	拥有时抽到对应道具ID	普通培养道具ID	普通培养数量	绑元洗消耗(consumeID)	类型(位域：1攻、2防、4血、8全能)	抽到重复时道具	抽到道具数量	升星ID	灵宠喊话ID(喊话ID，优先级低，字段先留着)	灵宠描述	来源	相机size（图鉴跟属性里模型站立高度不一样，所以乘以0.85，让属性里不会太高）	图鉴展示（拥有后才展示）	初始战力	招募排序科技1（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技2（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技3（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技4（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技5（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技6（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技7（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技8（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技9（999表示预览中不出现，1表示大概率，数值越小概率越大）	招募排序科技10（999表示预览中不出现，1表示大概率，数值越小概率越大）	星级	预览状态限制	标签显示状态限制（0不做处理，不为0时判断状态限制ID是否通过，不通过则不管，通过则读后面两个字段→标签显示文本，标签颜色）	标签显示文字	标签颜色（1红2蓝3青4紫99灰）
740000103	1	3星变异牛魔王	4	141	0	26	20	100001	9999049	partner00_614	char_ai_001	11002	0	0	0	9999	0	410600000	5	500	40531	1000	10301	1	10000	10000	0	0	0	0	31050	1	10000	10000	0	0	0	0	37040	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	401031	401032	401033	400330	5	1001	30003614	0	410140002	410400001	6	40564	1	410900300	1000	740000103	0	<color=#3f2a35>类型：</color><color=#625260>攻击-3星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>攻击型灵宠，单体攻击</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、攻击位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合周易类任务</color>\n<color=#9b835d>哞！哞！要热烈的抱抱！</color>	SourcePanel.Show(2,410140103)	1	0	1000	999	999	999	999	999	999	999	999	999	999	3	0	0	0	0
740000104	1	4星变异牛魔王	4	141	0	26	20	100001	9999049	partner00_614	char_ai_001	11002	0	0	0	9999	0	410600000	5	500	40531	1000	10301	1	10000	10000	0	0	0	0	31050	1	10000	10000	0	0	0	0	37040	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	401041	401042	401043	400340	5	1001	30003614	0	410140002	410400001	6	40564	1	410900300	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>攻击-4星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>攻击型灵宠，单体攻击</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、攻击位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合周易类任务</color>\n<color=#9b835d>哞！哞！要热烈的抱抱！</color>	SourcePanel.Show(2,410140104)	1	1	1000	999	999	999	999	999	999	999	999	999	999	4	0	0	0	0
740000201	1	变异松鼠小伞	4	131	0	30	20	100001	9999056	partner00_615	char_ai_001	11008	0	0	0	9999	0	410600000	5	500	40531	1000	10302	1	10000	10000	0	0	0	0	36040	1	10000	10000	0	0	0	0	37050	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	402011	402012	402013	400410	4	1001	30003614	0	410140006	410400001	6	40564	2	410900300	1000	740000201	0	<color=#3f2a35>类型：</color><color=#625260>防御-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，增强主人防御</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议防御相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>代表松鼠萌死你</color>	SourcePanel.Show(2,410140201)	0.68	1	1000	999	999	999	999	999	999	999	999	999	999	1	0	0	0	0
740000202	1	2星变异松鼠小伞	4	131	0	30	20	100001	9999056	partner00_615	char_ai_001	11008	0	0	0	9999	0	410600000	5	500	40531	1000	10302	1	10000	10000	0	0	0	0	36040	1	10000	10000	0	0	0	0	37050	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	402021	402022	402023	400420	4	1001	30003614	0	410140006	410400001	6	40564	2	410900300	1000	740000202	0	<color=#3f2a35>类型：</color><color=#625260>防御-2星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，增强主人防御</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议防御相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>代表松鼠萌死你</color>	SourcePanel.Show(2,410140202)	0.68	0	1000	999	999	999	999	999	999	999	999	999	999	2	0	0	0	0
740000203	1	3星变异松鼠小伞	4	131	0	30	20	100001	9999056	partner00_615	char_ai_001	11008	0	0	0	9999	0	410600000	5	500	40531	1000	10302	1	10000	10000	0	0	0	0	36040	1	10000	10000	0	0	0	0	37050	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	402031	402032	402033	400430	5	1001	30003614	0	410140006	410400001	6	40564	2	410900300	1000	740000203	0	<color=#3f2a35>类型：</color><color=#625260>防御-3星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，增强主人防御</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议防御相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>代表松鼠萌死你</color>	SourcePanel.Show(2,410140203)	0.68	0	1000	999	999	999	999	999	999	999	999	999	999	3	0	0	0	0
740000204	1	4星变异松鼠小伞	4	131	0	30	20	100001	9999056	partner00_615	char_ai_001	11008	0	0	0	9999	0	410600000	5	500	40531	1000	10302	1	10000	10000	0	0	0	0	36040	1	10000	10000	0	0	0	0	37050	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	402041	402042	402043	400440	5	1001	30003614	0	410140006	410400001	6	40564	2	410900300	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>防御-4星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，增强主人防御</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议防御相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>代表松鼠萌死你</color>	SourcePanel.Show(2,410140204)	0.68	1	1000	999	999	999	999	999	999	999	999	999	999	4	0	0	0	0
740000301	1	变异垂耳毛球	4	141	0	34	20	100001	9999057	partner00_616	char_ai_001	11002	0	0	0	9999	0	410600000	8	500	40532	1000	10301	1	10000	10000	0	0	0	0	33050	1	10000	10000	0	0	0	0	37040	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	403011	403012	403013	400510	4	1001	30003614	0	410140010	410400001	6	40564	1	410900300	1000	740000301	0	<color=#3f2a35>类型：</color><color=#625260>攻击-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>攻击型灵宠、减速</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、攻击位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合礼记类任务</color>\n<color=#9b835d>吃豪华可爱长大，无敌凶！！</color>	SourcePanel.Show(2,410140301)	0.8	1	1000	999	999	999	999	999	999	999	999	999	999	1	0	0	0	0
740000302	1	2星变异垂耳毛球	4	141	0	34	20	100001	9999057	partner00_616	char_ai_001	11002	0	0	0	9999	0	410600000	8	500	40532	1000	10301	1	10000	10000	0	0	0	0	33050	1	10000	10000	0	0	0	0	37040	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	403021	403022	403023	400520	4	1001	30003614	0	410140010	410400001	6	40564	1	410900300	1000	740000302	0	<color=#3f2a35>类型：</color><color=#625260>攻击-2星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>攻击型灵宠、减速</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、攻击位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合礼记类任务</color>\n<color=#9b835d>吃豪华可爱长大，无敌凶！！</color>	SourcePanel.Show(2,410140302)	0.8	0	1000	999	999	999	999	999	999	999	999	999	999	2	0	0	0	0
740000303	1	3星变异垂耳毛球	4	141	0	34	20	100001	9999057	partner00_616	char_ai_001	11002	0	0	0	9999	0	410600000	8	500	40532	1000	10301	1	10000	10000	0	0	0	0	33050	1	10000	10000	0	0	0	0	37040	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	403031	403032	403033	400530	5	1001	30003614	0	410140010	410400001	6	40564	1	410900300	1000	740000303	0	<color=#3f2a35>类型：</color><color=#625260>攻击-3星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>攻击型灵宠、减速</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、攻击位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合礼记类任务</color>\n<color=#9b835d>吃豪华可爱长大，无敌凶！！</color>	SourcePanel.Show(2,410140303)	0.8	0	1000	999	999	999	999	999	999	999	999	999	999	3	0	0	0	0
740000304	1	4星变异垂耳毛球	4	141	0	34	20	100001	9999057	partner00_616	char_ai_001	11002	0	0	0	9999	0	410600000	8	500	40532	1000	10301	1	10000	10000	0	0	0	0	33050	1	10000	10000	0	0	0	0	37040	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	403041	403042	403043	400540	5	1001	30003614	0	410140010	410400001	6	40564	1	410900300	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>攻击-4星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>攻击型灵宠、减速</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、攻击位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合礼记类任务</color>\n<color=#9b835d>吃豪华可爱长大，无敌凶！！</color>	SourcePanel.Show(2,410140304)	0.8	1	1000	999	999	999	999	999	999	999	999	999	999	4	0	0	0	0
760000001	1	正天雷魔	6	141	0	35	20	100001	9999032	partner00_601	char_ai_001	11004	0	0	0	9999	0	410600000	10	500	40541	1000	10301	1	10000	10000	0	0	0	0	31100	1	10000	10000	0	0	0	0	37180	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	600011	600012	600013	600010	6	1001	30003615	50	410160001	410400001	8	40565	1	410900400	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>攻击-5星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>攻击型灵宠，单体暴力输出</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、攻击位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合礼记类任务</color>\n<color=#9b835d>等我长大了去单挑托尔</color>	SourcePanel.Show(2,410160001)	0.6	1	5000	999	999	999	999	1	1	1	1	1	1	5	0	90005104	极品	1
760000002	1	异域圣使	6	141	0	36	20	100001	9999033	partner00_602	char_ai_001	11003	0	0	0	9999	0	410600000	10	500	40541	1000	10301	1	10000	10000	0	0	0	0	32090	1	10000	10000	0	0	0	0	37110	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	600021	600022	600023	600020	5	1001	30003615	50	410160002	410400001	8	40565	1	410900400	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>攻击-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>攻击型灵宠，群攻</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、攻击位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合尚书类任务</color>\n<color=#9b835d>我代表月亮消灭你们这些食物！</color>	SourcePanel.Show(2,410160002)	0.8	1	5000	5	5	999	999	999	999	999	999	999	999	1	0	90005100	新宠	4
760000003	1	笑天	6	131	0	37	20	100001	9999034	partner00_603	char_ai_001	11006	0	0	0	9999	0	410600000	10	500	40541	1000	10302	1	10000	10000	0	0	0	0	33100	1	10000	10000	0	0	0	0	37080	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	600031	600032	600033	600030	5	1001	30003615	50	410160003	410400001	8	40565	2	410900400	1000	760000003	0	<color=#3f2a35>类型：</color><color=#625260>防御-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，定身目标</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、防御位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合礼记类任务</color>\n<color=#9b835d>哮天犬后代，有严重中二病</color>	SourcePanel.Show(2,410160003)	1	1	5000	3	3	999	999	999	999	999	999	999	999	1	0	40051601	新宠	4
760000004	1	御刃	6	141	0	38	20	100001	9999035	partner00_604	char_ai_001	11001	0	0	0	9999	0	410600000	10	500	40541	1000	10301	1	10000	10000	0	0	0	0	33120	1	10000	10000	0	0	0	0	37210	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	600041	600042	600043	600040	5	1001	30003615	50	410160004	410400001	8	40565	1	410900400	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>攻击-3星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>攻击型灵宠，晕眩目标</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、攻击位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合孟子类任务</color>\n<color=#9b835d>总有人想丑化我的形象</color>	SourcePanel.Show(2,410160004)	0.8	1	5000	999	999	1	1	4	4	999	999	999	999	3	70007100	90005102	极品	1
760000005	1	猪财怪	6	131	0	39	20	100001	9999036	partner00_605	char_ai_001	11006	0	0	0	9999	0	410600000	10	500	40541	1000	10302	1	10000	10000	0	0	0	0	37190	1	10000	10000	0	0	0	0	32070	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	600051	600052	600053	600050	5	1001	30003615	50	410160005	410400001	8	40565	2	410900400	1000	760000005	0	<color=#3f2a35>类型：</color><color=#625260>防御-3星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，嘲讽，坦克</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、防御位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合论语类任务</color>\n<color=#9b835d>我觉得你们应该吃素食！</color>	SourcePanel.Show(2,410160005)	0.8	1	5000	999	999	2	2	999	999	999	999	999	999	3	70007200	90005102	新宠	4
760000006	1	西海龙女	6	121	0	40	20	100001	9999037	partner00_606	char_ai_001	11001	0	0	0	9999	0	410600000	15	500	40542	1000	10303	1	10000	10000	0	0	0	0	35060	1	10000	10000	0	0	0	0	35030	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	600061	600062	600063	600060	5	1001	30003615	50	410160006	410400001	8	40565	4	410900400	1000	760000006	0	<color=#3f2a35>类型：</color><color=#625260>生命-3星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>生命型灵宠，削弱目标</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议生命相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>小龙女去哪儿了……</color>	SourcePanel.Show(2,410160006)	0.9	1	5000	999	999	999	999	999	999	999	999	999	999	3	0	90005102	新宠	4
760000007	1	末日使徒	6	131	0	41	20	100001	9999038	partner00_607	char_ai_001	11008	0	0	0	9999	0	410600000	15	500	40542	1000	10302	1	10000	10000	0	0	0	0	36060	1	10000	10000	0	0	0	0	37190	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	600071	600072	600073	600070	5	1001	30003615	50	410160007	410400001	8	40565	2	410900400	1000	760000007	0	<color=#3f2a35>类型：</color><color=#625260>防御-1星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，增强主人防御</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议防御相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合周易类任务</color>\n<color=#9b835d>鞋子是神马？</color>	SourcePanel.Show(2,410160007)	1	1	5000	4	4	999	999	999	999	999	999	999	999	1	0	40051601	新宠	4
760000008	1	幽灵虎	6	141	0	42	20	100001	9999046	partner00_611	char_ai_001	11006	0	0	0	9999	0	410600000	15	500	40542	1000	10301	1	10000	10000	0	0	0	0	31110	1	10000	10000	0	0	0	0	36040	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	600081	600082	600083	600080	5	1001	30003615	50	410160008	410400001	8	40565	1	410900400	1000	0	0	<color=#3f2a35>类型：</color><color=#625260>攻击-3星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>攻防型灵宠，单体输出</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战、攻击相关阵位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合尚书类任务</color>\n<color=#9b835d>神秘灵宠，仅出战时可见</color>	SourcePanel.Show(2,410160008)	0.6	1	5000	999	999	999	999	999	999	999	999	999	999	3	0	40051601	新宠	4
760000009	1	暴走兔	6	131	0	43	20	100001	9999040	partner00_609	char_ai_001	11006	0	0	0	9999	0	410600000	15	500	40542	1000	10302	1	10000	10000	0	0	0	0	35050	1	10000	10000	0	0	0	0	37190	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	600091	600092	600093	600090	6	1001	30003615	50	410160009	410400001	8	40565	2	410900400	1000	760000009	0	<color=#3f2a35>类型：</color><color=#625260>防御-5星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>防御型灵宠，削弱目标</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、防御位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合周易类任务</color>\n<color=#9b835d>抱着未来！</color>	SourcePanel.Show(2,410160009)	0.8	1	5000	999	999	999	999	2	2	2	2	2	2	5	0	90005104	新宠	4
760000010	1	万古尸王	6	121	0	44	20	100001	9999041	partner00_610	char_ai_001	11002	0	0	0	9999	0	410600000	15	500	40542	1000	10303	1	10000	10000	0	0	0	0	37160	1	10000	10000	0	0	0	0	37150	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	600101	600102	600103	600100	6	1001	30003615	50	410160010	410400001	8	40565	4	410900400	1000	760000010	0	<color=#3f2a35>类型：</color><color=#625260>生命-5星灵宠</color>\n<color=#3f2a35>说明：</color><color=#625260>生命型灵宠，生命转化</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、生命位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合孟子类任务</color>\n<color=#9b835d>让我抱抱你</color>	SourcePanel.Show(2,410160010)	1	1	5000	999	999	999	999	3	3	3	3	3	3	5	0	90005104	新宠	4
760000011	1	1星年兽少女	6	141	0	48	20	100001	9999060	item97_004	char_ai_001	11002	0	0	0	9999	0	410600000	15	500	40542	1000	10301	1	10000	10000	0	0	0	0	36060	1	10000	10000	0	0	0	0	35040	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	600111	600112	600113	600110	5	1001	30003615	0	410160011	410400001	8	40565	1	410900400	1000	760000011	0	<color=#3f2a35>类型：</color><color=#625260>1星神兽-可升星</color>\n<color=#3f2a35>说明：</color><color=#625260>全能型灵宠，输出、增益</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、生命位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>凶兽咆哮！</color>	SourcePanel.Show(2,410160011)	0.8	1	6000	1	1	3	3	999	999	999	999	999	999	1	70007300	40051601	极品	1
760000012	1	2星年兽少女	6	141	0	48	20	100001	9999060	item97_004	char_ai_001	11002	0	0	0	9999	0	410600000	15	500	40542	1000	10301	1	10000	10000	0	0	0	0	36060	1	10000	10000	0	0	0	0	35040	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	600121	600122	600123	600120	5	1001	30003615	0	410160011	410400001	8	40565	1	410900400	1000	760000012	0	<color=#3f2a35>类型：</color><color=#625260>2星神兽-可升星</color>\n<color=#3f2a35>说明：</color><color=#625260>全能型灵宠，输出、增益</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、生命位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>凶兽咆哮！</color>	SourcePanel.Show(2,410160012)	0.8	0	6000	999	999	999	999	999	999	999	999	999	999	2	70007300	40051601	极品	1
760000013	1	3星年兽少女	6	141	0	48	20	100001	9999060	item97_004	char_ai_001	11002	0	0	0	9999	0	410600000	15	500	40542	1000	10301	1	10000	10000	0	0	0	0	36060	1	10000	10000	0	0	0	0	35040	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	600131	600132	600133	600130	5	1001	30003615	0	410160011	410400001	8	40565	1	410900400	1000	760000013	0	<color=#3f2a35>类型：</color><color=#625260>3星神兽-可升星</color>\n<color=#3f2a35>说明：</color><color=#625260>全能型灵宠，输出、增益</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、生命位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>凶兽咆哮！</color>	SourcePanel.Show(2,410160013)	0.8	0	6000	999	999	999	999	999	999	999	999	999	999	3	70007300	40051601	极品	1
760000014	1	4星年兽少女	6	141	0	48	20	100001	9999060	item97_004	char_ai_001	11002	0	0	0	9999	0	410600000	15	500	40542	1000	10301	1	10000	10000	0	0	0	0	36060	1	10000	10000	0	0	0	0	35060	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	600141	600142	600143	600140	5	1001	30003615	0	410160011	410400001	8	40565	1	410900400	1000	760000014	0	<color=#3f2a35>类型：</color><color=#625260>4星神兽-可升星</color>\n<color=#3f2a35>说明：</color><color=#625260>全能型灵宠，输出、增益</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、生命位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>凶兽咆哮！</color>	SourcePanel.Show(2,410160014)	0.8	0	6000	999	999	999	999	999	999	999	999	999	999	4	70007300	40051601	极品	1
760000015	1	5星年兽少女	6	141	0	48	20	100001	9999060	item97_004	char_ai_001	11002	0	0	0	9999	0	410600000	15	500	40542	1000	10301	1	10000	10000	0	0	0	0	36060	1	10000	10000	0	0	0	0	35060	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	600151	600152	600153	600150	6	1001	30003615	0	410160011	410400001	8	40565	1	410900400	1000	760000015	0	<color=#3f2a35>类型：</color><color=#625260>5星神兽-可升星</color>\n<color=#3f2a35>说明：</color><color=#625260>全能型灵宠，输出、增益</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、生命位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>凶兽咆哮！</color>	SourcePanel.Show(2,410160015)	0.8	0	6000	999	999	999	999	999	999	999	999	999	999	5	70007300	40051601	极品	1
760000016	1	6星年兽少女	6	141	0	48	20	100001	9999060	item97_004	char_ai_001	11002	0	0	0	9999	0	410600000	15	500	40542	1000	10301	1	10000	10000	0	0	0	0	36060	1	10000	10000	0	0	0	0	35060	1	10000	10000	0	0	0	0	33030	1	10000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	600161	600162	600163	600160	6	1001	30003615	0	410160011	410400001	8	40565	1	410900400	1000	760000016	0	<color=#3f2a35>类型：</color><color=#625260>6星神兽-可升星</color>\n<color=#3f2a35>说明：</color><color=#625260>全能型灵宠，输出、增益</color>\n<color=#3f2a35>阵位：</color><color=#625260>建议出战位、生命位</color>\n<color=#3f2a35>经文：</color><color=#625260>适合诗经类任务</color>\n<color=#9b835d>凶兽咆哮！</color>	SourcePanel.Show(2,410160016)	0.8	0	6000	999	999	999	999	999	999	999	999	999	999	6	70007300	40051601	极品	1
