任务池ID	任务池副键	有效标志位	无用·状态限制ID（该字段没用，别自动多情了）	任务ID	随机到的概率（相对概率）	接取任务NPCtype_id	接取任务map_id（这类任务在可接或是可交时，会先跳到该地图再寻路到指定NPC）	池名字	描述	接任务坐标x	接任务坐标y	接任务坐标z	所属环id	任务类型(0主线，1支线，2日常，3课程表，4伙伴，5学院，6指引，7帮派工资，8帮派任务1，9帮派任务2，10帮派任务3，11帮派任务4，12帮派任务5,14奇遇任务(指引型),15奇遇任务(选择型)）
4901	26	1	91000708	4927	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	27	1	91000708	4928	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	28	1	91000708	4929	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	29	1	91000708	4930	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	30	1	91000708	4931	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	31	1	91000708	4932	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	32	1	91000708	4933	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	33	1	91000708	4934	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	34	1	91000708	4935	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	35	1	91000708	4936	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	36	1	91000708	4937	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	37	1	91000708	4938	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	38	1	91000708	4939	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	39	1	91000708	4940	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	40	1	91000708	4941	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	41	1	91000708	4942	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	42	1	91000708	4943	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	43	1	91000708	4944	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	44	1	91000708	4945	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	45	1	91000708	4946	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	46	1	91000708	4947	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	47	1	91000708	4948	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	48	1	91000708	4949	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	49	1	91000708	4950	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	50	1	91000708	4951	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	51	1	91000708	4952	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	52	1	91000708	4953	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	53	1	91000708	4954	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	54	1	91000708	4955	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
4901	55	1	91000708	4956	5000	0	0	[灯]元宵灯谜	元宵灯谜，请做出你的选择	0	0	0	0	15
