属性池ID(1位类型<1白点2精炼属性池3蓝色属性池4法球属性池5称号属性池（5开头，5000+2位流水++1位流水+1位流水：占段走流水号），6系统（活动或玩法或系统ID,70（仙道秘法，2位职业+2位大境界+1位小层次）），7符印属性池（8+5位携带类型+2位流水）8坐骑外观属性池（80+外观ID，8+坐骑ID+1位流水）9伙伴属性池>+2位部位+2位职业+1位颜色+1位魂神+1位流水)(白色属性最多3条，蓝色属性最多5条，装备下上极品按照第一条白色属性品质来算)	副键流水号	有效标志	属性类型(1，为属性值；2为百分比属性，3，为主动技能；4为被动技能；5为技能天赋，6为主动攻击法球，7为被击触发法球，8为破招法球，9为格挡法球，10符印天地人(<0无，1天，2地，3人>)	属性枚举类型（法球对应的技能iD）	生成几率（法球的触发几率）	付费生成几率	品质1下属性等级（法球CD，单位秒），符印1档属性	品质2下属性等级（法球对应的技能等级），符印2档属性	品质3下属性等级，法球的时候代表法球加到玩家身上是否处于CD中（0是加上后要先走一遍CD、1是加上后可以立马被触发），，符印3档属性	品质4下属性等级，符印4档属性	品质5下属性等级，符印5档属性	品质6下属性等级，符印6档属性	品质7下属性等级，符印7档属性	品质8下属性等级，符印8档属性	品质9下属性等级，符印9档属性	品质10下属性等级，符印10档属性	品质11下属性等级（逆天封顶值，实际上不存在第11档，必定逆天时才用），符印10档属性满	品质1下属性的战力值	品质2下属性的战力值	品质3下属性的战力值	品质4下属性的战力值	品质5下属性的战力值	品质6下属性的战力值	品质7下属性的战力值	品质8下属性的战力值	品质9下属性的战力值	品质10下属性的战力值	品质11下属性的战力值	品质系数ID	通用参数(强化时为放大系数，精炼时为所属星级)，符印的话（0无，1天，2地，3人） 
20441500	9	1	1	1007	10000	10000	777	0	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	0	201	9
20441500	10	1	1	1065	10000	10000	353	0	0	0	0	0	0	0	0	0	0	2291	0	0	0	0	0	0	0	0	0	0	201	10
20541500	1	1	1	1065	10000	10000	88	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	201	1
20541500	2	1	1	1007	10000	10000	194	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	2
20541500	3	1	1	1011	10000	10000	243	0	0	0	0	0	0	0	0	0	0	1083	0	0	0	0	0	0	0	0	0	0	201	3
20541500	4	1	1	1065	10000	10000	177	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	4
20541500	5	1	1	1007	10000	10000	340	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	201	5
20541500	6	1	1	1011	10000	10000	388	0	0	0	0	0	0	0	0	0	0	1516	0	0	0	0	0	0	0	0	0	0	201	6
20541500	7	1	1	1065	10000	10000	265	0	0	0	0	0	0	0	0	0	0	1719	0	0	0	0	0	0	0	0	0	0	201	7
20541500	8	1	1	1011	10000	10000	534	0	0	0	0	0	0	0	0	0	0	1891	0	0	0	0	0	0	0	0	0	0	201	8
20541500	9	1	1	1007	10000	10000	777	0	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	0	201	9
20541500	10	1	1	1065	10000	10000	353	0	0	0	0	0	0	0	0	0	0	2291	0	0	0	0	0	0	0	0	0	0	201	10
20641500	1	1	1	1065	10000	10000	88	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	201	1
20641500	2	1	1	1006	10000	10000	194	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	2
20641500	3	1	1	1075	10000	10000	243	0	0	0	0	0	0	0	0	0	0	1083	0	0	0	0	0	0	0	0	0	0	201	3
20641500	4	1	1	1065	10000	10000	177	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	4
20641500	5	1	1	1006	10000	10000	340	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	201	5
20641500	6	1	1	1075	10000	10000	388	0	0	0	0	0	0	0	0	0	0	1516	0	0	0	0	0	0	0	0	0	0	201	6
20641500	7	1	1	1065	10000	10000	265	0	0	0	0	0	0	0	0	0	0	1719	0	0	0	0	0	0	0	0	0	0	201	7
20641500	8	1	1	1075	10000	10000	534	0	0	0	0	0	0	0	0	0	0	1891	0	0	0	0	0	0	0	0	0	0	201	8
20641500	9	1	1	1006	10000	10000	777	0	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	0	201	9
20641500	10	1	1	1065	10000	10000	353	0	0	0	0	0	0	0	0	0	0	2291	0	0	0	0	0	0	0	0	0	0	201	10
20741500	1	1	1	1072	10000	10000	3140	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	201	1
20741500	2	1	1	1006	10000	10000	194	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	2
20741500	3	1	1	1075	10000	10000	243	0	0	0	0	0	0	0	0	0	0	1083	0	0	0	0	0	0	0	0	0	0	201	3
20741500	4	1	1	1072	10000	10000	6279	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	4
20741500	5	1	1	1006	10000	10000	340	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	201	5
20741500	6	1	1	1075	10000	10000	388	0	0	0	0	0	0	0	0	0	0	1516	0	0	0	0	0	0	0	0	0	0	201	6
20741500	7	1	1	1072	10000	10000	9419	0	0	0	0	0	0	0	0	0	0	1719	0	0	0	0	0	0	0	0	0	0	201	7
20741500	8	1	1	1075	10000	10000	534	0	0	0	0	0	0	0	0	0	0	1891	0	0	0	0	0	0	0	0	0	0	201	8
20741500	9	1	1	1006	10000	10000	777	0	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	0	201	9
20741500	10	1	1	1072	10000	10000	12559	0	0	0	0	0	0	0	0	0	0	2291	0	0	0	0	0	0	0	0	0	0	201	10
20841500	1	1	1	1070	10000	10000	331	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	201	1
20841500	2	1	1	1074	10000	10000	194	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	2
20841500	3	1	1	1005	10000	10000	243	0	0	0	0	0	0	0	0	0	0	1083	0	0	0	0	0	0	0	0	0	0	201	3
20841500	4	1	1	1070	10000	10000	664	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	4
20841500	5	1	1	1074	10000	10000	340	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	201	5
20841500	6	1	1	1005	10000	10000	388	0	0	0	0	0	0	0	0	0	0	1516	0	0	0	0	0	0	0	0	0	0	201	6
20841500	7	1	1	1070	10000	10000	995	0	0	0	0	0	0	0	0	0	0	1719	0	0	0	0	0	0	0	0	0	0	201	7
20841500	8	1	1	1005	10000	10000	534	0	0	0	0	0	0	0	0	0	0	1891	0	0	0	0	0	0	0	0	0	0	201	8
20841500	9	1	1	1074	10000	10000	777	0	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	0	201	9
20841500	10	1	1	1070	10000	10000	1326	0	0	0	0	0	0	0	0	0	0	2291	0	0	0	0	0	0	0	0	0	0	201	10
20941500	1	1	1	1072	10000	10000	3140	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	201	1
20941500	2	1	1	1074	10000	10000	194	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	0	0	0	0	201	2
20941500	3	1	1	1005	10000	10000	243	0	0	0	0	0	0	0	0	0	0	1083	0	0	0	0	0	0	0	0	0	0	201	3
20941500	4	1	1	1072	10000	10000	6279	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	0	0	0	0	201	4
20941500	5	1	1	1074	10000	10000	340	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	0	201	5
20941500	6	1	1	1005	10000	10000	388	0	0	0	0	0	0	0	0	0	0	1516	0	0	0	0	0	0	0	0	0	0	201	6
20941500	7	1	1	1072	10000	10000	9419	0	0	0	0	0	0	0	0	0	0	1719	0	0	0	0	0	0	0	0	0	0	201	7
20941500	8	1	1	1005	10000	10000	534	0	0	0	0	0	0	0	0	0	0	1891	0	0	0	0	0	0	0	0	0	0	201	8
20941500	9	1	1	1074	10000	10000	777	0	0	0	0	0	0	0	0	0	0	2080	0	0	0	0	0	0	0	0	0	0	201	9
20941500	10	1	1	1072	10000	10000	12559	0	0	0	0	0	0	0	0	0	0	2291	0	0	0	0	0	0	0	0	0	0	201	10
20041600	1	1	1	1070	10000	10000	529	0	0	0	0	0	0	0	0	0	0	1218	0	0	0	0	0	0	0	0	0	0	201	1
20041600	2	1	1	1007	10000	10000	276	0	0	0	0	0	0	0	0	0	0	1523	0	0	0	0	0	0	0	0	0	0	201	2
20041600	3	1	1	1011	10000	10000	344	0	0	0	0	0	0	0	0	0	0	1904	0	0	0	0	0	0	0	0	0	0	201	3
20041600	4	1	1	1070	10000	10000	1058	0	0	0	0	0	0	0	0	0	0	2436	0	0	0	0	0	0	0	0	0	0	201	4
20041600	5	1	1	1007	10000	10000	482	0	0	0	0	0	0	0	0	0	0	2801	0	0	0	0	0	0	0	0	0	0	201	5
20041600	6	1	1	1011	10000	10000	551	0	0	0	0	0	0	0	0	0	0	3221	0	0	0	0	0	0	0	0	0	0	201	6
20041600	7	1	1	1070	10000	10000	1586	0	0	0	0	0	0	0	0	0	0	3654	0	0	0	0	0	0	0	0	0	0	201	7
20041600	8	1	1	1011	10000	10000	758	0	0	0	0	0	0	0	0	0	0	4019	0	0	0	0	0	0	0	0	0	0	201	8
20041600	9	1	1	1007	10000	10000	1102	0	0	0	0	0	0	0	0	0	0	4421	0	0	0	0	0	0	0	0	0	0	201	9
20041600	10	1	1	1070	10000	10000	2115	0	0	0	0	0	0	0	0	0	0	4872	0	0	0	0	0	0	0	0	0	0	201	10
20141600	1	1	1	1068	10000	10000	338	0	0	0	0	0	0	0	0	0	0	1218	0	0	0	0	0	0	0	0	0	0	201	1
20141600	2	1	1	1010	10000	10000	276	0	0	0	0	0	0	0	0	0	0	1523	0	0	0	0	0	0	0	0	0	0	201	2
20141600	3	1	1	1008	10000	10000	344	0	0	0	0	0	0	0	0	0	0	1904	0	0	0	0	0	0	0	0	0	0	201	3
20141600	4	1	1	1068	10000	10000	678	0	0	0	0	0	0	0	0	0	0	2436	0	0	0	0	0	0	0	0	0	0	201	4
20141600	5	1	1	1010	10000	10000	482	0	0	0	0	0	0	0	0	0	0	2801	0	0	0	0	0	0	0	0	0	0	201	5
20141600	6	1	1	1008	10000	10000	551	0	0	0	0	0	0	0	0	0	0	3221	0	0	0	0	0	0	0	0	0	0	201	6
20141600	7	1	1	1068	10000	10000	1016	0	0	0	0	0	0	0	0	0	0	3654	0	0	0	0	0	0	0	0	0	0	201	7
20141600	8	1	1	1008	10000	10000	758	0	0	0	0	0	0	0	0	0	0	4019	0	0	0	0	0	0	0	0	0	0	201	8
20141600	9	1	1	1010	10000	10000	1102	0	0	0	0	0	0	0	0	0	0	4421	0	0	0	0	0	0	0	0	0	0	201	9
20141600	10	1	1	1068	10000	10000	1354	0	0	0	0	0	0	0	0	0	0	4872	0	0	0	0	0	0	0	0	0	0	201	10
20241600	1	1	1	1072	10000	10000	7234	0	0	0	0	0	0	0	0	0	0	1218	0	0	0	0	0	0	0	0	0	0	201	1
20241600	2	1	1	1006	10000	10000	276	0	0	0	0	0	0	0	0	0	0	1523	0	0	0	0	0	0	0	0	0	0	201	2
20241600	3	1	1	1075	10000	10000	344	0	0	0	0	0	0	0	0	0	0	1904	0	0	0	0	0	0	0	0	0	0	201	3
20241600	4	1	1	1072	10000	10000	14468	0	0	0	0	0	0	0	0	0	0	2436	0	0	0	0	0	0	0	0	0	0	201	4
20241600	5	1	1	1006	10000	10000	482	0	0	0	0	0	0	0	0	0	0	2801	0	0	0	0	0	0	0	0	0	0	201	5
20241600	6	1	1	1075	10000	10000	551	0	0	0	0	0	0	0	0	0	0	3221	0	0	0	0	0	0	0	0	0	0	201	6
20241600	7	1	1	1072	10000	10000	21702	0	0	0	0	0	0	0	0	0	0	3654	0	0	0	0	0	0	0	0	0	0	201	7
20241600	8	1	1	1075	10000	10000	758	0	0	0	0	0	0	0	0	0	0	4019	0	0	0	0	0	0	0	0	0	0	201	8
20241600	9	1	1	1006	10000	10000	1102	0	0	0	0	0	0	0	0	0	0	4421	0	0	0	0	0	0	0	0	0	0	201	9
20241600	10	1	1	1072	10000	10000	28936	0	0	0	0	0	0	0	0	0	0	4872	0	0	0	0	0	0	0	0	0	0	201	10
20341600	1	1	1	1071	10000	10000	338	0	0	0	0	0	0	0	0	0	0	1218	0	0	0	0	0	0	0	0	0	0	201	1
20341600	2	1	1	1010	10000	10000	276	0	0	0	0	0	0	0	0	0	0	1523	0	0	0	0	0	0	0	0	0	0	201	2
20341600	3	1	1	1008	10000	10000	344	0	0	0	0	0	0	0	0	0	0	1904	0	0	0	0	0	0	0	0	0	0	201	3
20341600	4	1	1	1071	10000	10000	678	0	0	0	0	0	0	0	0	0	0	2436	0	0	0	0	0	0	0	0	0	0	201	4
20341600	5	1	1	1010	10000	10000	482	0	0	0	0	0	0	0	0	0	0	2801	0	0	0	0	0	0	0	0	0	0	201	5
20341600	6	1	1	1008	10000	10000	551	0	0	0	0	0	0	0	0	0	0	3221	0	0	0	0	0	0	0	0	0	0	201	6
20341600	7	1	1	1071	10000	10000	1016	0	0	0	0	0	0	0	0	0	0	3654	0	0	0	0	0	0	0	0	0	0	201	7
20341600	8	1	1	1008	10000	10000	758	0	0	0	0	0	0	0	0	0	0	4019	0	0	0	0	0	0	0	0	0	0	201	8
20341600	9	1	1	1010	10000	10000	1102	0	0	0	0	0	0	0	0	0	0	4421	0	0	0	0	0	0	0	0	0	0	201	9
20341600	10	1	1	1071	10000	10000	1354	0	0	0	0	0	0	0	0	0	0	4872	0	0	0	0	0	0	0	0	0	0	201	10
20441600	1	1	1	1065	10000	10000	141	0	0	0	0	0	0	0	0	0	0	1218	0	0	0	0	0	0	0	0	0	0	201	1
20441600	2	1	1	1007	10000	10000	276	0	0	0	0	0	0	0	0	0	0	1523	0	0	0	0	0	0	0	0	0	0	201	2
20441600	3	1	1	1011	10000	10000	344	0	0	0	0	0	0	0	0	0	0	1904	0	0	0	0	0	0	0	0	0	0	201	3
20441600	4	1	1	1065	10000	10000	282	0	0	0	0	0	0	0	0	0	0	2436	0	0	0	0	0	0	0	0	0	0	201	4
20441600	5	1	1	1007	10000	10000	482	0	0	0	0	0	0	0	0	0	0	2801	0	0	0	0	0	0	0	0	0	0	201	5
20441600	6	1	1	1011	10000	10000	551	0	0	0	0	0	0	0	0	0	0	3221	0	0	0	0	0	0	0	0	0	0	201	6
20441600	7	1	1	1065	10000	10000	422	0	0	0	0	0	0	0	0	0	0	3654	0	0	0	0	0	0	0	0	0	0	201	7
20441600	8	1	1	1011	10000	10000	758	0	0	0	0	0	0	0	0	0	0	4019	0	0	0	0	0	0	0	0	0	0	201	8
20441600	9	1	1	1007	10000	10000	1102	0	0	0	0	0	0	0	0	0	0	4421	0	0	0	0	0	0	0	0	0	0	201	9
20441600	10	1	1	1065	10000	10000	563	0	0	0	0	0	0	0	0	0	0	4872	0	0	0	0	0	0	0	0	0	0	201	10
20541600	1	1	1	1065	10000	10000	141	0	0	0	0	0	0	0	0	0	0	1218	0	0	0	0	0	0	0	0	0	0	201	1
20541600	2	1	1	1007	10000	10000	276	0	0	0	0	0	0	0	0	0	0	1523	0	0	0	0	0	0	0	0	0	0	201	2
20541600	3	1	1	1011	10000	10000	344	0	0	0	0	0	0	0	0	0	0	1904	0	0	0	0	0	0	0	0	0	0	201	3
20541600	4	1	1	1065	10000	10000	282	0	0	0	0	0	0	0	0	0	0	2436	0	0	0	0	0	0	0	0	0	0	201	4
20541600	5	1	1	1007	10000	10000	482	0	0	0	0	0	0	0	0	0	0	2801	0	0	0	0	0	0	0	0	0	0	201	5
20541600	6	1	1	1011	10000	10000	551	0	0	0	0	0	0	0	0	0	0	3221	0	0	0	0	0	0	0	0	0	0	201	6
20541600	7	1	1	1065	10000	10000	422	0	0	0	0	0	0	0	0	0	0	3654	0	0	0	0	0	0	0	0	0	0	201	7
20541600	8	1	1	1011	10000	10000	758	0	0	0	0	0	0	0	0	0	0	4019	0	0	0	0	0	0	0	0	0	0	201	8
20541600	9	1	1	1007	10000	10000	1102	0	0	0	0	0	0	0	0	0	0	4421	0	0	0	0	0	0	0	0	0	0	201	9
20541600	10	1	1	1065	10000	10000	563	0	0	0	0	0	0	0	0	0	0	4872	0	0	0	0	0	0	0	0	0	0	201	10
20641600	1	1	1	1065	10000	10000	141	0	0	0	0	0	0	0	0	0	0	1218	0	0	0	0	0	0	0	0	0	0	201	1
20641600	2	1	1	1006	10000	10000	276	0	0	0	0	0	0	0	0	0	0	1523	0	0	0	0	0	0	0	0	0	0	201	2
20641600	3	1	1	1075	10000	10000	344	0	0	0	0	0	0	0	0	0	0	1904	0	0	0	0	0	0	0	0	0	0	201	3
20641600	4	1	1	1065	10000	10000	282	0	0	0	0	0	0	0	0	0	0	2436	0	0	0	0	0	0	0	0	0	0	201	4
20641600	5	1	1	1006	10000	10000	482	0	0	0	0	0	0	0	0	0	0	2801	0	0	0	0	0	0	0	0	0	0	201	5
20641600	6	1	1	1075	10000	10000	551	0	0	0	0	0	0	0	0	0	0	3221	0	0	0	0	0	0	0	0	0	0	201	6
20641600	7	1	1	1065	10000	10000	422	0	0	0	0	0	0	0	0	0	0	3654	0	0	0	0	0	0	0	0	0	0	201	7
20641600	8	1	1	1075	10000	10000	758	0	0	0	0	0	0	0	0	0	0	4019	0	0	0	0	0	0	0	0	0	0	201	8
20641600	9	1	1	1006	10000	10000	1102	0	0	0	0	0	0	0	0	0	0	4421	0	0	0	0	0	0	0	0	0	0	201	9
20641600	10	1	1	1065	10000	10000	563	0	0	0	0	0	0	0	0	0	0	4872	0	0	0	0	0	0	0	0	0	0	201	10
20741600	1	1	1	1072	10000	10000	7234	0	0	0	0	0	0	0	0	0	0	1218	0	0	0	0	0	0	0	0	0	0	201	1
20741600	2	1	1	1006	10000	10000	276	0	0	0	0	0	0	0	0	0	0	1523	0	0	0	0	0	0	0	0	0	0	201	2
20741600	3	1	1	1075	10000	10000	344	0	0	0	0	0	0	0	0	0	0	1904	0	0	0	0	0	0	0	0	0	0	201	3
20741600	4	1	1	1072	10000	10000	14468	0	0	0	0	0	0	0	0	0	0	2436	0	0	0	0	0	0	0	0	0	0	201	4
20741600	5	1	1	1006	10000	10000	482	0	0	0	0	0	0	0	0	0	0	2801	0	0	0	0	0	0	0	0	0	0	201	5
20741600	6	1	1	1075	10000	10000	551	0	0	0	0	0	0	0	0	0	0	3221	0	0	0	0	0	0	0	0	0	0	201	6
20741600	7	1	1	1072	10000	10000	21702	0	0	0	0	0	0	0	0	0	0	3654	0	0	0	0	0	0	0	0	0	0	201	7
20741600	8	1	1	1075	10000	10000	758	0	0	0	0	0	0	0	0	0	0	4019	0	0	0	0	0	0	0	0	0	0	201	8
20741600	9	1	1	1006	10000	10000	1102	0	0	0	0	0	0	0	0	0	0	4421	0	0	0	0	0	0	0	0	0	0	201	9
20741600	10	1	1	1072	10000	10000	28936	0	0	0	0	0	0	0	0	0	0	4872	0	0	0	0	0	0	0	0	0	0	201	10
20841600	1	1	1	1070	10000	10000	529	0	0	0	0	0	0	0	0	0	0	1218	0	0	0	0	0	0	0	0	0	0	201	1
20841600	2	1	1	1074	10000	10000	276	0	0	0	0	0	0	0	0	0	0	1523	0	0	0	0	0	0	0	0	0	0	201	2
20841600	3	1	1	1005	10000	10000	344	0	0	0	0	0	0	0	0	0	0	1904	0	0	0	0	0	0	0	0	0	0	201	3
20841600	4	1	1	1070	10000	10000	1058	0	0	0	0	0	0	0	0	0	0	2436	0	0	0	0	0	0	0	0	0	0	201	4
20841600	5	1	1	1074	10000	10000	482	0	0	0	0	0	0	0	0	0	0	2801	0	0	0	0	0	0	0	0	0	0	201	5
20841600	6	1	1	1005	10000	10000	551	0	0	0	0	0	0	0	0	0	0	3221	0	0	0	0	0	0	0	0	0	0	201	6
20841600	7	1	1	1070	10000	10000	1586	0	0	0	0	0	0	0	0	0	0	3654	0	0	0	0	0	0	0	0	0	0	201	7
20841600	8	1	1	1005	10000	10000	758	0	0	0	0	0	0	0	0	0	0	4019	0	0	0	0	0	0	0	0	0	0	201	8
20841600	9	1	1	1074	10000	10000	1102	0	0	0	0	0	0	0	0	0	0	4421	0	0	0	0	0	0	0	0	0	0	201	9
20841600	10	1	1	1070	10000	10000	2115	0	0	0	0	0	0	0	0	0	0	4872	0	0	0	0	0	0	0	0	0	0	201	10
20941600	1	1	1	1072	10000	10000	7234	0	0	0	0	0	0	0	0	0	0	1218	0	0	0	0	0	0	0	0	0	0	201	1
20941600	2	1	1	1074	10000	10000	276	0	0	0	0	0	0	0	0	0	0	1523	0	0	0	0	0	0	0	0	0	0	201	2
20941600	3	1	1	1005	10000	10000	344	0	0	0	0	0	0	0	0	0	0	1904	0	0	0	0	0	0	0	0	0	0	201	3
20941600	4	1	1	1072	10000	10000	14468	0	0	0	0	0	0	0	0	0	0	2436	0	0	0	0	0	0	0	0	0	0	201	4
20941600	5	1	1	1074	10000	10000	482	0	0	0	0	0	0	0	0	0	0	2801	0	0	0	0	0	0	0	0	0	0	201	5
20941600	6	1	1	1005	10000	10000	551	0	0	0	0	0	0	0	0	0	0	3221	0	0	0	0	0	0	0	0	0	0	201	6
20941600	7	1	1	1072	10000	10000	21702	0	0	0	0	0	0	0	0	0	0	3654	0	0	0	0	0	0	0	0	0	0	201	7
20941600	8	1	1	1005	10000	10000	758	0	0	0	0	0	0	0	0	0	0	4019	0	0	0	0	0	0	0	0	0	0	201	8
20941600	9	1	1	1074	10000	10000	1102	0	0	0	0	0	0	0	0	0	0	4421	0	0	0	0	0	0	0	0	0	0	201	9
20941600	10	1	1	1072	10000	10000	28936	0	0	0	0	0	0	0	0	0	0	4872	0	0	0	0	0	0	0	0	0	0	201	10
20041700	1	1	1	1070	10000	10000	679	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0	0	0	0	201	1
20041700	2	1	1	1007	10000	10000	318	0	0	0	0	0	0	0	0	0	0	2606	0	0	0	0	0	0	0	0	0	0	201	2
20041700	3	1	1	1011	10000	10000	398	0	0	0	0	0	0	0	0	0	0	3258	0	0	0	0	0	0	0	0	0	0	201	3
20041700	4	1	1	1070	10000	10000	1356	0	0	0	0	0	0	0	0	0	0	4166	0	0	0	0	0	0	0	0	0	0	201	4
20041700	5	1	1	1007	10000	10000	557	0	0	0	0	0	0	0	0	0	0	4791	0	0	0	0	0	0	0	0	0	0	201	5
20041700	6	1	1	1011	10000	10000	636	0	0	0	0	0	0	0	0	0	0	5510	0	0	0	0	0	0	0	0	0	0	201	6
20041700	7	1	1	1070	10000	10000	2035	0	0	0	0	0	0	0	0	0	0	6251	0	0	0	0	0	0	0	0	0	0	201	7
20041700	8	1	1	1011	10000	10000	874	0	0	0	0	0	0	0	0	0	0	6876	0	0	0	0	0	0	0	0	0	0	201	8
20041700	9	1	1	1007	10000	10000	1272	0	0	0	0	0	0	0	0	0	0	7564	0	0	0	0	0	0	0	0	0	0	201	9
20041700	10	1	1	1070	10000	10000	2714	0	0	0	0	0	0	0	0	0	0	8336	0	0	0	0	0	0	0	0	0	0	201	10
20141700	1	1	1	1068	10000	10000	434	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0	0	0	0	201	1
20141700	2	1	1	1010	10000	10000	318	0	0	0	0	0	0	0	0	0	0	2606	0	0	0	0	0	0	0	0	0	0	201	2
20141700	3	1	1	1008	10000	10000	398	0	0	0	0	0	0	0	0	0	0	3258	0	0	0	0	0	0	0	0	0	0	201	3
20141700	4	1	1	1068	10000	10000	869	0	0	0	0	0	0	0	0	0	0	4166	0	0	0	0	0	0	0	0	0	0	201	4
20141700	5	1	1	1010	10000	10000	557	0	0	0	0	0	0	0	0	0	0	4791	0	0	0	0	0	0	0	0	0	0	201	5
20141700	6	1	1	1008	10000	10000	636	0	0	0	0	0	0	0	0	0	0	5510	0	0	0	0	0	0	0	0	0	0	201	6
20141700	7	1	1	1068	10000	10000	1303	0	0	0	0	0	0	0	0	0	0	6251	0	0	0	0	0	0	0	0	0	0	201	7
20141700	8	1	1	1008	10000	10000	874	0	0	0	0	0	0	0	0	0	0	6876	0	0	0	0	0	0	0	0	0	0	201	8
20141700	9	1	1	1010	10000	10000	1272	0	0	0	0	0	0	0	0	0	0	7564	0	0	0	0	0	0	0	0	0	0	201	9
20141700	10	1	1	1068	10000	10000	1738	0	0	0	0	0	0	0	0	0	0	8336	0	0	0	0	0	0	0	0	0	0	201	10
20241700	1	1	1	1072	10000	10000	9527	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0	0	0	0	201	1
20241700	2	1	1	1006	10000	10000	318	0	0	0	0	0	0	0	0	0	0	2606	0	0	0	0	0	0	0	0	0	0	201	2
20241700	3	1	1	1075	10000	10000	398	0	0	0	0	0	0	0	0	0	0	3258	0	0	0	0	0	0	0	0	0	0	201	3
20241700	4	1	1	1072	10000	10000	19054	0	0	0	0	0	0	0	0	0	0	4166	0	0	0	0	0	0	0	0	0	0	201	4
20241700	5	1	1	1006	10000	10000	557	0	0	0	0	0	0	0	0	0	0	4791	0	0	0	0	0	0	0	0	0	0	201	5
20241700	6	1	1	1075	10000	10000	636	0	0	0	0	0	0	0	0	0	0	5510	0	0	0	0	0	0	0	0	0	0	201	6
20241700	7	1	1	1072	10000	10000	28581	0	0	0	0	0	0	0	0	0	0	6251	0	0	0	0	0	0	0	0	0	0	201	7
20241700	8	1	1	1075	10000	10000	874	0	0	0	0	0	0	0	0	0	0	6876	0	0	0	0	0	0	0	0	0	0	201	8
20241700	9	1	1	1006	10000	10000	1272	0	0	0	0	0	0	0	0	0	0	7564	0	0	0	0	0	0	0	0	0	0	201	9
20241700	10	1	1	1072	10000	10000	38108	0	0	0	0	0	0	0	0	0	0	8336	0	0	0	0	0	0	0	0	0	0	201	10
20341700	1	1	1	1071	10000	10000	434	0	0	0	0	0	0	0	0	0	0	2085	0	0	0	0	0	0	0	0	0	0	201	1
20341700	2	1	1	1010	10000	10000	318	0	0	0	0	0	0	0	0	0	0	2606	0	0	0	0	0	0	0	0	0	0	201	2
20341700	3	1	1	1008	10000	10000	398	0	0	0	0	0	0	0	0	0	0	3258	0	0	0	0	0	0	0	0	0	0	201	3
20341700	4	1	1	1071	10000	10000	869	0	0	0	0	0	0	0	0	0	0	4166	0	0	0	0	0	0	0	0	0	0	201	4
20341700	5	1	1	1010	10000	10000	557	0	0	0	0	0	0	0	0	0	0	4791	0	0	0	0	0	0	0	0	0	0	201	5
20341700	6	1	1	1008	10000	10000	636	0	0	0	0	0	0	0	0	0	0	5510	0	0	0	0	0	0	0	0	0	0	201	6
20341700	7	1	1	1071	10000	10000	1303	0	0	0	0	0	0	0	0	0	0	6251	0	0	0	0	0	0	0	0	0	0	201	7
20341700	8	1	1	1008	10000	10000	874	0	0	0	0	0	0	0	0	0	0	6876	0	0	0	0	0	0	0	0	0	0	201	8
20341700	9	1	1	1010	10000	10000	1272	0	0	0	0	0	0	0	0	0	0	7564	0	0	0	0	0	0	0	0	0	0	201	9
20341700	10	1	1	1071	10000	10000	1738	0	0	0	0	0	0	0	0	0	0	8336	0	0	0	0	0	0	0	0	0	0	201	10
