任务ID（1-1279为一次性任务）	有效标志位	子任务ID	任务类型（1正常模式，2客户端模式，指引、奇遇、全隐藏模式这几个待定）	任务模式（来源：1经文,2神树，3课程表，4剑池，5灵宠，6出国，7帮派工资，8帮派任务1，9帮派任务2，10帮派任务3，11帮派任务4，12帮派任务5，13修仙之路,14奇遇任务(指引型),15奇遇任务(选择型)，16师徒任务）	任务模式（时间：0一次性任务，1日常任务，2周常任务，3月常任务）	任务模式（接取来源-位域：0无，1NPC，2面板，4道具）	所属环ID	模式参数	领取任务状态限制表主键，填0则不会读取	消耗条件主键，填0则不会读取	奖励ID主键，填0则不会读取	任务名字	可接任务描述	已接任务描述	可交任务描述	整个任务描述	领取任务对白ID	提交任务对白ID	领取任务脚本ID	完成任务脚本ID	完成任务的模式：0表示或条件，1表示与条件（注意：如果是或条件的话，空条件类型的参数2要是1，否则会一接就完成的情况）	完成任务条件：（1杀怪，2通关副本，3完成成就，4境界要求，5诵读经文，6采集多少次，7是客户端采集，8获得道具，9完成次数限制，10装备加工，11技能加工，12由服务器通关客户端副本，13灵宠注入灵元几次，14提交名剑X次，15通关指定类型客户端副本X次<2为观灵阁，8是精英历练>，16获得经文残页X次，17等级提升，18参与指定类型副本，19每日通关封魔塔层数（重置也算）），20重铸卡牌（无用），21杀敌/助攻,22抽奖(参数1:1青铜,2白银,3黄金)，23悬赏（条件为0，进度为1），24好友个数（参数1：需要角色身上的好友数量，25客户端触发服务器进度，26帮派竞拍物品成功次数，27购买某个商店多少个物品  参数1：商店ID，28帮派分红多少元宝，29开启修炼，30打造装备，31灵宠招募，参数2次数，32升级宝石，参数2次数，33合成魂装，参数2次数，34精炼多少次，35卡牌重铸多少次，36卡牌洗练多少次，37灵宠培养，38灵宠重铸，39购买聚宝盆）	完成任务条件1参数1	完成任务条件1参数2	完成任务条件1参数3	任务条件1的描述	任务条件1触发的脚本	完成条件2	完成条件2参数1	完成条件2参数2	完成条件2参数3	完成条件2描述	完成条件2脚本	完成条件3	完成条件3参数1	完成条件3参数2	完成条件3参数3	完成条件3描述	完成条件3脚本	完成条件4	完成条件4参数1	完成条件4参数2	完成条件4参数3	完成条件4描述	完成条件4脚本	完成条件5	完成条件5参数1	完成条件5参数2	完成条件5参数3	完成条件5描述	完成条件5脚本	可重复次数（仅针对可循环任务）	接任务NPC（默认）	交任务NPC（默认）	接任务地图（默认公共地图及第一阵营）	交任务地图（默认公共地图及第一阵营）	任务预给奖励	任务回收ID（消耗ID）	状态限制ID（仅在这个状态内可提交）	任务类型(0主线，1支线，2日常，3课程表，4灵宠，5教院，6指引）	只能接一个任务	是否可放弃任务（0不可以，1可以）	师徒值邮件ID	奖励师德值	接任务NPCX坐标	接任务NPCY坐标	接任务NPCZ坐标	交任务NPCX坐标	交任务NPCY坐标	交任务NPCZ坐标	任务目标1npcid	任务目标1地图	任务目标1x	任务目标1y	任务目标1z	任务目标2npcid	任务目标2地图	任务目标2x	任务目标2y	任务目标2z	任务目标3npcid	任务目标3地图	任务目标3x	任务目标3y	任务目标3z	可提交时触发脚本ID	不自动去做	不自动去交	任务自动读秒（大于0的则为默认读秒时间，读秒仅用于自动领取任务和自动领取任务奖励，等于0则不自动读秒）	目标1寻路后触发脚本	目标2寻路后触发脚本	目标3寻路后触发脚本	任务显示优先级	是否显示特殊奖励	环任务脚本（仅用在环任务上，切记）	接任务NPC（阵营2）	接任务地图（第二阵营）	接任务NPCX坐标	接任务NPCY坐标	接任务NPCZ坐标	交任务NPC（阵营2）	交任务地图（第二阵营）	交任务NPCX坐标	交任务NPCY坐标	交任务NPCZ坐标	接任务NPC（阵营3）	接任务地图（第二阵营）	接任务NPCX坐标	接任务NPCY坐标	接任务NPCZ坐标	交任务NPC（阵营3）	交任务地图（第二阵营）	交任务NPCX坐标	交任务NPCY坐标	交任务NPCZ坐标	接任务上报	交任务上报 
4216	1	0	1	15	1	2	0	0	91000706	0	10420406	[奇]讨伐妖道	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	城中守将听闻我的到来，希望我可以出面讨伐这附近的一个妖道，此人在城中大肆敛财，用妖法害人。	0	0	0	0	0	1	1001	1	0	前往讨伐，保安一方	SpecialTaskPanel.OpenPanel(4216)	1	1001	1	0	哎呀，我的腿好软，还是等官兵来了再说	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4217	1	0	1	15	1	2	0	0	91000707	0	10420407	[奇]讨伐妖道	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	城中守将听闻我的到来，希望我可以出面讨伐这附近的一个妖道，此人在城中大肆敛财，用妖法害人。	0	0	0	0	0	1	1001	1	0	前往讨伐，保安一方	SpecialTaskPanel.OpenPanel(4217)	1	1001	1	0	哎呀，我的腿好软，还是等官兵来了再说	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4218	1	0	1	15	1	2	0	0	91000708	0	10420408	[奇]讨伐妖道	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	城中守将听闻我的到来，希望我可以出面讨伐这附近的一个妖道，此人在城中大肆敛财，用妖法害人。	0	0	0	0	0	1	1001	1	0	前往讨伐，保安一方	SpecialTaskPanel.OpenPanel(4218)	1	1001	1	0	哎呀，我的腿好软，还是等官兵来了再说	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4219	1	0	1	15	1	2	0	0	91000701	0	10420501	[奇]装神弄鬼	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	远处萤火纷飞，你突然童心大发，欲与其共舞，走进一看，那是一堆堆的鬼火，原来是有人在用白磷装神弄鬼，吓唬百姓。	0	0	0	0	0	1	1001	1	0	装神弄鬼，打你个满脸开花	SpecialTaskPanel.OpenPanel(4219)	1	1001	1	0	我什么都没看到	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4220	1	0	1	15	1	2	0	0	91000702	0	10420502	[奇]装神弄鬼	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	远处萤火纷飞，你突然童心大发，欲与其共舞，走进一看，那是一堆堆的鬼火，原来是有人在用白磷装神弄鬼，吓唬百姓。	0	0	0	0	0	1	1001	1	0	装神弄鬼，打你个满脸开花	SpecialTaskPanel.OpenPanel(4220)	1	1001	1	0	我什么都没看到	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4221	1	0	1	15	1	2	0	0	91000703	0	10420503	[奇]装神弄鬼	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	远处萤火纷飞，你突然童心大发，欲与其共舞，走进一看，那是一堆堆的鬼火，原来是有人在用白磷装神弄鬼，吓唬百姓。	0	0	0	0	0	1	1001	1	0	装神弄鬼，打你个满脸开花	SpecialTaskPanel.OpenPanel(4221)	1	1001	1	0	我什么都没看到	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4222	1	0	1	15	1	2	0	0	91000704	0	10420504	[奇]装神弄鬼	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	远处萤火纷飞，你突然童心大发，欲与其共舞，走进一看，那是一堆堆的鬼火，原来是有人在用白磷装神弄鬼，吓唬百姓。	0	0	0	0	0	1	1001	1	0	装神弄鬼，打你个满脸开花	SpecialTaskPanel.OpenPanel(4222)	1	1001	1	0	我什么都没看到	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4223	1	0	1	15	1	2	0	0	91000705	0	10420505	[奇]装神弄鬼	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	远处萤火纷飞，你突然童心大发，欲与其共舞，走进一看，那是一堆堆的鬼火，原来是有人在用白磷装神弄鬼，吓唬百姓。	0	0	0	0	0	1	1001	1	0	装神弄鬼，打你个满脸开花	SpecialTaskPanel.OpenPanel(4223)	1	1001	1	0	我什么都没看到	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4224	1	0	1	15	1	2	0	0	91000706	0	10420506	[奇]装神弄鬼	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	远处萤火纷飞，你突然童心大发，欲与其共舞，走进一看，那是一堆堆的鬼火，原来是有人在用白磷装神弄鬼，吓唬百姓。	0	0	0	0	0	1	1001	1	0	装神弄鬼，打你个满脸开花	SpecialTaskPanel.OpenPanel(4224)	1	1001	1	0	我什么都没看到	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4225	1	0	1	15	1	2	0	0	91000707	0	10420507	[奇]装神弄鬼	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	远处萤火纷飞，你突然童心大发，欲与其共舞，走进一看，那是一堆堆的鬼火，原来是有人在用白磷装神弄鬼，吓唬百姓。	0	0	0	0	0	1	1001	1	0	装神弄鬼，打你个满脸开花	SpecialTaskPanel.OpenPanel(4225)	1	1001	1	0	我什么都没看到	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4226	1	0	1	15	1	2	0	0	91000708	0	10420508	[奇]装神弄鬼	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	远处萤火纷飞，你突然童心大发，欲与其共舞，走进一看，那是一堆堆的鬼火，原来是有人在用白磷装神弄鬼，吓唬百姓。	0	0	0	0	0	1	1001	1	0	装神弄鬼，打你个满脸开花	SpecialTaskPanel.OpenPanel(4226)	1	1001	1	0	我什么都没看到	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4227	1	0	1	15	1	2	0	0	0	0	10420601	[奇]梁上君子	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	三更半夜，一个家伙鬼鬼祟祟想要靠近慕府，被你当场抓获，他说他为生计所迫，行窃之事并非其所愿。	0	0	0	0	0	1	1001	1	0	不听其言，上交官府	SpecialTaskPanel.OpenPanel(4227)	1	1001	1	0	念其初犯，放他一马	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4228	1	0	1	15	1	2	0	0	91000701	0	10420701	[奇]天地灵石	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	偶然从寄售行那边获得一块奇石，上面的纹理十分奇特，似乎构成了一个天然阵法，暗含天道。但匠人说这奇石之内定有精铁，可制天下神兵。	0	0	0	0	0	1	1001	1	0	胸口碎大石，取其精髓	SpecialTaskPanel.OpenPanel(4228)	1	1001	1	0	参悟纹理，求其武道	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4229	1	0	1	15	1	2	0	0	91000702	0	10420702	[奇]天地灵石	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	偶然从寄售行那边获得一块奇石，上面的纹理十分奇特，似乎构成了一个天然阵法，暗含天道。但匠人说这奇石之内定有精铁，可制天下神兵。	0	0	0	0	0	1	1001	1	0	胸口碎大石，取其精髓	SpecialTaskPanel.OpenPanel(4229)	1	1001	1	0	参悟纹理，求其武道	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4230	1	0	1	15	1	2	0	0	91000703	0	10420703	[奇]天地灵石	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	偶然从寄售行那边获得一块奇石，上面的纹理十分奇特，似乎构成了一个天然阵法，暗含天道。但匠人说这奇石之内定有精铁，可制天下神兵。	0	0	0	0	0	1	1001	1	0	胸口碎大石，取其精髓	SpecialTaskPanel.OpenPanel(4230)	1	1001	1	0	参悟纹理，求其武道	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4231	1	0	1	15	1	2	0	0	91000704	0	10420704	[奇]天地灵石	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	偶然从寄售行那边获得一块奇石，上面的纹理十分奇特，似乎构成了一个天然阵法，暗含天道。但匠人说这奇石之内定有精铁，可制天下神兵。	0	0	0	0	0	1	1001	1	0	胸口碎大石，取其精髓	SpecialTaskPanel.OpenPanel(4231)	1	1001	1	0	参悟纹理，求其武道	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4232	1	0	1	15	1	2	0	0	91000705	0	10420705	[奇]天地灵石	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	偶然从寄售行那边获得一块奇石，上面的纹理十分奇特，似乎构成了一个天然阵法，暗含天道。但匠人说这奇石之内定有精铁，可制天下神兵。	0	0	0	0	0	1	1001	1	0	胸口碎大石，取其精髓	SpecialTaskPanel.OpenPanel(4232)	1	1001	1	0	参悟纹理，求其武道	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4233	1	0	1	15	1	2	0	0	91000706	0	10420706	[奇]天地灵石	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	偶然从寄售行那边获得一块奇石，上面的纹理十分奇特，似乎构成了一个天然阵法，暗含天道。但匠人说这奇石之内定有精铁，可制天下神兵。	0	0	0	0	0	1	1001	1	0	胸口碎大石，取其精髓	SpecialTaskPanel.OpenPanel(4233)	1	1001	1	0	参悟纹理，求其武道	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4234	1	0	1	15	1	2	0	0	91000707	0	10420707	[奇]天地灵石	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	偶然从寄售行那边获得一块奇石，上面的纹理十分奇特，似乎构成了一个天然阵法，暗含天道。但匠人说这奇石之内定有精铁，可制天下神兵。	0	0	0	0	0	1	1001	1	0	胸口碎大石，取其精髓	SpecialTaskPanel.OpenPanel(4234)	1	1001	1	0	参悟纹理，求其武道	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4235	1	0	1	15	1	2	0	0	91000708	0	10420708	[奇]天地灵石	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	偶然从寄售行那边获得一块奇石，上面的纹理十分奇特，似乎构成了一个天然阵法，暗含天道。但匠人说这奇石之内定有精铁，可制天下神兵。	0	0	0	0	0	1	1001	1	0	胸口碎大石，取其精髓	SpecialTaskPanel.OpenPanel(4235)	1	1001	1	0	参悟纹理，求其武道	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4236	1	0	1	15	1	2	0	0	91000701	0	10420801	[奇]玄铁之精	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	出游之时，天降奇物，你被砸晕了，醒来后发现是一块玄铁，玄铁是修仙界最好的材料，但是上刻有一行字——金门户所有，拾到请交还，地址****	0	0	0	0	0	1	1001	1	0	我捡到的就是我的了	SpecialTaskPanel.OpenPanel(4236)	1	1001	1	0	金门户很可怕，还是还给他吧	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4237	1	0	1	15	1	2	0	0	91000702	0	10420802	[奇]玄铁之精	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	出游之时，天降奇物，你被砸晕了，醒来后发现是一块玄铁，玄铁是修仙界最好的材料，但是上刻有一行字——金门户所有，拾到请交还，地址****	0	0	0	0	0	1	1001	1	0	我捡到的就是我的了	SpecialTaskPanel.OpenPanel(4237)	1	1001	1	0	金门户很可怕，还是还给他吧	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4238	1	0	1	15	1	2	0	0	91000703	0	10420803	[奇]玄铁之精	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	出游之时，天降奇物，你被砸晕了，醒来后发现是一块玄铁，玄铁是修仙界最好的材料，但是上刻有一行字——金门户所有，拾到请交还，地址****	0	0	0	0	0	1	1001	1	0	我捡到的就是我的了	SpecialTaskPanel.OpenPanel(4238)	1	1001	1	0	金门户很可怕，还是还给他吧	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4239	1	0	1	15	1	2	0	0	91000704	0	10420804	[奇]玄铁之精	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	出游之时，天降奇物，你被砸晕了，醒来后发现是一块玄铁，玄铁是修仙界最好的材料，但是上刻有一行字——金门户所有，拾到请交还，地址****	0	0	0	0	0	1	1001	1	0	我捡到的就是我的了	SpecialTaskPanel.OpenPanel(4239)	1	1001	1	0	金门户很可怕，还是还给他吧	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4240	1	0	1	15	1	2	0	0	91000705	0	10420805	[奇]玄铁之精	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	出游之时，天降奇物，你被砸晕了，醒来后发现是一块玄铁，玄铁是修仙界最好的材料，但是上刻有一行字——金门户所有，拾到请交还，地址****	0	0	0	0	0	1	1001	1	0	我捡到的就是我的了	SpecialTaskPanel.OpenPanel(4240)	1	1001	1	0	金门户很可怕，还是还给他吧	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4241	1	0	1	15	1	2	0	0	91000706	0	10420806	[奇]玄铁之精	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	出游之时，天降奇物，你被砸晕了，醒来后发现是一块玄铁，玄铁是修仙界最好的材料，但是上刻有一行字——金门户所有，拾到请交还，地址****	0	0	0	0	0	1	1001	1	0	我捡到的就是我的了	SpecialTaskPanel.OpenPanel(4241)	1	1001	1	0	金门户很可怕，还是还给他吧	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4242	1	0	1	15	1	2	0	0	91000707	0	10420807	[奇]玄铁之精	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	出游之时，天降奇物，你被砸晕了，醒来后发现是一块玄铁，玄铁是修仙界最好的材料，但是上刻有一行字——金门户所有，拾到请交还，地址****	0	0	0	0	0	1	1001	1	0	我捡到的就是我的了	SpecialTaskPanel.OpenPanel(4242)	1	1001	1	0	金门户很可怕，还是还给他吧	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4243	1	0	1	15	1	2	0	0	91000708	0	10420808	[奇]玄铁之精	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	出游之时，天降奇物，你被砸晕了，醒来后发现是一块玄铁，玄铁是修仙界最好的材料，但是上刻有一行字——金门户所有，拾到请交还，地址****	0	0	0	0	0	1	1001	1	0	我捡到的就是我的了	SpecialTaskPanel.OpenPanel(4243)	1	1001	1	0	金门户很可怕，还是还给他吧	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4244	1	0	1	15	1	2	0	0	91000701	0	10420901	[奇]鬼话连篇	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	鬼族的老大广林子过来找你，说出了暗号：胸不平何以平天下，你事先并不知道暗号，含情脉脉地看着她，说……	0	0	0	0	0	1	1001	1	0	乳不巨何以聚人心	SpecialTaskPanel.OpenPanel(4244)	1	1001	1	0	茎有力方能理万机	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4245	1	0	1	15	1	2	0	0	91000702	0	10420902	[奇]鬼话连篇	空	天降奇缘，请做出你的选择	天降奇缘，请做出你的选择	鬼族的老大广林子过来找你，说出了暗号：胸不平何以平天下，你事先并不知道暗号，含情脉脉地看着她，说……	0	0	0	0	0	1	1001	1	0	乳不巨何以聚人心	SpecialTaskPanel.OpenPanel(4245)	1	1001	1	0	茎有力方能理万机	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10420202	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	99999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
