品质主ID	副ID（0普通生成用，1免费重铸用，2付费重铸用……10~19各种掉落用，20~29各种制造用）	有效标志位	品质0出现几率	品质1出现几率	品质2出现几率	品质3出现几率	品质4出现几率	品质5出现几率	品质6出现几率	品质7出现几率	品质8出现几率	品质9出现几率	品质0步数	品质1步数	品质2步数	品质3步数	品质4步数	品质5步数	品质6步数	品质7步数	品质8步数	品质9步数	品质0升级成功率	品质1升级成功率	品质2升级成功率	品质3升级成功率	品质4升级成功率	品质5升级成功率	品质6升级成功率	品质7升级成功率	品质8升级成功率	品质9升级成功率	品质0暴击成功率	品质1暴击成功率	品质2暴击成功率	品质3暴击成功率	品质4暴击成功率	品质5暴击成功率	品质6暴击成功率	品质7暴击成功率	品质8暴击成功率	品质9暴击成功率
412	2	1	10000	0	0	0	0	0	0	0	0	0	2	2	3	2	3	3	3	13	19	32	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
422	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
422	1	1	10000	0	0	0	0	0	0	0	0	0	6	6	7	6	7	7	8	30	36	80	9000	9000	9000	9000	9000	9000	9000	4125	4125	2500	100	100	100	100	100	100	100	0	0	0
422	2	1	10000	0	0	0	0	0	0	0	0	0	3	3	4	3	4	4	4	16	19	42	9000	9000	9000	9000	9000	9000	9000	4125	4125	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
432	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
432	1	1	10000	0	0	0	0	0	0	0	0	0	8	8	10	8	10	10	11	47	55	110	6000	6000	6000	6000	6000	6000	6000	3245	3245	2000	100	100	100	100	100	100	100	0	0	0
432	2	1	10000	0	0	0	0	0	0	0	0	0	4	4	5	4	5	5	6	25	29	58	6000	6000	6000	6000	6000	6000	6000	3245	3245	2000	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
502	0	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
502	1	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	7	13	12	20	22	44	88	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
502	2	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	4	7	6	10	11	22	88	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
502	8	1	0	0	0	0	0	0	0	0	0	10000	10000	0	0	1	1	1	1	1	2	8	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	0	0	0	0	0	0	0	0	0	0
502	10	1	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
502	11	1	0	0	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
502	12	1	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
502	13	1	0	0	0	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
502	14	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
512	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
512	1	1	10000	0	0	0	0	0	0	0	0	0	5	5	5	6	5	6	7	28	42	70	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	2000	2000	2000	2000	2000	2000	2000	0	0	0
512	2	1	10000	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	4	15	22	37	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
522	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
522	1	1	10000	0	0	0	0	0	0	0	0	0	7	7	7	8	7	8	10	39	38	100	9000	9000	9000	9000	9000	9000	9000	3850	3850	2500	100	100	100	100	100	100	100	0	0	0
522	2	1	10000	0	0	0	0	0	0	0	0	0	4	4	4	4	4	4	5	21	20	53	9000	9000	9000	9000	9000	9000	9000	3850	3850	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
532	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
532	1	1	10000	0	0	0	0	0	0	0	0	0	10	10	10	11	10	11	14	54	53	140	6000	6000	6000	6000	6000	6000	6000	2675	2675	2000	100	100	100	100	100	100	100	0	0	0
532	2	1	10000	0	0	0	0	0	0	0	0	0	5	5	5	6	5	6	7	28	28	74	6000	6000	6000	6000	6000	6000	6000	2675	2675	2000	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
602	0	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
602	1	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	10	15	16	23	29	58	116	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
602	2	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	5	8	8	12	15	29	116	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
602	8	1	0	0	0	0	0	0	0	0	0	10000	10000	0	0	1	1	1	1	1	2	8	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	0	0	0	0	0	0	0	0	0	0
602	10	1	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
602	11	1	0	0	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
602	12	1	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
602	13	1	0	0	0	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
602	14	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
612	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
612	1	1	10000	0	0	0	0	0	0	0	0	0	8	8	8	7	8	8	9	36	54	90	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	2000	2000	2000	2000	2000	2000	2000	0	0	0
612	2	1	10000	0	0	0	0	0	0	0	0	0	4	4	4	3	4	4	4	16	25	41	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
622	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
622	1	1	10000	0	0	0	0	0	0	0	0	0	11	11	11	10	11	11	13	57	57	130	9000	9000	9000	9000	9000	9000	9000	4385	4385	2500	100	100	100	100	100	100	100	0	0	0
622	2	1	10000	0	0	0	0	0	0	0	0	0	5	5	5	5	5	5	6	26	26	59	9000	9000	9000	9000	9000	9000	9000	4385	4385	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
632	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
632	1	1	10000	0	0	0	0	0	0	0	0	0	15	15	15	14	15	15	18	72	72	180	6000	6000	6000	6000	6000	6000	6000	2800	2800	2000	100	100	100	100	100	100	100	0	0	0
632	2	1	10000	0	0	0	0	0	0	0	0	0	7	7	7	6	7	7	8	33	33	82	6000	6000	6000	6000	6000	6000	6000	2800	2800	2000	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
702	0	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
702	1	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	7	13	12	20	22	44	88	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
702	2	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	4	7	6	10	11	22	88	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
702	8	1	0	0	0	0	0	0	0	0	0	10000	10000	0	0	1	1	1	1	1	2	8	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	0	0	0	0	0	0	0	0	0	0
702	10	1	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
702	11	1	0	0	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
702	12	1	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
702	13	1	0	0	0	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
702	14	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
712	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
712	1	1	10000	0	0	0	0	0	0	0	0	0	4	4	5	4	5	5	6	24	36	60	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	2000	2000	2000	2000	2000	2000	2000	0	0	0
712	2	1	10000	0	0	0	0	0	0	0	0	0	2	2	3	2	3	3	3	13	19	32	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
722	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
722	1	1	10000	0	0	0	0	0	0	0	0	0	6	6	7	6	7	7	8	40	40	80	9000	9000	9000	9000	9000	9000	9000	5000	5000	2500	100	100	100	100	100	100	100	0	0	0
722	2	1	10000	0	0	0	0	0	0	0	0	0	3	3	4	3	4	4	4	21	21	42	9000	9000	9000	9000	9000	9000	9000	5000	5000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
732	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
732	1	1	10000	0	0	0	0	0	0	0	0	0	8	8	10	8	10	10	11	55	55	110	6000	6000	6000	6000	6000	6000	6000	3500	3500	2000	100	100	100	100	100	100	100	0	0	0
732	2	1	10000	0	0	0	0	0	0	0	0	0	4	4	5	4	5	5	6	29	29	58	6000	6000	6000	6000	6000	6000	6000	3500	3500	2000	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
802	0	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
802	1	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	10	15	16	23	29	58	116	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
802	2	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	5	8	8	12	15	29	116	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
802	8	1	0	0	0	0	0	0	0	0	0	10000	10000	0	0	1	1	1	1	1	2	8	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	0	0	0	0	0	0	0	0	0	0
802	10	1	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
802	11	1	0	0	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
802	12	1	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
802	13	1	0	0	0	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
802	14	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
812	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
812	1	1	10000	0	0	0	0	0	0	0	0	0	5	5	5	6	5	6	7	28	42	70	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	2000	2000	2000	2000	2000	2000	2000	0	0	0
812	2	1	10000	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	4	15	22	37	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
822	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
822	1	1	10000	0	0	0	0	0	0	0	0	0	7	7	7	8	7	8	10	50	50	100	9000	9000	9000	9000	9000	9000	9000	5000	5000	2500	100	100	100	100	100	100	100	0	0	0
822	2	1	10000	0	0	0	0	0	0	0	0	0	4	4	4	4	4	4	5	26	26	53	9000	9000	9000	9000	9000	9000	9000	5000	5000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
832	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
832	1	1	10000	0	0	0	0	0	0	0	0	0	10	10	10	11	10	11	14	70	70	140	6000	6000	6000	6000	6000	6000	6000	3500	3500	2000	100	100	100	100	100	100	100	0	0	0
832	2	1	10000	0	0	0	0	0	0	0	0	0	5	5	5	6	5	6	7	37	37	74	6000	6000	6000	6000	6000	6000	6000	3500	3500	2000	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
902	0	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
902	1	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	7	13	12	20	22	44	88	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
902	2	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	4	7	6	10	11	22	88	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
902	8	1	0	0	0	0	0	0	0	0	0	10000	10000	0	0	1	1	1	1	1	2	8	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	0	0	0	0	0	0	0	0	0	0
902	10	1	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
902	11	1	0	0	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
902	12	1	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
902	13	1	0	0	0	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
902	14	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
912	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
912	1	1	10000	0	0	0	0	0	0	0	0	0	8	8	8	7	8	8	9	36	54	90	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	2000	2000	2000	2000	2000	2000	2000	0	0	0
912	2	1	10000	0	0	0	0	0	0	0	0	0	5	5	5	5	5	5	6	24	36	60	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
922	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
922	1	1	10000	0	0	0	0	0	0	0	0	0	11	11	11	10	11	11	13	65	65	130	9000	9000	9000	9000	9000	9000	9000	5000	5000	2500	100	100	100	100	100	100	100	0	0	0
922	2	1	10000	0	0	0	0	0	0	0	0	0	7	7	7	7	7	7	9	43	43	87	9000	9000	9000	9000	9000	9000	9000	5000	5000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
932	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
932	1	1	10000	0	0	0	0	0	0	0	0	0	15	15	15	14	15	15	18	90	90	180	6000	6000	6000	6000	6000	6000	6000	3500	3500	2000	100	100	100	100	100	100	100	0	0	0
932	2	1	10000	0	0	0	0	0	0	0	0	0	10	10	10	9	10	10	12	60	60	120	6000	6000	6000	6000	6000	6000	6000	3500	3500	2000	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
103	0	1	1500	500	6000	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
103	1	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	1	1	6	3	3	6	12	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
103	2	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	1	1	3	3	3	3	12	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
103	8	1	0	0	0	0	0	0	0	0	0	10000	10000	0	0	1	1	1	1	1	2	8	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	0	0	0	0	0	0	0	0	0	0
103	10	1	7500	2500	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
103	11	1	0	0	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
103	12	1	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
103	13	1	0	0	0	0	0	0	0	7500	1900	600	10000	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
103	14	1	3750	1250	3750	1250	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
113	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	0	0	0	0	0	0	0	0	0	0
113	1	1	10000	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	4	6	10	10000	10000	10000	10000	10000	10000	10000	10000	10000	2500	0	0	0	0	0	0	0	0	0	0
113	2	1	10000	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	4	6	10	10000	10000	10000	10000	10000	10000	10000	10000	10000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
203	0	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
203	1	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	3	5	5	8	9	18	36	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
203	2	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	2	3	3	4	5	9	36	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
203	8	1	0	0	0	0	0	0	0	0	0	10000	10000	0	0	1	1	1	1	1	2	8	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	0	0	0	0	0	0	0	0	0	0
203	10	1	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
203	11	1	0	0	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
203	12	1	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
203	13	1	0	0	0	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
203	14	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
203	20	1	4200	3000	300	2000	400	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
203	21	1	0	0	0	1600	320	80	6000	1600	320	80	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
203	22	1	2800	2000	200	3920	784	196	75	20	4	1	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
203	23	1	0	0	0	1600	320	80	6000	1600	320	80	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
213	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
213	1	1	10000	0	0	0	0	0	0	0	0	0	3	2	3	2	3	3	4	16	24	40	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	2000	2000	2000	2000	2000	2000	2000	0	0	0
213	2	1	10000	0	0	0	0	0	0	0	0	0	3	2	3	2	3	3	4	16	24	40	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
223	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
223	1	1	10000	0	0	0	0	0	0	0	0	0	4	3	4	3	4	4	6	11	12	45	9000	9000	9000	9000	9000	9000	9000	1917	1917	1875	100	100	100	100	100	100	100	0	0	0
223	2	1	10000	0	0	0	0	0	0	0	0	0	4	3	4	3	4	4	6	11	12	45	9000	9000	9000	9000	9000	9000	9000	1917	1917	1875	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
233	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
