道具ID(9位，4位表现分类+3位等级+2位流水；道具ID首位从3开始，由于道具和装备同一套规划，所以ID段划分。300000000~900000000之间为道具，卡牌为5开头。9为虚拟装备)	有效标志	道具名	表现分类，对应另外一张配置表，这里配的是表现分类ID，规则就是道具ID的前四位	颜色(0白（废弃不要用），1绿，2蓝，3紫，4橙，5青，6红，7粉)	背包位置(0普通道具背包，1碎片)	有效期，-1为无限期，大于0则为道具的存在时间，单位为秒	绑定方式(0不绑定，1获得绑定，2使用绑定)	消耗数量，每次使用道具消耗的数量，碎片类的在TIPS上显示就是合成的数量	叠加上限	出售货币（填0不可出售-出售价格必须为1、大于10000表示道具）	出售价格	等级限制下限	等级限制上限	境界限制下限	境界限制上限	无用字段（原来是次数限制，但已经改成走消耗系统了）	效果对象（0角色，1宠物）	效果类型（0无用，1事件，2drop型宝箱（客户端不预览，dropid+成就ID+是否播放表现），3永久属性，4经文碎片（自动使用），5获得灵宠，6获得招式，7获得法器，8获得血脉，9获得血脉精血，10灵宠灵元，11灵宠亲密度，12战斗力宝箱(掉落id+战力)，13次数限制，14成就触发，15使用技能，16称号，17藏宝图（事件ID、展示奖励ID、地点ID），18获得坐骑（参数1坐骑ID，参数2持续时间），19提升膜拜等级（叁数1物品使用要求的玩家光荣榜等级、叁数2物品使用后玩家光荣榜的等级），20获得学院DKP，21醒酒道具，22灵宠技能书，23获得组队经验加成状态（参数1：加成后的百分比(双倍就是200)，参数2：加成的时间：单位秒），24周月卡（参数1类型位域<月卡2+周卡1>，参数2持续时间<单位秒>，25情缘赏花道具(不能销毁），26reward型宝箱（客户端有预览，可以自动使用，参数1ID，参数2是否弹黑框），27修炼酒，28奖励多选，29时装激活，30限时时装，31喜帖，32红包参数1填祝福ID,33改名道具，34改性别道具，36地宫钥匙，37主播礼物--可能没用了）	效果参数1（类型为0则无用，事件ID，掉落ID，属性枚举，经文类别，成就ID下限）	效果参数2（类型为0则无用，技能等级，掉落无用，属性数值，事件无用，次数无用，称号无用，成就ID上限）	效果参数3（成就触发次数）	效果参数4（0标识此绑定继续走掉落规则决定是否绑定，1标识由服务器通用规则来决定是否绑定）	任选礼包展示（如果坐骑礼包、宠物礼包这种的选择类道具，这个地方配一个NPC_type来显示模型）	特殊消耗类型（0无特殊消耗，1对应消耗表ID）	特殊消耗参数1(0无用，1为对应消耗表的副ID)	状态限制ID(特殊消耗参数2)	地点限制ID(特殊消耗参数3)	删除方式(0无，1跳副本删除)	是否自动使用(0不自动，1为自动使用，需与掉落配合)	获得广播说明(位域，0不广播，1掉落拾取，2开宝箱,4制造广播，2^3~2^12(8184)世界科技1~10广播,2^13全世界广播,2^14当前地图广播,2^15本阵营广播,2^16上品广播,2^17极品广播,2^18帮派广播,2^19小队广播)	拍卖分类	摆摊价格	特殊标示位（位域，1该道具是否可以赠送）	读条类型	读条时间，毫秒	男图标前景ID（后面要改名成FontImageID_male）	女图标前景ID	男图标背景ID（后面要改名成BackImageID_male）	女图标背景ID	掉落图标ID	掉落特效ID	合成预览ID(根据职业不同配置不同，示例（六个职业）100111001|100111002|100111003|100111004|100111005|100111006)	道具描述	来源对象ID	掉落飞入特效ID	使用后触发脚本	掉落彰显状态限制（走状态限制表，即满足状态限制之后才会在掉落的时候彰显出来）	掉落彰显表现（1紫色光柱、2橙色光柱）	物品品质（0无，1魂，2神）	使用文字	标签类型(1可鉴定，2可合成，3可魂化，4可镶嵌）装备是默认为可装备的	道具阶级	UI飞入特效（0默认飞入特效，1稀有装备、2稀有碎片、3上古装备、4上古碎片、5其他） 
320400804	1	[时装]细雨和风	3204	3	0	-1	1	1	1	300500009	1000	11	7999	0	999	0	0	29	104108	0	0	0	19999043	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_610	fashionClothe_620	0	1000062	0	润物五声，细雨和风。用于激活幻想套装「细雨和风」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400804	0	0	0	0	0	使用	0	0	0
320400811	1	[时装]细雨和风（7天）	3204	3	0	-1	1	1	1	300500009	250	11	7999	0	999	0	0	30	101108	604800	0	0	19999028	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_610	fashionClothe_620	0	1000062	0	润物五声，细雨和风。用于激活幻想套装「细雨和风」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400801	0	0	0	0	0	使用	0	0	0
320400812	1	[时装]细雨和风（7天）	3204	3	0	-1	1	1	1	300500009	250	11	7999	0	999	0	0	30	102108	604800	0	0	19999033	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_630	fashionClothe_640	0	1000062	0	润物五声，细雨和风。用于激活幻想套装「细雨和风」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400802	0	0	0	0	0	使用	0	0	0
320400813	1	[时装]细雨和风（7天）	3204	3	0	-1	1	1	1	300500009	250	11	7999	0	999	0	0	30	103108	604800	0	0	19999038	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_610	fashionClothe_620	0	1000062	0	润物五声，细雨和风。用于激活幻想套装「细雨和风」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400803	0	0	0	0	0	使用	0	0	0
320400814	1	[时装]细雨和风（7天）	3204	3	0	-1	1	1	1	300500009	250	11	7999	0	999	0	0	30	104108	604800	0	0	19999043	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_610	fashionClothe_620	0	1000062	0	润物五声，细雨和风。用于激活幻想套装「细雨和风」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400804	0	0	0	0	0	使用	0	0	0
320400821	1	[时装]细雨和风（3天）	3204	3	0	-1	1	1	1	300500009	50	11	7999	0	999	0	0	30	101108	259200	0	0	19999028	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_610	fashionClothe_620	0	1000062	0	润物五声，细雨和风。用于激活幻想套装「细雨和风」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400801	0	0	0	0	0	使用	0	0	0
320400822	1	[时装]细雨和风（3天）	3204	3	0	-1	1	1	1	300500009	50	11	7999	0	999	0	0	30	102108	259200	0	0	19999033	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_630	fashionClothe_640	0	1000062	0	润物五声，细雨和风。用于激活幻想套装「细雨和风」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400802	0	0	0	0	0	使用	0	0	0
320400823	1	[时装]细雨和风（3天）	3204	3	0	-1	1	1	1	300500009	50	11	7999	0	999	0	0	30	103108	259200	0	0	19999038	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_610	fashionClothe_620	0	1000062	0	润物五声，细雨和风。用于激活幻想套装「细雨和风」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400803	0	0	0	0	0	使用	0	0	0
320400824	1	[时装]细雨和风（3天）	3204	3	0	-1	1	1	1	300500009	50	11	7999	0	999	0	0	30	104108	259200	0	0	19999043	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_610	fashionClothe_620	0	1000062	0	润物五声，细雨和风。用于激活幻想套装「细雨和风」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400804	0	0	0	0	0	使用	0	0	0
320400901	1	[时装]踏雪寻梅	3204	3	0	-1	1	1	1	300500009	2000	11	7999	0	999	0	0	29	101109	0	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_710	fashionClothe_720	0	1000062	0	踏遍雪林无寻处，不见石后梅花笑。用于激活幻想套装「踏雪寻梅」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400901	0	0	0	0	0	使用	0	0	0
320400902	1	[时装]踏雪寻梅	3204	3	0	-1	1	1	1	300500009	2000	11	7999	0	999	0	0	29	102109	0	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_730	fashionClothe_740	0	1000062	0	踏遍雪林无寻处，不见石后梅花笑。用于激活幻想套装「踏雪寻梅」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400902	0	0	0	0	0	使用	0	0	0
320400903	1	[时装]踏雪寻梅	3204	3	0	-1	1	1	1	300500009	2000	11	7999	0	999	0	0	29	103109	0	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_710	fashionClothe_720	0	1000062	0	踏遍雪林无寻处，不见石后梅花笑。用于激活幻想套装「踏雪寻梅」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400903	0	0	0	0	0	使用	0	0	0
320400904	1	[时装]踏雪寻梅	3204	3	0	-1	1	1	1	300500009	2000	11	7999	0	999	0	0	29	104109	0	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_710	fashionClothe_720	0	1000062	0	踏遍雪林无寻处，不见石后梅花笑。用于激活幻想套装「踏雪寻梅」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400904	0	0	0	0	0	使用	0	0	0
320400911	1	[时装]踏雪寻梅（7天）	3204	3	0	-1	1	1	1	300500009	500	11	7999	0	999	0	0	30	101109	604800	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_710	fashionClothe_720	0	1000062	0	踏遍雪林无寻处，不见石后梅花笑。用于激活幻想套装「踏雪寻梅」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400901	0	0	0	0	0	使用	0	0	0
320400912	1	[时装]踏雪寻梅（7天）	3204	3	0	-1	1	1	1	300500009	500	11	7999	0	999	0	0	30	102109	604800	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_730	fashionClothe_740	0	1000062	0	踏遍雪林无寻处，不见石后梅花笑。用于激活幻想套装「踏雪寻梅」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400902	0	0	0	0	0	使用	0	0	0
320400913	1	[时装]踏雪寻梅（7天）	3204	3	0	-1	1	1	1	300500009	500	11	7999	0	999	0	0	30	103109	604800	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_710	fashionClothe_720	0	1000062	0	踏遍雪林无寻处，不见石后梅花笑。用于激活幻想套装「踏雪寻梅」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400903	0	0	0	0	0	使用	0	0	0
320400914	1	[时装]踏雪寻梅（7天）	3204	3	0	-1	1	1	1	300500009	500	11	7999	0	999	0	0	30	104109	604800	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_710	fashionClothe_720	0	1000062	0	踏遍雪林无寻处，不见石后梅花笑。用于激活幻想套装「踏雪寻梅」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400904	0	0	0	0	0	使用	0	0	0
320400921	1	[时装]踏雪寻梅（3天）	3204	3	0	-1	1	1	1	300500009	100	11	7999	0	999	0	0	30	101109	259200	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_710	fashionClothe_720	0	1000062	0	踏遍雪林无寻处，不见石后梅花笑。用于激活幻想套装「踏雪寻梅」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400901	0	0	0	0	0	使用	0	0	0
320400922	1	[时装]踏雪寻梅（3天）	3204	3	0	-1	1	1	1	300500009	100	11	7999	0	999	0	0	30	102109	259200	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_730	fashionClothe_740	0	1000062	0	踏遍雪林无寻处，不见石后梅花笑。用于激活幻想套装「踏雪寻梅」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400902	0	0	0	0	0	使用	0	0	0
320400923	1	[时装]踏雪寻梅（3天）	3204	3	0	-1	1	1	1	300500009	100	11	7999	0	999	0	0	30	103109	259200	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_710	fashionClothe_720	0	1000062	0	踏遍雪林无寻处，不见石后梅花笑。用于激活幻想套装「踏雪寻梅」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400903	0	0	0	0	0	使用	0	0	0
320400924	1	[时装]踏雪寻梅（3天）	3204	3	0	-1	1	1	1	300500009	100	11	7999	0	999	0	0	30	104109	259200	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_710	fashionClothe_720	0	1000062	0	踏遍雪林无寻处，不见石后梅花笑。用于激活幻想套装「踏雪寻梅」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320400904	0	0	0	0	0	使用	0	0	0
320401001	1	[时装]雪夜虹影	3204	3	0	-1	1	1	1	300500009	1000	11	7999	0	999	0	0	29	101110	0	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_810	fashionClothe_820	0	1000062	0	叮叮当，叮叮当，铃儿响叮当。用于激活幻想套装「雪夜虹影」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401001	0	0	0	0	0	使用	0	0	0
320401002	1	[时装]雪夜虹影	3204	3	0	-1	1	1	1	300500009	1000	11	7999	0	999	0	0	29	102110	0	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_830	fashionClothe_840	0	1000062	0	叮叮当，叮叮当，铃儿响叮当。用于激活幻想套装「雪夜虹影」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401002	0	0	0	0	0	使用	0	0	0
320401003	1	[时装]雪夜虹影	3204	3	0	-1	1	1	1	300500009	1000	11	7999	0	999	0	0	29	103110	0	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_810	fashionClothe_820	0	1000062	0	叮叮当，叮叮当，铃儿响叮当。用于激活幻想套装「雪夜虹影」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401003	0	0	0	0	0	使用	0	0	0
320401004	1	[时装]雪夜虹影	3204	3	0	-1	1	1	1	300500009	1000	11	7999	0	999	0	0	29	104110	0	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_810	fashionClothe_820	0	1000062	0	叮叮当，叮叮当，铃儿响叮当。用于激活幻想套装「雪夜虹影」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401004	0	0	0	0	0	使用	0	0	0
320401011	1	[时装]雪夜虹影（7天）	3204	3	0	-1	1	1	1	300500009	500	11	7999	0	999	0	0	30	101110	604800	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_810	fashionClothe_820	0	1000062	0	叮叮当，叮叮当，铃儿响叮当。用于激活幻想套装「雪夜虹影」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401001	0	0	0	0	0	使用	0	0	0
320401012	1	[时装]雪夜虹影（7天）	3204	3	0	-1	1	1	1	300500009	500	11	7999	0	999	0	0	30	102110	604800	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_830	fashionClothe_840	0	1000062	0	叮叮当，叮叮当，铃儿响叮当。用于激活幻想套装「雪夜虹影」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401002	0	0	0	0	0	使用	0	0	0
320401013	1	[时装]雪夜虹影（7天）	3204	3	0	-1	1	1	1	300500009	500	11	7999	0	999	0	0	30	103110	604800	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_810	fashionClothe_820	0	1000062	0	叮叮当，叮叮当，铃儿响叮当。用于激活幻想套装「雪夜虹影」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401003	0	0	0	0	0	使用	0	0	0
320401014	1	[时装]雪夜虹影（7天）	3204	3	0	-1	1	1	1	300500009	500	11	7999	0	999	0	0	30	104110	604800	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_810	fashionClothe_820	0	1000062	0	叮叮当，叮叮当，铃儿响叮当。用于激活幻想套装「雪夜虹影」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401004	0	0	0	0	0	使用	0	0	0
320401021	1	[时装]雪夜虹影（3天）	3204	3	0	-1	1	1	1	300500009	100	11	7999	0	999	0	0	30	101110	259200	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_810	fashionClothe_820	0	1000062	0	叮叮当，叮叮当，铃儿响叮当。用于激活幻想套装「雪夜虹影」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401001	0	0	0	0	0	使用	0	0	0
320401022	1	[时装]雪夜虹影（3天）	3204	3	0	-1	1	1	1	300500009	100	11	7999	0	999	0	0	30	102110	259200	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_830	fashionClothe_840	0	1000062	0	叮叮当，叮叮当，铃儿响叮当。用于激活幻想套装「雪夜虹影」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401002	0	0	0	0	0	使用	0	0	0
320401023	1	[时装]雪夜虹影（3天）	3204	3	0	-1	1	1	1	300500009	100	11	7999	0	999	0	0	30	103110	259200	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_810	fashionClothe_820	0	1000062	0	叮叮当，叮叮当，铃儿响叮当。用于激活幻想套装「雪夜虹影」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401003	0	0	0	0	0	使用	0	0	0
320401024	1	[时装]雪夜虹影（3天）	3204	3	0	-1	1	1	1	300500009	100	11	7999	0	999	0	0	30	104110	259200	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_810	fashionClothe_820	0	1000062	0	叮叮当，叮叮当，铃儿响叮当。用于激活幻想套装「雪夜虹影」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401004	0	0	0	0	0	使用	0	0	0
320401101	1	[时装]吉祥如意	3204	3	0	-1	1	1	1	300500009	2000	11	7999	0	999	0	0	29	101111	0	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	item11_110	item11_111	0	1000062	0	如意吉祥大吉大利。用于激活幻想套装「吉祥如意」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401101	0	0	0	0	0	使用	0	0	0
320401102	1	[时装]吉祥如意	3204	3	0	-1	1	1	1	300500009	2000	11	7999	0	999	0	0	29	102111	0	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	item11_112	item11_113	0	1000062	0	如意吉祥大吉大利。用于激活幻想套装「吉祥如意」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401102	0	0	0	0	0	使用	0	0	0
320401103	1	[时装]吉祥如意	3204	3	0	-1	1	1	1	300500009	2000	11	7999	0	999	0	0	29	103111	0	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	item11_110	item11_111	0	1000062	0	如意吉祥大吉大利。用于激活幻想套装「吉祥如意」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401103	0	0	0	0	0	使用	0	0	0
320401104	1	[时装]吉祥如意	3204	3	0	-1	1	1	1	300500009	2000	11	7999	0	999	0	0	29	104111	0	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	item11_110	item11_111	0	1000062	0	如意吉祥大吉大利。用于激活幻想套装「吉祥如意」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401104	0	0	0	0	0	使用	0	0	0
320401111	1	[时装]吉祥如意（7天）	3204	3	0	-1	1	1	1	300500009	500	11	7999	0	999	0	0	30	101111	604800	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	item11_110	item11_111	0	1000062	0	如意吉祥大吉大利。用于激活幻想套装「吉祥如意」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401101	0	0	0	0	0	使用	0	0	0
320401112	1	[时装]吉祥如意（7天）	3204	3	0	-1	1	1	1	300500009	500	11	7999	0	999	0	0	30	102111	604800	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	item11_112	item11_113	0	1000062	0	如意吉祥大吉大利。用于激活幻想套装「吉祥如意」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401102	0	0	0	0	0	使用	0	0	0
320401113	1	[时装]吉祥如意（7天）	3204	3	0	-1	1	1	1	300500009	500	11	7999	0	999	0	0	30	103111	604800	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	item11_110	item11_111	0	1000062	0	如意吉祥大吉大利。用于激活幻想套装「吉祥如意」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401103	0	0	0	0	0	使用	0	0	0
320401114	1	[时装]吉祥如意（7天）	3204	3	0	-1	1	1	1	300500009	500	11	7999	0	999	0	0	30	104111	604800	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	item11_110	item11_111	0	1000062	0	如意吉祥大吉大利。用于激活幻想套装「吉祥如意」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401104	0	0	0	0	0	使用	0	0	0
320401121	1	[时装]吉祥如意（3天）	3204	3	0	-1	1	1	1	300500009	100	11	7999	0	999	0	0	30	101111	259200	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	item11_110	item11_111	0	1000062	0	如意吉祥大吉大利。用于激活幻想套装「吉祥如意」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401101	0	0	0	0	0	使用	0	0	0
320401122	1	[时装]吉祥如意（3天）	3204	3	0	-1	1	1	1	300500009	100	11	7999	0	999	0	0	30	102111	259200	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	item11_112	item11_113	0	1000062	0	如意吉祥大吉大利。用于激活幻想套装「吉祥如意」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401102	0	0	0	0	0	使用	0	0	0
320401123	1	[时装]吉祥如意（3天）	3204	3	0	-1	1	1	1	300500009	100	11	7999	0	999	0	0	30	103111	259200	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	item11_110	item11_111	0	1000062	0	如意吉祥大吉大利。用于激活幻想套装「吉祥如意」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401103	0	0	0	0	0	使用	0	0	0
320401124	1	[时装]吉祥如意（3天）	3204	3	0	-1	1	1	1	300500009	100	11	7999	0	999	0	0	30	104111	259200	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	item11_110	item11_111	0	1000062	0	如意吉祥大吉大利。用于激活幻想套装「吉祥如意」，以及该时装的后续升阶。激活后在[外观-时装-套装]面板进行穿戴	320401104	0	0	0	0	0	使用	0	0	0
320401201	1	[时装]雪霁·凝月	3204	3	0	-1	1	1	1	300500009	2000	11	7999	0	999	0	0	29	101112	0	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_212	fashionClothe_222	0	1000062	0	雪霁初晴，清蓝之髓。用于激活幻想套装「雪霁·凝月」。激活后在[外观-时装-套装]面板进行穿戴	320401201	0	0	0	0	0	使用	0	0	0
320401202	1	[时装]雪霁·凝月	3204	3	0	-1	1	1	1	300500009	2000	11	7999	0	999	0	0	29	102112	0	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_232	fashionClothe_245	0	1000062	0	雪霁初晴，清蓝之髓。用于激活幻想套装「雪霁·凝月」。激活后在[外观-时装-套装]面板进行穿戴	320401202	0	0	0	0	0	使用	0	0	0
320401203	1	[时装]雪霁·凝月	3204	3	0	-1	1	1	1	300500009	2000	11	7999	0	999	0	0	29	103112	0	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_212	fashionClothe_222	0	1000062	0	雪霁初晴，清蓝之髓。用于激活幻想套装「雪霁·凝月」。激活后在[外观-时装-套装]面板进行穿戴	320401203	0	0	0	0	0	使用	0	0	0
320401204	1	[时装]雪霁·凝月	3204	3	0	-1	1	1	1	300500009	2000	11	7999	0	999	0	0	29	104112	0	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_212	fashionClothe_222	0	1000062	0	雪霁初晴，清蓝之髓。用于激活幻想套装「雪霁·凝月」。激活后在[外观-时装-套装]面板进行穿戴	320401204	0	0	0	0	0	使用	0	0	0
320401211	1	[时装]雪霁·凝月（7天）	3204	3	0	-1	1	1	1	300500009	500	11	7999	0	999	0	0	30	101112	604800	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_212	fashionClothe_222	0	1000062	0	雪霁初晴，清蓝之髓。用于激活幻想套装「雪霁·凝月」。激活后在[外观-时装-套装]面板进行穿戴	320401201	0	0	0	0	0	使用	0	0	0
320401212	1	[时装]雪霁·凝月（7天）	3204	3	0	-1	1	1	1	300500009	500	11	7999	0	999	0	0	30	102112	604800	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_232	fashionClothe_245	0	1000062	0	雪霁初晴，清蓝之髓。用于激活幻想套装「雪霁·凝月」。激活后在[外观-时装-套装]面板进行穿戴	320401202	0	0	0	0	0	使用	0	0	0
320401213	1	[时装]雪霁·凝月（7天）	3204	3	0	-1	1	1	1	300500009	500	11	7999	0	999	0	0	30	103112	604800	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_212	fashionClothe_222	0	1000062	0	雪霁初晴，清蓝之髓。用于激活幻想套装「雪霁·凝月」。激活后在[外观-时装-套装]面板进行穿戴	320401203	0	0	0	0	0	使用	0	0	0
320401214	1	[时装]雪霁·凝月（7天）	3204	3	0	-1	1	1	1	300500009	500	11	7999	0	999	0	0	30	104112	604800	0	0	0	0	0	90000004	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_212	fashionClothe_222	0	1000062	0	雪霁初晴，清蓝之髓。用于激活幻想套装「雪霁·凝月」。激活后在[外观-时装-套装]面板进行穿戴	320401204	0	0	0	0	0	使用	0	0	0
320401221	1	[时装]雪霁·凝月（3天）	3204	3	0	-1	1	1	1	300500009	100	11	7999	0	999	0	0	30	101112	259200	0	0	0	0	0	90000001	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_212	fashionClothe_222	0	1000062	0	雪霁初晴，清蓝之髓。用于激活幻想套装「雪霁·凝月」。激活后在[外观-时装-套装]面板进行穿戴	320401201	0	0	0	0	0	使用	0	0	0
320401222	1	[时装]雪霁·凝月（3天）	3204	3	0	-1	1	1	1	300500009	100	11	7999	0	999	0	0	30	102112	259200	0	0	0	0	0	90000002	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_232	fashionClothe_245	0	1000062	0	雪霁初晴，清蓝之髓。用于激活幻想套装「雪霁·凝月」。激活后在[外观-时装-套装]面板进行穿戴	320401202	0	0	0	0	0	使用	0	0	0
320401223	1	[时装]雪霁·凝月（3天）	3204	3	0	-1	1	1	1	300500009	100	11	7999	0	999	0	0	30	103112	259200	0	0	0	0	0	90000003	0	0	0	0	0	0	0	0	0	0	0	fashionClothe_212	fashionClothe_222	0	1000062	0	雪霁初晴，清蓝之髓。用于激活幻想套装「雪霁·凝月」。激活后在[外观-时装-套装]面板进行穿戴	320401203	0	0	0	0	0	使用	0	0	0
