备注	BUFF的ID(ID规则：弹道ID+2位流水号；如果是场景系统等没相关弹道的buff地图ID+2流水号，任务相关1000-1999)	一级分类（只在免疫、叠加计算使用了，其他时候都没用了，1属性改变，2生命恢复，4治疗加成，8无敌，16变身，32特殊，64减速、128沉默、256变羊、512定身、1024眩晕、2048昏睡、4096击退）	二级分类（如果两个buff一级分类相同，但是需要区分为不同类的buff，则使用二级分类）	BUFF类型（1、buff|2、debuff|3、场景buff(3类型buff，先不要用，应该无效））	BUFF等级（副主键，buff等级）	优先级（buff的优先级，优先级低的同类型buff会被高优先级替换）	叠加上限（buff的最大叠加层数，最大99）	触发方式（1时间触发(一般用在dot和hot等有触发间隔的)，2获得触发（关联属性计算改变），3被击触发，4攻击触发，5被击触发另外BUFF，6攻击触发另外BUFF，7移动触发）	CD类型ID（加上BUFF时检测的CD，仅是BUFF的CD，与技能无关）	CD时间(毫秒，具体的CD时间)	时间持续类型（1、墙上时间|2、在线时间|3、永久(NPC出生自带BUFF需要配成永久的)|4、时间叠加类buff墙上时间|5、时间叠加类buff在线时间|6、在某个时间前一直存在）	删除方式（0、不可删除|1、时间到删除|2、死亡删除|4、可以驱散删除|8、跳地图删除|16、使用技能删除|32、跳副本删除|64、被击删除|128、主动攻击删除|256、移动删除）	被击删除次数（被击删除时，才有效）	效果个数（效果个数，需要与后面的个数保持一致|当debuff类型为“受伤转化为施术者回血”时，占用第一个效果的“数值参数”填写转化百分比）	持续时间1（此效果的存在时间，单位毫秒，与buff时间一样则填写-1，如果时间比buff时间短，则此效果要填在后面）	触发间隔1（此效果的触发间隔，单位毫秒，加BUFF瞬间就生效则填写0(之后不再重复生效)，伤害类的DOT一定要填生效间隔的；当一级分类里为位移型hpdot（4194305），则触发间隔为移动距离）	生效条件1（关联至condition（跟程序确认一下））	关联效果id1（关联至skill_effect_cfg中的ID）	百分比参数1（关联的百分比）	数值参数1（关联的数值|当debuff类型为“受伤转化为施术者回血”时，占用第一个效果的“数值参数”填写转化百分比）	暴击率1（效果的单独暴击率）	暴击系数1（效果的单独暴击系数）	持续时间2	触发间隔2	生效条件2	关联效果id2	百分比参数2	数值参数2	暴击率2	暴击系数2	持续时间3	触发间隔3	生效条件3	关联效果id3	百分比参数3	数值参数3	暴击率3	暴击系数3	持续时间4	触发间隔4	生效条件4	关联效果id4	百分比参数4	数值参数4	暴击率4	暴击系数4	客户端表现ID	BUFF广播级别(0不广播，1广播)	BUFF的状态限制ID(关联状态限制表) 
玉如意法球减速-红	590502101	64	590202101	2	3	2	1	2	0	0	1	13	0	1	-1	0	0	2007	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
玉如意法球减速-红	590502101	64	590202101	2	4	2	1	2	0	0	1	13	0	1	-1	0	0	2007	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
玉如意法球减速-红	590502101	64	590202101	2	5	2	1	2	0	0	1	13	0	1	-1	0	0	2007	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
玉如意法球减速-红	590502101	64	590202101	2	6	2	1	2	0	0	1	13	0	1	-1	0	0	2007	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
玉如意法球减速-红	590502101	64	590202101	2	7	2	1	2	0	0	1	13	0	1	-1	0	0	2007	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
玉如意法球减速-红	590502101	64	590202101	2	8	2	1	2	0	0	1	13	0	1	-1	0	0	2007	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
玉如意法球减速-红	590502101	64	590202101	2	9	2	1	2	0	0	1	13	0	1	-1	0	0	2007	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
玉如意法球减速-红	590502101	64	590202101	2	10	2	1	2	0	0	1	13	0	1	-1	0	0	2007	-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
玉如意法球dot-红	590502102	64	590202102	2	1	2	1	1	0	0	1	13	0	2	-1	1000	0	1001	136	389	0	0	-1	1000	0	1002	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
玉如意法球dot-红	590502102	64	590202102	2	2	2	1	1	0	0	1	13	0	2	-1	1000	0	1001	136	430	0	0	-1	1000	0	1002	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
玉如意法球dot-红	590502102	64	590202102	2	3	2	1	1	0	0	1	13	0	2	-1	1000	0	1001	136	474	0	0	-1	1000	0	1002	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
玉如意法球dot-红	590502102	64	590202102	2	4	2	1	1	0	0	1	13	0	2	-1	1000	0	1001	136	523	0	0	-1	1000	0	1002	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
玉如意法球dot-红	590502102	64	590202102	2	5	2	1	1	0	0	1	13	0	2	-1	1000	0	1001	136	579	0	0	-1	1000	0	1002	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
玉如意法球dot-红	590502102	64	590202102	2	6	2	1	1	0	0	1	13	0	2	-1	1000	0	1001	136	579	0	0	-1	1000	0	1002	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
玉如意法球dot-红	590502102	64	590202102	2	7	2	1	1	0	0	1	13	0	2	-1	1000	0	1001	136	579	0	0	-1	1000	0	1002	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
玉如意法球dot-红	590502102	64	590202102	2	8	2	1	1	0	0	1	13	0	2	-1	1000	0	1001	136	579	0	0	-1	1000	0	1002	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
玉如意法球dot-红	590502102	64	590202102	2	9	2	1	1	0	0	1	13	0	2	-1	1000	0	1001	136	579	0	0	-1	1000	0	1002	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
玉如意法球dot-红	590502102	64	590202102	2	10	2	1	1	0	0	1	13	0	2	-1	1000	0	1001	136	579	0	0	-1	1000	0	1002	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
弑龙剑-红	500503101	1	500203101	1	1	2	1	2	0	0	1	13	0	3	-1	0	0	3001	0	18980	0	0	-1	0	0	3003	0	18980	0	0	-1	0	0	3007	0	2000	0	0	0	0	0	0	0	0	0	0	0	1	0
弑龙剑-红	500503101	1	500203101	1	2	2	1	2	0	0	1	13	0	3	-1	0	0	3001	0	21780	0	0	-1	0	0	3003	0	21780	0	0	-1	0	0	3007	0	2000	0	0	0	0	0	0	0	0	0	0	0	1	0
弑龙剑-红	500503101	1	500203101	1	3	2	1	2	0	0	1	13	0	3	-1	0	0	3001	0	24580	0	0	-1	0	0	3003	0	24580	0	0	-1	0	0	3007	0	2000	0	0	0	0	0	0	0	0	0	0	0	1	0
弑龙剑-红	500503101	1	500203101	1	4	2	1	2	0	0	1	13	0	3	-1	0	0	3001	0	27380	0	0	-1	0	0	3003	0	27380	0	0	-1	0	0	3007	0	2000	0	0	0	0	0	0	0	0	0	0	0	1	0
弑龙剑-红	500503101	1	500203101	1	5	2	1	2	0	0	1	13	0	3	-1	0	0	3001	0	30190	0	0	-1	0	0	3003	0	30190	0	0	-1	0	0	3007	0	2000	0	0	0	0	0	0	0	0	0	0	0	1	0
弑龙剑-红	500503101	1	500203101	1	6	2	1	2	0	0	1	13	0	3	-1	0	0	3001	0	31034	0	0	-1	0	0	3003	0	31034	0	0	-1	0	0	3007	0	2000	0	0	0	0	0	0	0	0	0	0	0	1	0
弑龙剑-红	500503101	1	500203101	1	7	2	1	2	0	0	1	13	0	3	-1	0	0	3001	0	32680	0	0	-1	0	0	3003	0	32680	0	0	-1	0	0	3007	0	2000	0	0	0	0	0	0	0	0	0	0	0	1	0
弑龙剑-红	500503101	1	500203101	1	8	2	1	2	0	0	1	13	0	3	-1	0	0	3001	0	34324	0	0	-1	0	0	3003	0	34324	0	0	-1	0	0	3007	0	2000	0	0	0	0	0	0	0	0	0	0	0	1	0
弑龙剑-红	500503101	1	500203101	1	9	2	1	2	0	0	1	13	0	3	-1	0	0	3001	0	35970	0	0	-1	0	0	3003	0	35970	0	0	-1	0	0	3007	0	2000	0	0	0	0	0	0	0	0	0	0	0	1	0
弑龙剑-红	500503101	1	500203101	1	10	2	1	2	0	0	1	13	0	3	-1	0	0	3001	0	37614	0	0	-1	0	0	3003	0	37614	0	0	-1	0	0	3007	0	2000	0	0	0	0	0	0	0	0	0	0	0	1	0
封魔图（范围沉默）-红	500504101	128	500204101	2	1	2	1	2	0	0	1	13	0	3	-1	0	0	2008	0	0	0	0	-1	0	0	3002	0	-9490	0	0	-1	0	0	3004	0	-9490	0	0	0	0	0	0	0	0	0	0	0	1	0
封魔图（范围沉默）-红	500504101	128	500204101	2	2	2	1	2	0	0	1	13	0	3	-1	0	0	2008	0	0	0	0	-1	0	0	3002	0	-10890	0	0	-1	0	0	3004	0	-10890	0	0	0	0	0	0	0	0	0	0	0	1	0
封魔图（范围沉默）-红	500504101	128	500204101	2	3	2	1	2	0	0	1	13	0	3	-1	0	0	2008	0	0	0	0	-1	0	0	3002	0	-12290	0	0	-1	0	0	3004	0	-12290	0	0	0	0	0	0	0	0	0	0	0	1	0
封魔图（范围沉默）-红	500504101	128	500204101	2	4	2	1	2	0	0	1	13	0	3	-1	0	0	2008	0	0	0	0	-1	0	0	3002	0	-13690	0	0	-1	0	0	3004	0	-13690	0	0	0	0	0	0	0	0	0	0	0	1	0
封魔图（范围沉默）-红	500504101	128	500204101	2	5	2	1	2	0	0	1	13	0	3	-1	0	0	2008	0	0	0	0	-1	0	0	3002	0	-15095	0	0	-1	0	0	3004	0	-15095	0	0	0	0	0	0	0	0	0	0	0	1	0
封魔图（范围沉默）-红	500504101	128	500204101	2	6	2	1	2	0	0	1	13	0	3	-1	0	0	2008	0	0	0	0	-1	0	0	3002	0	-15517	0	0	-1	0	0	3004	0	-15517	0	0	0	0	0	0	0	0	0	0	0	1	0
封魔图（范围沉默）-红	500504101	128	500204101	2	7	2	1	2	0	0	1	13	0	3	-1	0	0	2008	0	0	0	0	-1	0	0	3002	0	-16340	0	0	-1	0	0	3004	0	-16340	0	0	0	0	0	0	0	0	0	0	0	1	0
封魔图（范围沉默）-红	500504101	128	500204101	2	8	2	1	2	0	0	1	13	0	3	-1	0	0	2008	0	0	0	0	-1	0	0	3002	0	-17162	0	0	-1	0	0	3004	0	-17162	0	0	0	0	0	0	0	0	0	0	0	1	0
封魔图（范围沉默）-红	500504101	128	500204101	2	9	2	1	2	0	0	1	13	0	3	-1	0	0	2008	0	0	0	0	-1	0	0	3002	0	-17985	0	0	-1	0	0	3004	0	-17985	0	0	0	0	0	0	0	0	0	0	0	1	0
封魔图（范围沉默）-红	500504101	128	500204101	2	10	2	1	2	0	0	1	13	0	3	-1	0	0	2008	0	0	0	0	-1	0	0	3002	0	-18807	0	0	-1	0	0	3004	0	-18807	0	0	0	0	0	0	0	0	0	0	0	1	0
蕴灵珠加速-红	500505101	2	500205101	1	1	2	1	2	0	0	1	13	0	1	-1	0	0	2007	45	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
蕴灵珠加速-红	500505101	2	500205101	1	2	2	1	2	0	0	1	13	0	1	-1	0	0	2007	45	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
蕴灵珠加速-红	500505101	2	500205101	1	3	2	1	2	0	0	1	13	0	1	-1	0	0	2007	45	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
蕴灵珠加速-红	500505101	2	500205101	1	4	2	1	2	0	0	1	13	0	1	-1	0	0	2007	45	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
蕴灵珠加速-红	500505101	2	500205101	1	5	2	1	2	0	0	1	13	0	1	-1	0	0	2007	45	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
蕴灵珠加速-红	500505101	2	500205101	1	6	2	1	2	0	0	1	13	0	1	-1	0	0	2007	45	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
蕴灵珠加速-红	500505101	2	500205101	1	7	2	1	2	0	0	1	13	0	1	-1	0	0	2007	45	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
蕴灵珠加速-红	500505101	2	500205101	1	8	2	1	2	0	0	1	13	0	1	-1	0	0	2007	45	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
蕴灵珠加速-红	500505101	2	500205101	1	9	2	1	2	0	0	1	13	0	1	-1	0	0	2007	45	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
蕴灵珠加速-红	500505101	2	500205101	1	10	2	1	2	0	0	1	13	0	1	-1	0	0	2007	45	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
弑龙剑（减CD)-红	500506101	1	500206101	1	1	2	1	2	0	0	1	13	0	2	-1	0	0	9029	10000	0	0	0	-1	0	0	9030	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
弑龙剑（减CD)-红	500506101	1	500206101	1	2	2	1	2	0	0	1	13	0	2	-1	0	0	9029	10000	0	0	0	-1	0	0	9030	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
弑龙剑（减CD)-红	500506101	1	500206101	1	3	2	1	2	0	0	1	13	0	2	-1	0	0	9029	10000	0	0	0	-1	0	0	9030	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
弑龙剑（减CD)-红	500506101	1	500206101	1	4	2	1	2	0	0	1	13	0	2	-1	0	0	9029	10000	0	0	0	-1	0	0	9030	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
弑龙剑（减CD)-红	500506101	1	500206101	1	5	2	1	2	0	0	1	13	0	2	-1	0	0	9029	10000	0	0	0	-1	0	0	9030	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
弑龙剑（减CD)-红	500506101	1	500206101	1	6	2	1	2	0	0	1	13	0	2	-1	0	0	9029	10000	0	0	0	-1	0	0	9030	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
弑龙剑（减CD)-红	500506101	1	500206101	1	7	2	1	2	0	0	1	13	0	2	-1	0	0	9029	10000	0	0	0	-1	0	0	9030	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
弑龙剑（减CD)-红	500506101	1	500206101	1	8	2	1	2	0	0	1	13	0	2	-1	0	0	9029	10000	0	0	0	-1	0	0	9030	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
弑龙剑（减CD)-红	500506101	1	500206101	1	9	2	1	2	0	0	1	13	0	2	-1	0	0	9029	10000	0	0	0	-1	0	0	9030	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
弑龙剑（减CD)-红	500506101	1	500206101	1	10	2	1	2	0	0	1	13	0	2	-1	0	0	9029	10000	0	0	0	-1	0	0	9030	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
混元伞（反弹）-红	500507101	32	500207101	1	1	2	1	2	0	0	1	13	0	1	-1	0	0	5051	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
混元伞（反弹）-红	500507101	32	500207101	1	2	2	1	2	0	0	1	13	0	1	-1	0	0	5052	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
混元伞（反弹）-红	500507101	32	500207101	1	3	2	1	2	0	0	1	13	0	1	-1	0	0	5053	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
混元伞（反弹）-红	500507101	32	500207101	1	4	2	1	2	0	0	1	13	0	1	-1	0	0	5054	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
混元伞（反弹）-红	500507101	32	500207101	1	5	2	1	2	0	0	1	13	0	1	-1	0	0	5055	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
混元伞（反弹）-红	500507101	32	500207101	1	6	2	1	2	0	0	1	13	0	1	-1	0	0	5056	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
混元伞（反弹）-红	500507101	32	500207101	1	7	2	1	2	0	0	1	13	0	1	-1	0	0	5057	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
混元伞（反弹）-红	500507101	32	500207101	1	8	2	1	2	0	0	1	13	0	1	-1	0	0	5058	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
混元伞（反弹）-红	500507101	32	500207101	1	9	2	1	2	0	0	1	13	0	1	-1	0	0	5059	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
混元伞（反弹）-红	500507101	32	500207101	1	10	2	1	2	0	0	1	13	0	1	-1	0	0	5060	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
青龙、白虎、妖熊、真风释放无敌	500508201	32	500208201	1	1	2	1	2	0	0	1	13	0	1	-1	0	0	5000	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
苍龙法器减速-红	500508101	32	500208101	2	1	2	1	2	0	0	1	13	0	1	-1	0	0	2007	-30	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
苍龙法器减速-红	500508101	32	500208101	2	2	2	1	2	0	0	1	13	0	1	-1	0	0	2007	-30	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
苍龙法器减速-红	500508101	32	500208101	2	3	2	1	2	0	0	1	13	0	1	-1	0	0	2007	-30	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
苍龙法器减速-红	500508101	32	500208101	2	4	2	1	2	0	0	1	13	0	1	-1	0	0	2007	-30	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
苍龙法器减速-红	500508101	32	500208101	2	5	2	1	2	0	0	1	13	0	1	-1	0	0	2007	-30	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
苍龙法器减速-红	500508101	32	500208101	2	6	2	1	2	0	0	1	13	0	1	-1	0	0	2007	-30	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
苍龙法器减速-红	500508101	32	500208101	2	7	2	1	2	0	0	1	13	0	1	-1	0	0	2007	-30	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
苍龙法器减速-红	500508101	32	500208101	2	8	2	1	2	0	0	1	13	0	1	-1	0	0	2007	-30	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
苍龙法器减速-红	500508101	32	500208101	2	9	2	1	2	0	0	1	13	0	1	-1	0	0	2007	-30	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
苍龙法器减速-红	500508101	32	500208101	2	10	2	1	2	0	0	1	13	0	1	-1	0	0	2007	-30	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
虎煞法器流血-红	500509101	32	500209101	2	1	2	1	1	0	0	1	13	0	2	-1	1000	0	1001	32	1338	0	0	-1	1000	0	1002	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
虎煞法器流血-红	500509101	32	500209101	2	2	2	1	1	0	0	1	13	0	2	-1	1000	0	1001	33	1561	0	0	-1	1000	0	1002	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
虎煞法器流血-红	500509101	32	500209101	2	3	2	1	1	0	0	1	13	0	2	-1	1000	0	1001	35	1783	0	0	-1	1000	0	1002	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
虎煞法器流血-红	500509101	32	500209101	2	4	2	1	1	0	0	1	13	0	2	-1	1000	0	1001	36	2006	0	0	-1	1000	0	1002	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
虎煞法器流血-红	500509101	32	500209101	2	5	2	1	1	0	0	1	13	0	2	-1	1000	0	1001	38	2229	0	0	-1	1000	0	1002	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
虎煞法器流血-红	500509101	32	500209101	2	6	2	1	1	0	0	1	13	0	2	-1	1000	0	1001	40	2592	0	0	-1	1000	0	1002	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
虎煞法器流血-红	500509101	32	500209101	2	7	2	1	1	0	0	1	13	0	2	-1	1000	0	1001	40	2765	0	0	-1	1000	0	1002	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
虎煞法器流血-红	500509101	32	500209101	2	8	2	1	1	0	0	1	13	0	2	-1	1000	0	1001	41	2937	0	0	-1	1000	0	1002	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
虎煞法器流血-红	500509101	32	500209101	2	9	2	1	1	0	0	1	13	0	2	-1	1000	0	1001	42	3109	0	0	-1	1000	0	1002	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
虎煞法器流血-红	500509101	32	500209101	2	10	2	1	1	0	0	1	13	0	2	-1	1000	0	1001	42	3282	0	0	-1	1000	0	1002	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
兽神法器加防-红	500510101	32	500210101	1	1	2	1	2	0	0	1	13	0	2	-1	0	0	3002	5	2372	0	0	-1	0	0	3004	5	2372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
兽神法器加防-红	500510101	32	500210101	1	2	2	1	2	0	0	1	13	0	2	-1	0	0	3002	5	2722	0	0	-1	0	0	3004	5	2722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
兽神法器加防-红	500510101	32	500210101	1	3	2	1	2	0	0	1	13	0	2	-1	0	0	3002	5	3072	0	0	-1	0	0	3004	5	3072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
兽神法器加防-红	500510101	32	500210101	1	4	2	1	2	0	0	1	13	0	2	-1	0	0	3002	5	3422	0	0	-1	0	0	3004	5	3422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
兽神法器加防-红	500510101	32	500210101	1	5	2	1	2	0	0	1	13	0	2	-1	0	0	3002	5	3773	0	0	-1	0	0	3004	5	3773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
兽神法器加防-红	500510101	32	500210101	1	6	2	1	2	0	0	1	13	0	2	-1	0	0	3002	5	3879	0	0	-1	0	0	3004	5	3879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
兽神法器加防-红	500510101	32	500210101	1	7	2	1	2	0	0	1	13	0	2	-1	0	0	3002	5	4085	0	0	-1	0	0	3004	5	4085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
兽神法器加防-红	500510101	32	500210101	1	8	2	1	2	0	0	1	13	0	2	-1	0	0	3002	5	4290	0	0	-1	0	0	3004	5	4290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
兽神法器加防-红	500510101	32	500210101	1	9	2	1	2	0	0	1	13	0	2	-1	0	0	3002	5	4496	0	0	-1	0	0	3004	5	4496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
兽神法器加防-红	500510101	32	500210101	1	10	2	1	2	0	0	1	13	0	2	-1	0	0	3002	5	4701	0	0	-1	0	0	3004	5	4701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
涅盘法器降攻击-红	500511101	32	500211101	2	1	2	1	2	0	0	1	13	0	2	-1	0	0	3001	-5	-4745	0	0	-1	0	0	3003	-5	-4745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
涅盘法器降攻击-红	500511101	32	500211101	2	2	2	1	2	0	0	1	13	0	2	-1	0	0	3001	-5	-5445	0	0	-1	0	0	3003	-5	-5445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
涅盘法器降攻击-红	500511101	32	500211101	2	3	2	1	2	0	0	1	13	0	2	-1	0	0	3001	-5	-6145	0	0	-1	0	0	3003	-5	-6145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
涅盘法器降攻击-红	500511101	32	500211101	2	4	2	1	2	0	0	1	13	0	2	-1	0	0	3001	-5	-6845	0	0	-1	0	0	3003	-5	-6845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
涅盘法器降攻击-红	500511101	32	500211101	2	5	2	1	2	0	0	1	13	0	2	-1	0	0	3001	-5	-7548	0	0	-1	0	0	3003	-5	-7548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
涅盘法器降攻击-红	500511101	32	500211101	2	6	2	1	2	0	0	1	13	0	2	-1	0	0	3001	-5	-7759	0	0	-1	0	0	3003	-5	-7759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
涅盘法器降攻击-红	500511101	32	500211101	2	7	2	1	2	0	0	1	13	0	2	-1	0	0	3001	-5	-8170	0	0	-1	0	0	3003	-5	-8170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
