类型（1主件套，2辅件套，3饰品套，4翅膀，5武器强化等级，10套装，11武器，12龙魂，13灵宝，101时装升阶特效）	外观ID（对应fashion_cfg表里外观ID）	职业（每个职业男女各1个）	性别（每个职业男女各1个）	特效ID（与effect_config.lua里的特效ID对应）	名称（U3D中预设的名称）	特效节点名称（特效挂在什么位置，无特殊位置或偏移的情况下话一般用fushou_fx）	大小缩放	rimR1	rimG1	rimB1	rimA1	hairR1	hairG1	hairB1	TinitR1	TinitG1	TinitB1	TinitR2	TinitG2	TinitB2	ambR1	ambG1	ambB1	ambA1
11	1	21	1	2011121	LL_wuqi01	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	1	21	2	2011122	LL_wuqi01	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	1	31	1	2011131	DK_wuqi01	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	1	31	2	2011132	DKN_wuqi01	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	1	41	1	2011141	GS_wuqi01	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	1	41	2	2011142	GSN_wuqi01	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	2	11	1	2011211	JK_wuqi02	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	2	11	2	2011212	JK_wuqi02	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	2	21	1	2011221	LL_wuqi02	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	2	21	2	2011222	LL_wuqi02	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	2	31	1	2011231	DK_wuqi02	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	2	31	2	2011232	DKN_wuqi02	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	2	41	1	2011241	GS_wuqi02	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	2	41	2	2011242	GSN_wuqi02	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	3	11	1	2011411	JK_wuqi04	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	3	11	2	2011412	JK_wuqi04	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	3	21	1	2011421	LL_wuqi04	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	3	21	2	2011422	LL_wuqi04	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	3	31	1	2011431	DK_wuqi04	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	3	31	2	2011432	DK_wuqi04	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	3	41	1	2011441	GS_wuqi04	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	3	41	2	2011442	GS_wuqi04	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	4	11	1	2011511	JK_wuqi05	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	4	11	2	2011512	JK_wuqi05	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	4	21	1	2011521	LL_wuqi05	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	4	21	2	2011522	LL_wuqi05	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	4	31	1	2011531	DK_wuqi05	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	4	31	2	2011532	DK_wuqi05	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	4	41	1	2011541	GS_wuqi05	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	4	41	2	2011542	GS_wuqi05	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	5	11	1	2011311	JK_wuqi03	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	5	11	2	2011312	JK_wuqi03	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	5	21	1	2011321	LL_wuqi03	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	5	21	2	2011322	LL_wuqi03	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	5	31	1	2011331	DK_wuqi03	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	5	31	2	2011332	DK_wuqi03	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	5	41	1	2011341	GS_wuqi03	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	5	41	2	2011342	GS_wuqi03	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	6	11	1	2012601	JK_wuqi13	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	6	11	2	2012601	JK_wuqi13	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	6	21	1	2012602	LL_wuqi13	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	6	21	2	2012602	LL_wuqi13	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	6	31	1	2012603	DK_wuqi13	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	6	31	2	2012603	DK_wuqi13	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	6	41	1	2012604	GS_wuqi13	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	6	41	2	2012604	GS_wuqi13	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	7	11	1	2011611	dao_wuqi06	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	7	11	2	2011612	dao_wuqi06	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	7	21	1	2011621	zhang_wuqi06	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	7	21	2	2011622	zhang_wuqi06	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	7	31	1	2011631	dao_wuqi06	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	7	31	2	2011632	dao_wuqi06	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	7	41	1	2011641	gong_wuqi06	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	7	41	2	2011642	gong_wuqi06	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	8	11	1	2011081	JK_wuqi07	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	8	11	2	2011082	JK_wuqi07	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	8	21	1	2011083	LL_wuqi07	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	8	21	2	2011084	LL_wuqi07	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	8	31	1	2011085	DK_wuqi07	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	8	31	2	2011086	DK_wuqi07	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	8	41	1	2011087	GS_wuqi07	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	8	41	2	2011088	GS_wuqi07	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	9	11	1	2011071	JK_wuqi08	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	9	11	2	2011072	JK_wuqi08	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	9	21	1	2011073	LL_wuqi08	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	9	21	2	2011074	LL_wuqi08	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	9	31	1	2011075	DK_wuqi08	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	9	31	2	2011076	DK_wuqi08	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	9	41	1	2011077	GS_wuqi08	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
11	9	41	2	2011078	GS_wuqi08	weapon	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	1	11	2	20187	Buff_longhun_lv	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	2	11	2	20186	Buff_longhun_lan	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	3	11	2	20188	Buff_longhun_zi	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	4	11	2	20182	Buff_longhun_cheng	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	5	11	2	20184	Buff_longhun_hong	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	1	11	1	20187	Buff_longhun_lv	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	2	11	1	20186	Buff_longhun_lan	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	3	11	1	20188	Buff_longhun_zi	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	4	11	1	20182	Buff_longhun_cheng	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	5	11	1	20184	Buff_longhun_hong	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	1	21	2	20187	Buff_longhun_lv	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	2	21	2	20186	Buff_longhun_lan	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	3	21	2	20188	Buff_longhun_zi	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	4	21	2	20182	Buff_longhun_cheng	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	5	21	2	20184	Buff_longhun_hong	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	1	21	1	20187	Buff_longhun_lv	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	2	21	1	20186	Buff_longhun_lan	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	3	21	1	20188	Buff_longhun_zi	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	4	21	1	20182	Buff_longhun_cheng	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	5	21	1	20184	Buff_longhun_hong	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	1	31	2	20187	Buff_longhun_lv	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	2	31	2	20186	Buff_longhun_lan	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	3	31	2	20188	Buff_longhun_zi	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	4	31	2	20182	Buff_longhun_cheng	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	5	31	2	20184	Buff_longhun_hong	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	1	31	1	20187	Buff_longhun_lv	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	2	31	1	20186	Buff_longhun_lan	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	3	31	1	20188	Buff_longhun_zi	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	4	31	1	20182	Buff_longhun_cheng	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	5	31	1	20184	Buff_longhun_hong	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	1	41	2	20187	Buff_longhun_lv	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	2	41	2	20186	Buff_longhun_lan	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	3	41	2	20188	Buff_longhun_zi	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	4	41	2	20182	Buff_longhun_cheng	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	5	41	2	20184	Buff_longhun_hong	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	1	41	1	20187	Buff_longhun_lv	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	2	41	1	20186	Buff_longhun_lan	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	3	41	1	20188	Buff_longhun_zi	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	4	41	1	20182	Buff_longhun_cheng	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
12	5	41	1	20184	Buff_longhun_hong	longhun_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	1	11	1	2012101	guajian_guqin	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	1	11	2	2012101	guajian_guqin	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	2	21	1	2012102	guajian_yusan	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	2	21	2	2012102	guajian_yusan	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	3	31	1	2012103	guajian_daodun	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	3	31	2	2012103	guajian_daodun	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	4	41	1	2012104	guajian_jiandai	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	4	41	2	2012104	guajian_jiandai	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	5	11	1	2012105	guajian_pipa	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	5	11	2	2012105	guajian_pipa	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	5	21	1	2012105	guajian_pipa	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	5	21	2	2012105	guajian_pipa	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	5	31	1	2012105	guajian_pipa	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	5	31	2	2012105	guajian_pipa	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	5	41	1	2012105	guajian_pipa	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	5	41	2	2012105	guajian_pipa	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	6	11	1	2012106	guajian_maobing	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	6	11	2	2012106	guajian_maobing	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	6	21	1	2012106	guajian_maobing	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	6	21	2	2012106	guajian_maobing	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	6	31	1	2012106	guajian_maobing	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	6	31	2	2012106	guajian_maobing	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	6	41	1	2012106	guajian_maobing	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	6	41	2	2012106	guajian_maobing	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	7	11	1	2012107	guajian_hulu	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	7	11	2	2012107	guajian_hulu	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	7	21	1	2012107	guajian_hulu	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	7	21	2	2012107	guajian_hulu	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	7	31	1	2012107	guajian_hulu	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	7	31	2	2012107	guajian_hulu	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	7	41	1	2012107	guajian_hulu	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	7	41	2	2012107	guajian_hulu	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	8	11	1	2012108	guajian_shuangdao	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	8	11	2	2012108	guajian_shuangdao	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	8	21	1	2012108	guajian_shuangdao	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	8	21	2	2012108	guajian_shuangdao	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	8	31	1	2012108	guajian_shuangdao	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	8	31	2	2012108	guajian_shuangdao	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	8	41	1	2012108	guajian_shuangdao	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	8	41	2	2012108	guajian_shuangdao	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	9	11	1	2012109	guajian_tuzi	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	9	11	2	2012109	guajian_tuzi	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	9	21	1	2012109	guajian_tuzi	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	9	21	2	2012109	guajian_tuzi	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	9	31	1	2012109	guajian_tuzi	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	9	31	2	2012109	guajian_tuzi	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	9	41	1	2012109	guajian_tuzi	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	9	41	2	2012109	guajian_tuzi	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	11	11	1	2012111	guanjian_yaogu	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	11	11	2	2012111	guanjian_yaogu	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	11	21	1	2012111	guanjian_yaogu	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	11	21	2	2012111	guanjian_yaogu	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	11	31	1	2012111	guanjian_yaogu	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	11	31	2	2012111	guanjian_yaogu	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	11	41	1	2012111	guanjian_yaogu	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	11	41	2	2012111	guanjian_yaogu	yaobu_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	12	11	1	2012112	guanjian_huaban	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	12	11	2	2012112	guanjian_huaban	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	12	21	1	2012112	guanjian_huaban	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	12	21	2	2012112	guanjian_huaban	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
13	12	31	1	2012112	guanjian_huaban	fushou_fx	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
