资质ID	有效标志位	满时不降几率（单条，2条时，为该几率的一半）	区间1下限	区间1上限	区间1几率	区间1付费几率	步数	区间2下限	区间2上限	区间2几率	区间2付费几率	步数	区间3下限	区间3上限	区间3几率	区间3付费几率	步数	区间4下限	区间4上限	区间4几率	区间4付费几率	步数	区间5下限	区间5上限	区间5几率	区间5付费几率	步数	区间6下限	区间6上限	区间6几率	区间6付费几率	步数	区间7下限	区间7上限	区间7几率	区间7付费几率	步数	区间8下限	区间8上限	区间8几率	区间8付费几率	步数	区间9下限	区间9上限	区间9几率	区间9付费几率	步数	区间10下限	区间10上限	区间10几率	区间10付费几率	步数
600201	1	10000	2999	2999	0	0	1	2999	2999	0	0	1	2999	2999	0	0	1	2999	2999	0	0	3	2999	2999	10000	10000	4	2999	2999	0	0	6	2999	2999	0	0	6	2999	2999	0	0	8	2999	2999	0	0	8	2999	2999	0	0	10
600202	1	10000	2571	2571	0	0	1	2571	2571	0	0	1	2571	2571	0	0	1	2571	2571	0	0	3	2571	2571	10000	10000	4	2571	2571	0	0	6	2571	2571	0	0	6	2571	2571	0	0	8	2571	2571	0	0	8	2571	2571	0	0	10
600203	1	10000	2727	2727	0	0	1	2727	2727	0	0	1	2727	2727	0	0	1	2727	2727	0	0	3	2727	2727	10000	10000	4	2727	2727	0	0	6	2727	2727	0	0	6	2727	2727	0	0	8	2727	2727	0	0	8	2727	2727	0	0	10
601011	1	10000	1497	1497	0	0	1	1497	1497	0	0	1	1497	1497	0	0	1	1497	1497	0	0	3	1497	1497	10000	10000	4	1497	1497	0	0	6	1497	1497	0	0	6	1497	1497	0	0	8	1497	1497	0	0	8	1497	1497	0	0	10
601012	1	10000	1497	1497	0	0	1	1497	1497	0	0	1	1497	1497	0	0	1	1497	1497	0	0	3	1497	1497	10000	10000	4	1497	1497	0	0	6	1497	1497	0	0	6	1497	1497	0	0	8	1497	1497	0	0	8	1497	1497	0	0	10
601013	1	10000	1647	1647	0	0	1	1647	1647	0	0	1	1647	1647	0	0	1	1647	1647	0	0	3	1647	1647	10000	10000	4	1647	1647	0	0	6	1647	1647	0	0	6	1647	1647	0	0	8	1647	1647	0	0	8	1647	1647	0	0	10
601021	1	10000	1632	1632	0	0	1	1632	1632	0	0	1	1632	1632	0	0	1	1632	1632	0	0	3	1632	1632	10000	10000	4	1632	1632	0	0	6	1632	1632	0	0	6	1632	1632	0	0	8	1632	1632	0	0	8	1632	1632	0	0	10
601022	1	10000	1632	1632	0	0	1	1632	1632	0	0	1	1632	1632	0	0	1	1632	1632	0	0	3	1632	1632	10000	10000	4	1632	1632	0	0	6	1632	1632	0	0	6	1632	1632	0	0	8	1632	1632	0	0	8	1632	1632	0	0	10
601023	1	10000	1796	1796	0	0	1	1796	1796	0	0	1	1796	1796	0	0	1	1796	1796	0	0	3	1796	1796	10000	10000	4	1796	1796	0	0	6	1796	1796	0	0	6	1796	1796	0	0	8	1796	1796	0	0	8	1796	1796	0	0	10
601031	1	10000	1768	1768	0	0	1	1768	1768	0	0	1	1768	1768	0	0	1	1768	1768	0	0	3	1768	1768	10000	10000	4	1768	1768	0	0	6	1768	1768	0	0	6	1768	1768	0	0	8	1768	1768	0	0	8	1768	1768	0	0	10
601032	1	10000	1768	1768	0	0	1	1768	1768	0	0	1	1768	1768	0	0	1	1768	1768	0	0	3	1768	1768	10000	10000	4	1768	1768	0	0	6	1768	1768	0	0	6	1768	1768	0	0	8	1768	1768	0	0	8	1768	1768	0	0	10
601033	1	10000	1945	1945	0	0	1	1945	1945	0	0	1	1945	1945	0	0	1	1945	1945	0	0	3	1945	1945	10000	10000	4	1945	1945	0	0	6	1945	1945	0	0	6	1945	1945	0	0	8	1945	1945	0	0	8	1945	1945	0	0	10
601041	1	10000	1904	1904	0	0	1	1904	1904	0	0	1	1904	1904	0	0	1	1904	1904	0	0	3	1904	1904	10000	10000	4	1904	1904	0	0	6	1904	1904	0	0	6	1904	1904	0	0	8	1904	1904	0	0	8	1904	1904	0	0	10
601042	1	10000	1904	1904	0	0	1	1904	1904	0	0	1	1904	1904	0	0	1	1904	1904	0	0	3	1904	1904	10000	10000	4	1904	1904	0	0	6	1904	1904	0	0	6	1904	1904	0	0	8	1904	1904	0	0	8	1904	1904	0	0	10
601043	1	10000	2094	2094	0	0	1	2094	2094	0	0	1	2094	2094	0	0	1	2094	2094	0	0	3	2094	2094	10000	10000	4	2094	2094	0	0	6	2094	2094	0	0	6	2094	2094	0	0	8	2094	2094	0	0	8	2094	2094	0	0	10
602011	1	10000	1456	1456	0	0	1	1456	1456	0	0	1	1456	1456	0	0	1	1456	1456	0	0	3	1456	1456	10000	10000	4	1456	1456	0	0	6	1456	1456	0	0	6	1456	1456	0	0	8	1456	1456	0	0	8	1456	1456	0	0	10
602012	1	10000	1988	1988	0	0	1	1988	1988	0	0	1	1988	1988	0	0	1	1988	1988	0	0	3	1988	1988	10000	10000	4	1988	1988	0	0	6	1988	1988	0	0	6	1988	1988	0	0	8	1988	1988	0	0	8	1988	1988	0	0	10
602013	1	10000	1626	1626	0	0	1	1626	1626	0	0	1	1626	1626	0	0	1	1626	1626	0	0	3	1626	1626	10000	10000	4	1626	1626	0	0	6	1626	1626	0	0	6	1626	1626	0	0	8	1626	1626	0	0	8	1626	1626	0	0	10
602021	1	10000	1529	1529	0	0	1	1529	1529	0	0	1	1529	1529	0	0	1	1529	1529	0	0	3	1529	1529	10000	10000	4	1529	1529	0	0	6	1529	1529	0	0	6	1529	1529	0	0	8	1529	1529	0	0	8	1529	1529	0	0	10
602022	1	10000	2088	2088	0	0	1	2088	2088	0	0	1	2088	2088	0	0	1	2088	2088	0	0	3	2088	2088	10000	10000	4	2088	2088	0	0	6	2088	2088	0	0	6	2088	2088	0	0	8	2088	2088	0	0	8	2088	2088	0	0	10
602023	1	10000	1708	1708	0	0	1	1708	1708	0	0	1	1708	1708	0	0	1	1708	1708	0	0	3	1708	1708	10000	10000	4	1708	1708	0	0	6	1708	1708	0	0	6	1708	1708	0	0	8	1708	1708	0	0	8	1708	1708	0	0	10
602031	1	10000	1602	1602	0	0	1	1602	1602	0	0	1	1602	1602	0	0	1	1602	1602	0	0	3	1602	1602	10000	10000	4	1602	1602	0	0	6	1602	1602	0	0	6	1602	1602	0	0	8	1602	1602	0	0	8	1602	1602	0	0	10
602032	1	10000	2188	2188	0	0	1	2188	2188	0	0	1	2188	2188	0	0	1	2188	2188	0	0	3	2188	2188	10000	10000	4	2188	2188	0	0	6	2188	2188	0	0	6	2188	2188	0	0	8	2188	2188	0	0	8	2188	2188	0	0	10
602033	1	10000	1790	1790	0	0	1	1790	1790	0	0	1	1790	1790	0	0	1	1790	1790	0	0	3	1790	1790	10000	10000	4	1790	1790	0	0	6	1790	1790	0	0	6	1790	1790	0	0	8	1790	1790	0	0	8	1790	1790	0	0	10
602041	1	10000	1676	1676	0	0	1	1676	1676	0	0	1	1676	1676	0	0	1	1676	1676	0	0	3	1676	1676	10000	10000	4	1676	1676	0	0	6	1676	1676	0	0	6	1676	1676	0	0	8	1676	1676	0	0	8	1676	1676	0	0	10
602042	1	10000	2289	2289	0	0	1	2289	2289	0	0	1	2289	2289	0	0	1	2289	2289	0	0	3	2289	2289	10000	10000	4	2289	2289	0	0	6	2289	2289	0	0	6	2289	2289	0	0	8	2289	2289	0	0	8	2289	2289	0	0	10
602043	1	10000	1872	1872	0	0	1	1872	1872	0	0	1	1872	1872	0	0	1	1872	1872	0	0	3	1872	1872	10000	10000	4	1872	1872	0	0	6	1872	1872	0	0	6	1872	1872	0	0	8	1872	1872	0	0	8	1872	1872	0	0	10
603011	1	10000	1686	1686	0	0	1	1686	1686	0	0	1	1686	1686	0	0	1	1686	1686	0	0	3	1686	1686	10000	10000	4	1686	1686	0	0	6	1686	1686	0	0	6	1686	1686	0	0	8	1686	1686	0	0	8	1686	1686	0	0	10
603012	1	10000	1686	1686	0	0	1	1686	1686	0	0	1	1686	1686	0	0	1	1686	1686	0	0	3	1686	1686	10000	10000	4	1686	1686	0	0	6	1686	1686	0	0	6	1686	1686	0	0	8	1686	1686	0	0	8	1686	1686	0	0	10
603013	1	10000	1968	1968	0	0	1	1968	1968	0	0	1	1968	1968	0	0	1	1968	1968	0	0	3	1968	1968	10000	10000	4	1968	1968	0	0	6	1968	1968	0	0	6	1968	1968	0	0	8	1968	1968	0	0	8	1968	1968	0	0	10
603021	1	10000	1771	1771	0	0	1	1771	1771	0	0	1	1771	1771	0	0	1	1771	1771	0	0	3	1771	1771	10000	10000	4	1771	1771	0	0	6	1771	1771	0	0	6	1771	1771	0	0	8	1771	1771	0	0	8	1771	1771	0	0	10
603022	1	10000	1771	1771	0	0	1	1771	1771	0	0	1	1771	1771	0	0	1	1771	1771	0	0	3	1771	1771	10000	10000	4	1771	1771	0	0	6	1771	1771	0	0	6	1771	1771	0	0	8	1771	1771	0	0	8	1771	1771	0	0	10
603023	1	10000	2067	2067	0	0	1	2067	2067	0	0	1	2067	2067	0	0	1	2067	2067	0	0	3	2067	2067	10000	10000	4	2067	2067	0	0	6	2067	2067	0	0	6	2067	2067	0	0	8	2067	2067	0	0	8	2067	2067	0	0	10
603031	1	10000	1856	1856	0	0	1	1856	1856	0	0	1	1856	1856	0	0	1	1856	1856	0	0	3	1856	1856	10000	10000	4	1856	1856	0	0	6	1856	1856	0	0	6	1856	1856	0	0	8	1856	1856	0	0	8	1856	1856	0	0	10
603032	1	10000	1856	1856	0	0	1	1856	1856	0	0	1	1856	1856	0	0	1	1856	1856	0	0	3	1856	1856	10000	10000	4	1856	1856	0	0	6	1856	1856	0	0	6	1856	1856	0	0	8	1856	1856	0	0	8	1856	1856	0	0	10
603033	1	10000	2167	2167	0	0	1	2167	2167	0	0	1	2167	2167	0	0	1	2167	2167	0	0	3	2167	2167	10000	10000	4	2167	2167	0	0	6	2167	2167	0	0	6	2167	2167	0	0	8	2167	2167	0	0	8	2167	2167	0	0	10
603041	1	10000	1942	1942	0	0	1	1942	1942	0	0	1	1942	1942	0	0	1	1942	1942	0	0	3	1942	1942	10000	10000	4	1942	1942	0	0	6	1942	1942	0	0	6	1942	1942	0	0	8	1942	1942	0	0	8	1942	1942	0	0	10
603042	1	10000	1942	1942	0	0	1	1942	1942	0	0	1	1942	1942	0	0	1	1942	1942	0	0	3	1942	1942	10000	10000	4	1942	1942	0	0	6	1942	1942	0	0	6	1942	1942	0	0	8	1942	1942	0	0	8	1942	1942	0	0	10
603043	1	10000	2267	2267	0	0	1	2267	2267	0	0	1	2267	2267	0	0	1	2267	2267	0	0	3	2267	2267	10000	10000	4	2267	2267	0	0	6	2267	2267	0	0	6	2267	2267	0	0	8	2267	2267	0	0	8	2267	2267	0	0	10
604011	1	10000	1347	1347	0	0	1	1347	1347	0	0	1	1347	1347	0	0	1	1347	1347	0	0	3	1347	1347	10000	10000	4	1347	1347	0	0	6	1347	1347	0	0	6	1347	1347	0	0	8	1347	1347	0	0	8	1347	1347	0	0	10
604012	1	10000	1729	1729	0	0	1	1729	1729	0	0	1	1729	1729	0	0	1	1729	1729	0	0	3	1729	1729	10000	10000	4	1729	1729	0	0	6	1729	1729	0	0	6	1729	1729	0	0	8	1729	1729	0	0	8	1729	1729	0	0	10
604013	1	10000	1280	1280	0	0	1	1280	1280	0	0	1	1280	1280	0	0	1	1280	1280	0	0	3	1280	1280	10000	10000	4	1280	1280	0	0	6	1280	1280	0	0	6	1280	1280	0	0	8	1280	1280	0	0	8	1280	1280	0	0	10
604021	1	10000	1417	1417	0	0	1	1417	1417	0	0	1	1417	1417	0	0	1	1417	1417	0	0	3	1417	1417	10000	10000	4	1417	1417	0	0	6	1417	1417	0	0	6	1417	1417	0	0	8	1417	1417	0	0	8	1417	1417	0	0	10
604022	1	10000	1819	1819	0	0	1	1819	1819	0	0	1	1819	1819	0	0	1	1819	1819	0	0	3	1819	1819	10000	10000	4	1819	1819	0	0	6	1819	1819	0	0	6	1819	1819	0	0	8	1819	1819	0	0	8	1819	1819	0	0	10
604023	1	10000	1346	1346	0	0	1	1346	1346	0	0	1	1346	1346	0	0	1	1346	1346	0	0	3	1346	1346	10000	10000	4	1346	1346	0	0	6	1346	1346	0	0	6	1346	1346	0	0	8	1346	1346	0	0	8	1346	1346	0	0	10
604031	1	10000	1487	1487	0	0	1	1487	1487	0	0	1	1487	1487	0	0	1	1487	1487	0	0	3	1487	1487	10000	10000	4	1487	1487	0	0	6	1487	1487	0	0	6	1487	1487	0	0	8	1487	1487	0	0	8	1487	1487	0	0	10
604032	1	10000	1909	1909	0	0	1	1909	1909	0	0	1	1909	1909	0	0	1	1909	1909	0	0	3	1909	1909	10000	10000	4	1909	1909	0	0	6	1909	1909	0	0	6	1909	1909	0	0	8	1909	1909	0	0	8	1909	1909	0	0	10
604033	1	10000	1413	1413	0	0	1	1413	1413	0	0	1	1413	1413	0	0	1	1413	1413	0	0	3	1413	1413	10000	10000	4	1413	1413	0	0	6	1413	1413	0	0	6	1413	1413	0	0	8	1413	1413	0	0	8	1413	1413	0	0	10
604041	1	10000	1558	1558	0	0	1	1558	1558	0	0	1	1558	1558	0	0	1	1558	1558	0	0	3	1558	1558	10000	10000	4	1558	1558	0	0	6	1558	1558	0	0	6	1558	1558	0	0	8	1558	1558	0	0	8	1558	1558	0	0	10
604042	1	10000	1999	1999	0	0	1	1999	1999	0	0	1	1999	1999	0	0	1	1999	1999	0	0	3	1999	1999	10000	10000	4	1999	1999	0	0	6	1999	1999	0	0	6	1999	1999	0	0	8	1999	1999	0	0	8	1999	1999	0	0	10
604043	1	10000	1480	1480	0	0	1	1480	1480	0	0	1	1480	1480	0	0	1	1480	1480	0	0	3	1480	1480	10000	10000	4	1480	1480	0	0	6	1480	1480	0	0	6	1480	1480	0	0	8	1480	1480	0	0	8	1480	1480	0	0	10
605011	1	10000	1692	1692	0	0	1	1692	1692	0	0	1	1692	1692	0	0	1	1692	1692	0	0	3	1692	1692	10000	10000	4	1692	1692	0	0	6	1692	1692	0	0	6	1692	1692	0	0	8	1692	1692	0	0	8	1692	1692	0	0	10
605012	1	10000	2177	2177	0	0	1	2177	2177	0	0	1	2177	2177	0	0	1	2177	2177	0	0	3	2177	2177	10000	10000	4	2177	2177	0	0	6	2177	2177	0	0	6	2177	2177	0	0	8	2177	2177	0	0	8	2177	2177	0	0	10
605013	1	10000	1869	1869	0	0	1	1869	1869	0	0	1	1869	1869	0	0	1	1869	1869	0	0	3	1869	1869	10000	10000	4	1869	1869	0	0	6	1869	1869	0	0	6	1869	1869	0	0	8	1869	1869	0	0	8	1869	1869	0	0	10
605021	1	10000	1774	1774	0	0	1	1774	1774	0	0	1	1774	1774	0	0	1	1774	1774	0	0	3	1774	1774	10000	10000	4	1774	1774	0	0	6	1774	1774	0	0	6	1774	1774	0	0	8	1774	1774	0	0	8	1774	1774	0	0	10
605022	1	10000	2283	2283	0	0	1	2283	2283	0	0	1	2283	2283	0	0	1	2283	2283	0	0	3	2283	2283	10000	10000	4	2283	2283	0	0	6	2283	2283	0	0	6	2283	2283	0	0	8	2283	2283	0	0	8	2283	2283	0	0	10
605023	1	10000	1960	1960	0	0	1	1960	1960	0	0	1	1960	1960	0	0	1	1960	1960	0	0	3	1960	1960	10000	10000	4	1960	1960	0	0	6	1960	1960	0	0	6	1960	1960	0	0	8	1960	1960	0	0	8	1960	1960	0	0	10
605031	1	10000	1856	1856	0	0	1	1856	1856	0	0	1	1856	1856	0	0	1	1856	1856	0	0	3	1856	1856	10000	10000	4	1856	1856	0	0	6	1856	1856	0	0	6	1856	1856	0	0	8	1856	1856	0	0	8	1856	1856	0	0	10
605032	1	10000	2389	2389	0	0	1	2389	2389	0	0	1	2389	2389	0	0	1	2389	2389	0	0	3	2389	2389	10000	10000	4	2389	2389	0	0	6	2389	2389	0	0	6	2389	2389	0	0	8	2389	2389	0	0	8	2389	2389	0	0	10
605033	1	10000	2052	2052	0	0	1	2052	2052	0	0	1	2052	2052	0	0	1	2052	2052	0	0	3	2052	2052	10000	10000	4	2052	2052	0	0	6	2052	2052	0	0	6	2052	2052	0	0	8	2052	2052	0	0	8	2052	2052	0	0	10
605041	1	10000	1939	1939	0	0	1	1939	1939	0	0	1	1939	1939	0	0	1	1939	1939	0	0	3	1939	1939	10000	10000	4	1939	1939	0	0	6	1939	1939	0	0	6	1939	1939	0	0	8	1939	1939	0	0	8	1939	1939	0	0	10
605042	1	10000	2496	2496	0	0	1	2496	2496	0	0	1	2496	2496	0	0	1	2496	2496	0	0	3	2496	2496	10000	10000	4	2496	2496	0	0	6	2496	2496	0	0	6	2496	2496	0	0	8	2496	2496	0	0	8	2496	2496	0	0	10
605043	1	10000	2144	2144	0	0	1	2144	2144	0	0	1	2144	2144	0	0	1	2144	2144	0	0	3	2144	2144	10000	10000	4	2144	2144	0	0	6	2144	2144	0	0	6	2144	2144	0	0	8	2144	2144	0	0	8	2144	2144	0	0	10
606011	1	10000	1781	1781	0	0	1	1781	1781	0	0	1	1781	1781	0	0	1	1781	1781	0	0	3	1781	1781	10000	10000	4	1781	1781	0	0	6	1781	1781	0	0	6	1781	1781	0	0	8	1781	1781	0	0	8	1781	1781	0	0	10
606012	1	10000	1980	1980	0	0	1	1980	1980	0	0	1	1980	1980	0	0	1	1980	1980	0	0	3	1980	1980	10000	10000	4	1980	1980	0	0	6	1980	1980	0	0	6	1980	1980	0	0	8	1980	1980	0	0	8	1980	1980	0	0	10
606013	1	10000	2395	2395	0	0	1	2395	2395	0	0	1	2395	2395	0	0	1	2395	2395	0	0	3	2395	2395	10000	10000	4	2395	2395	0	0	6	2395	2395	0	0	6	2395	2395	0	0	8	2395	2395	0	0	8	2395	2395	0	0	10
606021	1	10000	1868	1868	0	0	1	1868	1868	0	0	1	1868	1868	0	0	1	1868	1868	0	0	3	1868	1868	10000	10000	4	1868	1868	0	0	6	1868	1868	0	0	6	1868	1868	0	0	8	1868	1868	0	0	8	1868	1868	0	0	10
606022	1	10000	2076	2076	0	0	1	2076	2076	0	0	1	2076	2076	0	0	1	2076	2076	0	0	3	2076	2076	10000	10000	4	2076	2076	0	0	6	2076	2076	0	0	6	2076	2076	0	0	8	2076	2076	0	0	8	2076	2076	0	0	10
606023	1	10000	2511	2511	0	0	1	2511	2511	0	0	1	2511	2511	0	0	1	2511	2511	0	0	3	2511	2511	10000	10000	4	2511	2511	0	0	6	2511	2511	0	0	6	2511	2511	0	0	8	2511	2511	0	0	8	2511	2511	0	0	10
606031	1	10000	1955	1955	0	0	1	1955	1955	0	0	1	1955	1955	0	0	1	1955	1955	0	0	3	1955	1955	10000	10000	4	1955	1955	0	0	6	1955	1955	0	0	6	1955	1955	0	0	8	1955	1955	0	0	8	1955	1955	0	0	10
606032	1	10000	2172	2172	0	0	1	2172	2172	0	0	1	2172	2172	0	0	1	2172	2172	0	0	3	2172	2172	10000	10000	4	2172	2172	0	0	6	2172	2172	0	0	6	2172	2172	0	0	8	2172	2172	0	0	8	2172	2172	0	0	10
606033	1	10000	2628	2628	0	0	1	2628	2628	0	0	1	2628	2628	0	0	1	2628	2628	0	0	3	2628	2628	10000	10000	4	2628	2628	0	0	6	2628	2628	0	0	6	2628	2628	0	0	8	2628	2628	0	0	8	2628	2628	0	0	10
606041	1	10000	2042	2042	0	0	1	2042	2042	0	0	1	2042	2042	0	0	1	2042	2042	0	0	3	2042	2042	10000	10000	4	2042	2042	0	0	6	2042	2042	0	0	6	2042	2042	0	0	8	2042	2042	0	0	8	2042	2042	0	0	10
606042	1	10000	2269	2269	0	0	1	2269	2269	0	0	1	2269	2269	0	0	1	2269	2269	0	0	3	2269	2269	10000	10000	4	2269	2269	0	0	6	2269	2269	0	0	6	2269	2269	0	0	8	2269	2269	0	0	8	2269	2269	0	0	10
606043	1	10000	2745	2745	0	0	1	2745	2745	0	0	1	2745	2745	0	0	1	2745	2745	0	0	3	2745	2745	10000	10000	4	2745	2745	0	0	6	2745	2745	0	0	6	2745	2745	0	0	8	2745	2745	0	0	8	2745	2745	0	0	10
