步骤ID（9位，7位AI主ID+1位AI条目+1位步骤序号）	VALID	行为优先级	行为类型（0放技能，2召黑户，3召白户，5跑到点，12删白户，14触发事件，15召群组，20删群组，22逃距离，23传送，24删黑户）	行为参数1	行为参数2	行为参数3	行为参数4	行为参数5	行为参数6	行为参数7	行为参数8	行为参数9	行为参数10	行为参数11	行为参数12	行为参数13	行为参数14	行为参数15	行为参数16	行为参数17	行为参数18	行为参数19	客户端脚本ID（其实是参数20）
800270421	1	0	0	0	21025	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800270501	1	0	0	0	21159	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800270601	1	0	0	0	21125	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800270611	1	0	0	0	21126	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800270621	1	0	0	0	21160	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800270701	1	0	0	0	21161	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800270711	1	0	0	0	21162	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800270721	1	0	0	0	21085	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800270801	1	0	0	0	21128	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800270811	1	0	0	0	21129	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800270821	1	0	0	0	21130	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800270901	1	0	0	0	21163	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800270911	1	0	0	0	21164	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800270931	1	0	0	0	21165	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800270941	1	0	0	0	21166	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800271001	1	0	0	0	21037	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800271011	1	0	0	0	21024	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300201	1	0	0	0	21150	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300211	1	0	0	0	21138	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300221	1	0	0	0	21066	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300501	1	0	0	0	21067	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300511	1	0	0	0	21068	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300521	1	0	0	0	21025	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300301	1	0	0	0	21060	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300302	1	0	0	0	21061	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300401	1	0	0	0	21062	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300402	1	0	0	0	21063	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300601	1	0	0	0	21069	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300611	1	0	0	0	21064	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300621	1	0	0	0	21136	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300701	1	0	0	0	22005	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300711	1	0	0	0	22006	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300721	1	0	0	0	22007	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300731	1	0	0	0	22008	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300801	1	0	0	0	21142	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300811	1	0	0	0	21143	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300901	1	0	0	0	22002	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300911	1	0	0	0	22003	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800300921	1	0	0	0	22004	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800301101	1	0	0	0	22014	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800301111	1	0	0	0	22015	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800301201	1	0	0	0	22032	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800301211	1	0	0	0	22031	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800301301	1	0	0	0	22020	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800301311	1	0	0	0	22021	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800301401	1	0	0	0	21045	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800301411	1	0	0	0	21047	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800301421	1	0	0	0	21035	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800301501	1	0	0	0	21210	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800301511	1	0	0	0	21211	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800301601	1	0	0	0	21208	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800301611	1	0	0	0	21209	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800301701	1	0	0	0	21212	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800301711	1	0	0	0	22039	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800301801	1	0	0	0	22045	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800301811	1	0	0	0	22046	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800301901	1	0	0	0	21351	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900117101	1	0	2	9001172	1	10	1	2	0	0	20	1	0	0	0	0	0	0	0	0	0	0	0
900117201	1	0	0	0	22049	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900117111	1	0	0	0	22050	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900117121	1	0	22	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900117131	1	0	0	0	22051	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900118101	1	3	0	0	22045	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900118111	1	0	0	0	22046	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900118112	1	1	23	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900118113	1	2	0	0	220461	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
700120401	1	1	0	0	21022	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
700120501	1	1	0	0	21024	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340101001	1	1	0	0	21241	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340101101	1	1	0	0	21338	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340101102	1	1	0	0	21339	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340101201	1	1	0	0	21242	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340101202	1	1	0	0	21243	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340101301	1	1	0	0	21244	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340101501	1	1	0	0	21255	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340101601	1	1	0	0	21245	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340101602	1	1	0	0	21246	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340101603	1	1	0	0	22011	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340102001	1	1	0	0	21251	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340102101	1	1	0	0	21275	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340101801	1	1	0	0	21247	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340101802	1	1	0	0	21248	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340101803	1	1	0	0	21045	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340102501	1	1	0	0	21249	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340102502	1	1	0	0	21250	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340102503	1	1	2	3401032	1	60	1	2	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0
340102301	1	1	0	0	21252	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340102401	1	1	0	0	21017	1	10000	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340102801	1	1	0	0	21274	1	3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340103001	1	1	0	0	21276	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340103301	1	1	0	0	21305	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340103601	1	1	0	0	21043	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340103901	1	1	0	0	21238	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340103902	1	1	0	0	21301	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340103903	1	1	0	0	21302	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340104001	1	1	0	0	21291	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340104002	1	1	0	0	21303	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340103701	1	1	0	0	21296	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340103702	1	1	0	0	21341	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340103801	1	1	0	0	21300	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340103802	1	1	0	0	21340	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
350110101	1	1	2	3501001	1	300	1	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
350110201	1	1	2	3501002	1	300	1	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
360100401	1	1	0	2	21268	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
360100101	1	1	0	0	21270	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
360100102	1	1	0	0	21271	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
360100103	1	1	0	0	21272	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
360100104	1	1	0	0	21045	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
360110001	1	1	0	0	22049	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
360110002	1	1	0	0	22050	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
360110003	1	1	0	0	22051	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200101	1	1	0	0	1011	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200102	1	1	0	0	1021	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200103	1	1	0	0	1031	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200104	1	1	0	0	1041	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200105	1	1	0	0	1012	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200106	1	1	0	0	1022	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200107	1	1	0	0	1032	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200108	1	1	0	0	1042	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200109	1	1	0	0	500203	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200201	1	1	0	0	2011	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200202	1	1	0	0	2021	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200203	1	1	0	0	2031	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200204	1	1	0	0	2041	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200205	1	1	0	0	2012	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200206	1	1	0	0	2022	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200207	1	1	0	0	2032	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200208	1	1	0	0	2042	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200209	1	1	0	0	500205	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200301	1	1	0	0	3011	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200302	1	1	0	0	3021	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200303	1	1	0	0	3031	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200304	1	1	0	0	3041	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200305	1	1	0	0	3012	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200306	1	1	0	0	3022	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200307	1	1	0	0	3032	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200308	1	1	0	0	3042	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200309	1	1	0	0	500206	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200401	1	1	0	0	4011	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200402	1	1	0	0	4021	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200403	1	1	0	0	4031	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200404	1	1	0	0	4041	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200405	1	1	0	0	4012	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200406	1	1	0	0	4022	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200407	1	1	0	0	4032	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200408	1	1	0	0	4042	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
430200409	1	1	0	0	500213	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710124801	1	2	0	0	21280	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710124901	1	2	0	0	21287	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710125001	1	2	0	0	21288	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710125401	1	2	0	0	21307	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710125501	1	2	0	0	21310	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710125601	1	2	0	0	21312	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710125701	1	2	0	0	21314	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710125801	1	2	0	0	21344	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710125901	1	2	0	0	21345	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710126001	1	2	0	0	21346	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710126101	1	2	0	0	21347	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710126201	1	2	0	0	21348	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
