状态限制ID，8位（1位标识+5位类型+2位流水），第一位：1任务，2地图，3系统，4运营活动，5装备加工条件，6掉落彰显（上品6+2位部位+1位颜色+4位流水；极品+1；道具掉落彰显6+4位道具类型+3位流水号），7由活动ID控制开放的系统、活动、玩法，具体与vic沟通（活动7+2位系统+3位活动+2位流水），8商店，9其他（1000X产出相关）	有效标志位	副键	限制类型（1完成一个任务<参数1任务ID，参数2任务状态[1未领取，2领取未完成，3领取已完成，4已提交过1次，5已全提交]，参数3[0否，1是]>，2职业限制，3主角境界限制，4主角等级限制，5成就限制(成就ID，参数2[1是，0否])，6已加入教院限制，7剑池战功限制，8时间限制(时间限制ID，参数2[1是，0否])，9次数限制(次数限制ID，参数2[1还有剩余，0没次数了])，10阵营限制<剑池：天策0，圣王1，修罗2，参数1阵营ID，参数2：0否1是>，11没用了，12学院创建时间多久之后<限制参数1为时间单位天，以凌晨5点算一天>，13技能等级限制<参数1ID，参数2等级下限，参数3等级上限>，14没用了，15出国状态限制，16成就进度判断<参数1成就ID，参数2进度是否已满>，17地点限制<参数1地点ID，参数2是否>，18阵营是否已有国王，19地图等级限制，20周卡月卡<参数1是个位域[月卡2+周卡1]>，21VIP等级限制<VIP下限，VIP上限>），22成就达成多少天之后，23检测天地异变等级<参数1：世界级异变等级下限，参数2：天地异变等级上限(包含关系)>，24检测全服最高等级<参数1：需要最高的全服等级>，25天地异变内时间限制<参数1天地异变，参数2起始秒数，参数3结束秒数>，26检测玩家第一次登陆距离今天的天数<参数：天数上下限>，27修炼状态判断<参数1：1修炼状态通过0非修炼状态通过>，28铸造技能等级限制，30学院建筑等级<参数1：等级下限参数2：等级上限参数3：对应科技枚举[1帮等2商店3活动4兵甲5暂无]>），31玩家帮派职位是否达到参数1：帮派职位枚举（0非法数据、1帮主、2副帮主、4院监、8天书堂主、16百草堂主、32白虎堂主、64万宝堂主、128精英帮众、256正式帮众、512预科帮众），32结婚（参数1为1则已结婚返回true，填写0未结婚返回true），33助战模式（玩家助战状态判断，处于助战中返回错误，没参数），34玩家登录实际天数（参数1填的天数等于实际天数返回正确），35玩家是不是特殊GM（参数1：0：只要是特殊账号就可以；1:只能是GM才可以），36玩家是否有某一类型的任务（from_type）37性别（1男性，2女性），38未出师师徒任务进度检测（上下都包），39师徒副本师父限制,40限定某个包体可用（参数填包名-字符串,有效标志位必须填0）,41限定某个包体不可用（参数填包名-字符串,有效标志位必须填0，42与当前服务器最高等级差?参数1：等级差小于多少返回成功）	限制参数1	限制参数2	限制参数3	任务时，任务条件描述	任务条件脚本	限制类型（1完成一个任务<参数1任务ID，参数2任务状态[1未领取，2领取未完成，3领取已完成，4已提交过1次，5已全提交]，参数3[0否，1是]>，2职业限制，3主角境界限制，4主角等级限制，5成就限制(时间限制ID，参数2[1是，0否])，6已加入教院限制，7剑池战功限制，8时间限制(时间限制ID，参数2[1是，0否])，9次数限制(次数限制ID，参数2[1还有剩余，0没次数了])，10阵营限制<剑池：天策0，圣王1，修罗2，参数1阵营ID，参数2：0否1是>，11没用了，12学院创建时间多久之后<限制参数1为时间单位天，以凌晨5点算一天>，13技能等级限制<参数1ID，参数2等级下限，参数3等级上限>，14没用了，15出国状态限制，16成就进度判断<参数1成就ID，参数2进度是否已满>，17地点限制<参数1地点ID，参数2是否>，18阵营是否已有国王，19地图等级限制，20周卡月卡<参数1是个位域[月卡2+周卡1]>，21VIP等级限制<VIP下限，VIP上限>），22成就达成多少天之后，23检测天地异变等级<参数1：世界级异变等级下限，参数2：天地异变等级上限(包含关系)>，24检测全服最高等级<参数1：需要最高的全服等级>，25天地异变内时间限制<参数1天地异变，参数2起始描述，参数3结束秒数>，26检测玩家第一次登陆距离今天的天数<参数：天数上下限>，27修炼状态判断<参数1：1修炼状态通过0非修炼状态通过>，28铸造技能等级限制	限制参数1	限制参数2	限制参数3	任务时，任务条件描述	任务条件脚本	限制类型（1完成一个任务<参数1任务ID，参数2任务状态[1未领取，2领取未完成，3领取已完成，4已提交过1次，5已全提交]，参数3[0否，1是]>，2职业限制，3主角境界限制，4主角等级限制，5成就限制(时间限制ID，参数2[1是，0否])，6已加入教院限制，7剑池战功限制，8时间限制(时间限制ID，参数2[1是，0否])，9次数限制(次数限制ID，参数2[1还有剩余，0没次数了])，10阵营限制<剑池：天策0，圣王1，修罗2，参数1阵营ID，参数2：0否1是>，11没用了，12学院创建时间多久之后<限制参数1为时间单位天，以凌晨5点算一天>，13技能等级限制<参数1ID，参数2等级下限，参数3等级上限>，14没用了，15出国状态限制，16成就进度判断<参数1成就ID，参数2进度是否已满>，17地点限制<参数1地点ID，参数2是否>，18阵营是否已有国王，19地图等级限制，20周卡月卡<参数1是个位域[月卡2+周卡1]>，21VIP等级限制<VIP下限，VIP上限>），22成就达成多少天之后，23检测天地异变等级<参数1：世界级异变等级下限，参数2：天地异变等级上限(包含关系)>，24检测全服最高等级<参数1：需要最高的全服等级>，25天地异变内时间限制<参数1天地异变，参数2起始描述，参数3结束秒数>，26检测玩家第一次登陆距离今天的天数<参数：天数上下限>，27修炼状态判断<参数1：1修炼状态通过0非修炼状态通过>，28铸造技能等级限制	限制参数1	限制参数2	限制参数3	任务时，任务条件描述	任务条件脚本	限制类型（1完成一个任务<参数1任务ID，参数2任务状态[1未领取，2领取未完成，3领取已完成，4已提交过1次，5已全提交]，参数3[0否，1是]>，2职业限制，3主角境界限制，4主角等级限制，5成就限制(时间限制ID，参数2[1是，0否])，6已加入教院限制，7剑池战功限制，8时间限制(时间限制ID，参数2[1是，0否])，9次数限制(次数限制ID，参数2[1还有剩余，0没次数了])，10阵营限制<剑池：天策0，圣王1，修罗2，参数1阵营ID，参数2：0否1是>，11没用了，12学院创建时间多久之后<限制参数1为时间单位天，以凌晨5点算一天>，13技能等级限制<参数1ID，参数2等级下限，参数3等级上限>，14没用了，15出国状态限制，16成就进度判断<参数1成就ID，参数2进度是否已满>，17地点限制<参数1地点ID，参数2是否>，18阵营是否已有国王，19地图等级限制，20周卡月卡<参数1是个位域[月卡2+周卡1]>，21VIP等级限制<VIP下限，VIP上限>），22成就达成多少天之后，23检测天地异变等级<参数1：世界级异变等级下限，参数2：天地异变等级上限(包含关系)>，24检测全服最高等级<参数1：需要最高的全服等级>，25天地异变内时间限制<参数1天地异变，参数2起始描述，参数3结束秒数>，26检测玩家第一次登陆距离今天的天数<参数：天数上下限>，27修炼状态判断<参数1：1修炼状态通过0非修炼状态通过>，28铸造技能等级限制	限制参数1	限制参数2	限制参数3	任务时，任务条件描述	任务条件脚本	限制类型	限制参数1	限制参数2	限制参数3	任务时，任务条件描述	任务条件脚本	显示描述 
30008417	1	1	30	17	17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	帮派兵甲提升到17级
30008418	1	1	30	18	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	帮派兵甲提升到18级
30008419	1	1	30	19	19	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	帮派兵甲提升到19级
30008420	1	1	30	20	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	帮派兵甲提升到20级
30009001	1	1	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仅限帮主
30009002	1	1	31	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仅限帮主和副帮主
30009003	1	1	31	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仅限帮主、副帮主和院监
30009004	1	1	31	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仅限帮主、副帮主、院监和四系导师
30009005	1	1	31	3	0	0	0	0	9	151	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	召唤神兽次数足够
30009006	1	1	31	127	0	0	0	0	8	4000106	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	召唤神兽次数足够
30009007	1	1	31	127	0	0	0	0	8	4000108	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	召唤神兽次数足够
30010001	1	1	8	2000101	1	0	0	0	23	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	召唤神兽次数足够
30010002	1	1	4	1	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1~80级
30010003	1	1	4	1061	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1061级~7200级
30011001	1	1	5	2903	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仙道秘法领悟:灵师小圆满
30011002	1	1	5	2906	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仙道秘法领悟:灵师大圆满
30011003	1	1	5	2909	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仙道秘法领悟:真人小圆满
30011004	1	1	5	2912	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仙道秘法领悟:真人大圆满
30011005	1	1	5	2915	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仙道秘法领悟:散仙小圆满
30011006	1	1	5	2918	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仙道秘法领悟:散仙大圆满
30011007	1	1	5	2921	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仙道秘法领悟:真仙小圆满
30011008	1	1	5	2924	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仙道秘法领悟:真仙大圆满
30011009	1	1	5	2927	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仙道秘法领悟:上仙小圆满
30011010	1	1	5	2930	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仙道秘法领悟:上仙大圆满
30011011	1	1	5	2933	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仙道秘法领悟:金仙小圆满
30011012	1	1	5	2936	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仙道秘法领悟:金仙大圆满
30011013	1	1	5	2939	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仙道秘法领悟:天君小圆满
30011014	1	1	5	2942	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仙道秘法领悟:天君大圆满
30011015	1	1	5	2945	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仙道秘法领悟:仙尊小圆满
30011016	1	1	5	2948	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仙道秘法领悟:仙尊大圆满
30011017	1	1	5	2951	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仙道秘法领悟:仙帝小圆满
30011018	1	1	5	2954	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仙道秘法领悟:仙帝大圆满
30011019	1	1	5	2957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仙道秘法领悟:天帝小圆满
30011020	1	1	5	2960	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	仙道秘法领悟:天帝大圆满
30020001	1	1	4	50	7999	0	0	0	32	1	0	0	0	0	23	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	天地异变3以上，50级以上夫妻才可报名
30020001	1	2	4	50	7999	0	0	0	23	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	天地异变1~2，50级以上可报名
40000901	1	1	8	4100010	1	0	0	0	4	1081	4140	0	0	0	8	4000101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	活动期间内
40000902	1	1	8	4100010	1	0	0	0	4	3121	6180	0	0	0	8	4000101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	活动期间内
40000903	1	1	8	4100010	1	0	0	0	4	5161	7999	0	0	0	8	4000101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	活动期间内
40000904	1	1	8	4100006	1	0	0	0	4	1081	4140	0	0	0	8	4000101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	活动期间内
40000905	1	1	8	4100006	1	0	0	0	4	3121	6180	0	0	0	8	4000101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	活动期间内
40000906	1	1	8	4100006	1	0	0	0	4	5161	7999	0	0	0	8	4000101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	活动期间内
40000907	1	1	8	4100006	1	0	0	0	4	1081	4140	0	0	0	8	4000101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	活动期间内
40000908	1	1	8	4100006	1	0	0	0	4	3121	6180	0	0	0	8	4000101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	活动期间内
40000909	1	1	8	4100006	1	0	0	0	4	5161	7999	0	0	0	8	4000101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	活动期间内
40050100	1	1	8	9050102	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	开服七天内
40050101	1	1	8	9050103	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	开服七天内
40050200	1	1	8	9050201	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	每天凌晨0点前
40050221	1	1	16	2148	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	开服第二天签到
40050224	1	1	16	2151	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	开服剑池杀敌任务
40050400	1	1	8	9050401	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	活动时间内开服
40050600	1	1	8	9050601	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	每天凌晨0点前
40050800	1	1	5	2350	0	0	0	0	4	6	7999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	完成首冲
40050900	1	1	5	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	领取46级悬赏奖励
40050950	1	1	5	2337	0	0	0	0	4	35	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	购买后立即获得
40050951	1	1	5	2337	1	0	0	0	22	2337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>1</color>天登录
40050952	1	1	5	2337	1	0	0	0	22	2337	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>2</color>天登录
40050953	1	1	5	2337	1	0	0	0	22	2337	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>3</color>天登录
40050954	1	1	5	2337	1	0	0	0	22	2337	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>4</color>天登录
40050955	1	1	5	2337	1	0	0	0	22	2337	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>5</color>天登录
40050956	1	1	5	2337	1	0	0	0	22	2337	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>6</color>天登录
40050957	1	1	5	2337	1	0	0	0	22	2337	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>7</color>天登录
40050958	1	1	5	2337	1	0	0	0	22	2337	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>8</color>天登录
40050959	1	1	5	2337	1	0	0	0	22	2337	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>9</color>天登录
40050960	1	1	5	2337	1	0	0	0	22	2337	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>10</color>天登录
40050961	1	1	5	2337	1	0	0	0	22	2337	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>11</color>天登录
40050962	1	1	5	2337	1	0	0	0	22	2337	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>12</color>天登录
40050963	1	1	5	2337	1	0	0	0	22	2337	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>13</color>天登录
40050964	1	1	5	2337	1	0	0	0	22	2337	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>14</color>天登录
40050965	1	1	5	2337	1	0	0	0	22	2337	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>15</color>天登录
40050966	1	1	5	2337	1	0	0	0	22	2337	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>16</color>天登录
40050967	1	1	5	2337	1	0	0	0	22	2337	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>17</color>天登录
40050968	1	1	5	2337	1	0	0	0	22	2337	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>18</color>天登录
40050969	1	1	5	2337	1	0	0	0	22	2337	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>19</color>天登录
40050970	1	1	5	2337	1	0	0	0	22	2337	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>20</color>天登录
40050971	1	1	5	2337	1	0	0	0	22	2337	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>21</color>天登录
40050972	1	1	5	2337	1	0	0	0	22	2337	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>22</color>天登录
40050973	1	1	5	2337	1	0	0	0	22	2337	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>23</color>天登录
40050974	1	1	5	2337	1	0	0	0	22	2337	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>24</color>天登录
40050975	1	1	5	2337	1	0	0	0	22	2337	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>25</color>天登录
40050976	1	1	5	2337	1	0	0	0	22	2337	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>26</color>天登录
40050977	1	1	5	2337	1	0	0	0	22	2337	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>27</color>天登录
40050978	1	1	5	2337	1	0	0	0	22	2337	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>28</color>天登录
40050979	1	1	5	2337	1	0	0	0	22	2337	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>29</color>天登录
40050980	1	1	5	2337	1	0	0	0	22	2337	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>30</color>天登录
40050981	1	1	4	35	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>30</color>天登录
40051000	1	1	5	2307	0	0	0	0	4	35	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	购买后立即获得
40051001	1	1	5	2307	1	0	0	0	4	30	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	等级达<color=#6a2009>30</color>级
40051002	1	1	5	2307	1	0	0	0	4	40	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	等级达<color=#6a2009>40</color>级
40051003	1	1	5	2307	1	0	0	0	4	50	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	等级达<color=#6a2009>50</color>级
40051004	1	1	5	2307	1	0	0	0	4	60	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	等级达<color=#6a2009>60</color>级
40051005	1	1	5	2307	1	0	0	0	4	70	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	等级达<color=#6a2009>70</color>级
40051006	1	1	5	2307	1	0	0	0	4	80	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	等级达<color=#6a2009>80</color>级
40051007	1	1	5	2307	1	0	0	0	4	1080	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	等级达<color=#6a2009>1转80</color>级
40051099	1	1	4	35	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	等级达<color=#6a2009>1转80</color>级
40051100	1	1	5	2308	0	0	0	0	4	35	7200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	购买后立即获得
40051101	1	1	5	2308	1	0	0	0	22	2308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>1</color>天登录
40051102	1	1	5	2308	1	0	0	0	22	2308	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>2</color>天登录
40051103	1	1	5	2308	1	0	0	0	22	2308	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>3</color>天登录
40051104	1	1	5	2308	1	0	0	0	22	2308	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>4</color>天登录
40051105	1	1	5	2308	1	0	0	0	22	2308	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>5</color>天登录
40051106	1	1	5	2308	1	0	0	0	22	2308	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>6</color>天登录
40051107	1	1	5	2308	1	0	0	0	22	2308	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>7</color>天登录
40051108	1	1	5	2308	1	0	0	0	22	2308	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>8</color>天登录
40051109	1	1	5	2308	1	0	0	0	22	2308	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>9</color>天登录
40051110	1	1	5	2308	1	0	0	0	22	2308	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>10</color>天登录
40051111	1	1	5	2308	1	0	0	0	22	2308	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>11</color>天登录
40051112	1	1	5	2308	1	0	0	0	22	2308	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>12</color>天登录
40051113	1	1	5	2308	1	0	0	0	22	2308	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>13</color>天登录
40051114	1	1	5	2308	1	0	0	0	22	2308	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>14</color>天登录
40051115	1	1	5	2308	1	0	0	0	22	2308	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>15</color>天登录
40051116	1	1	5	2308	1	0	0	0	22	2308	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>16</color>天登录
40051117	1	1	5	2308	1	0	0	0	22	2308	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>17</color>天登录
40051118	1	1	5	2308	1	0	0	0	22	2308	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>18</color>天登录
40051119	1	1	5	2308	1	0	0	0	22	2308	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>19</color>天登录
40051120	1	1	5	2308	1	0	0	0	22	2308	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>20</color>天登录
40051121	1	1	5	2308	1	0	0	0	22	2308	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>21</color>天登录
40051122	1	1	5	2308	1	0	0	0	22	2308	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>22</color>天登录
40051123	1	1	5	2308	1	0	0	0	22	2308	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>23</color>天登录
40051124	1	1	5	2308	1	0	0	0	22	2308	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>24</color>天登录
40051125	1	1	5	2308	1	0	0	0	22	2308	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>25</color>天登录
40051126	1	1	5	2308	1	0	0	0	22	2308	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>26</color>天登录
40051127	1	1	5	2308	1	0	0	0	22	2308	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>27</color>天登录
40051128	1	1	5	2308	1	0	0	0	22	2308	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	第<color=#6a2009>28</color>天登录
