成就ID(普通历练通关：1~300，普通历练三星：301~600，历练章节通关：601~650，历练章节满星：651~700，主线及系统开放：701~770，境界突破：771~800，目标成就：801~1700，目标零散1701~2100，魂装配方：2101~2140，七日成就2141~2300，充值首购2301~2350,祝福2351~2450，坐骑2451~2500，引导页2501~2600，引导成就2601-2650，灵宠购买限制2701~2800，封魔塔boss击杀成就2801~2850，海外首充成就2851~2900，仙道秘法成就2901~3000)	有效标志位	最大进度	完成类型(0自动完成，1手动完成)	前置成就ID	奖励道具ID	奖励道具数	奖励货币类型	奖励货币数	特殊奖励ID（已经改成通过reward_id来做，而不是drop了）	广播类型	广播内容	广播限制	触发成就1	触发成就2	触发成就3	触发成就4	触发成就5	触发事件	成就类型（0是普通成就，1是经脉成就，2是战灵碑成就）	状态限制(仅领取时有效，自动完成的不会有效果)	成就点数	触发祝福ID	触发邮件ID	增加战力值	触发脚本	待领奖时触发脚本	描述
412	1	3	0	0	0	0	0	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练12-2三星记录
413	1	3	0	0	0	0	0	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练12-3三星记录
414	1	3	0	0	0	0	0	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练12-4三星记录
415	1	3	0	0	0	0	0	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练12-5三星记录
416	1	3	0	0	0	0	0	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练12-6三星记录
417	1	3	0	0	0	0	0	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练12-7三星记录
418	1	3	0	0	0	0	0	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练12-8三星记录
419	1	3	0	0	0	0	0	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练12-9三星记录
420	1	3	0	0	0	0	0	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练12-10三星记录
421	1	3	0	0	0	0	0	0	0	0	0	0	663	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练13-1三星记录
422	1	3	0	0	0	0	0	0	0	0	0	0	663	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练13-2三星记录
423	1	3	0	0	0	0	0	0	0	0	0	0	663	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练13-3三星记录
424	1	3	0	0	0	0	0	0	0	0	0	0	663	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练13-4三星记录
425	1	3	0	0	0	0	0	0	0	0	0	0	663	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练13-5三星记录
426	1	3	0	0	0	0	0	0	0	0	0	0	663	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练13-6三星记录
427	1	3	0	0	0	0	0	0	0	0	0	0	663	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练13-7三星记录
428	1	3	0	0	0	0	0	0	0	0	0	0	663	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练13-8三星记录
429	1	3	0	0	0	0	0	0	0	0	0	0	663	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练13-9三星记录
430	1	3	0	0	0	0	0	0	0	0	0	0	663	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练13-10三星记录
431	1	3	0	0	0	0	0	0	0	0	0	0	664	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练14-1三星记录
432	1	3	0	0	0	0	0	0	0	0	0	0	664	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练14-2三星记录
433	1	3	0	0	0	0	0	0	0	0	0	0	664	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练14-3三星记录
434	1	3	0	0	0	0	0	0	0	0	0	0	664	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练14-4三星记录
435	1	3	0	0	0	0	0	0	0	0	0	0	664	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练14-5三星记录
436	1	3	0	0	0	0	0	0	0	0	0	0	664	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练14-6三星记录
437	1	3	0	0	0	0	0	0	0	0	0	0	664	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练14-7三星记录
438	1	3	0	0	0	0	0	0	0	0	0	0	664	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练14-8三星记录
439	1	3	0	0	0	0	0	0	0	0	0	0	664	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练14-9三星记录
440	1	3	0	0	0	0	0	0	0	0	0	0	664	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练14-10三星记录
441	1	3	0	0	0	0	0	0	0	0	0	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练15-1三星记录
442	1	3	0	0	0	0	0	0	0	0	0	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练15-2三星记录
443	1	3	0	0	0	0	0	0	0	0	0	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练15-3三星记录
444	1	3	0	0	0	0	0	0	0	0	0	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练15-4三星记录
445	1	3	0	0	0	0	0	0	0	0	0	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练15-5三星记录
446	1	3	0	0	0	0	0	0	0	0	0	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练15-6三星记录
447	1	3	0	0	0	0	0	0	0	0	0	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练15-7三星记录
448	1	3	0	0	0	0	0	0	0	0	0	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练15-8三星记录
449	1	3	0	0	0	0	0	0	0	0	0	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练15-9三星记录
450	1	3	0	0	0	0	0	0	0	0	0	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练15-10三星记录
451	1	3	0	0	0	0	0	0	0	0	0	0	666	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练16-1三星记录
452	1	3	0	0	0	0	0	0	0	0	0	0	666	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练16-2三星记录
453	1	3	0	0	0	0	0	0	0	0	0	0	666	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练16-3三星记录
454	1	3	0	0	0	0	0	0	0	0	0	0	666	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练16-4三星记录
455	1	3	0	0	0	0	0	0	0	0	0	0	666	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练16-5三星记录
456	1	3	0	0	0	0	0	0	0	0	0	0	666	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练16-6三星记录
457	1	3	0	0	0	0	0	0	0	0	0	0	666	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练16-7三星记录
458	1	3	0	0	0	0	0	0	0	0	0	0	666	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练16-8三星记录
459	1	3	0	0	0	0	0	0	0	0	0	0	666	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练16-9三星记录
460	1	3	0	0	0	0	0	0	0	0	0	0	666	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练16-10三星记录
461	1	3	0	0	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-1三星记录
462	1	3	0	0	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-2三星记录
463	1	3	0	0	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-3三星记录
464	1	3	0	0	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-4三星记录
465	1	3	0	0	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-5三星记录
466	1	3	0	0	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-6三星记录
467	1	3	0	0	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-7三星记录
468	1	3	0	0	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-8三星记录
469	1	3	0	0	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-9三星记录
470	1	3	0	0	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
471	1	3	0	0	0	0	0	0	0	0	0	0	668	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-1三星记录
472	1	3	0	0	0	0	0	0	0	0	0	0	668	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-2三星记录
473	1	3	0	0	0	0	0	0	0	0	0	0	668	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-3三星记录
474	1	3	0	0	0	0	0	0	0	0	0	0	668	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-4三星记录
475	1	3	0	0	0	0	0	0	0	0	0	0	668	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-5三星记录
476	1	3	0	0	0	0	0	0	0	0	0	0	668	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-6三星记录
477	1	3	0	0	0	0	0	0	0	0	0	0	668	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-7三星记录
478	1	3	0	0	0	0	0	0	0	0	0	0	668	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-8三星记录
479	1	3	0	0	0	0	0	0	0	0	0	0	668	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-9三星记录
480	1	3	0	0	0	0	0	0	0	0	0	0	668	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
481	1	3	0	0	0	0	0	0	0	0	0	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-1三星记录
482	1	3	0	0	0	0	0	0	0	0	0	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-2三星记录
483	1	3	0	0	0	0	0	0	0	0	0	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-3三星记录
484	1	3	0	0	0	0	0	0	0	0	0	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-4三星记录
485	1	3	0	0	0	0	0	0	0	0	0	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-5三星记录
486	1	3	0	0	0	0	0	0	0	0	0	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-6三星记录
487	1	3	0	0	0	0	0	0	0	0	0	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-7三星记录
488	1	3	0	0	0	0	0	0	0	0	0	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-8三星记录
489	1	3	0	0	0	0	0	0	0	0	0	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-9三星记录
490	1	3	0	0	0	0	0	0	0	0	0	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
491	1	3	0	0	0	0	0	0	0	0	0	0	670	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-1三星记录
492	1	3	0	0	0	0	0	0	0	0	0	0	670	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-2三星记录
493	1	3	0	0	0	0	0	0	0	0	0	0	670	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-3三星记录
494	1	3	0	0	0	0	0	0	0	0	0	0	670	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-4三星记录
495	1	3	0	0	0	0	0	0	0	0	0	0	670	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-5三星记录
496	1	3	0	0	0	0	0	0	0	0	0	0	670	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-6三星记录
497	1	3	0	0	0	0	0	0	0	0	0	0	670	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-7三星记录
498	1	3	0	0	0	0	0	0	0	0	0	0	670	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-8三星记录
499	1	3	0	0	0	0	0	0	0	0	0	0	670	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-9三星记录
500	1	3	0	0	0	0	0	0	0	0	0	0	670	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
501	1	3	0	0	0	0	0	0	0	0	0	0	671	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
502	1	3	0	0	0	0	0	0	0	0	0	0	671	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
503	1	3	0	0	0	0	0	0	0	0	0	0	671	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
504	1	3	0	0	0	0	0	0	0	0	0	0	671	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
505	1	3	0	0	0	0	0	0	0	0	0	0	671	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
506	1	3	0	0	0	0	0	0	0	0	0	0	671	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
507	1	3	0	0	0	0	0	0	0	0	0	0	671	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
508	1	3	0	0	0	0	0	0	0	0	0	0	671	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
509	1	3	0	0	0	0	0	0	0	0	0	0	671	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
510	1	3	0	0	0	0	0	0	0	0	0	0	671	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
511	1	3	0	0	0	0	0	0	0	0	0	0	672	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
512	1	3	0	0	0	0	0	0	0	0	0	0	672	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
513	1	3	0	0	0	0	0	0	0	0	0	0	672	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
514	1	3	0	0	0	0	0	0	0	0	0	0	672	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
515	1	3	0	0	0	0	0	0	0	0	0	0	672	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
516	1	3	0	0	0	0	0	0	0	0	0	0	672	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
517	1	3	0	0	0	0	0	0	0	0	0	0	672	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
518	1	3	0	0	0	0	0	0	0	0	0	0	672	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
519	1	3	0	0	0	0	0	0	0	0	0	0	672	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
520	1	3	0	0	0	0	0	0	0	0	0	0	672	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
521	1	3	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
522	1	3	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
523	1	3	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
524	1	3	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
525	1	3	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
526	1	3	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
527	1	3	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
528	1	3	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
529	1	3	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
530	1	3	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
531	1	3	0	0	0	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
532	1	3	0	0	0	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
533	1	3	0	0	0	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
534	1	3	0	0	0	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
535	1	3	0	0	0	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
536	1	3	0	0	0	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
537	1	3	0	0	0	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
538	1	3	0	0	0	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
539	1	3	0	0	0	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
540	1	3	0	0	0	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
551	1	3	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-1三星记录
552	1	3	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-2三星记录
553	1	3	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-3三星记录
554	1	3	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-4三星记录
555	1	3	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-5三星记录
556	1	3	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-6三星记录
557	1	3	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-7三星记录
558	1	3	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-8三星记录
559	1	3	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-9三星记录
560	1	3	0	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练17-10三星记录
601	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第1章通关
602	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第2章通关
603	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第3章通关
604	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第4章通关
605	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第5章通关
606	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第6章通关
607	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第7章通关
608	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第8章通关
609	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第9章通关
610	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第10章通关
611	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第11章通关
612	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第12章通关
613	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第13章通关
614	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第14章通关
615	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第15章通关
616	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第16章通关
617	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第17章通关
618	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第18章通关
619	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第19章通关
620	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第20章通关
621	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第21章通关
622	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第22章通关
623	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第23章通关
624	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第24章通关
625	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第17章通关
651	1	5	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第1章满星
652	1	5	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第2章满星
653	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第3章满星
654	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第4章满星
655	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第5章满星
656	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第6章满星
657	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第7章满星
658	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第8章满星
659	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第9章满星
660	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第10章满星
661	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第11章满星
662	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第12章满星
663	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第13章满星
664	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第14章满星
665	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第15章满星
666	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第16章满星
667	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第17章满星
668	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第18章满星
669	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第19章满星
670	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第20章满星
671	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第21章满星
672	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第22章满星
673	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第23章满星
674	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第24章满星
675	1	10	1	0	0	0	205	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	普通历练第17章满星
701	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	装备强2
702	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1级强化激活
703	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	一阶头重铸到完美
704	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	指引领取成就点的主线，完成条件是啥？
705	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1级完美激活
706	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2级强化激活
707	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	初窥门径称号
708	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	合成二阶裤魂装
709	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1招式升到2级
710	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	合成第一个法器
711	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	获得稀有二阶衣服
712	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	获得第1个灵宠并上阵
713	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	灵宠升到22级
714	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	加入或创建1个学院
715	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	合成二阶腰魂装
716	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3级强化激活
717	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	灵宠招募1次
718	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	穿上二阶灵宝
