总奖池序号（宝塔抽奖运营活动id：37   参数1该字段，消耗ID的副键也对应这个字段）	有效标志	所属境界(对应等级）	奖励序号	所在层数	奖励类型（1货币，2道具）	奖励物品ID(货币枚举：1感悟，2军功，3威望，4荣誉，5贡献，6体力，7神识，8学分，200经验,201星辉，202金币，203绑金，204元宝，205绑元)	奖励数量	抽中几率（普通时间段内，读这个字段的概率）	吉星几率（吉星时间段内，读这个字段的概率）	触发保底次数	抽中后跳到序号几所在的层数	触发保底一定抽中序号几	是否广播（1代表抽中后世界广播，2代表阵营广播）	增加修为描述	增加修为描述（langs） 
129	1	14	9	1	2	410400001	41	3632	3632	4	0	10	0	完整三阶神器	0
129	1	15	9	1	2	410400001	41	3632	3632	4	0	10	0	完整三阶神器	0
129	1	16	9	1	2	410400001	41	3632	3632	4	0	10	0	完整三阶神器	0
129	1	17	9	1	2	410400001	45	3632	3632	4	0	10	0	完整三阶神器	0
129	1	18	9	1	2	410400001	45	3632	3632	4	0	10	0	完整三阶神器	0
129	1	19	9	1	2	410400001	45	3632	3632	4	0	10	0	完整三阶神器	0
129	1	20	9	1	2	410400001	50	3632	3632	4	0	10	0	完整三阶神器	0
129	1	21	9	1	2	410400001	50	3632	3632	4	0	10	0	完整三阶神器	0
129	1	22	9	1	2	410400001	50	3632	3632	4	0	10	0	完整三阶神器	0
129	1	23	9	1	2	410400001	55	3632	3632	4	0	10	0	完整三阶神器	0
129	1	24	9	1	2	410400001	55	3632	3632	4	0	10	0	完整三阶神器	0
129	1	25	9	1	2	410400001	55	3632	3632	4	0	10	0	完整三阶神器	0
129	1	0	10	1	2	400130200	1	0	0	0	11	10	0	完整三阶神器	0
129	1	1	10	1	2	400130200	1	0	0	0	11	10	0	完整三阶神器	0
129	1	2	10	1	2	400130200	1	0	0	0	11	10	0	完整三阶神器	0
129	1	3	10	1	2	400130200	1	0	0	0	11	10	0	完整三阶神器	0
129	1	4	10	1	2	400130200	1	0	0	0	11	10	0	完整三阶神器	0
129	1	5	10	1	2	400130200	1	0	0	0	11	10	0	完整三阶神器	0
129	1	6	10	1	2	400130200	1	0	0	0	11	10	0	完整三阶神器	0
129	1	7	10	1	2	400130200	1	0	0	0	11	10	0	完整三阶神器	0
129	1	8	10	1	2	400130200	1	0	0	0	11	10	0	完整三阶神器	0
129	1	9	10	1	2	400130200	1	0	0	0	11	10	0	完整三阶神器	0
129	1	10	10	1	2	400130200	1	0	0	0	11	10	0	完整三阶神器	0
129	1	11	10	1	2	400140100	2	0	0	0	11	10	0	完整三阶神器	0
129	1	12	10	1	2	400140100	2	0	0	0	11	10	0	完整三阶神器	0
129	1	13	10	1	2	400140100	2	0	0	0	11	10	0	完整三阶神器	0
129	1	14	10	1	2	400140100	2	0	0	0	11	10	0	完整三阶神器	0
129	1	15	10	1	2	400140100	2	0	0	0	11	10	0	完整三阶神器	0
129	1	16	10	1	2	400140100	2	0	0	0	11	10	0	完整三阶神器	0
129	1	17	10	1	2	400140100	2	0	0	0	11	10	0	完整三阶神器	0
129	1	18	10	1	2	400140100	2	0	0	0	11	10	0	完整三阶神器	0
129	1	19	10	1	2	400140100	2	0	0	0	11	10	0	完整三阶神器	0
129	1	20	10	1	2	400150100	1	0	0	0	11	10	0	完整三阶神器	0
129	1	21	10	1	2	400150100	1	0	0	0	11	10	0	完整三阶神器	0
129	1	22	10	1	2	400150100	1	0	0	0	11	10	0	完整三阶神器	0
129	1	23	10	1	2	400150100	1	0	0	0	11	10	0	完整三阶神器	0
129	1	24	10	1	2	400150100	1	0	0	0	11	10	0	完整三阶神器	0
129	1	25	10	1	2	400150100	1	0	0	0	11	10	0	完整三阶神器	0
129	1	0	11	2	2	310254008	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	1	11	2	2	310254008	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	2	11	2	2	310254008	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	3	11	2	2	310254008	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	4	11	2	2	310254008	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	5	11	2	2	310254009	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	6	11	2	2	310254009	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	7	11	2	2	310254009	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	8	11	2	2	310254010	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	9	11	2	2	310254010	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	10	11	2	2	310254010	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	11	11	2	2	310254011	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	12	11	2	2	310254011	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	13	11	2	2	310254011	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	14	11	2	2	310254012	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	15	11	2	2	310254012	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	16	11	2	2	310254012	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	17	11	2	2	310254013	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	18	11	2	2	310254013	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	19	11	2	2	310254013	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	20	11	2	2	310254014	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	21	11	2	2	310254014	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	22	11	2	2	310254014	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	23	11	2	2	310254015	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	24	11	2	2	310254015	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	25	11	2	2	310254015	1	2763	2763	4	6	14	1	完整三阶神器	0
129	1	0	12	2	2	400400100	8	3553	3553	4	6	14	0	完整三阶神器	0
129	1	1	12	2	2	400400100	8	3553	3553	4	6	14	0	完整三阶神器	0
129	1	2	12	2	2	400400100	8	3553	3553	4	6	14	0	完整三阶神器	0
129	1	3	12	2	2	400400100	8	3553	3553	4	6	14	0	完整三阶神器	0
129	1	4	12	2	2	400400100	8	3553	3553	4	6	14	0	完整三阶神器	0
129	1	5	12	2	2	400400100	10	3553	3553	4	6	14	0	完整三阶神器	0
129	1	6	12	2	2	400400100	10	3553	3553	4	6	14	0	完整三阶神器	0
129	1	7	12	2	2	400400100	10	3553	3553	4	6	14	0	完整三阶神器	0
129	1	8	12	2	2	400400100	12	3553	3553	4	6	14	0	完整三阶神器	0
129	1	9	12	2	2	400400100	12	3553	3553	4	6	14	0	完整三阶神器	0
129	1	10	12	2	2	400400100	12	3553	3553	4	6	14	0	完整三阶神器	0
129	1	11	12	2	2	400400100	14	3553	3553	4	6	14	0	完整三阶神器	0
129	1	12	12	2	2	400400100	14	3553	3553	4	6	14	0	完整三阶神器	0
129	1	13	12	2	2	400400100	14	3553	3553	4	6	14	0	完整三阶神器	0
129	1	14	12	2	2	400400100	17	3553	3553	4	6	14	0	完整三阶神器	0
129	1	15	12	2	2	400400100	17	3553	3553	4	6	14	0	完整三阶神器	0
129	1	16	12	2	2	400400100	17	3553	3553	4	6	14	0	完整三阶神器	0
129	1	17	12	2	2	400400100	20	3553	3553	4	6	14	0	完整三阶神器	0
129	1	18	12	2	2	400400100	20	3553	3553	4	6	14	0	完整三阶神器	0
129	1	19	12	2	2	400400100	20	3553	3553	4	6	14	0	完整三阶神器	0
129	1	20	12	2	2	400400100	24	3553	3553	4	6	14	0	完整三阶神器	0
129	1	21	12	2	2	400400100	24	3553	3553	4	6	14	0	完整三阶神器	0
129	1	22	12	2	2	400400100	24	3553	3553	4	6	14	0	完整三阶神器	0
129	1	23	12	2	2	400400100	29	3553	3553	4	6	14	0	完整三阶神器	0
129	1	24	12	2	2	400400100	29	3553	3553	4	6	14	0	完整三阶神器	0
129	1	25	12	2	2	400400100	29	3553	3553	4	6	14	0	完整三阶神器	0
129	1	0	13	2	2	410400001	30	3684	3684	4	6	14	0	完整三阶神器	0
129	1	1	13	2	2	410400001	30	3684	3684	4	6	14	0	完整三阶神器	0
129	1	2	13	2	2	410400001	30	3684	3684	4	6	14	0	完整三阶神器	0
129	1	3	13	2	2	410400001	30	3684	3684	4	6	14	0	完整三阶神器	0
129	1	4	13	2	2	410400001	30	3684	3684	4	6	14	0	完整三阶神器	0
129	1	5	13	2	2	410400001	33	3684	3684	4	6	14	0	完整三阶神器	0
129	1	6	13	2	2	410400001	33	3684	3684	4	6	14	0	完整三阶神器	0
129	1	7	13	2	2	410400001	33	3684	3684	4	6	14	0	完整三阶神器	0
129	1	8	13	2	2	410400001	36	3684	3684	4	6	14	0	完整三阶神器	0
129	1	9	13	2	2	410400001	36	3684	3684	4	6	14	0	完整三阶神器	0
129	1	10	13	2	2	410400001	36	3684	3684	4	6	14	0	完整三阶神器	0
129	1	11	13	2	2	410400001	40	3684	3684	4	6	14	0	完整三阶神器	0
129	1	12	13	2	2	410400001	40	3684	3684	4	6	14	0	完整三阶神器	0
129	1	13	13	2	2	410400001	40	3684	3684	4	6	14	0	完整三阶神器	0
129	1	14	13	2	2	410400001	44	3684	3684	4	6	14	0	完整三阶神器	0
129	1	15	13	2	2	410400001	44	3684	3684	4	6	14	0	完整三阶神器	0
129	1	16	13	2	2	410400001	44	3684	3684	4	6	14	0	完整三阶神器	0
129	1	17	13	2	2	410400001	48	3684	3684	4	6	14	0	完整三阶神器	0
129	1	18	13	2	2	410400001	48	3684	3684	4	6	14	0	完整三阶神器	0
129	1	19	13	2	2	410400001	48	3684	3684	4	6	14	0	完整三阶神器	0
129	1	20	13	2	2	410400001	53	3684	3684	4	6	14	0	完整三阶神器	0
129	1	21	13	2	2	410400001	53	3684	3684	4	6	14	0	完整三阶神器	0
129	1	22	13	2	2	410400001	53	3684	3684	4	6	14	0	完整三阶神器	0
129	1	23	13	2	2	410400001	58	3684	3684	4	6	14	0	完整三阶神器	0
129	1	24	13	2	2	410400001	58	3684	3684	4	6	14	0	完整三阶神器	0
129	1	25	13	2	2	410400001	58	3684	3684	4	6	14	0	完整三阶神器	0
129	1	0	14	2	2	400130200	2	0	0	0	15	14	0	完整三阶神器	0
129	1	1	14	2	2	400130200	2	0	0	0	15	14	0	完整三阶神器	0
129	1	2	14	2	2	400130200	2	0	0	0	15	14	0	完整三阶神器	0
129	1	3	14	2	2	400130200	2	0	0	0	15	14	0	完整三阶神器	0
129	1	4	14	2	2	400130200	2	0	0	0	15	14	0	完整三阶神器	0
129	1	5	14	2	2	400130200	2	0	0	0	15	14	0	完整三阶神器	0
129	1	6	14	2	2	400130200	2	0	0	0	15	14	0	完整三阶神器	0
129	1	7	14	2	2	400130200	2	0	0	0	15	14	0	完整三阶神器	0
129	1	8	14	2	2	400130200	2	0	0	0	15	14	0	完整三阶神器	0
129	1	9	14	2	2	400130200	2	0	0	0	15	14	0	完整三阶神器	0
129	1	10	14	2	2	400130200	2	0	0	0	15	14	0	完整三阶神器	0
129	1	11	14	2	2	400140200	1	0	0	0	15	14	0	完整三阶神器	0
129	1	12	14	2	2	400140200	1	0	0	0	15	14	0	完整三阶神器	0
129	1	13	14	2	2	400140200	1	0	0	0	15	14	0	完整三阶神器	0
129	1	14	14	2	2	400140200	1	0	0	0	15	14	0	完整三阶神器	0
129	1	15	14	2	2	400140200	1	0	0	0	15	14	0	完整三阶神器	0
129	1	16	14	2	2	400140200	1	0	0	0	15	14	0	完整三阶神器	0
129	1	17	14	2	2	400140200	1	0	0	0	15	14	0	完整三阶神器	0
129	1	18	14	2	2	400140200	1	0	0	0	15	14	0	完整三阶神器	0
129	1	19	14	2	2	400140200	1	0	0	0	15	14	0	完整三阶神器	0
129	1	20	14	2	2	400150100	2	0	0	0	15	14	0	完整三阶神器	0
129	1	21	14	2	2	400150100	2	0	0	0	15	14	0	完整三阶神器	0
129	1	22	14	2	2	400150100	2	0	0	0	15	14	0	完整三阶神器	0
129	1	23	14	2	2	400150100	2	0	0	0	15	14	0	完整三阶神器	0
129	1	24	14	2	2	400150100	2	0	0	0	15	14	0	完整三阶神器	0
129	1	25	14	2	2	400150100	2	0	0	0	15	14	0	完整三阶神器	0
129	1	0	15	3	2	400400100	9	8358	8358	2	11	17	0	完整三阶神器	0
129	1	1	15	3	2	400400100	9	8358	8358	2	11	17	0	完整三阶神器	0
129	1	2	15	3	2	400400100	9	8358	8358	2	11	17	0	完整三阶神器	0
129	1	3	15	3	2	400400100	9	8358	8358	2	11	17	0	完整三阶神器	0
129	1	4	15	3	2	400400100	9	8358	8358	2	11	17	0	完整三阶神器	0
129	1	5	15	3	2	400400100	11	8358	8358	2	11	17	0	完整三阶神器	0
129	1	6	15	3	2	400400100	11	8358	8358	2	11	17	0	完整三阶神器	0
129	1	7	15	3	2	400400100	11	8358	8358	2	11	17	0	完整三阶神器	0
129	1	8	15	3	2	400400100	13	8358	8358	2	11	17	0	完整三阶神器	0
129	1	9	15	3	2	400400100	13	8358	8358	2	11	17	0	完整三阶神器	0
129	1	10	15	3	2	400400100	13	8358	8358	2	11	17	0	完整三阶神器	0
129	1	11	15	3	2	400400100	16	8358	8358	2	11	17	0	完整三阶神器	0
129	1	12	15	3	2	400400100	16	8358	8358	2	11	17	0	完整三阶神器	0
129	1	13	15	3	2	400400100	16	8358	8358	2	11	17	0	完整三阶神器	0
129	1	14	15	3	2	400400100	19	8358	8358	2	11	17	0	完整三阶神器	0
129	1	15	15	3	2	400400100	19	8358	8358	2	11	17	0	完整三阶神器	0
129	1	16	15	3	2	400400100	19	8358	8358	2	11	17	0	完整三阶神器	0
129	1	17	15	3	2	400400100	22	8358	8358	2	11	17	0	完整三阶神器	0
129	1	18	15	3	2	400400100	22	8358	8358	2	11	17	0	完整三阶神器	0
129	1	19	15	3	2	400400100	22	8358	8358	2	11	17	0	完整三阶神器	0
129	1	20	15	3	2	400400100	27	8358	8358	2	11	17	0	完整三阶神器	0
129	1	21	15	3	2	400400100	27	8358	8358	2	11	17	0	完整三阶神器	0
129	1	22	15	3	2	400400100	27	8358	8358	2	11	17	0	完整三阶神器	0
129	1	23	15	3	2	400400100	32	8358	8358	2	11	17	0	完整三阶神器	0
129	1	24	15	3	2	400400100	32	8358	8358	2	11	17	0	完整三阶神器	0
129	1	25	15	3	2	400400100	32	8358	8358	2	11	17	0	完整三阶神器	0
129	1	0	16	3	2	310255050	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	1	16	3	2	310255050	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	2	16	3	2	310255050	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	3	16	3	2	310255050	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	4	16	3	2	310255050	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	5	16	3	2	310255050	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	6	16	3	2	310255050	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	7	16	3	2	310255050	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	8	16	3	2	310255050	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	9	16	3	2	310255050	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	10	16	3	2	310255050	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	11	16	3	2	310255051	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	12	16	3	2	310255051	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	13	16	3	2	310255051	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	14	16	3	2	310255051	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	15	16	3	2	310255051	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	16	16	3	2	310255051	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	17	16	3	2	310255051	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	18	16	3	2	310255051	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	19	16	3	2	310255051	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	20	16	3	2	310255052	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	21	16	3	2	310255052	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	22	16	3	2	310255052	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	23	16	3	2	310255052	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	24	16	3	2	310255052	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	25	16	3	2	310255052	1	1642	1642	2	11	17	1	完整三阶神器	0
129	1	0	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	1	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	2	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	3	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	4	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	5	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	6	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	7	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	8	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	9	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	10	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	11	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	12	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	13	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	14	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	15	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	16	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	17	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	18	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	19	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	20	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	21	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	22	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	23	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	24	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	25	17	3	2	400700100	1	0	0	0	18	17	1	完整三阶神器	0
129	1	0	18	4	2	310255050	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	1	18	4	2	310255050	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	2	18	4	2	310255050	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	3	18	4	2	310255050	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	4	18	4	2	310255050	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	5	18	4	2	310255050	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	6	18	4	2	310255050	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	7	18	4	2	310255050	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	8	18	4	2	310255050	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	9	18	4	2	310255050	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	10	18	4	2	310255050	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	11	18	4	2	310255051	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	12	18	4	2	310255051	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	13	18	4	2	310255051	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	14	18	4	2	310255051	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	15	18	4	2	310255051	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	16	18	4	2	310255051	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	17	18	4	2	310255051	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	18	18	4	2	310255051	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	19	18	4	2	310255051	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	20	18	4	2	310255052	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	21	18	4	2	310255052	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	22	18	4	2	310255052	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	23	18	4	2	310255052	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	24	18	4	2	310255052	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	25	18	4	2	310255052	1	10000	10000	1	15	19	1	完整三阶神器	0
129	1	0	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	1	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	2	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	3	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	4	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	5	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	6	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	7	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	8	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	9	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	10	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	11	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	12	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	13	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	14	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	15	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	16	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	17	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	18	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	19	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	20	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	21	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	22	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	23	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	24	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	25	19	4	2	400800100	1	0	0	0	20	19	1	完整三阶神器	0
129	1	0	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	1	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	2	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	3	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	4	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	5	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	6	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	7	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	8	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	9	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	10	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	11	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	12	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	13	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	14	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	15	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	16	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	17	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	18	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	19	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	20	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	21	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	22	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	23	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	24	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
129	1	25	20	5	2	321439030	1	10000	10000	0	0	1	1	完整三阶神器	0
130	1	0	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	1	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	2	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	3	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	4	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	5	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	6	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	7	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	8	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	9	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	10	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	11	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	12	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	13	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	14	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	15	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	16	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	17	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	18	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	19	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	20	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	21	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	22	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	23	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	24	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	25	0	0	2	422190200	2	1899	1899	5	0	5	0	0	232002
130	1	0	1	0	1	203	180000	2405	2405	5	0	5	0	0	232002
130	1	1	1	0	1	203	180000	2405	2405	5	0	5	0	0	232002
130	1	2	1	0	1	203	180000	2405	2405	5	0	5	0	0	232002
130	1	3	1	0	1	203	180000	2405	2405	5	0	5	0	0	232002
130	1	4	1	0	1	203	180000	2405	2405	5	0	5	0	0	232002
130	1	5	1	0	1	203	220000	2405	2405	5	0	5	0	0	232002
130	1	6	1	0	1	203	220000	2405	2405	5	0	5	0	0	232002
130	1	7	1	0	1	203	220000	2405	2405	5	0	5	0	0	232002
130	1	8	1	0	1	203	260000	2405	2405	5	0	5	0	0	232002
130	1	9	1	0	1	203	260000	2405	2405	5	0	5	0	0	232002
130	1	10	1	0	1	203	260000	2405	2405	5	0	5	0	0	232002
