活动ID（ID规则：共3位，第一位表示礼包类型<0为成长礼包，1为超值礼包>，第二位为世界科技等级，第三位根据玩家状态决定，1为后进玩家，2为正常玩家）	副键	有效标志（1读取该条数据，0不读）	商品形式（0表示走充值内购，非0则为隐形商城shopID：13）	商品ID（如果商品形式是0则填内购depositeID，如果商品形式填0元depositeID统计用）	可见状态限制（可以看到该条数据的限制）	可买状态限制（可以购买该条内容的限制）	次数限制ID（该条数据能购买的次数）	获得奖励（购买后获得的reward_cfg奖励）	界面显示组（界面显示的礼包组数）	商品名称（显示用，预览时的标题）	道具ID（商店中对应道具的ID，同时显示用）	角标签（右上角标签文本）	道具标签	原价	现价	显示开始（界面显示的开始时间）	持续时间	界面显示1（界面显示文本）	界面显示2	界面显示3	显示面板（0正常成长礼包，1超值礼包，9其他）	底图名字
230	3	1	0	64	0	0	335	40053514	5	灵宠榜礼包3	0	5.6折	超值	810	450	0	0	0	0	0	2	0
230	4	1	0	804	0	0	336	40053515	5	灵宠榜礼包4	0	6.5折	超值	3105	2000	0	0	0	0	0	2	0
230	5	1	0	71	0	0	336	40053515	5	灵宠榜礼包4	0	6.8折	超值	3105	2090	0	0	0	0	0	2	0
240	1	1	0	50	0	0	379	40053516	7	修为榜礼包1	0	2.3折	超值	135	30	0	0	0	0	0	2	0
240	2	1	0	801	0	0	338	40053517	7	修为榜礼包2	0	3.8折	超值	540	200	0	0	0	0	0	2	0
240	3	1	0	56	0	0	338	40053517	7	修为榜礼包2	0	3.9折	超值	540	210	0	0	0	0	0	2	0
240	4	1	0	66	0	0	339	40053518	7	修为榜礼包3	0	4.8折	超值	1050	500	0	0	0	0	0	2	0
240	5	1	0	67	0	0	339	40053518	7	修为榜礼包3	0	5.2折	超值	1050	540	0	0	0	0	0	2	0
240	6	1	0	804	0	0	340	40053519	7	修为榜礼包4	0	5.8折	超值	3500	2000	0	0	0	0	0	2	0
240	7	1	0	71	0	0	340	40053519	7	修为榜礼包4	0	6折	超值	3500	2090	0	0	0	0	0	2	0
250	1	1	0	50	0	0	341	40053520	5	魅力榜礼包1	0	1.2折	超值	250	30	0	0	0	0	0	2	0
250	2	1	0	54	0	0	342	40053521	5	魅力榜礼包2	0	2折	超值	750	150	0	0	0	0	0	2	0
250	3	1	0	59	0	0	343	40053522	5	魅力榜礼包3	0	3.5折	超值	865	300	0	0	0	0	0	2	0
250	4	1	0	804	0	0	344	40053523	5	魅力榜礼包4	0	6.3折	超值	3200	2000	0	0	0	0	0	2	0
250	5	1	0	71	0	0	344	40053523	5	魅力榜礼包4	0	6.6折	超值	3200	2090	0	0	0	0	0	2	0
260	1	1	0	50	0	0	345	40053524	9	长生礼包1	0	3折	超值	100	30	0	0	0	0	0	2	0
260	2	1	0	801	0	0	346	40053525	9	长生礼包2	0	5折	超值	400	200	0	0	0	0	0	2	0
260	3	1	0	56	0	0	346	40053525	9	长生礼包2	0	5.3折	超值	400	210	0	0	0	0	0	2	0
260	4	1	0	802	0	0	347	40053526	9	长生礼包3	0	6.3折	超值	635	400	0	0	0	0	0	2	0
260	5	1	0	63	0	0	347	40053526	9	长生礼包3	0	6.7折	超值	635	420	0	0	0	0	0	2	0
260	6	1	0	66	0	0	348	40053527	9	长生礼包4	0	7.1折	超值	710	500	0	0	0	0	0	2	0
260	7	1	0	67	0	0	348	40053527	9	长生礼包4	0	7.7折	超值	710	540	0	0	0	0	0	2	0
260	8	1	0	69	0	0	695	40053197	9	长生礼包5	0	5.8折	超值	2000	1150	0	0	0	0	0	2	0
260	9	1	0	803	0	0	695	40053197	9	长生礼包5	0	6折	超值	2000	1190	0	0	0	0	0	2	0
270	1	1	0	50	0	0	349	40053528	4	强化榜礼包1	0	3.2折	超值	95	30	0	0	0	0	0	2	0
270	2	1	0	54	0	0	350	40053529	4	强化榜礼包2	0	4.7折	超值	320	150	0	0	0	0	0	2	0
270	3	1	0	59	0	0	351	40053530	4	强化榜礼包3	0	4.7折	超值	640	300	0	0	0	0	0	2	0
270	4	1	0	64	0	0	352	40053531	4	强化榜礼包4	0	6.3折	超值	715	450	0	0	0	0	0	2	0
280	1	1	0	50	0	0	582	40053532	7	宝石榜礼包1	0	2.7折	超值	115	30	0	0	0	0	0	2	0
280	2	1	0	801	0	0	354	40053533	7	宝石榜礼包2	0	3.1折	超值	655	200	0	0	0	0	0	2	0
280	3	1	0	56	0	0	354	40053533	7	宝石榜礼包2	0	3.3折	超值	655	210	0	0	0	0	0	2	0
280	4	1	0	802	0	0	355	40053534	7	宝石榜礼包3	0	4.4折	超值	925	400	0	0	0	0	0	2	0
280	5	1	0	63	0	0	355	40053534	7	宝石榜礼包3	0	4.6折	超值	925	420	0	0	0	0	0	2	0
280	6	1	0	804	0	0	357	40053536	7	宝石榜礼包5	0	6.7折	超值	3025	2000	0	0	0	0	0	2	0
280	7	1	0	71	0	0	357	40053536	7	宝石榜礼包5	0	7折	超值	3025	2090	0	0	0	0	0	2	0
290	1	1	0	50	0	0	358	40053537	5	灵宠榜礼包1	0	3.2折	超值	95	30	0	0	0	0	0	2	0
290	2	1	0	54	0	0	359	40053538	5	灵宠榜礼包2	0	5折	超值	300	150	0	0	0	0	0	2	0
290	3	1	0	64	0	0	360	40053539	5	灵宠榜礼包3	0	5.6折	超值	810	450	0	0	0	0	0	2	0
290	4	1	0	804	0	0	361	40053540	5	灵宠榜礼包4	0	6.5折	超值	3105	2000	0	0	0	0	0	2	0
290	5	1	0	71	0	0	361	40053540	5	灵宠榜礼包4	0	6.8折	超值	3105	2090	0	0	0	0	0	2	0
300	1	1	0	50	0	0	583	40053542	7	修为榜礼包1	0	2.3折	超值	135	30	0	0	0	0	0	2	0
300	2	1	0	801	0	0	364	40053543	7	修为榜礼包2	0	3.8折	超值	540	200	0	0	0	0	0	2	0
300	3	1	0	56	0	0	364	40053543	7	修为榜礼包2	0	3.9折	超值	540	210	0	0	0	0	0	2	0
300	4	1	0	66	0	0	365	40053544	7	修为榜礼包3	0	5折	超值	1010	500	0	0	0	0	0	2	0
300	5	1	0	67	0	0	365	40053544	7	修为榜礼包3	0	5.4折	超值	1010	540	0	0	0	0	0	2	0
300	6	1	0	804	0	0	366	40053545	7	修为榜礼包4	0	5.8折	超值	3500	2000	0	0	0	0	0	2	0
300	7	1	0	71	0	0	366	40053545	7	修为榜礼包4	0	6折	超值	3500	2090	0	0	0	0	0	2	0
310	1	1	0	50	0	0	367	40053546	5	魅力榜礼包1	0	1.2折	超值	250	30	0	0	0	0	0	2	0
310	2	1	0	54	0	0	368	40053547	5	魅力榜礼包2	0	2.5折	超值	600	150	0	0	0	0	0	2	0
310	3	1	0	59	0	0	193	40053548	5	魅力榜礼包3	0	3.5折	超值	865	300	0	0	0	0	0	2	0
310	4	1	0	804	0	0	278	40053549	5	魅力榜礼包4	0	6.3折	超值	3200	2000	0	0	0	0	0	2	0
310	5	1	0	71	0	0	278	40053549	5	魅力榜礼包4	0	6.6折	超值	3200	2090	0	0	0	0	0	2	0
