1位类型(0特殊，1活动，2运营，3任务，4由活动ID控制的动营活动（id暂定不能超过200个，定之前与vic沟通），8000000~8999999为科技周天限制，9000000~9999999为开服时间限制)+4位参数+2位流水，type_id	有效标志位	serial(与或关系，0或1与)	time_type（副键）	周限制位域(2进制位域，第一位是星期天)week_limit_begin	周限制止（暂无用）week_limit_end	月限制起（科技运转周天：限制科技几开始）month_limit_begin	月限制止（科技运转周天：限制科技几结束）month_limit_end	日限制起，开服：距离开服时间多少天起（开服当天算第0天）（科技运转周天：限制科技几运转第几天开始）day_limit_begin	日限制止，开服：距离开服时间多少天止（开服当天算第0天）（科技运转周天：限制科技几运转第几天结束）day_limit_end	秒限制起，开服：每日的秒限制起second_limit_begin	秒限制止，开服：每日的秒限制止second_limit_end	描述文本，这个是无用字段，无论什么时候放在最后面就行了	映射活动IDrelated_xl_activity_id	"开服天数限制起(开服当天为第1天,填0则此限制无效），24小时过天"	开服天数限制止	世界科技下限	世界科技上限	大区活动错开（0不错开，1代表大区ID%2==0，2代表大区ID%2==1）暂时先错开巨兽和观碑	映射活动状态（填1表示开启，填0表示屏蔽）	阶段1起始时间	阶段1结束时间	阶段2起始时间	阶段2结束时间	阶段3起始时间	阶段3结束时间	阶段4起始时间	阶段4结束时间	阶段5起始时间	阶段5结束时间	映射活动客户端专用(改这个要txt打开)IDrelated_xl_activity_id_client
4100011	1	0	1	1111111	0	10	12	1	31	0	86400	国士无双屏蔽	0	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4100012	1	0	1	1111111	0	0	0	0	0	0	86400	风际称号开启，国外不开启	95	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4100013	1	0	1	1111111	0	0	0	0	0	0	86400	每日礼包第4档	99	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4100014	1	0	1	1111111	0	0	0	0	0	0	86400	聚宝盆25、50元档	100	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
4100015	1	0	1	1111111	0	0	0	0	0	0	86400	每日累充——活动切页	31	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	"31,2500-3000"
4100016	1	0	1	1111111	0	0	0	0	0	0	86400	商城神器材料打折-8折	105	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4100017	1	0	1	1111111	0	0	0	0	0	0	86400	商城神器材料打折-6折	106	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4100018	1	0	1	1111111	0	0	0	0	0	0	86400	商城神器材料打折-4折	107	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4100019	1	0	1	1111111	0	0	0	0	0	0	86400	幸运抽奖	108	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
4100020	1	0	1	1111111	0	0	0	0	0	0	86400	国内外称号差异屏蔽	112	0	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9000001	1	0	1	1111111	0	0	0	0	0	0	86400	世界科技划分：1~1天	0	1	1	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9000002	1	0	1	1111111	0	0	0	0	0	0	86400	世界科技划分：2~2天	0	2	2	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9000003	1	0	1	1111111	0	0	0	0	0	0	86400	世界科技划分：3~4天	0	3	4	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9000004	1	0	1	1111111	0	0	0	0	0	0	86400	世界科技划分：5~8天	0	5	7	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9000005	1	0	1	1111111	0	0	0	0	0	0	86400	世界科技划分：9~12天	0	8	9	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9000006	1	0	1	1111111	0	0	0	0	0	0	86400	世界科技划分：13~20天	0	10	13	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9000007	1	0	1	1111111	0	0	0	0	0	0	86400	世界科技划分：21~28天	0	14	21	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9000008	1	0	1	1111111	0	0	0	0	0	0	86400	世界科技划分：29~44天	0	22	27	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9000009	1	0	1	1111111	0	0	0	0	0	0	86400	世界科技划分：45~64天	0	28	35	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9000010	1	0	1	1111111	0	0	0	0	0	0	86400	世界科技划分：65~104天	0	36	51	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9000011	1	0	1	1111111	0	0	0	0	0	0	86400	世界科技划分：105~164天	0	52	63	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9000012	1	0	1	1111111	0	0	0	0	0	0	86400	世界科技划分：165~284天	0	64	83	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9000013	1	0	1	1111111	0	0	0	0	0	0	86400	世界科技划分：165~284天	0	84	123	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9000014	1	0	1	1111111	0	0	0	0	0	0	86400	世界科技划分：165~284天	0	124	153	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9000015	1	0	1	1111111	0	0	0	0	0	0	86400	世界科技划分：165~284天	0	154	203	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9000016	1	0	1	1111111	0	0	0	0	0	0	86400	世界科技划分：165~284天	0	204	278	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9000017	1	0	1	1111111	0	0	0	0	0	0	86400	世界科技划分：165~284天	0	279	378	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9001301	1	0	1	1111111	0	0	0	0	0	76800	79200	帮派宝库开启时间(开服第一天必开)	86	2	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
9001301	1	0	2	100100	0	0	0	0	0	76800	79200	帮派宝库开启时间(开服第四天之后)	86	5	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
9001302	1	0	1	1111111	0	0	0	0	0	0	86400	帮派宝库循环期推送	86	5	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
9001303	1	0	1	1111111	0	0	0	0	0	0	86400	帮派宝库开服第一天的预告推送	86	2	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
9002601	1	0	1	1111111	0	0	0	0	0	0	86400	第二天开放膜拜功能	0	2	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050101	1	0	1	1111111	0	0	0	0	0	0	0	"开服七天学院天降财宝活动,已经屏蔽了，这个时间限制不能用到其他地方"	0	9999	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050101	1	0	2	1111111	0	0	0	0	0	0	0	"开服七天学院天降财宝活动,已经屏蔽了，这个时间限制不能用到其他地方"	0	9999	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050101	1	0	3	1111111	0	0	0	0	0	0	0	"开服七天学院天降财宝活动,已经屏蔽了，这个时间限制不能用到其他地方"	0	9999	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050101	1	0	4	1111111	0	0	0	0	0	0	0	"开服七天学院天降财宝活动,已经屏蔽了，这个时间限制不能用到其他地方"	0	9999	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050101	1	0	5	1111111	0	0	0	0	0	0	0	"开服七天学院天降财宝活动,已经屏蔽了，这个时间限制不能用到其他地方"	0	9999	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050101	1	0	6	1111111	0	0	0	0	0	0	0	"开服七天学院天降财宝活动,已经屏蔽了，这个时间限制不能用到其他地方"	0	9999	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050101	1	0	7	1111111	0	0	0	0	0	0	0	"开服七天学院天降财宝活动,已经屏蔽了，这个时间限制不能用到其他地方"	0	9999	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050102	1	0	1	1111111	0	0	0	0	0	0	86400	开服1-7天	0	1	7	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050103	1	0	1	1111111	0	0	0	0	0	0	86400	开服2-7天	0	2	7	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050104	1	0	1	1111111	0	0	0	0	0	0	86400	开服1-8天(天下第一帮活动只在前八天显示)	0	1	8	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050201	1	0	1	1111111	0	0	0	0	0	0	86400	开服七日活动	0	1	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050202	1	0	1	1111111	0	0	0	0	0	0	86400	开服七日活动	0	2	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050203	1	0	1	1111111	0	0	0	0	0	0	86400	开服七日活动	0	3	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050204	1	0	1	1111111	0	0	0	0	0	0	86400	开服七日活动	0	4	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050205	1	0	1	1111111	0	0	0	0	0	0	86400	开服七日活动	0	5	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050206	1	0	1	1111111	0	0	0	0	0	0	86400	开服七日活动	0	6	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050207	1	0	1	1111111	0	0	0	0	0	0	86400	开服七日活动	0	7	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050210	1	0	1	1111111	0	0	0	0	0	0	86400	开服七日活动时间	0	1	7	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050211	1	0	1	1111111	0	0	0	0	0	0	86400	开服七日活动领奖时间	0	1	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050212	1	0	1	1111111	0	0	0	0	0	0	86400	修仙排行榜时间活动时间	0	1	4	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050213	1	0	1	1111111	0	0	0	0	0	0	86400	修仙排行榜时间活动时间	0	3	6	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050214	1	0	1	1111111	0	0	0	0	0	0	86400	修仙排行榜时间活动时间	0	5	8	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050215	1	0	1	1111111	0	0	0	0	0	0	86400	修仙排行榜时间活动时间	0	7	10	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050216	1	0	1	1111111	0	0	0	0	0	0	86400	修仙排行榜时间活动时间	0	9	12	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050217	1	0	1	1111111	0	0	0	0	0	0	86400	修仙排行榜时间活动时间	0	11	14	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050218	1	0	1	1111111	0	0	0	0	0	0	86400	修仙排行榜时间活动时间	0	13	17	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050219	1	0	1	1111111	0	0	0	0	0	0	86400	修仙排行榜时间活动时间	0	16	20	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050220	1	0	1	1111111	0	0	0	0	0	0	86400	修仙排行榜时间活动时间	0	19	23	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050221	1	0	1	1111111	0	0	0	0	0	0	86400	修仙排行榜时间活动时间	0	22	26	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050222	1	0	1	1111111	0	0	0	0	0	0	86400	修仙排行榜时间活动时间	0	25	29	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050223	1	0	1	1111111	0	0	0	0	0	0	86400	修仙排行榜时间活动时间	0	28	32	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050301	1	0	1	1111111	0	0	0	0	0	0	86400	长生榜奖励邮件发放时间	0	4	4	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050302	1	0	1	1111111	0	0	0	0	0	0	86400	强化榜奖励邮件发放时间	0	6	6	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050303	1	0	1	1111111	0	0	0	0	0	0	86400	宝石榜奖励邮件发放时间	0	8	8	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050304	1	0	1	1111111	0	0	0	0	0	0	86400	灵宠榜奖励邮件发放时间	0	10	10	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050305	1	0	1	1111111	0	0	0	0	0	0	86400	修为榜奖励邮件发放时间	0	12	12	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050306	1	0	1	1111111	0	0	0	0	0	0	86400	魅力排行榜奖励邮件发放时间	0	14	14	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050307	1	0	1	100000	0	0	0	0	0	0	86400	武试周榜奖励	85	0	9999	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
9050308	1	0	1	1111111	0	0	0	0	0	0	86400	长生榜奖励邮件发放时间	0	17	17	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050309	1	0	1	1111111	0	0	0	0	0	0	86400	强化榜奖励邮件发放时间	0	20	20	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050310	1	0	1	1111111	0	0	0	0	0	0	86400	宝石榜奖励邮件发放时间	0	23	23	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050311	1	0	1	1111111	0	0	0	0	0	0	86400	灵宠榜奖励邮件发放时间	0	26	26	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050312	1	0	1	1111111	0	0	0	0	0	0	86400	修为榜奖励邮件发放时间	0	29	29	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050313	1	0	1	1111111	0	0	0	0	0	0	86400	魅力排行榜奖励邮件发放时间	0	32	32	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9053301	1	0	1	1111111	0	0	0	0	0	0	86400	每日累充开服七日活动	31	1	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9053301	1	0	2	1111111	0	0	0	0	0	0	86400	每日累充开服七日活动	0	1	1	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9053301	1	0	3	1111111	0	0	0	0	0	0	86400	每日累充开服七日活动	0	2	2	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9053301	1	0	4	1111111	0	0	0	0	0	0	86400	每日累充开服七日活动	0	3	3	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9053301	1	0	5	1111111	0	0	0	0	0	0	86400	每日累充开服七日活动	0	4	4	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9053301	1	0	6	1111111	0	0	0	0	0	0	86400	每日累充开服七日活动	0	5	5	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9053301	1	0	7	1111111	0	0	0	0	0	0	86400	每日累充开服七日活动	0	6	6	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9053301	1	0	8	1111111	0	0	0	0	0	0	86400	每日累充开服七日活动客户端用	0	7	7	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9053302	1	0	1	1111111	0	0	0	0	0	0	86400	每日累充开服七日活动客户端用	0	1	1	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9053302	1	0	2	1111111	0	0	0	0	0	0	86400	每日累充开服七日活动客户端用	0	2	2	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9053302	1	0	3	1111111	0	0	0	0	0	0	86400	每日累充开服七日活动客户端用	0	3	3	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9053302	1	0	4	1111111	0	0	0	0	0	0	86400	每日累充开服七日活动客户端用	0	4	4	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9053302	1	0	5	1111111	0	0	0	0	0	0	86400	每日累充开服七日活动客户端用	0	5	5	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9053302	1	0	6	1111111	0	0	0	0	0	0	86400	每日累充开服七日活动客户端用	0	6	6	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9053302	1	0	7	1111111	0	0	0	0	0	0	86400	每日累充开服七日活动客户端用	0	7	7	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050401	1	0	1	1111111	0	0	0	0	0	50400	51300	帮派宝箱	0	1	1	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050401	1	0	2	1111111	0	0	0	0	0	64800	65700	帮派宝箱	0	1	1	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050401	1	0	3	1111111	0	0	0	0	0	82800	83700	帮派宝箱	0	1	1	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050401	1	0	4	1111111	0	0	0	0	0	36000	36900	帮派宝箱	0	2	7	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050401	1	0	5	1111111	0	0	0	0	0	50400	51300	帮派宝箱	0	2	7	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050401	1	0	6	1111111	0	0	0	0	0	64800	65700	帮派宝箱	0	2	7	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050401	1	0	7	1111111	0	0	0	0	0	82800	83700	帮派宝箱	0	2	7	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050601	1	0	1	1111111	0	0	0	0	0	0	86400	全服冲级限制	0	1	9999	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
9050701	1	0	1	1111111	0	0	0	0	0	0	86400	主界面修仙排行榜按钮的存在时间	0	1	32	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0
