AI主ID（基本就是NPCID）	AI副ID（不能超过10条）	VALID	触发次数	触发CD	条件类型（0进战第N秒，2进战后每隔N秒，6当前位置坐标，8自身HP百分比，11自身HP数值，14附近有玩家，16仇人身上有BUFF，18自己身上有BUFF，19全图玩家进入仇恨列表，20仇恨列表人数，21全图玩家进入警戒范围，22警戒范围人数）	条件参数1	条件参数2	条件参数3	条件参数4	条件参数5	初始CD(进入战斗N秒后才开始判断)	行为步骤数（不能超过5步）	步骤1延迟	步骤1ID（9位，7位AI主ID+1位AI条目+1位步骤序号）	步骤2延迟	步骤2ID	步骤3延迟	步骤3ID	步骤4延迟	步骤4ID	步骤5延迟	步骤5ID
8002554	1	1	65534	1	2	30	0	0	0	0	5	1	0	800255401	0	0	0	0	0	0	0	0
8002554	2	1	65534	1	2	12	0	0	0	0	5	1	0	800250111	0	0	0	0	0	0	0	0
8002561	1	1	65534	1	2	8	0	0	0	0	8	1	0	800256101	0	0	0	0	0	0	0	0
8002561	2	1	65534	1	2	15	0	0	0	0	8	1	0	800250111	0	0	0	0	0	0	0	0
8002562	1	1	65534	1	2	15	0	0	0	0	8	1	0	800256201	0	0	0	0	0	0	0	0
8002562	2	1	65534	1	2	15	0	0	0	0	8	1	0	800250111	0	0	0	0	0	0	0	0
8002563	1	1	65534	1	2	22	0	0	0	0	8	1	0	800256301	0	0	0	0	0	0	0	0
8002563	2	1	65534	1	2	15	0	0	0	0	8	1	0	800250111	0	0	0	0	0	0	0	0
8002564	1	1	65534	1	2	30	0	0	0	0	8	1	0	800256401	0	0	0	0	0	0	0	0
8002564	2	1	65534	1	2	15	0	0	0	0	8	1	0	800250111	0	0	0	0	0	0	0	0
8002571	1	1	65534	1	2	16	0	0	0	0	6	1	0	800257101	0	0	0	0	0	0	0	0
8002571	2	1	65534	1	2	10	0	0	0	0	6	1	0	800250111	0	0	0	0	0	0	0	0
8002572	1	1	65534	1	2	9	0	0	0	0	6	1	0	800257201	0	0	0	0	0	0	0	0
8002572	2	1	65534	1	2	10	0	0	0	0	6	1	0	800250111	0	0	0	0	0	0	0	0
8002573	1	1	65534	1	2	23	0	0	0	0	6	1	0	800257301	0	0	0	0	0	0	0	0
8002573	2	1	65534	1	2	10	0	0	0	0	6	1	0	800250111	0	0	0	0	0	0	0	0
8002574	1	1	65534	1	2	30	0	0	0	0	6	1	0	800257401	0	0	0	0	0	0	0	0
8002574	2	1	65534	1	2	10	0	0	0	0	6	1	0	800250111	0	0	0	0	0	0	0	0
8002581	1	1	65534	1	2	30	0	0	0	0	7	1	0	800258101	0	0	0	0	0	0	0	0
8002581	2	1	65534	1	2	10	0	0	0	0	7	1	0	800250111	0	0	0	0	0	0	0	0
8002582	1	1	65534	1	2	30	0	0	0	0	5	1	0	800258201	0	0	0	0	0	0	0	0
8002582	2	1	65534	1	2	12	0	0	0	0	5	1	0	800250111	0	0	0	0	0	0	0	0
8002583	1	1	65534	1	2	30	0	0	0	0	8	1	0	800258301	0	0	0	0	0	0	0	0
8002583	2	1	65534	1	2	15	0	0	0	0	8	1	0	800250111	0	0	0	0	0	0	0	0
8002584	1	1	65534	1	2	30	0	0	0	0	6	1	0	800258401	0	0	0	0	0	0	0	0
8002584	2	1	65534	1	2	10	0	0	0	0	6	1	0	800250111	0	0	0	0	0	0	0	0
8002601	1	1	65534	1	2	15	0	0	0	0	7	1	0	800260101	0	0	0	0	0	0	0	0
8002601	2	1	65534	1	2	10	0	0	0	0	7	1	0	800250111	0	0	0	0	0	0	0	0
8002602	1	1	65534	1	2	15	0	0	0	0	7	1	0	800260201	0	0	0	0	0	0	0	0
8002602	2	1	65534	1	2	10	0	0	0	0	7	1	0	800250111	0	0	0	0	0	0	0	0
8002603	1	1	65534	1	2	15	0	0	0	0	7	1	0	800260301	0	0	0	0	0	0	0	0
8002603	2	1	65534	1	2	10	0	0	0	0	7	1	0	800250111	0	0	0	0	0	0	0	0
8002604	1	1	65534	1	2	15	0	0	0	0	7	1	0	800260401	0	0	0	0	0	0	0	0
8002604	2	1	65534	1	2	10	0	0	0	0	7	1	0	800250111	0	0	0	0	0	0	0	0
8002605	1	1	65534	1	2	15	0	0	0	0	7	1	0	800260501	0	0	0	0	0	0	0	0
8002605	2	1	65534	1	2	10	0	0	0	0	7	1	0	800250111	0	0	0	0	0	0	0	0
8002606	1	1	65534	1	2	15	0	0	0	0	7	1	0	800260601	0	0	0	0	0	0	0	0
8002606	2	1	65534	1	2	10	0	0	0	0	7	1	0	800250111	0	0	0	0	0	0	0	0
8002607	1	1	65534	1	2	15	0	0	0	0	7	1	0	800260701	0	0	0	0	0	0	0	0
8002607	2	1	65534	1	2	10	0	0	0	0	7	1	0	800250111	0	0	0	0	0	0	0	0
8002608	1	1	65534	1	2	15	0	0	0	0	7	1	0	800260801	0	0	0	0	0	0	0	0
8002608	2	1	65534	1	2	10	0	0	0	0	7	1	0	800250111	0	0	0	0	0	0	0	0
8002609	1	1	65534	1	2	15	0	0	0	0	7	1	0	800260901	0	0	0	0	0	0	0	0
8002609	2	1	65534	1	2	10	0	0	0	0	7	1	0	800250111	0	0	0	0	0	0	0	0
8002610	1	1	65534	1	2	15	0	0	0	0	7	1	0	800261001	0	0	0	0	0	0	0	0
8002610	2	1	65534	1	2	10	0	0	0	0	7	1	0	800250111	0	0	0	0	0	0	0	0
8002611	1	1	65534	1	2	15	0	0	0	0	7	1	0	800261101	0	0	0	0	0	0	0	0
8002611	2	1	65534	1	2	10	0	0	0	0	7	1	0	800250111	0	0	0	0	0	0	0	0
8002621	1	1	65534	1	2	10	0	0	0	0	7	1	0	800262101	0	0	0	0	0	0	0	0
8002621	2	1	65534	1	2	10	0	0	0	0	7	1	0	800250111	0	0	0	0	0	0	0	0
8002622	1	1	65534	1	2	15	0	0	0	0	7	1	0	800262201	0	0	0	0	0	0	0	0
8002622	2	1	65534	1	2	10	0	0	0	0	7	1	0	800250111	0	0	0	0	0	0	0	0
8002623	1	1	65534	1	2	15	0	0	0	0	7	1	0	800262301	0	0	0	0	0	0	0	0
8002623	2	1	65534	1	2	10	0	0	0	0	7	1	0	800250111	0	0	0	0	0	0	0	0
8002624	1	1	65534	1	2	15	0	0	0	0	7	1	0	800262401	0	0	0	0	0	0	0	0
8002624	2	1	65534	1	2	10	0	0	0	0	7	1	0	800250111	0	0	0	0	0	0	0	0
8002625	1	1	65534	1	2	15	0	0	0	0	7	1	0	800262501	0	0	0	0	0	0	0	0
8002625	2	1	65534	1	2	10	0	0	0	0	7	1	0	800250111	0	0	0	0	0	0	0	0
8002626	1	1	65534	1	2	15	0	0	0	0	7	1	0	800262601	0	0	0	0	0	0	0	0
8002626	2	1	65534	1	2	10	0	0	0	0	7	1	0	800250111	0	0	0	0	0	0	0	0
8002627	1	1	65534	1	2	15	0	0	0	0	7	1	0	800262701	0	0	0	0	0	0	0	0
8002627	2	1	65534	1	2	10	0	0	0	0	7	1	0	800250111	0	0	0	0	0	0	0	0
8002628	1	1	65534	1	2	15	0	0	0	0	7	1	0	800262801	0	0	0	0	0	0	0	0
8002628	2	1	65534	1	2	10	0	0	0	0	7	1	0	800250111	0	0	0	0	0	0	0	0
8002701	1	1	65534	1	2	12	0	0	0	0	1	1	0	800270101	0	0	0	0	0	0	0	0
8002703	1	1	65534	1	2	15	0	0	0	0	5	1	0	800270301	0	0	0	0	0	0	0	0
8002704	1	1	65534	1	2	15	0	0	0	0	1	1	0	800270401	0	0	0	0	0	0	0	0
8002704	2	1	65534	15	8	0	50	0	0	0	15	5	0	800270411	1	800270411	2	800270411	3	800270411	4	800270411
8002704	3	1	65534	10	8	0	50	0	0	0	15	1	0	800270421	0	0	0	0	0	0	0	0
8002705	1	1	65534	1	2	20	0	0	0	0	1	1	0	800270501	0	0	0	0	0	0	0	0
8002706	1	1	65534	1	2	15	0	0	0	0	5	1	0	800270601	0	0	0	0	0	0	0	0
8002706	2	1	65534	1	2	15	0	0	0	0	5	1	0	800270611	0	0	0	0	0	0	0	0
8002706	3	1	65534	1	2	29	0	0	0	0	5	1	0	800270621	0	0	0	0	0	0	0	0
8002707	1	1	65534	1	2	10	0	0	0	0	1	1	0	800270701	0	0	0	0	0	0	0	0
8002707	2	1	65534	1	2	20	0	0	0	0	1	1	0	800270711	0	0	0	0	0	0	0	0
8002707	3	1	65534	1	2	15	0	0	0	0	1	1	0	800270721	0	0	0	0	0	0	0	0
8002708	1	1	65534	10	8	51	100	0	0	0	15	1	0	800270801	0	0	0	0	0	0	0	0
8002708	2	1	65534	5	8	51	100	0	0	0	15	1	0	800270811	0	0	0	0	0	0	0	0
8002708	3	1	65534	10	8	0	50	0	0	0	20	1	0	800270821	0	0	0	0	0	0	0	0
8002709	1	1	65534	1	2	15	0	0	0	0	6	1	0	800270901	0	0	0	0	0	0	0	0
8002709	2	1	65534	1	2	12	0	0	0	0	6	1	0	800270911	0	0	0	0	0	0	0	0
8002709	3	1	65534	1	2	12	0	0	0	0	6	1	0	800270931	0	0	0	0	0	0	0	0
8002709	4	1	65534	1	2	15	0	0	0	0	6	1	0	800270941	0	0	0	0	0	0	0	0
8002710	1	1	65534	1	2	31	0	0	0	0	1	1	0	800271001	0	0	0	0	0	0	0	0
8002710	2	1	65534	1	2	15	0	0	0	0	1	1	0	800271011	0	0	0	0	0	0	0	0
8003002	1	1	65534	1	2	14	0	0	0	0	4	1	0	800300201	0	0	0	0	0	0	0	0
8003002	2	1	65534	1	2	22	0	0	0	0	4	1	0	800300211	0	0	0	0	0	0	0	0
8003003	1	1	65534	1	2	20	0	0	0	0	4	1	0	800300301	0	0	0	0	0	0	0	0
8003003	2	1	65534	1	2	15	0	0	0	0	4	1	0	800300302	0	0	0	0	0	0	0	0
8003004	1	1	65534	1	2	15	0	0	0	0	4	1	0	800300401	0	0	0	0	0	0	0	0
8003004	2	1	65534	1	2	20	0	0	0	0	4	1	0	800300402	0	0	0	0	0	0	0	0
8003002	3	1	65534	1	2	15	0	0	0	0	4	1	0	800300221	0	0	0	0	0	0	0	0
8003005	1	1	65534	1	2	15	0	0	0	0	5	1	0	800300501	0	0	0	0	0	0	0	0
8003005	2	1	65534	1	2	10	0	0	0	0	10	2	0	800300501	1	800300511	0	0	0	0	0	0
8003005	3	1	65534	1	2	30	0	0	0	0	15	5	0	800300511	2	800300511	4	800300511	6	800300511	8	800300521
8003006	1	1	65534	1	2	9	0	0	0	0	4	1	0	800300601	0	0	0	0	0	0	0	0
8003006	2	1	65534	1	2	20	0	0	0	0	4	2	0	800300611	2	800300621	0	0	0	0	0	0
8003007	1	1	65534	1	2	12	0	0	0	0	12	1	0	800300711	0	0	0	0	0	0	0	0
8003007	2	1	65534	1	2	25	0	0	0	0	20	3	0	800300711	4	800300721	8	800300731	0	0	0	0
8003008	1	1	65534	1	2	10	0	0	0	0	4	1	0	800300801	0	0	0	0	0	0	0	0
8003008	2	1	65534	1	2	16	0	0	0	0	4	1	0	800300811	0	0	0	0	0	0	0	0
8003009	1	1	65534	10	8	60	100	0	0	0	10	1	0	800300901	0	0	0	0	0	0	0	0
8003009	2	1	65534	15	8	0	60	0	0	0	15	2	0	800300911	4	800300921	0	0	0	0	0	0
8003011	1	1	65534	1	2	10	0	0	0	0	0	1	0	800301101	0	0	0	0	0	0	0	0
8003011	2	1	65534	1	2	15	0	0	0	0	1	1	0	800301111	0	0	0	0	0	0	0	0
8003012	1	1	65534	1	2	10	0	0	0	0	4	1	0	800301201	0	0	0	0	0	0	0	0
8003012	2	1	65534	1	2	15	0	0	0	0	4	1	0	800301211	0	0	0	0	0	0	0	0
8003013	1	1	65534	1	2	10	0	0	0	0	4	1	0	800301301	0	0	0	0	0	0	0	0
8003013	2	1	65534	1	2	15	0	0	0	0	4	1	0	800301311	0	0	0	0	0	0	0	0
8003014	1	1	65534	1	2	9	0	0	0	0	4	1	0	800301401	0	0	0	0	0	0	0	0
8003014	2	1	65534	1	2	10	0	0	0	0	4	1	0	800301411	0	0	0	0	0	0	0	0
8003014	3	1	65534	1	2	15	0	0	0	0	4	1	0	800301421	0	0	0	0	0	0	0	0
8003015	1	1	65534	1	2	10	0	0	0	0	4	1	0	800301501	0	0	0	0	0	0	0	0
8003015	2	1	65534	1	2	15	0	0	0	0	4	1	0	800301511	0	0	0	0	0	0	0	0
8003016	1	1	65534	1	2	10	0	0	0	0	4	1	0	800301601	0	0	0	0	0	0	0	0
8003016	2	1	65534	1	2	15	0	0	0	0	4	1	0	800301611	0	0	0	0	0	0	0	0
8003017	1	1	65534	1	2	10	0	0	0	0	4	1	0	800301701	0	0	0	0	0	0	0	0
8003017	2	1	65534	1	2	15	0	0	0	0	4	1	0	800301711	0	0	0	0	0	0	0	0
8003018	1	1	65534	1	2	10	0	0	0	0	4	1	0	800301801	0	0	0	0	0	0	0	0
8003018	2	1	65534	1	2	15	0	0	0	0	4	1	0	800301811	0	0	0	0	0	0	0	0
8003019	1	1	65534	1	2	15	0	0	0	0	4	1	0	800301901	0	0	0	0	0	0	0	0
7001204	1	1	65534	1	2	10	0	0	0	0	0	1	0	700120401	0	0	0	0	0	0	0	0
7001205	1	1	65534	1	2	10	0	0	0	0	0	1	0	700120501	0	0	0	0	0	0	0	0
3401010	1	1	65534	1	2	5	0	0	0	0	0	1	0	340101001	0	0	0	0	0	0	0	0
3401011	1	1	65534	1	2	15	0	0	0	0	0	1	0	340101101	0	0	0	0	0	0	0	0
3401011	2	1	65534	1	2	10	0	0	0	0	0	1	0	340101102	0	0	0	0	0	0	0	0
3401012	1	1	65534	1	2	18	0	0	0	0	0	5	0	340101201	1	340101201	2	340101201	3	340101201	4	340101201
3401013	1	1	65534	1	2	12	0	0	0	0	0	1	0	340101301	0	0	0	0	0	0	0	0
3401015	1	1	65534	1	2	10	0	0	0	0	0	1	0	340101501	0	0	0	0	0	0	0	0
3401016	1	1	65534	1	2	8	0	0	0	0	0	1	0	340101601	0	0	0	0	0	0	0	0
3401016	2	1	65534	1	2	15	0	0	0	0	0	1	0	340101602	0	0	0	0	0	0	0	0
3401016	3	1	65534	1	2	8	0	0	0	0	0	1	0	340101603	0	0	0	0	0	0	0	0
3401018	1	1	65534	1	2	15	0	0	0	0	0	1	0	340101801	0	0	0	0	0	0	0	0
3401018	2	1	65534	1	2	8	0	0	0	0	0	1	0	340101802	0	0	0	0	0	0	0	0
3401018	3	1	65534	1	2	12	0	0	0	0	0	1	0	340101803	0	0	0	0	0	0	0	0
3401020	1	1	65534	1	2	10	0	0	0	0	0	1	0	340102001	0	0	0	0	0	0	0	0
3401021	1	1	65534	1	2	8	0	0	0	0	0	1	0	340102101	0	0	0	0	0	0	0	0
3401025	1	1	65534	1	2	5	0	0	0	0	0	1	0	340102501	0	0	0	0	0	0	0	0
3401025	2	1	65534	1	2	8	0	0	0	0	0	1	0	340102502	0	0	0	0	0	0	0	0
3401025	3	1	65534	1	2	10	0	0	0	0	0	1	0	340102503	0	0	0	0	0	0	0	0
3401023	1	1	65534	0	14	0	30	0	0	0	0	1	0	340102301	0	0	0	0	0	0	0	0
3401024	1	1	65534	1	2	10	0	0	0	0	0	1	0	340102401	0	0	0	0	0	0	0	0
3401028	1	1	65534	1	2	15	0	0	0	0	0	1	0	340102801	0	0	0	0	0	0	0	0
3401030	1	1	65534	1	2	10	0	0	0	0	0	1	0	340103001	0	0	0	0	0	0	0	0
3401033	1	1	65534	1	2	8	0	0	0	0	0	1	0	340103301	0	0	0	0	0	0	0	0
3401036	1	1	65534	1	2	8	0	0	0	0	0	1	0	340103601	0	0	0	0	0	0	0	0
3401039	1	1	65534	1	2	8	0	0	0	0	0	1	0	340103901	0	0	0	0	0	0	0	0
3401039	2	1	65534	1	2	10	0	0	0	0	0	1	0	340103902	0	0	0	0	0	0	0	0
3401039	3	1	65534	1	2	8	0	0	0	0	0	1	0	340103903	0	0	0	0	0	0	0	0
3401040	1	1	65534	1	2	10	0	0	0	0	0	1	0	340104001	0	0	0	0	0	0	0	0
3401040	2	1	65534	1	2	8	0	0	0	0	0	1	0	340104002	0	0	0	0	0	0	0	0
3401037	1	1	65534	1	2	8	0	0	0	0	0	1	0	340103701	0	0	0	0	0	0	0	0
3401037	2	1	65534	1	2	15	0	0	0	0	0	1	0	340103702	0	0	0	0	0	0	0	0
3401038	1	1	65534	1	2	20	0	0	0	0	0	1	0	340103801	0	0	0	0	0	0	0	0
3401038	2	1	65534	1	2	15	0	0	0	0	0	1	0	340103802	0	0	0	0	0	0	0	0
3501101	1	1	65534	1	2	5	0	0	0	0	1	1	0	350110101	0	0	0	0	0	0	0	0
3501102	1	1	65534	1	2	8	0	0	0	0	1	1	0	350110201	0	0	0	0	0	0	0	0
3601004	1	1	65534	0	0	18	0	0	0	0	0	1	0	360100401	0	0	0	0	0	0	0	0
3601005	1	1	65534	0	0	36	0	0	0	0	0	1	0	360100401	0	0	0	0	0	0	0	0
3601006	1	1	65534	0	0	54	0	0	0	0	0	1	0	360100401	0	0	0	0	0	0	0	0
3601001	1	1	65534	0	2	6	0	0	0	0	0	1	0	360100101	0	0	0	0	0	0	0	0
3601002	1	1	65534	0	2	6	0	0	0	0	0	1	0	360100102	0	0	0	0	0	0	0	0
3601003	1	1	65534	0	2	6	0	0	0	0	0	1	0	360100103	0	0	0	0	0	0	0	0
3601003	2	1	65534	0	2	15	0	0	0	0	0	1	0	360100104	0	0	0	0	0	0	0	0
3601100	1	1	65534	0	2	8	0	0	0	0	0	1	0	360110001	0	0	0	0	0	0	0	0
3601100	2	1	65534	0	2	15	0	0	0	0	0	1	0	360110002	0	0	0	0	0	0	0	0
3601100	3	1	65534	0	2	20	0	0	0	0	0	1	0	360110003	0	0	0	0	0	0	0	0
4302011	1	1	65534	0	2	9	0	0	0	0	0	1	0	430200101	0	0	0	0	0	0	0	0
4302011	2	1	65534	0	2	15	0	0	0	0	0	1	0	430200102	0	0	0	0	0	0	0	0
4302011	3	1	65534	0	2	22	0	0	0	0	0	1	0	430200103	0	0	0	0	0	0	0	0
4302011	4	1	65534	0	2	30	0	0	0	0	0	1	0	430200104	0	0	0	0	0	0	0	0
4302012	1	1	65534	0	2	9	0	0	0	0	0	1	0	430200105	0	0	0	0	0	0	0	0
4302012	2	1	65534	0	2	15	0	0	0	0	0	1	0	430200106	0	0	0	0	0	0	0	0
4302012	3	1	65534	0	2	22	0	0	0	0	0	1	0	430200107	0	0	0	0	0	0	0	0
4302012	4	1	65534	0	2	30	0	0	0	0	0	1	0	430200108	0	0	0	0	0	0	0	0
4302013	1	1	65534	0	2	9	0	0	0	0	0	1	0	430200105	0	0	0	0	0	0	0	0
4302013	2	1	65534	0	2	15	0	0	0	0	0	1	0	430200106	0	0	0	0	0	0	0	0
4302013	3	1	65534	0	2	22	0	0	0	0	0	1	0	430200107	0	0	0	0	0	0	0	0
4302013	4	1	65534	0	2	30	0	0	0	0	0	1	0	430200108	0	0	0	0	0	0	0	0
4302013	5	1	65534	0	2	25	0	0	0	0	0	1	0	430200109	0	0	0	0	0	0	0	0
4302021	1	1	65534	0	2	15	0	0	0	0	0	1	0	430200201	0	0	0	0	0	0	0	0
4302021	2	1	65534	0	2	9	0	0	0	0	0	1	0	430200202	0	0	0	0	0	0	0	0
4302021	3	1	65534	0	2	16	0	0	0	0	0	1	0	430200203	0	0	0	0	0	0	0	0
4302021	4	1	65534	0	2	30	0	0	0	0	0	1	0	430200204	0	0	0	0	0	0	0	0
4302022	1	1	65534	0	2	15	0	0	0	0	0	1	0	430200205	0	0	0	0	0	0	0	0
4302022	2	1	65534	0	2	9	0	0	0	0	0	1	0	430200206	0	0	0	0	0	0	0	0
4302022	3	1	65534	0	2	16	0	0	0	0	0	1	0	430200207	0	0	0	0	0	0	0	0
4302022	4	1	65534	0	2	30	0	0	0	0	0	1	0	430200208	0	0	0	0	0	0	0	0
4302023	1	1	65534	0	2	15	0	0	0	0	0	1	0	430200205	0	0	0	0	0	0	0	0
4302023	2	1	65534	0	2	9	0	0	0	0	0	1	0	430200206	0	0	0	0	0	0	0	0
4302023	3	1	65534	0	2	16	0	0	0	0	0	1	0	430200207	0	0	0	0	0	0	0	0
4302023	4	1	65534	0	2	30	0	0	0	0	0	1	0	430200208	0	0	0	0	0	0	0	0
4302023	5	1	65534	0	2	45	0	0	0	0	0	1	0	430200209	0	0	0	0	0	0	0	0
4302031	1	1	65534	0	2	8	0	0	0	0	0	1	0	430200301	0	0	0	0	0	0	0	0
4302031	2	1	65534	0	2	15	0	0	0	0	0	1	0	430200302	0	0	0	0	0	0	0	0
4302031	3	1	65534	0	2	22	0	0	0	0	0	1	0	430200303	0	0	0	0	0	0	0	0
4302031	4	1	65534	0	2	30	0	0	0	0	0	1	0	430200304	0	0	0	0	0	0	0	0
4302032	1	1	65534	0	2	8	0	0	0	0	0	1	0	430200305	0	0	0	0	0	0	0	0
4302032	2	1	65534	0	2	15	0	0	0	0	0	1	0	430200306	0	0	0	0	0	0	0	0
4302032	3	1	65534	0	2	22	0	0	0	0	0	1	0	430200307	0	0	0	0	0	0	0	0
4302032	4	1	65534	0	2	30	0	0	0	0	0	1	0	430200308	0	0	0	0	0	0	0	0
4302033	1	1	65534	0	2	8	0	0	0	0	0	1	0	430200305	0	0	0	0	0	0	0	0
4302033	2	1	65534	0	2	15	0	0	0	0	0	1	0	430200306	0	0	0	0	0	0	0	0
4302033	3	1	65534	0	2	22	0	0	0	0	0	1	0	430200307	0	0	0	0	0	0	0	0
4302033	4	1	65534	0	2	30	0	0	0	0	0	1	0	430200308	0	0	0	0	0	0	0	0
4302033	5	1	65534	0	2	40	0	0	0	0	0	1	0	430200309	0	0	0	0	0	0	0	0
4302041	1	1	65534	0	2	16	0	0	0	0	0	1	0	430200401	0	0	0	0	0	0	0	0
4302041	2	1	65534	0	2	23	0	0	0	0	0	1	0	430200402	0	0	0	0	0	0	0	0
4302041	3	1	65534	0	2	9	0	0	0	0	0	1	0	430200403	0	0	0	0	0	0	0	0
4302041	4	1	65534	0	2	30	0	0	0	0	0	1	0	430200404	0	0	0	0	0	0	0	0
4302042	1	1	65534	0	2	16	0	0	0	0	0	1	0	430200405	0	0	0	0	0	0	0	0
4302042	2	1	65534	0	2	23	0	0	0	0	0	1	0	430200406	0	0	0	0	0	0	0	0
4302042	3	1	65534	0	2	9	0	0	0	0	0	1	0	430200407	0	0	0	0	0	0	0	0
4302042	4	1	65534	0	2	30	0	0	0	0	0	1	0	430200408	0	0	0	0	0	0	0	0
4302043	1	1	65534	0	2	16	0	0	0	0	0	1	0	430200405	0	0	0	0	0	0	0	0
4302043	2	1	65534	0	2	23	0	0	0	0	0	1	0	430200406	0	0	0	0	0	0	0	0
4302043	3	1	65534	0	2	9	0	0	0	0	0	1	0	430200407	0	0	0	0	0	0	0	0
4302043	4	1	65534	0	2	30	0	0	0	0	0	1	0	430200408	0	0	0	0	0	0	0	0
4302043	5	1	65534	0	2	40	0	0	0	0	0	1	0	430200409	0	0	0	0	0	0	0	0
7101248	1	1	65534	0	2	25	0	0	0	0	0	1	0	710124801	0	0	0	0	0	0	0	0
7101249	1	1	65534	0	2	25	0	0	0	0	0	1	0	710124901	0	0	0	0	0	0	0	0
7101250	1	1	65534	0	2	25	0	0	0	0	0	1	0	710125001	0	0	0	0	0	0	0	0
7101254	1	1	65534	0	2	25	0	0	0	0	0	1	0	710125401	0	0	0	0	0	0	0	0
7101255	1	1	65534	0	2	25	0	0	0	0	0	1	0	710125501	0	0	0	0	0	0	0	0
7101256	1	1	65534	0	2	25	0	0	0	0	0	1	0	710125601	0	0	0	0	0	0	0	0
7101257	1	1	65534	0	2	25	0	0	0	0	0	1	0	710125701	0	0	0	0	0	0	0	0
7101258	1	1	65534	0	2	25	0	0	0	0	0	1	0	710125801	0	0	0	0	0	0	0	0
7101259	1	1	65534	0	2	25	0	0	0	0	0	1	0	710125901	0	0	0	0	0	0	0	0
7101260	1	1	65534	0	2	25	0	0	0	0	0	1	0	710126001	0	0	0	0	0	0	0	0
7101261	1	1	65534	0	2	25	0	0	0	0	0	1	0	710126101	0	0	0	0	0	0	0	0
7101262	1	1	65534	0	2	25	0	0	0	0	0	1	0	710126201	0	0	0	0	0	0	0	0
